Gene = Lyrm1
index = 654
Annotated 5SS: [   30 14102 18405 20425]
Annotated 3SS: [13942 18311 20279 55684]
SMsplice 5SS: [   30  4448 14102 45515 45851 54952]
SMsplice 3SS: [ 4249 13995 45438 45784 54857 55684]
top_k =  1000
Partition function (log Z): -31.401840712635806

Sorted 5' Splice Sites (High to Low Probability):
Position 30: 0.8566075389385421
Position 4448: 0.8000009118240137
Position 14102: 0.5464127880005413
Position 3243: 0.20490500398523614
Position 2269: 0.18392362567915166
Position 18025: 0.11605713281620304
Position 20425: 0.07378634264207978
Position 386: 0.0686934566527277
Position 712: 0.05824945740329653
Position 8006: 0.05549582782269986
Position 4250: 0.031609258528584115
Position 58: 0.028817681159809972
Position 149: 0.018191067433740132
Position 7350: 0.01664396747908881
Position 356: 0.015272663534708563
Position 392: 0.014772394802429268
Position 1838: 0.014192333588716294
Position 5738: 0.011317702436553143
Position 5720: 0.010741497414704605
Position 4799: 0.01006054417999523
Position 3150: 0.008445772557525138
Position 360: 0.007228432760684509
Position 302: 0.004960818966016786
Position 1939: 0.004342293401060695
Position 655: 0.0040836061796804355
Position 1330: 0.003849914256183949
Position 1375: 0.002772450041763475
Position 1257: 0.0027102332599364155
Position 843: 0.0025799603772986754
Position 904: 0.0024842998031909536
Position 2202: 0.002462135143736344
Position 2886: 0.00234994645357444
Position 1724: 0.0018830203907273231
Position 205: 0.0017941192987991211
Position 1051: 0.001128224890349272
Position 247: 0.0009219657645445775
Position 2348: 0.0008643861764740816
Position 4007: 0.0008095210861687255
Position 4383: 0.0007371816434957074
Position 1346: 0.0007212418205970581
Position 1324: 0.0006450955905736824
Position 5866: 0.00027480418325899177
Position 22: 0.0001894740435054286
Position 963: 0.00014343946266800846
Position 1920: 0.00013071136714409674
Position 573: 0.00011302290750006307
Position 471: 0.00011262093154000962
Position 694: 0.0001013216438025543
Position 121: 8.574070709122539e-05
Position 1992: 7.369712686765602e-05
Position 4393: 6.90915435955009e-05
Position 6235: 6.454046730771213e-05
Position 2015: 3.645050328972939e-05
Position 1607: 2.751108512299916e-05
Position 1436: 2.5456272009950607e-05
Position 256: 2.256136766613521e-05
Position 12: 2.10238173154979e-05
Position 1637: 1.975459687234949e-05
Position 1508: 1.880990451848789e-05
Position 6543: 1.2520446195458347e-05
Position 439: 1.0910188033870549e-05
Position 376: 9.851400785020732e-06
Position 259: 7.703996054471105e-06
Position 900: 7.289132693144086e-06
Position 416: 6.768387555799222e-06
Position 166: 6.19355143464235e-06
Position 1180: 5.920903090589383e-06
Position 497: 5.810221383185095e-06
Position 2644: 4.110235982371672e-06
Position 195: 3.295182982695482e-06
Position 158: 2.576683501559403e-06
Position 1681: 1.801964500109655e-06
Position 161: 1.7011717500824732e-06
Position 838: 1.606600874311957e-06
Position 1446: 1.4434324572443996e-06
Position 3660: 1.270416070617258e-06
Position 478: 1.131858618988265e-06
Position 304: 1.0349665710175935e-06
Position 3613: 8.376530637085893e-07
Position 1527: 7.423130837065599e-07
Position 795: 3.3172877088827075e-07
Position 178: 3.286152756568307e-07
Position 862: 3.184656212110794e-07
Position 390: 2.599453297690443e-07
Position 526: 2.3317072264414033e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4249: 0.5902955154911144
Position 17812: 0.3796157654839222
Position 13809: 0.3461527635478781
Position 13995: 0.28472193463292095
Position 4567: 0.19141081578766922
