Gene = Bcl2l10
index = 175
Annotated 5SS: [598]
Annotated 3SS: [3252]
SMsplice 5SS: [75]
SMsplice 3SS: [3252]
top_k =  1000
Partition function (log Z): -9.511440325825058

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.8306942681584443
Position 415: 0.07335597536826019
Position 48: 0.06357859719093706
Position 598: 0.03330044575917025
Position 790: 0.027851964179548907
Position 2268: 0.009867908974170385
Position 2776: 0.009207702593904195
Position 2892: 0.00853625830815346
Position 119: 0.007422473954096798
Position 1767: 0.006646253839489061
Position 2001: 0.006560976427017491
Position 54: 0.0047099632770439236
Position 3438: 0.004183254269673435
Position 79: 0.003593963984340621
Position 617: 0.0034116138993762306
Position 1561: 0.003151116202597833
Position 355: 0.0028582495741232908
Position 249: 0.0022552981771323047
Position 1208: 0.0020449193018243755
Position 2884: 0.0018420970176766176
Position 2714: 0.0018191107722150498
Position 2767: 0.0016519317700481643
Position 1094: 0.0014781608604627161
Position 253: 0.001348925760818814
Position 2403: 0.001254309217930548
Position 2426: 0.001205983309205761
Position 2877: 0.001174460315145468
Position 3202: 0.001096536298396234
Position 1462: 0.0010603828330491743
Position 2746: 0.0010014327480629688
Position 3510: 0.0009675651148357992
Position 2736: 0.0009419161465320241
Position 3327: 0.0009316079208346763
Position 129: 0.0009251130186528865
Position 2398: 0.0008415201267380443
Position 375: 0.0008130955979634139
Position 1133: 0.0007748150217821927
Position 851: 0.0007008386399350439
Position 1321: 0.0006550465324460887
Position 2788: 0.0005275267949296388
Position 92: 0.0005199730902088102
Position 3100: 0.0003883352170843044
Position 505: 0.00037466723585039485
Position 3368: 0.0002822224282548322
Position 2411: 0.0002714278094033342
Position 3651: 0.0002598471268583404
Position 2930: 0.0002533361327801099
Position 2345: 0.0002527823076600443
Position 69: 0.0002482311601551958
Position 3185: 0.0002463230304751686
Position 1350: 0.00023527604504116522
Position 2290: 0.00022290729437345077
Position 277: 0.0001975714150732143
Position 1669: 0.00018537326524337182
Position 657: 0.00017956999710000667
Position 41: 0.00017235127406693435
Position 1328: 0.00014734502738340883
Position 1967: 0.00013521740538832475
Position 2844: 0.00012790353303834207
Position 685: 0.00011883899355239268
Position 1855: 0.00011620066488554477
