Gene = Pop7
index = 839
Annotated 5SS: [240]
Annotated 3SS: [438]
SMsplice 5SS: [240]
SMsplice 3SS: [438]
top_k =  1000
Partition function (log Z): -6.231697880923555

Sorted 5' Splice Sites (High to Low Probability):
Position 240: 0.99004885581687
Position 96: 0.008105595279958574
Position 89: 0.0025437599397212527
Position 272: 0.0018761669501582315
Position 563: 0.0012223899415904562
Position 195: 0.0012148432663128229
Position 818: 0.001201143441302339
Position 505: 0.0008932106487050176
Position 740: 0.0007564811400473346
Position 868: 0.0007293281499299915
Position 214: 0.0006754596028237555
Position 32: 0.0004249153193327931
Position 100: 0.00019596293638182317
Position 500: 8.201281898660404e-05
Position 933: 5.187392110011417e-05
Position 64: 5.1685914440078384e-05
Position 181: 4.743022363871909e-05
Position 344: 4.256328886348299e-05
Position 346: 4.238735974710607e-05
Position 848: 4.071969632030445e-05
Position 857: 2.3220554346637565e-05
Position 246: 2.1587961547528705e-05
Position 311: 1.9963498791069054e-05
Position 730: 1.1397726558166844e-05
Position 924: 8.996519646080421e-06
Position 770: 6.888671819948904e-06
Position 151: 5.329518163285701e-06
Position 761: 4.741397815672267e-06
Position 296: 4.304179229658113e-06
Position 128: 3.3022207651507597e-06
Position 474: 3.2204495716831114e-06
Position 366: 2.3424047293348583e-06
Position 778: 2.187258058753698e-06
Position 940: 5.671933255012385e-07
Position 421: 9.590130369812415e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 438: 0.7487738758655719
Position 739: 0.13864761444644821
Position 378: 0.05659836376419393
Position 709: 0.02117776058939749
Position 484: 0.013117747967911155
Position 715: 0.008799609666566932
Position 1002: 0.007081556093566876
Position 171: 0.005191541718022606
Position 546: 0.0028776868424653258
Position 445: 0.002561675256416091
Position 490: 0.0016629377498909043
Position 630: 0.0009579998773651496
Position 462: 0.0004838603629809842
Position 574: 0.00043977322379063703
Position 766: 0.00029084264555833105
Position 382: 0.00025665878872719786
Position 176: 0.000173950362089231
Position 455: 0.00017240702284312932
Position 822: 0.0001395409746183294
Position 901: 0.0001256657180120193
Position 610: 0.00011321633885028447
Position 1069: 0.0001116355354398414
Position 586: 5.505513326123149e-05
Position 855: 5.3563464174899474e-05
Position 940: 5.278157251315276e-05
Position 1007: 4.2103033405071664e-05
Position 637: 4.055042000210993e-05
Position 966: 3.838597958888104e-05
Position 723: 2.626407894537847e-05
Position 623: 2.483808587291784e-05
Position 950: 2.294280659767608e-05
Position 447: 2.081900893361719e-05
Position 505: 2.0480645767718542e-05
Position 932: 1.9234993563752548e-05
Position 520: 1.8821735544293992e-05
Position 203: 1.7916478102475777e-05
Position 1009: 1.647792068862256e-05
Position 978: 1.3095895065063354e-05
Position 395: 1.2406495140728993e-05
Position 592: 1.1738138050765979e-05
Position 340: 1.1693577066885723e-05
Position 848: 1.0051118178631246e-05
Position 342: 7.4882540791042095e-06
Position 103: 6.850154429516898e-06
Position 391: 6.840658074649366e-06
Position 96: 6.524722872203903e-06
Position 877: 5.564264807206647e-06
Position 117: 5.267948135852771e-06
Position 336: 5.2635711598995845e-06
Position 784: 4.508427676356439e-06
Position 464: 3.740210141733097e-06
Position 219: 3.4483837237563507e-06
Position 868: 2.986388424763407e-06
Position 305: 2.7727535362769094e-06
Position 816: 2.5389278423403894e-06
Position 790: 2.3325006212710553e-06
Position 596: 2.149436283385098e-06
Position 788: 2.119831106764689e-06
Position 805: 1.93631701188001e-06
Position 325: 1.6943078594249664e-06
Position 228: 1.3605625941656347e-06
Position 778: 1.2255867634305618e-06
Position 317: 5.729930720884284e-07
Position 833: 4.095705988920536e-07
Position 236: 3.6095676039137657e-07
Position 214: 2.9088608480968326e-07
Position 1031: 2.845722112910988e-07
Position 351: 2.583428219507899e-07
Position 239: 1.9298118577100712e-07
Position 232: 1.6095955929351322e-07
Position 311: 1.440467035648418e-07
Position 881: 1.4386308422339195e-07
Position 1016: 1.2972497130141896e-07
Position 910: 6.687836564574752e-08
Position 1023: 6.51854998340094e-08
Position 243: 4.6186061340913455e-10
Position 301: 1.2611537185018044e-10
Position 296: 2.2382645340475527e-11
