Gene = Aspdh
index = 145
Annotated 5SS: [ 145  844 1165 1423 1715 1943]
Annotated 3SS: [ 698 1079 1272 1493 1787 2251]
SMsplice 5SS: [ 145  844 1165 1423]
SMsplice 3SS: [ 698 1079 1272 2251]
top_k =  1000
Partition function (log Z): -0.9247814489035073

Sorted 5' Splice Sites (High to Low Probability):
Position 1423: 0.9176152868584768
Position 844: 0.8462836009870348
Position 145: 0.6657901349769019
Position 1165: 0.5419916572613569
Position 1185: 0.381460417064888
Position 1715: 0.23205439678154116
Position 117: 0.23117834776450027
Position 986: 0.08289589259986299
Position 1943: 0.07039873357561613
Position 149: 0.06347658806147236
Position 1599: 0.04910092887316342
Position 91: 0.0176728062065457
Position 1455: 0.01664462340923199
Position 126: 0.00872779611818824
Position 365: 0.008361636278318941
Position 1844: 0.005828159198719849
Position 64: 0.003541089781181527
Position 1564: 0.002955219312668567
Position 2147: 0.002838928263871919
Position 1964: 0.0019274418902323549
Position 1728: 0.001566212644306503
Position 1273: 0.001517700148940101
Position 24: 0.0014266834479804724
Position 1695: 0.0010996579598977364
Position 1974: 0.0009146791646866659
Position 607: 0.0006259792620391068
Position 319: 0.0005287538568378496
Position 592: 0.00046904326171003964
Position 490: 0.00044906977057706745
Position 105: 0.0003020047639418851
Position 1603: 0.00027932682790534697
Position 123: 0.00026792619247860227
Position 922: 0.00025152242651267463
Position 1567: 0.00024207518509101602
Position 504: 0.00021043847177653303
Position 166: 0.00016471351321555085
Position 1998: 0.00015646076773034553
Position 1226: 0.0001383419837981961
Position 1189: 0.0001079407817413396
Position 771: 0.00010725989661492494
Position 795: 9.540491778963033e-05
Position 1581: 8.997267755829427e-05
Position 337: 8.986431156855776e-05
Position 895: 4.9493325789151335e-05
Position 1813: 4.8755855295471826e-05
Position 1804: 4.758248591794961e-05
Position 452: 4.2384642288821276e-05
Position 1096: 4.00449349976969e-05
Position 277: 3.421058451221188e-05
Position 456: 3.3431019541835115e-05
Position 928: 3.321727658666196e-05
Position 454: 3.2852425166739126e-05
Position 2003: 3.246270218669834e-05
Position 1684: 3.196208069028646e-05
Position 486: 3.152120455621699e-05
Position 797: 3.08886528386994e-05
Position 1732: 2.9993288666849703e-05
Position 2114: 2.8675959845427263e-05
Position 655: 2.8285785681353755e-05
Position 2163: 2.762728577248161e-05
Position 1978: 2.660957467844991e-05
Position 599: 2.6295535126036814e-05
Position 1858: 2.5221816373423494e-05
Position 2005: 2.37494384038942e-05
Position 1915: 2.3207289533798087e-05
Position 1461: 2.2798912410944156e-05
Position 1612: 2.1711126784793045e-05
Position 1382: 2.123903326540021e-05
Position 544: 2.0564831641855196e-05
Position 1897: 1.9986700966529966e-05
Position 1102: 1.8290161706745802e-05
Position 555: 1.7829875074644533e-05
Position 287: 1.6834282049956512e-05
Position 1357: 1.400113400452807e-05
Position 536: 1.3935464080426213e-05
Position 1669: 1.3894178451546054e-05
Position 14: 1.3091842588556643e-05
Position 710: 1.2404331712282401e-05
Position 71: 1.141270794102898e-05
Position 1199: 9.983076240792955e-06
Position 893: 9.386871773811476e-06
Position 1701: 8.728556449146335e-06
Position 712: 7.70862015951349e-06
Position 1353: 7.094535356402673e-06
Position 1686: 6.899875717737268e-06
Position 3: 6.7032958193135445e-06
Position 1756: 6.581818907331596e-06
Position 1201: 6.475453566668269e-06
Position 192: 6.075419687380855e-06
Position 307: 5.958841341558423e-06
Position 424: 4.8643265929988865e-06
Position 369: 4.500480238151112e-06
Position 508: 4.354658655544408e-06
Position 285: 4.169704170843214e-06
Position 305: 3.7921280633701923e-06
Position 343: 3.343428536741642e-06
Position 703: 3.2625038908071716e-06
Position 474: 3.1983791167908554e-06
Position 559: 3.117375402827893e-06
Position 480: 3.0620076720676254e-06
Position 466: 2.9883494657769406e-06
Position 373: 2.625842249453688e-06
Position 379: 2.350054264650478e-06
Position 356: 2.2156673365418507e-06
Position 551: 2.1604615531920542e-06
Position 494: 1.3978286495875747e-06
Position 761: 1.3940503327804377e-06
Position 689: 1.3778396186986854e-06
Position 496: 1.167598925262472e-06
Position 763: 1.150352994034253e-06
Position 460: 9.999160446966521e-07
Position 458: 9.81435916749684e-07
Position 428: 9.075037495804457e-07
Position 472: 7.752174792854211e-07
Position 521: 7.614435778288906e-07
Position 1351: 5.853453209978434e-07
Position 488: 5.652323830678235e-07
Position 563: 4.888363125463251e-07
Position 183: 4.2302801355691483e-07
Position 557: 3.690263290859699e-07
Position 993: 3.300701979973208e-07
Position 502: 1.7513927057913116e-07
Position 1263: 4.757186601127051e-08
Position 1235: 2.533474458203329e-09
Position 1066: 2.0016488420688066e-09
Position 755: 2.8828593511154766e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1079: 0.9052397157926187
Position 1272: 0.7922380201047969
Position 2251: 0.6862417902527546
Position 698: 0.6614184525872031
Position 1493: 0.3483811760578902
Position 1787: 0.17036752119646328
Position 730: 0.08787165607317296
Position 1288: 0.06883428007176202
Position 814: 0.057645971309667934
Position 681: 0.03986545503907225
Position 980: 0.032170070098563014
Position 2041: 0.03147605266409482
Position 2232: 0.027292258157043597
Position 1309: 0.025716515111434957
Position 535: 0.02551933877844905
Position 2113: 0.02490054042105182
Position 1302: 0.020267693641746323
Position 703: 0.018752380745271136
Position 1871: 0.014480012076957373
Position 2094: 0.013481535578520039
Position 606: 0.013103993182897025
Position 1366: 0.00948669355997254
Position 1921: 0.00751766765380688
Position 645: 0.0070767382057099065
Position 1714: 0.006363069656381208
Position 1050: 0.005646129803635233
Position 1669: 0.005198800284076528
Position 984: 0.0046292338129769895
Position 1647: 0.004069460486349027
Position 1843: 0.0035500153332493176
Position 1541: 0.003375769743196387
Position 230: 0.003295702579110542
Position 1495: 0.0030597302528006525
Position 198: 0.002826518608123596
Position 1314: 0.00279396386999965
Position 1185: 0.002515315069452041
Position 791: 0.0024606384509862325
Position 1335: 0.0021332675386462794
Position 1581: 0.0019348515119311071
Position 1099: 0.0018883507655793135
Position 843: 0.0016648345409228462
Position 2054: 0.0015092864970245683
Position 737: 0.0010555057099549902
Position 1317: 0.001014570048623167
Position 1223: 0.0009878587016370875
Position 928: 0.0009379614735088548
Position 1557: 0.0007408525367318619
Position 1988: 0.0006978643361321362
Position 1564: 0.0006571359696316599
Position 1740: 0.0005940241389050187
Position 336: 0.000566294636330194
Position 2017: 0.0005383610302517986
Position 1834: 0.0005368805092975993
Position 899: 0.0005088263913752746
Position 2273: 0.0004102965813509393
Position 1015: 0.00037899753105033576
Position 1102: 0.00037643688343817956
Position 1029: 0.00036851874002319455
