Gene = Nif3l1
index = 749
Annotated 5SS: [  484  2939  5399  7065 10585 12713]
Annotated 3SS: [ 2482  5235  6937 10445 12628 15989]
SMsplice 5SS: [  484  5399 11695 12713]
SMsplice 3SS: [ 5269 11576 12628 15989]
top_k =  1000
Partition function (log Z): -3.826821897904516

Sorted 5' Splice Sites (High to Low Probability):
Position 5399: 0.9833517491668637
Position 12713: 0.9620137605714455
Position 484: 0.9528556033384914
Position 7065: 0.5392825686618203
Position 10585: 0.4889226179364357
Position 11695: 0.3829720265906563
Position 6101: 0.34181522877642884
Position 11699: 0.26914052322628496
Position 5729: 0.24786960171182937
Position 2939: 0.19482073323262075
Position 6058: 0.1852629897866624
Position 2568: 0.1771071684461653
Position 5032: 0.16407091830298615
Position 6621: 0.1531044433050734
Position 4174: 0.15051548458698194
Position 5088: 0.1376979826832516
Position 2396: 0.12374182900391939
Position 5839: 0.11690856134739272
Position 134: 0.10219149083199949
Position 2389: 0.07280343261248512
Position 7906: 0.06300510635879701
Position 4276: 0.04447605046878646
Position 16330: 0.04165820599322778
Position 6106: 0.0414972048340136
Position 9343: 0.034898630353773136
Position 12475: 0.03466155394718715
Position 6625: 0.030268352035769403
Position 13583: 0.027918495615057125
Position 9579: 0.027652480926662757
Position 635: 0.01929275447955798
Position 1048: 0.017080044222121726
Position 5731: 0.015492476214965424
Position 3573: 0.014057868717439331
Position 80: 0.01387833423215547
Position 11842: 0.013216710194197118
Position 5106: 0.011815208804073392
Position 93: 0.010138836027237245
Position 15383: 0.009786661752536356
Position 13993: 0.00851479171643629
Position 13754: 0.007069669536911069
Position 13988: 0.006834683880971393
Position 14009: 0.0067311353549175295
Position 1116: 0.00657178562353053
Position 2448: 0.006487334454372488
Position 2731: 0.005264284103432942
Position 5114: 0.005172951880971366
Position 5110: 0.004515382470930651
Position 5715: 0.004270744825621197
Position 539: 0.0037526634925293583
Position 1552: 0.0037324576819469427
Position 6999: 0.003731150671650991
Position 13440: 0.0036080337403929692
Position 986: 0.003338210189198238
Position 2922: 0.0032524009267917773
Position 76: 0.0031373235268888585
Position 2692: 0.0031308316141098807
Position 2093: 0.003119513151072198
Position 6356: 0.002860533557257289
Position 13548: 0.002234383029957179
Position 63: 0.0021973772885080373
Position 13140: 0.0020492220254496965
Position 16471: 0.001964035616151289
Position 11703: 0.0019480953982489526
Position 6311: 0.001945348945788584
Position 5371: 0.0016804939069041671
Position 9595: 0.0016790365929188588
Position 2656: 0.0016000856194670417
Position 884: 0.0015263258050988782
Position 5877: 0.0015124905915450966
Position 138: 0.0014535401413837534
Position 13949: 0.0013723359862580086
Position 13728: 0.0013555356466452956
Position 11155: 0.00102025899677415
Position 11684: 0.0009416995126711205
Position 239: 0.0008762939896707183
Position 5782: 0.0007731016049975813
Position 5788: 0.0007682464649923572
Position 1841: 0.000722583231073865
Position 697: 0.0005626228924260669
Position 74: 0.0005600666134511314
Position 2441: 0.0005447168882798872
Position 6113: 0.0005050781710194311
Position 835: 0.0005034284203759069
Position 2181: 0.0004720781630387255
Position 455: 0.0004003225284678024
Position 7377: 0.0003766927063424575
Position 560: 0.0003706525872380299
Position 14430: 0.00036654250476700584
Position 2185: 0.0003639230120751967
Position 982: 0.00036371006917642907
Position 2215: 0.0003349513641824745
Position 2328: 0.00032394147020347366
Position 977: 0.0003168609719196246
Position 2537: 0.00028822631331524033
Position 5364: 0.00025459452933058915
Position 756: 0.00024186566189920438
Position 5343: 0.00018994634214044797
Position 1265: 0.00015076204761242396
Position 602: 0.000147608121049773
Position 1182: 0.000144434498924309
Position 1681: 0.0001334687241390621
Position 1934: 0.00012773209500295635
Position 1052: 0.00011818051708603103
Position 2220: 0.0001116809713841756
Position 2232: 9.97680052013446e-05
Position 2177: 7.939229854619982e-05
Position 2393: 7.06754304158774e-05
Position 711: 6.713026875578744e-05
Position 2252: 6.459238742710467e-05
Position 968: 6.330857308484179e-05
Position 5403: 5.4051465667938605e-05
Position 270: 5.1644539267341227e-05
Position 1076: 4.2435302823090086e-05
Position 5348: 3.5200205763681486e-05
Position 1994: 3.20152239923734e-05
Position 2250: 3.0412874275812824e-05
Position 488: 2.6319990379395867e-05
Position 1837: 2.213874462470501e-05
Position 2141: 2.1839428652606254e-05
Position 774: 2.0695139790240192e-05
Position 737: 2.0097675616202213e-05
Position 2416: 1.7295785027048815e-05
Position 12760: 1.7155099875542496e-05
Position 641: 1.561402629758835e-05
Position 801: 1.3937948844156007e-05
Position 4078: 1.3638307403050288e-05
Position 380: 1.3318103285971595e-05
Position 916: 1.2664449052724275e-05
Position 2294: 1.0981554751754567e-05
Position 2377: 9.760351871894247e-06
Position 491: 9.593113156561884e-06
Position 948: 9.240496073868273e-06
Position 2066: 8.93118971987464e-06
Position 2161: 8.684270220354307e-06
Position 5054: 6.51486482324777e-06
Position 2607: 6.447748737235042e-06
Position 2046: 6.257458208015106e-06
Position 5316: 6.164892887611593e-06
Position 919: 4.682782542203429e-06
Position 3042: 3.7379052677860135e-06
Position 325: 3.435711807243864e-06
Position 7141: 1.0304233590765483e-06
Position 519: 5.698141376655146e-07
Position 780: 7.879971159852003e-08
Position 557: 7.01555179895534e-08
Position 523: 3.0248873200278873e-08
Position 873: 5.152298702461968e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12628: 0.9681124370965938
Position 5269: 0.5521338312253932
Position 15989: 0.5325034639963496
Position 11576: 0.5292321367850146
Position 10445: 0.47923700976665917
Position 5668: 0.41969165398488545
Position 5235: 0.4158500321902067
Position 5968: 0.3912068660134205
Position 6937: 0.3360158128920385
Position 4927: 0.3129081021223356
Position 13364: 0.23555831453205098
Position 2482: 0.20419539867030384
Position 2293: 0.17833171103709952
Position 6484: 0.15698371808817713
Position 11614: 0.11918055035614719
Position 5947: 0.11828094458075031
Position 2805: 0.0929874030400764
Position 315: 0.08882473288557838
Position 4092: 0.08507457224198237
Position 7019: 0.08182195349782893
Position 6874: 0.07892497155619979
Position 3940: 0.05275035271702214
Position 2887: 0.05210237382275064
Position 12795: 0.042902068421149006
Position 7830: 0.039781784925674656
Position 13681: 0.034069236163576405
Position 16181: 0.029840163808453724
Position 9264: 0.02875041516508506
Position 9572: 0.0271428797186145
Position 6920: 0.023934813675068833
Position 16432: 0.021823992216252842
Position 370: 0.02144509401243294
Position 13536: 0.02044164680531601
Position 6533: 0.02044054337241798
Position 4077: 0.02022811459907928
Position 12270: 0.019979679644286527
Position 7651: 0.01939509038620915
Position 12799: 0.017508915978642726
Position 4042: 0.017457830656784083
Position 11763: 0.015668666744054052
Position 16401: 0.0153392033274572
Position 12255: 0.015149146189338736
Position 17011: 0.015132878637591114
Position 6898: 0.01494427482903306
Position 843: 0.014357996509358604
Position 2316: 0.01407405347217914
Position 5251: 0.012976908864319566
Position 4113: 0.011322774456930062
Position 3404: 0.010787116731303649
Position 17730: 0.010518864573640745
Position 2829: 0.01030015512245893
Position 13858: 0.010144279438516207
Position 10403: 0.009866784436659315
Position 9036: 0.008594141386993371
Position 15359: 0.008441996515957312
Position 16148: 0.008118906249763122
Position 15732: 0.007963247074178831
Position 15321: 0.007881815341192339
Position 4808: 0.00763821215186642
Position 2861: 0.006898359467156965
Position 11422: 0.0066534799384786285
Position 6518: 0.00592390708817112
Position 15324: 0.0058498848261954025
Position 13082: 0.005642568812409646
Position 17243: 0.005336649144990618
Position 5906: 0.005289817426011462
Position 938: 0.005278014354266626
Position 13369: 0.004986286574055559
Position 15628: 0.0048116450427912565
Position 12837: 0.0047615273479856635
Position 3991: 0.004619876085869604
Position 5975: 0.004276484963459263
Position 15576: 0.004258864023981152
Position 2433: 0.00418442320826899
Position 5830: 0.004064923486350796
Position 5714: 0.00403479409258777
Position 2200: 0.003865297566667096
Position 15799: 0.003854135877691781
Position 16802: 0.003842670278499082
Position 7749: 0.003829837436809418
Position 5289: 0.0036438417551193083
Position 16291: 0.003610813797065628
Position 7024: 0.0035360907644190927
Position 6012: 0.0033624449508196006
Position 15796: 0.003319045837938262
Position 3479: 0.0032643446849638423
Position 1985: 0.003047766242711061
Position 4716: 0.0030017399602656142
Position 16266: 0.0029068091427305546
Position 15125: 0.002897407630623981
Position 12825: 0.002837025394250517
Position 16735: 0.002791774580283067
Position 2361: 0.002752394766555411
Position 13200: 0.0027391221482577777
Position 15279: 0.0027208907982711446
Position 18220: 0.002699197418238683
Position 6227: 0.002626827061437759
Position 2757: 0.0025788170412336846
Position 2730: 0.002500981244855759
Position 629: 0.0024100180997114968
Position 2203: 0.002375629543930227
Position 2043: 0.0023239787675079916
Position 2727: 0.0022825408850118485
Position 5513: 0.0021294333330487657
Position 999: 0.0019808719767556797
Position 260: 0.001918527225684952
Position 13281: 0.001907278748915107
Position 16494: 0.0017966112935653134
Position 6998: 0.0017887736591687996
Position 1880: 0.001772678350855878
Position 14295: 0.0016542928347027513
Position 15903: 0.0016331269367135769
Position 4026: 0.0016193494895166555
Position 6019: 0.001562447717239344
Position 569: 0.001544649005481769
Position 13627: 0.0014678822444746872
Position 2567: 0.001430022303882736
Position 16031: 0.0014025532023111383
Position 3964: 0.0013729963215646848
Position 5838: 0.001341077810204778
Position 2907: 0.001332734307693378
Position 5949: 0.0013124308015304204
Position 2863: 0.0012877853014227612
Position 13894: 0.0012076461955117667
Position 247: 0.001187253009484967
Position 6986: 0.0011861947703935242
Position 17864: 0.001134489276779158
Position 2527: 0.0010671407198136998
Position 16059: 0.0010400636757939177
Position 11051: 0.00102025899677415
Position 12986: 0.0010037252720036926
Position 15374: 0.0009506743809616586
Position 227: 0.0008819118208279135
Position 13115: 0.000880133427133487
Position 15875: 0.0008793775514659397
Position 15165: 0.0008789338653817985
Position 770: 0.0008731505809505173
Position 6830: 0.0008494967861857066
Position 13457: 0.0008437944595047805
Position 1754: 0.0007284792814673837
Position 14547: 0.0007078373129441267
Position 849: 0.0006927153464111992
Position 5196: 0.0006757024673337796
Position 15403: 0.000639268454002339
Position 11934: 0.000517294645125935
Position 12879: 0.0004924245650473237
Position 538: 0.00048084887144032715
Position 5833: 0.00045129180174260507
Position 12951: 0.0004505547980497771
Position 696: 0.00043785652849347953
Position 14589: 0.00043770150336766475
Position 429: 0.0004365116127860962
Position 2645: 0.0003919574244051036
Position 7270: 0.0003814170709603677
Position 2856: 0.0003783098073978604
Position 989: 0.0003412831750207084
Position 6147: 0.00032853224543524584
Position 16897: 0.00031975420481818547
Position 2761: 0.00030900968714258937
Position 1964: 0.0003073726558387376
Position 1176: 0.0003041570734806164
Position 4159: 0.0002875547164020305
Position 1883: 0.000277075077247098
Position 3993: 0.0002711094407079888
Position 6153: 0.0002652763158860437
Position 6250: 0.0002588477025980666
Position 2754: 0.00025838133127751846
Position 1087: 0.00024578298261205585
Position 12777: 0.00024461647443175865
Position 8256: 0.0002405985952052132
Position 2096: 0.00022343111541547192
Position 941: 0.00022258710690180588
Position 1305: 0.00021688642039131246
Position 335: 0.00021637950922411464
Position 12861: 0.00021050621748415165
Position 5556: 0.00020090174675575965
Position 6098: 0.00019852811498374522
Position 5979: 0.00019436230961723816
Position 224: 0.0001886445161219304
Position 344: 0.000187059382179107
Position 13532: 0.00018226585035581677
Position 888: 0.00017942156199487642
Position 5571: 0.00017846614389723366
Position 6295: 0.00017649945074092296
Position 161: 0.00016815715459987744
Position 280: 0.00014363584866372824
Position 325: 0.00013401841361787028
Position 230: 0.00012154025721923887
Position 13582: 0.00011874116682225254
Position 5857: 0.00011495367409507939
Position 5863: 0.00010958708304662105
Position 1421: 0.0001011093534663818
Position 2063: 9.994195669110147e-05
Position 289: 9.963417059687087e-05
Position 433: 9.894068529730294e-05
Position 1440: 9.726125634215981e-05
Position 14932: 9.347875234162505e-05
Position 1115: 9.291777837110457e-05
Position 2438: 7.845278730730418e-05
Position 14396: 7.289235478736171e-05
Position 14362: 7.288473948105518e-05
Position 1430: 6.666299695633077e-05
Position 10668: 6.223685368222161e-05
Position 1028: 5.549695035155206e-05
Position 2325: 5.4704256766164615e-05
Position 6412: 5.452595914276083e-05
Position 2145: 4.710321966855644e-05
Position 2393: 4.681064998144256e-05
Position 6580: 4.159942947141575e-05
Position 1239: 3.7131493415481034e-05
Position 1818: 3.700957950623154e-05
Position 200: 3.37208704426823e-05
Position 8445: 3.370640500499073e-05
Position 957: 3.350441106911628e-05
Position 1315: 3.2827529120822104e-05
Position 332: 2.8628880473194317e-05
Position 5894: 2.8569914778062033e-05
Position 653: 2.4718742527716054e-05
Position 5063: 2.27887797542599e-05
Position 1234: 2.2665098748031874e-05
Position 2643: 2.1632415009594475e-05
Position 399: 1.8815035246676683e-05
Position 1326: 1.862705642940053e-05
Position 1409: 1.7809466922925886e-05
Position 1488: 1.672623245734128e-05
Position 7200: 1.5679744074498898e-05
