Gene = Sprr2j-ps
index = 1022
Annotated 5SS: [82]
Annotated 3SS: [718]
SMsplice 5SS: [82]
SMsplice 3SS: [718]
top_k =  1000
Partition function (log Z): -10.084763464899593

Sorted 5' Splice Sites (High to Low Probability):
Position 82: 0.8848596170230348
Position 246: 0.07597661785618885
Position 150: 0.02806613972181094
Position 609: 0.004005934503024858
Position 768: 0.003918171655399878
Position 29: 0.002647816400793721
Position 553: 0.0011290489855344545
Position 525: 0.0011178647077807486
Position 117: 0.0006196525581149769
Position 250: 0.000612533328603845
Position 520: 0.0005088460950724659
Position 263: 0.00046417615266855603
Position 49: 0.00044345532246963486
Position 472: 0.00038539587794763166
Position 100: 0.0002631655334256202
Position 392: 0.0002564060033007101
Position 349: 0.0002498912665109545
Position 660: 0.0002133934796158947
Position 135: 0.00018946758847617745
Position 189: 0.0001532703520623086
Position 57: 0.00014789957260737048
Position 88: 0.00014757531716430512
Position 16: 0.00012699584894992238
Position 127: 0.00010860103891289428
Position 86: 0.00010526392433261117
Position 581: 0.00010001007621185982
Position 622: 8.97831707429144e-05
Position 425: 8.810292197575849e-05
Position 653: 8.32888949559553e-05
Position 829: 7.473555890908314e-05
Position 203: 6.803654976488516e-05
Position 6: 6.765414541706553e-05
Position 856: 5.974798483415309e-05
Position 490: 5.310033185077853e-05
Position 103: 4.8926777902471034e-05
Position 464: 4.86456110747783e-05
Position 108: 4.022743190046555e-05
Position 883: 3.6673322532626826e-05
Position 802: 3.434352454561534e-05
Position 429: 2.8013709550307684e-05
Position 291: 1.2563516658262429e-05
Position 253: 1.2376816370456167e-05
Position 418: 1.209239900335313e-05
Position 961: 1.181611597237825e-05
Position 304: 1.0338117597832222e-05
Position 865: 1.0281339420118297e-05
Position 470: 7.572076757655502e-06
Position 509: 6.370580300828967e-06
Position 1072: 3.873865837246986e-06
Position 359: 3.174442993168092e-06
Position 786: 2.8873111965566093e-06
Position 816: 2.8266605151989223e-06
Position 907: 2.117285631292562e-06
Position 991: 1.9130230583766804e-06
Position 168: 1.3363622326360635e-06
Position 293: 6.261547824250358e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 718: 0.7877964348856121
Position 576: 0.05120685691561363
Position 370: 0.03565973443119938
Position 802: 0.02499396799210304
Position 606: 0.02493875429431947
Position 499: 0.019087805454654962
Position 245: 0.013206574642860527
Position 541: 0.006313102247922068
Position 829: 0.00491199742246645
Position 856: 0.004572227870892745
Position 180: 0.004281916646510954
Position 392: 0.003945314294936059
Position 1205: 0.003236594371726407
Position 1191: 0.002922216550418502
Position 552: 0.0023173452113650237
Position 955: 0.0022376866981040017
Position 304: 0.001912842740924834
Position 609: 0.00191022665132505
Position 1166: 0.0014823021903706019
Position 750: 0.0011719653240709381
Position 883: 0.001142938197183352
Position 907: 0.0009413206417254007
Position 755: 0.0007754048391994815
Position 249: 0.0006865274860779973
Position 1297: 0.000599994590920591
Position 320: 0.00047351370408874207
Position 733: 0.00046833904363331107
Position 168: 0.0004560014731252372
Position 809: 0.0004262131944638507
Position 632: 0.00027487936265554265
Position 317: 0.00025666877029923037
Position 1237: 0.0002517132682222108
Position 200: 0.00022998062265568858
Position 581: 0.00021248970291327487
Position 863: 0.00020623566384636938
Position 434: 0.000175702560241849
Position 758: 0.0001617659415827375
Position 919: 0.0001608309086855522
Position 520: 0.0001368952277469117
Position 635: 0.00011238415397139222
Position 916: 9.479910698394777e-05
Position 1248: 8.739992701072354e-05
Position 403: 8.521647173833225e-05
Position 1037: 8.50206476987113e-05
Position 509: 7.671753590421994e-05
Position 752: 7.438297237487908e-05
Position 1125: 6.969757408040037e-05
Position 639: 6.643347864538955e-05
Position 203: 6.12213265260204e-05
Position 1087: 5.7727220353744133e-05
Position 614: 5.5774471507132185e-05
Position 776: 4.903955764497399e-05
Position 525: 4.1323897940563224e-05
Position 838: 3.8540726488919634e-05
Position 425: 3.7026928688782554e-05
Position 961: 3.686983527800084e-05
Position 767: 3.600018084373657e-05
Position 1220: 3.547675502961329e-05
Position 1010: 3.513669921727489e-05
Position 1213: 3.411697558100749e-05
Position 726: 3.387230809551447e-05
Position 1131: 3.0070688696543423e-05
Position 1013: 2.828491943332793e-05
Position 1020: 2.4815951282988595e-05
Position 442: 2.1970310720843506e-05
Position 1044: 1.9283067568462135e-05
Position 221: 1.869161014101405e-05
Position 660: 1.707939288723029e-05
Position 135: 1.6910591224607526e-05
Position 650: 1.6354139344013368e-05
Position 146: 1.0831536907800439e-05
Position 865: 1.0615339518427765e-05
Position 811: 9.706543849378846e-06
Position 154: 8.41568932787787e-06
Position 975: 8.239040388294092e-06
Position 327: 8.18750208320031e-06
Position 973: 7.188109006626603e-06
Position 983: 6.594452294298482e-06
Position 261: 6.366287220842046e-06
Position 764: 5.142037781929268e-06
Position 1225: 5.051213657029618e-06
Position 406: 4.503845411267428e-06
Position 150: 3.0087998723565033e-06
Position 892: 2.577967800888167e-06
Position 991: 1.0215238488354864e-06
Position 994: 9.326203063157477e-07
Position 1215: 7.238027674607358e-07
Position 207: 3.860018041865594e-09
Position 73: 2.396843865170506e-09
Position 100: 2.2397269248257428e-09
Position 75: 3.263897740324727e-11
Position 86: 2.259166638957749e-13
