Gene = Ufm1
index = 1162
Annotated 5SS: [  82  217 2616 3597 4589]
Annotated 3SS: [ 159 2557 3556 4555 5834]
SMsplice 5SS: [  82  217 2616 3632 9903]
SMsplice 3SS: [  159  2557  3556  9814 10250]
top_k =  1000
Partition function (log Z): -4.675410289567292

Sorted 5' Splice Sites (High to Low Probability):
Position 2616: 0.9482421078899328
Position 82: 0.7651182688000082
Position 217: 0.6535538505879888
Position 3632: 0.6362705558311242
Position 9903: 0.37669818347102224
Position 4589: 0.1767144358223274
Position 3597: 0.15151482836882546
Position 58: 0.149905805879754
Position 2138: 0.1458900111188074
Position 350: 0.11924142246570034
Position 3889: 0.10913856009431139
Position 4297: 0.058567431857465435
Position 8067: 0.056186247815727196
Position 334: 0.05079157314742467
Position 7168: 0.04879234895371959
Position 280: 0.046977430479840834
Position 4415: 0.03875435563251686
Position 452: 0.02635597185167509
Position 8476: 0.020694082794247032
Position 326: 0.020430521938258946
Position 8075: 0.01917284806569359
Position 3133: 0.01638099753255851
Position 387: 0.0157683596925573
Position 7027: 0.012915373215257991
Position 3474: 0.012625604987032756
Position 4830: 0.01174641060602625
Position 7389: 0.010808871015023433
Position 9683: 0.010075619112602366
Position 86: 0.0090609387568129
Position 6800: 0.008102246030574696
Position 6086: 0.007878782844001586
Position 2747: 0.006075979200616625
Position 416: 0.006007293406600788
Position 8862: 0.0053996016449135795
Position 5045: 0.004706426760965638
Position 7899: 0.004466585577425207
Position 523: 0.004312044517142488
Position 925: 0.004299341348276022
Position 3516: 0.004247063033266345
Position 2575: 0.004230639890318272
Position 6292: 0.003436797621703208
Position 2622: 0.0030490873184706615
Position 167: 0.002599278610320733
Position 3430: 0.00256918343617396
Position 2146: 0.0021089167277969683
Position 2875: 0.001879853252256773
Position 215: 0.0015194395256200133
Position 2916: 0.0014276850366221538
Position 4301: 0.0009527772696919096
Position 3477: 0.0007570618225783621
Position 776: 0.0007431862643959206
Position 2635: 0.0007155609576738098
Position 60: 0.0006856459293740759
Position 1428: 0.0006609980283935793
Position 3410: 0.0006564686710613254
Position 1012: 0.0006130836212476263
Position 160: 0.0005936353857045463
Position 4092: 0.0005796668275550664
Position 221: 0.0005152762446086567
Position 907: 0.0005037288214799678
Position 2859: 0.0004970209362325628
Position 72: 0.00048054614254292624
Position 984: 0.00034871881492825354
Position 370: 0.00034053198863163097
Position 2184: 0.0002942623399245232
Position 3226: 0.00028304076427503933
Position 1522: 0.0002640219717419069
Position 4355: 0.00025147820910565615
Position 4848: 0.00023366607036792153
Position 2764: 0.00022815914604738328
