Gene = Tsen15
index = 1147
Annotated 5SS: [  224  2984  3421 14929]
Annotated 3SS: [ 2901  3284 14786 15398]
SMsplice 5SS: [  329  2984  3421  9429 14929]
SMsplice 3SS: [ 2901  3284  9290 14786 15398]
top_k =  1000
Partition function (log Z): -4.509385018450285

Sorted 5' Splice Sites (High to Low Probability):
Position 14929: 0.9320329763962681
Position 3421: 0.916867515254575
Position 2984: 0.8672014439204164
Position 329: 0.748374148181842
Position 4149: 0.5254698408205137
Position 10711: 0.44991674491276973
Position 9429: 0.33915132477447346
Position 10986: 0.19125174507929543
Position 224: 0.15253694542496582
Position 15504: 0.14442421244829
Position 3183: 0.1298238523663421
Position 3595: 0.08821382348126076
Position 9951: 0.08547826227295612
Position 9472: 0.07810482566062396
Position 9064: 0.07156820889178511
Position 6573: 0.06863059481181509
Position 6189: 0.06406148512880365
Position 9938: 0.058954759206468046
Position 694: 0.056107295380334814
Position 9076: 0.03673323033551729
Position 3967: 0.034927410647706304
Position 13923: 0.034017951446703935
Position 4504: 0.028746914408270808
Position 10621: 0.028295842772746212
Position 12011: 0.021946690339175304
Position 11182: 0.0216183085569397
Position 4310: 0.018657401648134002
Position 6181: 0.0176744638136088
Position 11229: 0.01694396188591457
Position 3734: 0.01475938997969613
Position 1004: 0.013128797269057479
Position 1374: 0.012845681571278933
Position 1812: 0.011315057577030425
Position 5820: 0.010044058229074155
Position 3685: 0.009048578580078886
Position 1797: 0.008693052007324868
Position 1433: 0.008093863394891328
Position 15464: 0.00787593844700902
Position 3027: 0.006646131241681299
Position 135: 0.005882503564818164
Position 589: 0.00511872762916504
Position 8863: 0.004948072235981078
Position 15202: 0.004377550611460136
Position 9550: 0.004333684898372578
Position 15022: 0.004147120530929732
Position 1750: 0.003534454952044532
Position 1169: 0.0032719019047357865
Position 70: 0.0032395307163962015
Position 3285: 0.003056139129162715
Position 804: 0.002997511115347541
Position 3716: 0.002962118488363439
Position 4526: 0.002830211902771211
Position 63: 0.0026737020112724396
Position 1491: 0.002614210137947078
Position 9001: 0.0025116097423784844
Position 8995: 0.0023263351169550187
Position 4545: 0.002086253323008536
Position 9264: 0.0020239841635527563
