Gene = Sycp1
index = 1051
Annotated 5SS: [   115    557   1292   1494   1896   3458   4473   6852  10900  13100
  13713  15572  20297  20945  22680  27195  36069  37247  40246  42563
  57327  59798  71027  71244  81990  82713  83982  84537  91069  95239
 115562 117045]
Annotated 3SS: [   434   1218   1449   1838   3292   4404   6777  10840  13029  13638
  15462  20201  20759  22611  27132  35963  37142  40127  42491  57244
  59734  70963  71180  81872  82601  83888  84461  91011  95058 115417
 116957 117137]
SMsplice 5SS: [   115   1292  10900  15572  20297  22680  27195  36069  40246  42563
  57327  71027  81155  81990  82713  83982  84537  91069 101859 117045]
SMsplice 3SS: [  1218  10840  15462  20201  22611  27132  35963  40127  42491  57244
  70963  80913  81872  82601  83839  84461  91011 101769 116883 117137]
top_k =  1000
Partition function (log Z): -31.758637630940168

Sorted 5' Splice Sites (High to Low Probability):
Position 36069: 0.9999781175657254
Position 22680: 0.9794574796078763
Position 10900: 0.974269080939469
Position 15572: 0.9674407055194877
Position 42563: 0.9626565188454141
Position 1292: 0.9576389390105023
Position 115: 0.9348286317142385
Position 40246: 0.8687586688460137
Position 27195: 0.8364048725333181
Position 20297: 0.739240862401272
Position 57327: 0.6043992444159895
Position 47749: 0.4344936310427163
Position 15861: 0.35983828968200277
Position 26749: 0.3452981368670495
Position 6852: 0.3363245913365583
Position 557: 0.33110412275466233
Position 50439: 0.325408954481473
Position 10448: 0.27826622947751906
Position 1027: 0.2687516407495202
Position 1494: 0.22348784089351661
Position 28535: 0.2010805652073585
Position 37247: 0.18995053636776416
Position 302: 0.17002191216321844
Position 8330: 0.13176112511554183
Position 7076: 0.12205047453806075
Position 12446: 0.11728738146690283
Position 20945: 0.11460639216313297
Position 43287: 0.098972597471816
Position 16637: 0.09854906797074148
Position 19334: 0.09683757649535445
Position 13713: 0.09627146568367435
Position 6856: 0.09154662317623978
Position 28706: 0.07479255926593739
Position 3458: 0.06888054378760843
Position 2150: 0.06723399928342384
Position 59233: 0.06699746535886367
Position 4473: 0.06605518967109762
Position 34012: 0.06498282165367149
Position 20292: 0.06389643669710371
Position 20332: 0.06386156598051512
Position 49071: 0.05017347996325616
Position 12845: 0.04919795063533024
Position 49055: 0.04172493720960524
Position 31078: 0.04162742251414917
Position 31083: 0.04108983404092733
Position 35224: 0.03972429141710348
Position 2265: 0.03903878661805513
Position 17533: 0.026947769346401144
Position 12953: 0.022653407696242616
Position 46695: 0.02206358417895688
Position 348: 0.018356802924357485
Position 26081: 0.01817213609156177
Position 45549: 0.017426030508134054
Position 37293: 0.015963054159635975
Position 1896: 0.014710510410318522
Position 36304: 0.012411433739638215
Position 49130: 0.010298360500998239
Position 644: 0.010271267626075387
Position 255: 0.009999590370923253
Position 2233: 0.008787315916339486
Position 178: 0.008078560767434965
Position 16738: 0.006261277569601523
Position 44304: 0.006258809803438828
Position 13829: 0.005198603876367776
Position 121: 0.004912336062655318
Position 13778: 0.004790185757799104
Position 13100: 0.004467913381665894
Position 13252: 0.0037367081939587345
Position 1395: 0.003401928176350807
Position 781: 0.0030839167734263693
Position 3228: 0.002725650969743042
Position 13692: 0.0025862169674960413
Position 1093: 0.002006096952152423
Position 1296: 0.001786668737955573
Position 5854: 0.0017001264788282845
Position 721: 0.0009488443141178202
Position 325: 0.0009360546372915058
Position 719: 0.0008752607998374852
Position 1241: 0.0008682136564132835
Position 506: 0.0008316000834977953
Position 151: 0.0007658138336097565
Position 616: 0.0007377810888837343
Position 2116: 0.0007375826753152283
Position 976: 0.0007350738492817396
Position 16109: 0.0006748728394449961
Position 1000: 0.000640331077012349
Position 3961: 0.0005841502943792348
Position 475: 0.0005596883189048461
Position 16675: 0.0003381917651772171
Position 659: 0.0003310159056310307
Position 585: 0.0003296356059934656
Position 1498: 0.00031181387786929975
Position 682: 0.00029611617345921316
Position 508: 0.00028047401900220835
Position 389: 0.0002534651743187681
Position 1310: 0.00021734473379107823
Position 1568: 0.00021650459822897158
Position 23665: 0.00021637739826753743
Position 567: 0.00020419401378327258
Position 49: 0.00020141514113821953
Position 1178: 0.00019739042187334535
Position 29: 0.000193486043763483
Position 1363: 0.00016685407978945412
Position 16942: 0.00012521116084519886
Position 170: 0.00010659436257092213
Position 130: 9.496291227079816e-05
Position 1964: 9.079502896196797e-05
Position 310: 8.949006820069081e-05
Position 1721: 8.840111335701207e-05
Position 697: 8.267226399594144e-05
Position 1014: 8.1338514703183e-05
Position 907: 8.114933905482025e-05
Position 867: 8.1053892351563e-05
Position 273: 6.256994365571442e-05
Position 412: 5.864288167389925e-05
Position 1088: 5.86274394288118e-05
Position 278: 5.825082786578019e-05
Position 43281: 4.667451798246263e-05
Position 172: 4.430743913053054e-05
Position 1011: 2.134943964212645e-05
Position 1593: 2.09922719074075e-05
Position 1650: 2.0557131450517053e-05
Position 1533: 2.0023987907356233e-05
Position 132: 1.2857512797464823e-05
Position 61: 1.2807776494829054e-05
Position 123: 1.0632148504236043e-05
Position 270: 1.0430109573897675e-05
Position 479: 6.088264579883003e-06
Position 1506: 5.765908082528878e-06
Position 291: 4.96407601340016e-06
Position 1574: 4.837130428611479e-06
Position 236: 4.4175432786837234e-06
Position 1349: 4.0999766744514936e-06
Position 64: 4.066184637285796e-06
Position 1583: 3.82814636454643e-06
Position 2082: 3.655307850254536e-06
Position 39240: 2.118802988592294e-06
Position 1685: 2.041453968134794e-06
Position 1571: 1.9244200691344843e-06
Position 10: 1.672273652216619e-06
Position 163: 1.2585422127738789e-06
Position 1646: 9.946170840869669e-07
Position 1390: 4.303451748812435e-07
Position 54: 4.136462760211882e-07
Position 1700: 3.315118737756585e-07
Position 1642: 1.9124399874562416e-07
Position 410: 1.8901648156165752e-07
Position 1730: 2.8767870139364725e-08
Position 515: 1.5369127349637543e-08
Position 1150: 8.476298708759787e-09
Position 501: 3.961413048707233e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 35963: 0.9999902762373174
Position 15462: 0.9769610230455961
Position 57244: 0.9528176773595682
Position 22611: 0.9019083534823816
Position 1218: 0.8715775210040846
Position 40127: 0.8331791119207719
Position 42491: 0.7848212693509281
Position 20201: 0.711333914097726
Position 10840: 0.6810848396303268
Position 27132: 0.4902011727916376
Position 59734: 0.43389468997565844
Position 47627: 0.42874109675895467
Position 27101: 0.3462040568011068
Position 6739: 0.3199891632904005
Position 10331: 0.2782662294775198
Position 26587: 0.25604645391917064
Position 15784: 0.23513992475947895
Position 10823: 0.2238280967792417
Position 858: 0.21355805568390188
Position 28446: 0.20458586059400788
Position 59130: 0.20391595135668855
Position 37142: 0.19443194265070804
Position 440: 0.18304865893999833
Position 50357: 0.17791738546206734
Position 20113: 0.15566495616424553
Position 42452: 0.15032323548800136
Position 50322: 0.14956737736063158
Position 1449: 0.14631189982579781
Position 6777: 0.12506121700929299
Position 20759: 0.11460640373062755
Position 8238: 0.10976157805049869
Position 15696: 0.10910281454781542
Position 6969: 0.10487130875446111
Position 16546: 0.09920079228609993
Position 43068: 0.09837917645151424
Position 434: 0.09657598600117377
Position 19215: 0.09060177587806445
Position 13638: 0.09057323519166544
Position 12296: 0.08342640265622883
Position 48927: 0.08069322917136476
Position 177: 0.0791317222537355
Position 22523: 0.07448954581469741
Position 10647: 0.0693561445299003
Position 30963: 0.0680447949527843
Position 1390: 0.06612804787901479
Position 26603: 0.0653171236741392
Position 33891: 0.06498366449818516
Position 12771: 0.06400630399323248
Position 4404: 0.055371046149988314
Position 28587: 0.054250748334135374
Position 207: 0.04971343127309619
Position 2005: 0.04477915750201153
Position 894: 0.04423235980016331
Position 1139: 0.04108678893154906
Position 232: 0.04034134316148876
Position 35180: 0.0397242914171032
Position 39972: 0.03565040374666673
Position 58129: 0.03358606844250673
Position 49025: 0.03346698459114345
Position 2018: 0.03323431595988161
Position 1838: 0.03313531837243917
Position 3261: 0.03295131687675546
Position 1170: 0.03244939676085242
Position 17424: 0.02694777434677074
Position 26608: 0.02393465569559119
Position 46577: 0.023039190660008674
Position 8127: 0.021999547065043347
Position 489: 0.020615561915099757
Position 12301: 0.02051385622531627
Position 42199: 0.020164988557126628
Position 25884: 0.01817251564727545
Position 30986: 0.014674039432636263
Position 526: 0.014278960416285399
Position 3325: 0.013738476336426378
Position 28292: 0.01274339343009481
Position 13643: 0.01262370225465558
Position 2149: 0.012294747582033066
Position 37211: 0.011530125707448761
Position 993: 0.010335575480404022
Position 4278: 0.010279690276400215
Position 47678: 0.010167637385800314
Position 36148: 0.009230906697143371
Position 960: 0.008972979789565872
Position 3292: 0.007961570814435449
Position 45302: 0.007746511143365606
Position 42173: 0.007471374921964119
Position 1026: 0.006927734712875684
Position 13029: 0.006782605399318898
Position 45416: 0.006761369196446362
Position 12089: 0.006383420095970934
Position 12574: 0.006348882127634155
Position 43223: 0.00631886546765909
Position 19108: 0.006235800617290031
Position 16557: 0.005947708345376811
Position 12225: 0.005674269626463276
Position 13578: 0.005649534927496344
Position 3289: 0.005507692509544507
Position 3117: 0.005356878703486689
Position 2096: 0.004782773859853927
Position 407: 0.004771210082010627
Position 15702: 0.004634961849760843
Position 1071: 0.004580151680217932
Position 45322: 0.003984120106618704
Position 43991: 0.0039019613831727477
Position 3312: 0.003859240230623164
Position 1394: 0.003777929336905718
Position 50572: 0.0033444760315279624
Position 1042: 0.0032290443443461986
Position 22322: 0.0030595620654252174
Position 44491: 0.003038065036514184
Position 44274: 0.0025163068306236587
Position 48050: 0.002407400596655793
Position 28257: 0.002316622791758891
Position 330: 0.002139678770671424
Position 36192: 0.0021124922031553273
Position 51296: 0.0020719601388339273
Position 28369: 0.0019774546975722777
Position 1188: 0.001914713371779309
Position 2116: 0.0018216805953688703
Position 45668: 0.0017938459354606326
Position 50103: 0.001681666826064571
Position 3095: 0.0016516412400631392
Position 556: 0.00163426161229956
Position 12816: 0.0014961722107062658
Position 254: 0.0014593785976289167
Position 15820: 0.00144027264231549
Position 495: 0.0014284551241134213
Position 13152: 0.0014220162846145178
Position 443: 0.0013247927733344845
Position 12407: 0.001289432862923523
Position 211: 0.0011552468642460011
Position 36163: 0.0011028771146498455
Position 1237: 0.0009102840880980815
Position 585: 0.0008923867414355182
Position 44019: 0.0007759556155263162
Position 47065: 0.0007706701815096473
Position 463: 0.0007658582837454813
Position 5723: 0.0006764957742224954
Position 46183: 0.0006754049292466498
Position 5752: 0.000638716648587431
Position 236: 0.0005878841307145672
Position 15973: 0.0005488962087942561
Position 44987: 0.0005328932627940092
Position 447: 0.0005127474006766877
Position 44420: 0.0005105448558006753
Position 498: 0.0005066277920955818
Position 655: 0.00045235934830348105
Position 43422: 0.0004475711320111785
Position 5704: 0.0003849140560183563
Position 3231: 0.00037652295245009016
Position 50607: 0.00032201410652726755
Position 4219: 0.0002890554436088096
Position 3825: 0.00027513354319831743
Position 48392: 0.00026752883546962225
Position 2208: 0.0002671557592513679
Position 1471: 0.000261809241111271
Position 1199: 0.0002495808902577531
Position 1076: 0.0002486435825163127
Position 44540: 0.00022941528447894145
Position 346: 0.0002105694533402464
Position 3138: 0.00020285509356660457
Position 939: 0.0001959082322584807
Position 501: 0.00019048834681715385
Position 3802: 0.00018842897062738172
Position 44303: 0.00017879916367186886
Position 44666: 0.00017661618773571873
Position 49226: 0.00016755110698711223
Position 315: 0.00015788132893822802
Position 43714: 0.00015326291909939553
Position 45004: 0.00014684348925173728
Position 46688: 0.0001303372627867391
Position 671: 0.00011949863322494649
Position 561: 0.00011641813090363195
Position 4063: 0.00011539780110059682
Position 1410: 0.00011128808341971312
Position 1175: 0.00010892718572780703
Position 1177: 9.56006504982243e-05
Position 43315: 9.314277154057848e-05
