Gene = Pth
index = 873
Annotated 5SS: [ 120 2376]
Annotated 3SS: [2284 2491]
SMsplice 5SS: [ 120 2376]
SMsplice 3SS: [2284 2491]
top_k =  1000
Partition function (log Z): -1.36884842618667

Sorted 5' Splice Sites (High to Low Probability):
Position 2376: 0.9812898126839649
Position 120: 0.854820109094515
Position 2701: 0.4015156977082753
Position 1326: 0.19828906257909662
Position 1801: 0.13377763973656354
Position 277: 0.12277308356884145
Position 1128: 0.03538296056158901
Position 910: 0.02050051698840604
Position 713: 0.010248095033617653
Position 247: 0.009251762951665242
Position 915: 0.0074217954794542846
Position 293: 0.005542698669594756
Position 2371: 0.004753860744042742
Position 768: 0.003982240106968439
Position 1913: 0.0032965417945367793
Position 1511: 0.0025257814495151234
Position 154: 0.002462039655577371
Position 115: 0.0018171290769549164
Position 2601: 0.0015313170733127505
Position 2695: 0.0014826227990334848
Position 1564: 0.0014623615967885976
Position 901: 0.0013995595972844106
Position 2844: 0.0013559051099876354
Position 1398: 0.001314254418431786
Position 2891: 0.0012175178121258063
Position 1383: 0.0009269042151092571
Position 159: 0.000828496737212675
Position 1135: 0.0006721483285281073
Position 524: 0.00042238291182651643
Position 2727: 0.00040759495622908046
Position 1408: 0.000329367907058571
Position 2676: 0.00032253428126556365
Position 2193: 0.0002859674402117253
Position 2670: 0.0002270627375346986
Position 1998: 0.00021003570750322115
Position 2827: 0.00019705410964529474
Position 2605: 0.00019048946006159192
Position 2721: 0.00018610755749391518
Position 2380: 0.00016074728047344908
Position 2221: 0.00015859345342015624
Position 470: 0.00011421843345950318
Position 1394: 0.00010473020459850759
Position 2428: 9.779636561064402e-05
Position 1114: 8.256698360223405e-05
Position 2750: 8.045817889081352e-05
Position 1119: 7.744908236747932e-05
Position 271: 6.451383275020074e-05
Position 327: 6.13579961504377e-05
Position 1095: 5.54248304032428e-05
Position 2407: 5.293117210154462e-05
Position 807: 4.454535728478916e-05
Position 2638: 3.852257499746675e-05
Position 370: 3.4369622611024724e-05
Position 519: 3.0159633398360837e-05
Position 2733: 3.0057003337993104e-05
Position 501: 2.096252625607612e-05
Position 77: 1.996280265019139e-05
Position 858: 1.957249422840409e-05
Position 2613: 1.8381820201992982e-05
Position 2268: 1.7857466051062948e-05
Position 109: 1.6937937332725205e-05
Position 2395: 1.654863919200826e-05
Position 496: 1.5216392935915615e-05
Position 2425: 1.283272289836651e-05
Position 1157: 1.1648482067908997e-05
Position 2502: 8.600337790038588e-06
Position 477: 8.145570261445422e-06
Position 51: 6.6232037103122024e-06
Position 304: 6.529858853388238e-06
Position 2248: 6.480649206200829e-06
Position 538: 5.583348104007346e-06
Position 81: 5.130524461657996e-06
Position 2317: 3.588413456278655e-06
Position 821: 3.346273657466729e-06
Position 827: 2.867355399251652e-06
Position 35: 2.548280696632897e-06
Position 2089: 2.164763999530912e-06
Position 2409: 1.6758328696253039e-06
Position 641: 1.5291488528406703e-06
Position 1310: 1.165337322466521e-06
Position 1425: 1.1617734015898551e-06
Position 1328: 9.441293876073799e-07
Position 881: 4.81359765366259e-07
Position 1402: 3.054196906194954e-07
Position 1781: 2.130849354721629e-07
Position 1767: 1.9748914554189483e-07
Position 1641: 1.7193372770615935e-07
Position 236: 1.364544904532757e-07
Position 402: 1.309775866103281e-07
Position 30: 9.4910871725701e-08
Position 1296: 8.304790437370824e-08
Position 605: 1.9325351647177153e-08
Position 46: 1.684371125310506e-08
Position 177: 1.0951339725707107e-08
Position 760: 5.862516198028256e-09
Position 720: 2.4533883924712505e-09
Position 2468: 2.0701291290490614e-09
Position 565: 1.0240502158462635e-09
Position 2506: 7.780452467319959e-10
Position 603: 1.980727352019246e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2491: 0.9940696094671504
Position 2284: 0.6322151496766829
Position 2770: 0.22967482542881285
Position 1231: 0.1810669646509321
Position 2289: 0.1559384744576438
Position 2267: 0.14470926544607646
Position 1687: 0.100828945342937
Position 2809: 0.07770607901025853
Position 2934: 0.05074458589203832
Position 2237: 0.029784347483983842
Position 2774: 0.027511369949997137
Position 984: 0.024412735595306486
Position 2890: 0.018726369006966486
Position 2101: 0.015797279869241072
Position 1246: 0.01223895013751274
Position 1640: 0.010920593616982745
Position 603: 0.010872212289140983
Position 697: 0.010744728466463752
Position 2974: 0.00700031429965452
Position 1039: 0.006900124360105006
Position 562: 0.0059004730287323184
Position 1266: 0.004819806734439417
Position 2125: 0.004533366280408457
Position 1540: 0.004435795235658948
Position 873: 0.0038931275710157227
Position 1655: 0.003824672738445854
Position 1227: 0.0033968181251149785
Position 1727: 0.003233739689538163
Position 954: 0.0026818542970423404
Position 1660: 0.0023239447898555283
Position 677: 0.002322299656996012
Position 1610: 0.0021790317450484753
Position 1637: 0.0021561775899495003
Position 2495: 0.001770722548306164
Position 737: 0.0016836526727605306
Position 713: 0.0015989079325915098
Position 1502: 0.0015574553186665238
Position 1310: 0.0013634206207292182
Position 1579: 0.0013509955942126112
Position 1691: 0.0013191370996999754
Position 522: 0.0012953343316280891
Position 242: 0.0012705626830599305
Position 2317: 0.0010501636310804169
Position 767: 0.0008950897721768755
Position 720: 0.0007586772693322441
Position 1510: 0.0007475205452585004
Position 2338: 0.0007473803509241266
Position 1800: 0.0007212563319726268
Position 1994: 0.0007092352482556271
Position 1026: 0.0006030779931434963
Position 264: 0.0005044964087316259
Position 2082: 0.0005002616749553887
Position 423: 0.0004947484100497064
Position 717: 0.00045938381260342644
Position 2779: 0.0004316528517434027
Position 1287: 0.00040976977319840096
Position 991: 0.00040466010873933225
Position 739: 0.0004032478474980675
Position 839: 0.0003882578174126928
Position 2248: 0.00038107463355352227
Position 2516: 0.0003285492339524718
Position 1417: 0.00029180328241275294
Position 811: 0.00028916525710951795
Position 988: 0.0002745546592918761
Position 1155: 0.00025440271801921297
Position 246: 0.00021138848867581565
Position 1735: 0.0002063921103639648
Position 2149: 0.000206249523259351
Position 1776: 0.00020086031809933688
Position 1910: 0.00017565114991185144
Position 821: 0.00016877675338154575
Position 639: 0.0001664691454901072
Position 2134: 0.00015571578406825556
Position 2605: 0.00014922293666774861
Position 786: 0.00014518716572316869
Position 743: 0.00014304894865270896
Position 537: 0.00011856419184518629
Position 2010: 0.0001118745133920996
Position 1739: 0.00010187318752620192
Position 2818: 8.160212042178726e-05
Position 815: 7.793792652322129e-05
Position 370: 6.832595983201222e-05
Position 2145: 5.976044461974217e-05
Position 1998: 5.640688306153661e-05
Position 375: 5.293031120536841e-05
Position 2034: 4.627664597369068e-05
Position 881: 4.545789694191873e-05
Position 1665: 3.9671048192011905e-05
Position 2497: 3.666868478742607e-05
Position 931: 3.6535725463140985e-05
Position 1616: 3.3801921645114065e-05
Position 1841: 3.307599977452195e-05
Position 2827: 3.168775486629949e-05
Position 1086: 3.0961463377415374e-05
Position 751: 2.6269636837678883e-05
Position 757: 2.460937085071785e-05
Position 1583: 2.064306068450505e-05
Position 777: 1.8367087302139993e-05
Position 1041: 1.8330872049529517e-05
Position 995: 1.7999681608302377e-05
Position 1563: 1.7535245957708316e-05
Position 1757: 1.619615849425165e-05
Position 1912: 1.4509303142649517e-05
Position 274: 1.3848634201987423e-05
Position 1742: 1.3696250372831455e-05
Position 2629: 1.3140323487596713e-05
Position 1125: 1.097965993549291e-05
Position 1549: 1.0508150829128236e-05
Position 2579: 1.0154397013765779e-05
Position 2499: 9.693440577319619e-06
Position 1083: 9.211058043710142e-06
Position 2613: 6.846544743871877e-06
Position 2555: 5.968837435556306e-06
Position 782: 5.8887654673123566e-06
Position 1053: 5.000389065115218e-06
Position 847: 4.758206736478904e-06
Position 565: 3.927869260304354e-06
Position 2043: 3.8173129322182395e-06
Position 2750: 3.030196079605835e-06
Position 2575: 2.866261383930503e-06
Position 2557: 2.804922841227209e-06
Position 583: 2.274226005780522e-06
Position 304: 2.1562008409331888e-06
Position 1119: 2.1549524695022583e-06
Position 1079: 1.972052696947315e-06
Position 570: 1.945293899215351e-06
Position 2631: 1.9143385123420077e-06
Position 443: 1.6890681874552772e-06
Position 2733: 1.4241767921344868e-06
Position 2402: 1.0352886443303951e-06
Position 906: 8.920399472481186e-07
Position 1183: 7.324844578112594e-07
Position 2638: 6.523599141682566e-07
Position 2586: 6.475488330620231e-07
Position 796: 6.469979590281152e-07
Position 2506: 5.703598083996557e-07
Position 755: 4.5351077310106986e-07
Position 2663: 4.2018778850596685e-07
Position 2660: 3.6792171294857197e-07
Position 312: 2.3396602765070634e-07
Position 1762: 2.3135626929178993e-07
Position 158: 1.9529657383299173e-07
Position 792: 1.943044424896744e-07
Position 2648: 1.589096714640108e-07
Position 2695: 8.782989253514084e-08
Position 2645: 7.578505781194832e-08
Position 1163: 2.175694763484515e-08
Position 2428: 1.8934312671226474e-08
Position 893: 1.8293942600609662e-08
Position 164: 1.4717429055786251e-08
Position 276: 6.261007327999203e-09
Position 177: 1.0250323164314602e-09
Position 477: 2.9530928794452584e-10
Position 94: 1.0870528223845476e-10
Position 501: 3.369939411611942e-11
Position 124: 2.0961823090013995e-11
Position 173: 5.494987923605411e-12
Position 107: 5.889750366124267e-13
Position 109: 3.5684105454367713e-13
