Gene = Alkbh2
index = 111
Annotated 5SS: [ 136  693 2687]
Annotated 3SS: [ 448 2487 3963]
SMsplice 5SS: [ 343  603 2687]
SMsplice 3SS: [ 448 2487 3963]
top_k =  1000
Partition function (log Z): -5.048044513395839

Sorted 5' Splice Sites (High to Low Probability):
Position 2687: 0.9639204347602286
Position 343: 0.5588328756421244
Position 603: 0.36263364424161804
Position 693: 0.3562174610067349
Position 136: 0.28268822153618084
Position 2359: 0.2292558391373945
Position 2390: 0.12690350543686776
Position 710: 0.07999415429413043
Position 3261: 0.0432296292063183
Position 3894: 0.03328255996967589
Position 3163: 0.030190161168131426
Position 463: 0.026298618514041805
Position 2192: 0.02486944057181555
Position 323: 0.02372844705068064
Position 494: 0.02368575440493025
Position 337: 0.0224800035232087
Position 3654: 0.02064664326326793
Position 258: 0.012553712434303482
Position 2649: 0.011216608626749848
Position 987: 0.008840560304709984
Position 810: 0.008455089678857048
Position 2909: 0.00823589824123197
Position 3430: 0.008215033310631501
Position 612: 0.007868033213200445
Position 805: 0.006642740350269594
Position 2508: 0.0056772761973964145
Position 61: 0.004778328197929925
Position 3052: 0.004458073894441917
Position 1934: 0.004197660510659012
Position 703: 0.004185296020527809
Position 2175: 0.0037979545845033286
Position 3859: 0.002602039470922746
Position 71: 0.0022384586368697167
Position 248: 0.002080077408140046
Position 623: 0.0019131912934498886
Position 3417: 0.001904328326745945
Position 3298: 0.0018033963734384768
Position 2502: 0.001714178533921646
Position 3202: 0.001557836033957168
Position 790: 0.001504958003116582
Position 3541: 0.0014553868897875322
Position 289: 0.001226329671214681
Position 2834: 0.0011353574749203908
Position 682: 0.0010451042659714712
Position 3713: 0.0009719786954098939
Position 1944: 0.0009698766976731365
Position 3160: 0.0009622122334057505
Position 3056: 0.0006230823408705154
Position 195: 0.0006090796708056356
Position 183: 0.0005906898480222882
Position 1712: 0.0005822836735088272
Position 2570: 0.0005749699960481187
Position 1958: 0.0005661018551564727
Position 2488: 0.0005547042319115525
Position 3435: 0.0005164862996098262
Position 2899: 0.00042685945190059634
Position 82: 0.000402290660385809
Position 2844: 0.0003693389926132871
Position 784: 0.0003643905138956372
Position 677: 0.0003091473405693103
Position 351: 0.0002854734017965781
Position 2366: 0.00026822055839759585
Position 2998: 0.00026530710787048213
Position 18: 0.00026455120542664664
Position 421: 0.0002609994125063056
Position 334: 0.00025411817182779717
Position 2072: 0.0002442015264033195
Position 2756: 0.00023350591655130784
Position 1192: 0.00023245557609132537
Position 1983: 0.00021179210672902518
Position 723: 0.00020738701501942712
Position 3838: 0.00019569710220295215
Position 1931: 0.00018037987089252491
Position 1998: 0.00017167296542568484
Position 2884: 0.00013464625797899202
Position 2013: 0.00012395058890874103
Position 4121: 0.00012297494254861203
Position 815: 0.00011888672161277942
Position 821: 0.00011876455621646975
Position 181: 0.00011286777689436696
Position 2405: 0.00011129942254611274
Position 1851: 0.00010105066287201825
Position 1503: 9.740144786767335e-05
Position 2082: 9.582967344374049e-05
Position 3964: 9.514192589984767e-05
Position 2519: 9.282849398880533e-05
Position 1969: 8.584748910354031e-05
Position 3960: 7.377282793669266e-05
Position 4: 6.773015173255778e-05
Position 758: 6.411508764929118e-05
Position 1985: 5.8634708364852156e-05
Position 2918: 5.0643044171899045e-05
Position 2326: 4.9700233141840606e-05
Position 714: 4.829401139028649e-05
Position 3340: 4.450513048507776e-05
Position 2988: 4.444510445621262e-05
Position 1113: 4.245117396842979e-05
Position 2903: 4.2039473693140324e-05
Position 2939: 3.922012184038617e-05
Position 1130: 3.531859929146854e-05
Position 2576: 3.5253242064206315e-05
Position 2529: 3.504864719025288e-05
Position 664: 3.341935010632874e-05
Position 1210: 2.8814791044852257e-05
Position 22: 2.5599046582344295e-05
Position 207: 2.3600749915544892e-05
Position 171: 2.2684043838638593e-05
Position 846: 2.1585064155323385e-05
Position 20: 1.3327425730250896e-05
Position 26: 1.2009004500786098e-05
Position 445: 5.260689232198949e-06
Position 2786: 1.9088199120114553e-06
Position 436: 1.448899839244591e-06
Position 467: 1.2954551390524056e-06
Position 1756: 1.216296490536247e-06
Position 2679: 5.173695697871603e-07
Position 487: 3.832916871358131e-07
Position 454: 3.7328074125419e-07
Position 2673: 1.967837735845262e-07
Position 2640: 1.4934489760339953e-07
Position 2628: 1.0424185998870238e-07
Position 2432: 3.739076167421734e-08
Position 3758: 6.085016162831904e-09
Position 3928: 3.1543758805161233e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2487: 0.9423991602757626
Position 448: 0.7514314803453048
Position 3963: 0.6889853118661647
Position 2318: 0.2574107171495564
Position 2776: 0.11257980585414543
Position 3055: 0.09180334284419328
Position 3801: 0.06218743933418457
Position 2622: 0.05288992511035495
Position 2169: 0.05210396553308152
Position 4062: 0.03674219445655017
Position 3564: 0.03167799054742849
Position 1835: 0.029816648998845043
Position 2110: 0.024511146182120063
Position 3737: 0.02230706859346613
Position 271: 0.018423253240768666
Position 3209: 0.01462672062270669
Position 2877: 0.01437367566645873
Position 3159: 0.01232910029144685
Position 204: 0.010385704122104409
Position 2044: 0.008828092190371443
Position 3798: 0.008510707607258004
Position 3850: 0.008090510883323083
Position 2013: 0.0061103687504158125
Position 521: 0.005681098520598801
Position 2281: 0.005265142897350942
Position 2813: 0.00366793024772767
Position 3041: 0.0036635285448155985
Position 2357: 0.0036215073357150447
Position 3537: 0.003434838065384074
Position 214: 0.0030493444740907027
Position 3597: 0.0027562364326896645
Position 3779: 0.0027316879882768688
Position 602: 0.0027242888245946986
Position 4085: 0.0026952577560724455
Position 3114: 0.0025230196730865067
Position 3065: 0.002279524756694697
Position 554: 0.0021824621279545623
Position 186: 0.0021553730485520486
Position 696: 0.0019946393078486674
Position 1908: 0.0019556018928551353
Position 2324: 0.0018472064934881476
Position 2454: 0.0017745036903910618
Position 2603: 0.0016243728998959052
Position 236: 0.0015682558829112788
Position 3429: 0.0014192472807325893
Position 3394: 0.0013747381644967473
Position 3021: 0.0013570888562425873
Position 3573: 0.0013541954718794844
Position 3769: 0.0011541590776978899
Position 2072: 0.001144456442239556
Position 2988: 0.0010544750590076788
Position 258: 0.000999506039039863
Position 783: 0.0009954421119357465
Position 2054: 0.0009468126391364874
Position 718: 0.0009051384076415912
Position 551: 0.0009008834959193261
Position 2955: 0.000814802414204581
Position 3712: 0.0007471318446957735
Position 3522: 0.000660624082331974
Position 3600: 0.0006479700654823052
Position 220: 0.0006302291717102805
Position 1578: 0.0005407831369874096
Position 3999: 0.00047493998459587815
Position 2501: 0.00043958318198057217
Position 2507: 0.0004191253203279768
Position 2175: 0.0004127763206234781
Position 1021: 0.0003726862988693091
Position 3370: 0.0003669956002612186
Position 3824: 0.00036291550696199366
Position 3746: 0.00035761155019604836
Position 4194: 0.00035492910032234416
Position 3810: 0.00031784131981306147
Position 2115: 0.00031653644398234527
Position 2138: 0.0003104616067447827
Position 2048: 0.00026584143923964797
Position 809: 0.00025583081623813846
Position 2906: 0.00024060398467218828
Position 3491: 0.00024056955567399967
Position 851: 0.00023367397928282735
Position 4210: 0.0001944459226211056
Position 503: 0.0001873139490663613
Position 638: 0.0001664077159476756
Position 609: 0.00015389755387350225
Position 3360: 0.00014466632916700282
Position 3072: 0.00014136126287850605
Position 571: 0.00014011661442733247
Position 3238: 0.0001346427040860872
Position 2738: 0.00012811111348538375
Position 2967: 0.0001279008664781101
Position 3084: 0.0001240665748218429
Position 3400: 0.00012189645748296143
Position 417: 0.00011566396864130458
Position 2893: 0.00011359921452793428
Position 3677: 0.0001073927304429611
Position 814: 0.00010639694411185166
Position 3213: 0.00010619983367332274
Position 845: 0.00010336443661911415
Position 3539: 0.0001009007704120944
Position 3245: 9.724002221327645e-05
Position 4001: 8.729641444106662e-05
Position 2778: 7.898649775429113e-05
Position 527: 7.50319943032879e-05
Position 238: 7.226413563116122e-05
Position 532: 7.163195671256046e-05
Position 3495: 6.943475054655837e-05
Position 2786: 6.798189733155e-05
Position 916: 6.742649625849883e-05
Position 1583: 6.432971259267972e-05
Position 406: 6.0365014008891346e-05
Position 702: 6.0323636189995634e-05
Position 2397: 5.6528862701730174e-05
Position 2536: 4.9884064651086065e-05
Position 3971: 4.622359470757838e-05
Position 799: 4.539342031631706e-05
Position 3276: 4.368210960936413e-05
Position 3005: 4.1781158151391694e-05
Position 891: 3.8904681377527045e-05
Position 1435: 3.533043322544088e-05
Position 1065: 3.1614755287133935e-05
Position 2655: 3.131911241320136e-05
Position 4101: 2.7383438412978015e-05
Position 4099: 2.5270093944911482e-05
Position 3421: 2.2537783565312923e-05
Position 3344: 2.038041092697318e-05
Position 1291: 1.948758935523308e-05
Position 3181: 1.944302888725435e-05
Position 756: 1.891156461468857e-05
Position 1113: 1.8401084990329772e-05
Position 1432: 1.6757322470433852e-05
Position 3126: 1.5267706061319384e-05
Position 535: 5.942625767412572e-06
Position 347: 5.854377247523942e-06
Position 734: 4.1530933918791765e-06
Position 974: 3.952771153981863e-06
Position 327: 3.632077178413042e-06
Position 332: 2.887576180669285e-06
Position 3173: 2.4648231738628134e-06
Position 3243: 2.238356435774501e-06
Position 1539: 9.962803385005951e-07
Position 1489: 8.960183772339487e-07
Position 1606: 8.171175967539664e-07
Position 1629: 7.618942165315816e-07
