Gene = Rpsa
index = 935
Annotated 5SS: [ 142  934 1588 2675 3208 3477]
Annotated 3SS: [ 767 1468 2428 3078 3310 3710]
SMsplice 5SS: [ 142  934 1588 3208 3477]
SMsplice 3SS: [ 767 1468 3078 3310 3710]
top_k =  1000
Partition function (log Z): 0.5683435821070346

Sorted 5' Splice Sites (High to Low Probability):
Position 3208: 0.9725185666485132
Position 1588: 0.9620178595690673
Position 142: 0.8514915793528026
Position 934: 0.8286387570505621
Position 3477: 0.4610993958200115
Position 2675: 0.3959929861346711
Position 3818: 0.2115061199184177
Position 3416: 0.12701074564058534
Position 2840: 0.09016531916169583
Position 3435: 0.06973668676213361
Position 4256: 0.054403067552083004
Position 719: 0.03940302433636935
Position 297: 0.03201780340648603
Position 475: 0.028721846846679156
Position 995: 0.026132580301783063
Position 4223: 0.024646762520248566
Position 2546: 0.024216377522965495
Position 3645: 0.024210367196928123
Position 3443: 0.022466898351135668
Position 2268: 0.018058267181003236
Position 2784: 0.016628473951666528
Position 2788: 0.013489549097322657
Position 3427: 0.011976280911592523
Position 983: 0.010375137747055467
Position 1619: 0.010203671186195145
Position 499: 0.009705634599616193
Position 1006: 0.009681471796541776
Position 3369: 0.007873781681259835
Position 2250: 0.00671966906576937
Position 513: 0.006055324249669757
Position 2205: 0.005824416634060673
Position 2022: 0.005570131672533116
Position 381: 0.005084269810681946
Position 1555: 0.004662959798236574
Position 3481: 0.004563706703540532
Position 3574: 0.0044710838995023205
Position 954: 0.004408357788960167
Position 330: 0.004356391850087465
Position 215: 0.004086406878887316
Position 3775: 0.00354086977129483
Position 3140: 0.0034108465781906776
Position 3612: 0.0033089354379119288
Position 167: 0.0031245898581466606
Position 1954: 0.003019978900975965
Position 1247: 0.002997586176551487
Position 1226: 0.00298258307169523
Position 877: 0.0026482444710212486
Position 1831: 0.002221418324221471
Position 2356: 0.0021195108036344825
Position 3152: 0.002029121183112623
Position 928: 0.0018427395451395114
Position 971: 0.0018015033243294807
Position 1401: 0.0017989464316047728
Position 62: 0.0016898169977734466
Position 292: 0.0011975625333366258
Position 2366: 0.0011096540675786918
Position 2812: 0.0010320082192029176
Position 3394: 0.0009633834831752603
Position 4304: 0.0009607143378046179
Position 3169: 0.0007287128700846483
Position 3532: 0.0007218543136181995
Position 121: 0.00069513256181822
Position 1930: 0.0006620885950539705
Position 3857: 0.0006475174730771114
Position 4197: 0.0006444974298580299
Position 517: 0.0006042848789034708
Position 2543: 0.0005748162942315122
Position 3779: 0.0005250723742102404
Position 2168: 0.0005165485941915448
