Gene = 1700028J19Rik
index = 15
Annotated 5SS: [ 116 3829 4859 5403]
Annotated 3SS: [3627 4711 5273 5542]
SMsplice 5SS: [ 116 4859 5403]
SMsplice 3SS: [4711 5268 5542]
top_k =  1000
Partition function (log Z): -4.324318046539787

Sorted 5' Splice Sites (High to Low Probability):
Position 4859: 0.8741455045235822
Position 5403: 0.7107099480928187
Position 116: 0.49013388503270644
Position 507: 0.36696472383817585
Position 106: 0.23789950075147867
Position 5342: 0.17058119634613791
Position 3829: 0.15681117820883858
Position 3489: 0.12655425526459863
Position 4881: 0.07507391646727145
Position 4375: 0.07418846149003161
Position 3222: 0.07109102289127464
Position 173: 0.0595706035385308
Position 183: 0.050492279958306345
Position 4159: 0.045343370621911745
Position 230: 0.03743781178711153
Position 3264: 0.023856735889203704
Position 3754: 0.023209926743890816
Position 5908: 0.019744461175550298
Position 203: 0.015222790496857269
Position 5707: 0.011953941827524213
Position 1890: 0.01110323259027707
Position 576: 0.008494550163987924
Position 1684: 0.008112776041048752
Position 2021: 0.007507871801382043
Position 3356: 0.007438575746497927
Position 3564: 0.006004789141000552
Position 3185: 0.005919009309602129
Position 5603: 0.005834601072349368
Position 5173: 0.005053750960617205
Position 2855: 0.0034450706237843355
Position 1708: 0.0031210862069172406
Position 23: 0.0030796070249482126
Position 1688: 0.002820529486034949
Position 3803: 0.0023380467232331356
Position 3042: 0.002329533098620054
Position 4929: 0.002230034635716412
Position 5689: 0.0018238345237787043
Position 5432: 0.001556649439017143
Position 5470: 0.0014537282867842455
Position 5685: 0.0010227034775032238
Position 162: 0.0009708361976637506
Position 5843: 0.0008423484332385276
Position 470: 0.0006368280125544335
Position 5697: 0.0006027858293081123
Position 3520: 0.0005080669295530452
Position 120: 0.0004953617980379831
Position 5585: 0.0004342782972510647
Position 3092: 0.00040121615845167493
Position 6132: 0.0003323873818993525
Position 131: 0.0002986814136827747
Position 5384: 0.00026925788285704573
Position 2827: 0.00024629854727186394
Position 5566: 0.000243736473445566
Position 6200: 0.0002312723056796966
Position 2340: 0.000225138136396878
Position 3877: 0.00019016236585196286
Position 193: 0.0001548239278208933
Position 41: 0.00014313583797911938
Position 1505: 9.042388797045958e-05
Position 5939: 7.170812016510696e-05
Position 342: 6.214825196275113e-05
Position 5747: 5.976753407712029e-05
Position 5820: 5.757157197733914e-05
Position 5373: 5.68759697772085e-05
Position 1489: 4.777935431767812e-05
Position 146: 4.302639876252837e-05
Position 5887: 4.211674045832461e-05
Position 1467: 3.8647129954398104e-05
Position 81: 3.7591736740263014e-05
Position 1471: 3.2797766953595506e-05
Position 36: 2.9929843669641832e-05
