Gene = Olfr643
index = 780
Annotated 5SS: [    60  25295  77812 111955 114219 124921 133337]
Annotated 3SS: [ 25219  77769 111831 114063 124676 133204 138358]
SMsplice 5SS: [    60  15423  15794  25295  58115  64064  87424  95881 111955 114219
 133337]
SMsplice 3SS: [ 15281  15688  25219  57942  63839  87329  95808 111831 114048 133204
 138358]
top_k =  1000
Partition function (log Z): -66.00245203331583

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.9804885638190869
Position 5450: 0.2687174612435762
Position 7737: 0.1523733195717266
Position 15423: 0.10647942720369542
Position 7761: 0.09257097720071293
Position 15403: 0.07231253367631463
Position 7254: 0.07080099329308961
Position 7012: 0.062250959740081574
Position 1937: 0.05936517496326565
Position 7659: 0.05866604538459593
Position 7836: 0.05774119756031996
Position 7619: 0.03914208428796919
Position 3816: 0.032616002379474276
Position 5548: 0.01747324252379628
Position 5307: 0.010317208028109775
Position 13202: 0.008764938477925472
Position 278: 0.006346660730604589
Position 4874: 0.00632745626387782
Position 1931: 0.005094615512298366
Position 4870: 0.005072267664090956
Position 3330: 0.004786419689847276
Position 9186: 0.00452558030877172
Position 121: 0.0044749878589932235
Position 204: 0.0041381294005363445
Position 7663: 0.004085009910063609
Position 1921: 0.0030003323286946224
Position 2928: 0.002955185027734639
Position 192: 0.0027409422210779447
Position 7705: 0.002546020543524974
Position 6064: 0.00213679639578505
Position 6974: 0.0018916211955715264
Position 7126: 0.0017129537857207015
Position 1927: 0.0017010145803160281
Position 1956: 0.0016634437357326928
Position 7291: 0.0012403056835671945
Position 29: 0.001175774557986667
Position 11956: 0.0011328391605880863
Position 6992: 0.001106470357920713
Position 5188: 0.0010180644272414522
Position 3256: 0.0006225335463491085
Position 2474: 0.0005929679876027822
Position 3081: 0.0004442550108264103
Position 74: 0.00034046107699440653
Position 3534: 0.0003084369205348605
Position 51: 0.0003052097543253991
Position 4894: 0.00027395609588414514
Position 7404: 0.000272289039922787
Position 221: 0.00020684347240863867
Position 3149: 0.00018307441591023117
Position 521: 0.00013322327942268838
Position 1736: 0.00013221404612050752
Position 1811: 0.0001225876747345218
Position 7625: 9.76591603955639e-05
Position 816: 9.625640878218082e-05
Position 883: 8.365933889786324e-05
Position 1621: 8.327919149207366e-05
Position 6613: 6.668833603125726e-05
Position 6493: 6.422561200217487e-05
Position 2991: 6.242752472847336e-05
Position 2947: 5.749969104482301e-05
Position 5231: 4.893122670260929e-05
Position 294: 2.1033093918147226e-05
Position 886: 1.419643091283227e-05
Position 833: 1.0974855086653311e-05
Position 409: 9.574458211469522e-06
Position 751: 8.872425434043284e-06
Position 534: 5.185668227604222e-06
Position 1585: 4.432771894595367e-06
Position 125: 4.376522219828258e-06
Position 1382: 3.4095478436768167e-06
Position 1001: 2.8639647605593684e-06
Position 1480: 2.7004663998490167e-06
Position 225: 2.52071021642726e-06
Position 1407: 2.4385759760987254e-06
Position 1661: 1.7133418525692512e-06
Position 1326: 1.4044265526251048e-06
Position 1777: 1.2649739991015599e-06
Position 1260: 1.02566258321365e-06
Position 1208: 8.529808147216221e-07
Position 1338: 7.225044755928835e-07
Position 1317: 7.138852020801344e-07
Position 1547: 4.899543894870053e-07
Position 444: 4.898396941660404e-07
Position 456: 4.6771241486979396e-07
Position 2954: 1.9235609495321274e-07
Position 1145: 1.7178951440041345e-07
Position 1887: 1.1317931517061334e-07
Position 1898: 8.137784394497092e-08
Position 227: 9.84364393488267e-10
Position 284: 8.998434559434464e-10
