Gene = Dcps
index = 324
Annotated 5SS: [  291  4985 39718 46601 49755]
Annotated 3SS: [ 4809 39571 46486 49643 51216]
SMsplice 5SS: [  291  4985 14289 37372 37698 39718 40948 46601 49755]
SMsplice 3SS: [ 4809 14195 37207 37571 39571 40853 46486 49643 51216]
top_k =  1000
Partition function (log Z): -23.181660837594706

Sorted 5' Splice Sites (High to Low Probability):
Position 4985: 0.7797049116583918
Position 14289: 0.752066824337013
Position 1885: 0.5168658433456622
Position 291: 0.5161538483630799
Position 72: 0.42226788348577915
Position 18421: 0.22667099763994406
Position 10155: 0.22572429525727555
Position 4879: 0.21803794507287858
Position 6833: 0.18762241145746128
Position 18645: 0.1353845628633249
Position 19185: 0.11197402025218488
Position 18376: 0.08904235730742983
Position 13950: 0.08020821964165724
Position 8236: 0.07369734686990681
Position 7228: 0.06076832371996447
Position 1811: 0.058402649208609526
Position 4138: 0.05461698927183962
Position 10372: 0.04983139917044595
Position 12804: 0.043822210091498934
Position 397: 0.043386426058288984
Position 19596: 0.040091507842996144
Position 19501: 0.02866817031168982
Position 10504: 0.02304411978046752
Position 6165: 0.019233006788558788
Position 14624: 0.017795686055139235
Position 3962: 0.01700466102863259
Position 19040: 0.01672198481123432
Position 7065: 0.013737353708109034
Position 5914: 0.011962376524446153
Position 1863: 0.011310666579868962
Position 2655: 0.010429056547916194
Position 12796: 0.009259498021204132
Position 12722: 0.0085573971923051
Position 3399: 0.0081369365968538
Position 10989: 0.008124749422537957
Position 1785: 0.00719386143961493
Position 16947: 0.006553908389770753
Position 2704: 0.0059465374223830825
Position 1771: 0.005776575462117832
Position 10729: 0.005658968936096225
Position 11503: 0.0056382556207464135
Position 4444: 0.00531964138978811
Position 11680: 0.0048276685415494566
Position 4692: 0.004747183471066582
Position 12769: 0.004380026293711891
Position 234: 0.004368663456654759
Position 4267: 0.003980664486292632
Position 7114: 0.003900519138985577
Position 564: 0.0036395536946024582
Position 1615: 0.0034948164430293497
Position 706: 0.0033944751221283674
Position 640: 0.003392587668321594
Position 3226: 0.0033886954692939806
Position 7559: 0.0033034072173817202
Position 243: 0.0031882840412947515
Position 7315: 0.0030821964997887114
Position 968: 0.002955670650473892
Position 3664: 0.0026436468038855306
Position 22: 0.002603488436083202
Position 207: 0.0021369829794077597
Position 4306: 0.002100515560761231
Position 590: 0.0019664099395426808
Position 656: 0.0019203752873551614
Position 1437: 0.0019001309584854228
Position 3753: 0.0017621796867573255
Position 643: 0.0017075454699113524
Position 1749: 0.0016260734107723359
Position 12145: 0.0015581908757517594
Position 10055: 0.0014993263892355347
Position 592: 0.0014934549275985357
Position 3183: 0.0014393167263480975
Position 1508: 0.0011269186052858251
Position 2441: 0.0011200004677979114
Position 77: 0.00108323750748083
