Gene = Myocos
index = 728
Annotated 5SS: [ 174 1184 3762]
Annotated 3SS: [ 1050  3621 10682]
SMsplice 5SS: [ 174 1184 1401 1719]
SMsplice 3SS: [1050 1308 1563 3621]
top_k =  1000
Partition function (log Z): -3.7384761005337452

Sorted 5' Splice Sites (High to Low Probability):
Position 174: 0.9265953103305472
Position 1719: 0.8361906273724307
Position 1184: 0.7233923258994192
Position 1401: 0.5670250964952512
Position 9286: 0.5377346237073225
Position 4306: 0.40473244000691994
Position 7175: 0.3830148345978127
Position 1215: 0.23396243873823416
Position 3678: 0.19603428294147596
Position 6074: 0.1728901516271389
Position 1430: 0.16926159198345134
Position 3766: 0.14260753654464192
Position 502: 0.13624453487512658
Position 1388: 0.11607749950048903
Position 7514: 0.10565966229630097
Position 5295: 0.10447726381280295
Position 3654: 0.09678812549781295
Position 3980: 0.09118535402360481
Position 8695: 0.06814828290191147
Position 4004: 0.06697792278874073
Position 6928: 0.050628197512372776
Position 5822: 0.04695513801953631
Position 4031: 0.04560614310125199
Position 559: 0.039279203488333164
Position 1769: 0.03830454167391108
Position 936: 0.035067279855101635
Position 1394: 0.02949195005164572
Position 9303: 0.02907652369388738
Position 3716: 0.027887302556848226
Position 4635: 0.026388742727470316
Position 92: 0.016654012635415747
Position 7405: 0.015382910408706475
Position 3189: 0.014724246456860357
Position 352: 0.011068789900582713
Position 444: 0.008611575535814573
Position 4043: 0.00841845926716764
Position 3789: 0.00664208700533155
Position 107: 0.006251025644902378
Position 1162: 0.005925096903887273
Position 551: 0.005719048572782334
Position 1051: 0.005238741536218384
Position 7390: 0.005152408378055227
Position 3124: 0.00431371976858437
Position 9965: 0.004077793098433561
Position 2273: 0.0035735518820819863
Position 1723: 0.0034090549080993647
Position 751: 0.0034005526073058487
Position 904: 0.0030952025784265693
Position 88: 0.0028598934698391594
Position 381: 0.0028247919262478177
Position 1194: 0.0022094570677262783
Position 413: 0.0020393373528056064
Position 908: 0.0019899477234175257
Position 3691: 0.0017205639039101451
Position 6385: 0.0012370274188844943
Position 888: 0.0011575363037890155
Position 818: 0.0011536826236528235
Position 3173: 0.0011232820983509916
Position 1405: 0.0008181420510526395
Position 3780: 0.000769195093194662
Position 692: 0.0007164597607888792
Position 613: 0.0005281275306747515
Position 2029: 0.00047528825011150386
Position 1434: 0.0004329567200457641
Position 983: 0.0004309986077546076
Position 1143: 0.0003100059491442219
Position 1425: 0.00024116902806442357
Position 22: 0.00022117041549358187
Position 1348: 0.00021813387950346007
Position 1611: 0.00019955620475424387
Position 800: 0.0001759334002585826
Position 209: 0.0001650236356560846
Position 39: 0.00016068006159563402
Position 2904: 0.00014840084750275228
Position 1418: 0.0001391130111794251
Position 368: 0.0001348239876295428
Position 297: 0.00012620919641285138
Position 230: 0.000111853298620851
Position 1058: 0.00010192161249044954
Position 588: 9.281033056232538e-05
Position 189: 7.939756173207652e-05
Position 2320: 7.85901188155372e-05
Position 869: 7.283416461125456e-05
Position 2498: 6.939945811503285e-05
Position 1444: 5.598641860260308e-05
Position 2536: 5.5973200506611634e-05
Position 596: 4.769021469751317e-05
Position 407: 4.652808981203316e-05
Position 3177: 4.550982956369597e-05
Position 2074: 3.93664944178409e-05
Position 43: 3.810194675395024e-05
Position 244: 3.3579013881300106e-05
Position 3001: 3.1792279802880745e-05
Position 3474: 3.073115034991353e-05
Position 2907: 3.033650621520016e-05
Position 178: 2.8607267353355572e-05
Position 302: 2.7842669784863875e-05
Position 728: 2.7783284386587784e-05
Position 872: 2.355418513279491e-05
Position 295: 2.3120415893428507e-05
Position 1084: 2.2659552929877514e-05
Position 185: 2.0842877649013135e-05
Position 488: 2.0784611858669677e-05
Position 2087: 2.0188726858424032e-05
Position 2397: 1.7340739037195563e-05
Position 83: 1.732668082035448e-05
Position 133: 1.5658037195820312e-05
Position 1751: 1.559327661614861e-05
Position 3242: 1.5414912903048876e-05
Position 510: 1.4956691827083953e-05
Position 966: 1.2502978200206839e-05
Position 2367: 1.1692715727368278e-05
Position 285: 1.0929435599455559e-05
Position 273: 1.0272557271353323e-05
Position 1095: 8.684276260740787e-06
Position 611: 8.269529518917703e-06
Position 448: 7.830388485166975e-06
Position 271: 6.7805784896054525e-06
Position 2081: 5.8375626113334996e-06
Position 2583: 5.6798322920244285e-06
Position 259: 5.660793721036049e-06
Position 574: 4.707932951900377e-06
Position 363: 4.592559766851743e-06
Position 3107: 3.855286066605139e-06
Position 1992: 3.6925527807169395e-06
Position 50: 1.6663411774474858e-06
Position 1210: 1.3520081068609604e-06
Position 58: 1.2117164507910434e-06
Position 2254: 7.46013966292705e-07
Position 135: 4.341029519665591e-07
Position 355: 3.680878282369487e-07
Position 311: 2.733895150621173e-07
Position 590: 2.5975035597494704e-07
Position 527: 2.5229329123364723e-07
Position 567: 2.503783199740322e-07
Position 3645: 1.6534818860879527e-07
Position 491: 6.017220774989885e-08
Position 432: 4.1104468016482334e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1050: 0.9081244290029165
Position 1308: 0.877208506747111
Position 1563: 0.5984311456466249
Position 9169: 0.5788484106767062
Position 3621: 0.5570195308522277
Position 7037: 0.3372537568998913
Position 3886: 0.2039589109306256
Position 4175: 0.15212494953268788
Position 5731: 0.15140788555320903
Position 1602: 0.14560107188215854
Position 9488: 0.12966756692150477
Position 9177: 0.12359255668163852
Position 4160: 0.10061465930028102
Position 320: 0.09749155345167178
Position 9360: 0.0915869094267122
