Gene = Sbsn
index = 946
Annotated 5SS: [ 445 3410 3576]
Annotated 3SS: [3337 3530 4493]
SMsplice 5SS: [445]
SMsplice 3SS: [4493]
top_k =  1000
Partition function (log Z): -8.12154305709981

Sorted 5' Splice Sites (High to Low Probability):
Position 445: 0.7325186959580207
Position 3410: 0.5100421414598432
Position 3576: 0.27647141888071575
Position 2581: 0.27642460183065265
Position 229: 0.2712704813092363
Position 4395: 0.1561326163701648
Position 1999: 0.1019637146220419
Position 2013: 0.04938454917258638
Position 3500: 0.03332849211342577
Position 2003: 0.030051663564862004
Position 4314: 0.027006885245277657
Position 2174: 0.02408826028537927
Position 481: 0.023330437238904024
Position 3361: 0.021404300568150004
Position 184: 0.01637866853953638
Position 2902: 0.013252245405399894
Position 26: 0.011932998683274333
Position 3810: 0.006621729686479064
Position 1633: 0.006521424308145228
Position 1901: 0.006357379853676717
Position 1579: 0.005350201425594819
Position 4271: 0.003672717984092485
Position 2784: 0.0036114379392048414
Position 3489: 0.003525763677123935
Position 1935: 0.003338290806634437
Position 93: 0.002573070507419094
Position 411: 0.0023220143346841925
Position 515: 0.001990871335025232
Position 299: 0.0018654763266603206
Position 2522: 0.0016488190307307464
Position 4428: 0.0015683951442075628
Position 2444: 0.0014747442861982043
Position 358: 0.0013667899797443247
Position 100: 0.0010130821363600966
Position 2737: 0.001006790737564518
Position 2366: 0.000971531337883911
Position 539: 0.0008373829983031471
Position 1414: 0.000731480661970977
Position 2361: 0.0006170217593443588
Position 2790: 0.0005528620501020465
Position 7: 0.0005200317420064023
Position 564: 0.00041822365843600945
Position 1193: 0.0003866239642300305
Position 175: 0.00037687794570374054
Position 756: 0.00037457905989985146
Position 545: 0.0003678378757047013
Position 1621: 0.0003296270719332285
Position 618: 0.00030035709181842185
Position 1031: 0.00029191954025863397
Position 424: 0.00028653772347990816
Position 1525: 0.00028241043502236213
Position 1085: 0.00027518027036340086
Position 1139: 0.00026838597261610506
Position 1217: 0.00025300732717686023
Position 1685: 0.00024645685643202354
Position 3504: 0.0002263774475887181
Position 737: 0.00020839980737978904
Position 731: 0.0002082752982091514
Position 3401: 0.00020415253700125177
Position 672: 0.00020261935250506173
Position 195: 0.00020180809967892762
Position 3424: 0.00019459210496509304
Position 4184: 0.0001657496857681386
Position 1567: 0.0001529802837689695
Position 3398: 0.00013416383786895016
Position 593: 0.00010408553413758258
Position 2322: 0.0001034237190569577
Position 1675: 7.406673264492547e-05
Position 2527: 5.531176528923501e-05
Position 810: 4.428532323386498e-05
Position 599: 4.422639749923004e-05
Position 653: 4.193567932995474e-05
Position 785: 3.743442219764111e-05
Position 791: 3.737360878133124e-05
Position 864: 3.705991946212345e-05
Position 2906: 3.610382696382092e-05
Position 510: 3.59060795503726e-05
Position 3351: 3.167239173684366e-05
Position 647: 3.116249873303781e-05
Position 845: 3.047101931802271e-05
Position 2623: 3.0044909734860336e-05
Position 1429: 2.9566160302013052e-05
Position 1163: 2.866255641830928e-05
Position 977: 2.7800341471281083e-05
Position 839: 2.7277277007687116e-05
Position 522: 2.4697268141048456e-05
Position 1001: 2.1336702579720246e-05
Position 497: 2.0384140668695154e-05
Position 130: 1.178736873302954e-05
Position 104: 1.0366231912685555e-05
Position 283: 4.714999735196284e-06
Position 1313: 3.5134135517324436e-06
Position 1055: 3.3004114392451808e-06
Position 1109: 2.805851641356255e-06
Position 899: 2.081407400770303e-06
Position 761: 1.9476653854868865e-06
Position 707: 1.8415029095745955e-06
Position 893: 1.5635147403060805e-06
Position 569: 1.330832533157857e-06
Position 947: 1.1759214434243677e-06
Position 623: 1.1281280857713634e-06
Position 677: 1.0367076701452185e-06
Position 1271: 8.591017706738382e-07
Position 1277: 7.083718984916484e-07
Position 1188: 6.903736443817225e-07
Position 1373: 5.348003659222796e-07
Position 2273: 4.721908230514129e-07
Position 1134: 4.4655983739735627e-07
Position 1026: 4.150172673261059e-07
Position 1080: 3.918134140636017e-07
Position 1361: 1.1994392315760466e-07
Position 815: 2.808270262578313e-08
Position 869: 2.5851740888475436e-08
Position 337: 1.659890951518973e-08
Position 918: 1.0795322710231465e-08
Position 377: 3.101571153575905e-09
Position 972: 9.655268575084387e-10
Position 553: 3.154907756072608e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4493: 0.9026053911457319
Position 3337: 0.5444290628702416
Position 3530: 0.21849656411539425
Position 2353: 0.192863589213702
Position 1869: 0.1452445811657088
Position 4151: 0.13813265337358513
Position 2558: 0.06815576372362954
Position 3481: 0.06315920101760898
Position 308: 0.05161436512479972
Position 4340: 0.029748392616068094
Position 2117: 0.028132258142796615
Position 1815: 0.02366891045358642
Position 2400: 0.020174052007333774
Position 3722: 0.01864219179164624
Position 3222: 0.015928304717846644
Position 1491: 0.014693136490464423
Position 4225: 0.01307164339569632
Position 3161: 0.011553675718680882
Position 1761: 0.01121460746460954
Position 3226: 0.010696557955644916
Position 361: 0.009079704737953295
Position 4281: 0.00884000923314561
Position 2248: 0.007752380604297705
Position 3621: 0.007437547102768773
Position 324: 0.007095701432115136
Position 3499: 0.007018403029227543
Position 4257: 0.006915086132794157
Position 4425: 0.004967029410711274
Position 3305: 0.004909592758157125
Position 1923: 0.00479067105825111
Position 4187: 0.0037999480208148243
Position 3083: 0.003332314952052681
Position 3350: 0.0029423753080189945
Position 3239: 0.0027849525064004674
Position 377: 0.0022369526751859076
Position 2772: 0.002221030279615689
Position 320: 0.0021281043446916286
Position 2560: 0.0019203355669388821
Position 2736: 0.0018251914294116938
Position 2659: 0.0017415991202904
Position 1827: 0.0016968333158179421
Position 3632: 0.0013657486364016256
Position 2157: 0.0012128668860503374
Position 2405: 0.0011095252615614028
Position 3564: 0.0009802092054487157
Position 4495: 0.0009801689901307539
Position 3060: 0.0009506191971521872
Position 394: 0.0008137631435193324
Position 4394: 0.0007872043362301364
Position 1846: 0.000738795677269758
Position 2282: 0.0007222114579868493
Position 3740: 0.0006716872476022411
Position 1833: 0.0006251178798673309
Position 2688: 0.000620690981422566
Position 4558: 0.0005654569712984678
Position 2725: 0.0005503832524105918
Position 1059: 0.0005388704750596033
Position 1275: 0.0005305109599024479
Position 1824: 0.00048434773480448645
Position 2566: 0.00048364828401640744
Position 3193: 0.00047564509416028104
Position 2357: 0.0004649541322767797
Position 4529: 0.00043184942660241143
Position 1113: 0.00043050561501095045
Position 1707: 0.0004249916515510209
Position 951: 0.00041358016712569374
Position 3651: 0.00036596751802130296
Position 2119: 0.00035997920591572915
Position 160: 0.0003567274166644129
Position 1005: 0.0003545144657846692
Position 3884: 0.00035298764522195467
Position 2580: 0.00034226913534881806
Position 897: 0.0003121490204740534
Position 104: 0.0002988054395646158
Position 4155: 0.00028237179346561955
Position 1433: 0.0002731147362832766
Position 358: 0.00025191217114084013
Position 2526: 0.00023304674688939806
Position 1530: 0.00019914285834740793
Position 1638: 0.00019076766105557063
Position 130: 0.0001881353470813407
Position 1392: 0.00017806613811827246
Position 651: 0.00017608542270509419
Position 3760: 0.00017595496005966778
Position 2666: 0.0001671574079869625
Position 2831: 0.00016519164653086451
Position 3356: 0.0001516186143224111
Position 1167: 0.0001298374576722499
Position 543: 0.00012845650669826984
Position 1900: 0.00010194966695289457
Position 1934: 9.965921915322542e-05
Position 3690: 9.554141502002034e-05
Position 1221: 9.518696160661131e-05
Position 3997: 9.415251691173296e-05
Position 1878: 9.324260171146241e-05
Position 2002: 9.033145340326514e-05
Position 2305: 8.800046634064133e-05
Position 597: 8.545087000437307e-05
Position 1875: 6.831188106670919e-05
Position 271: 5.4586398761271116e-05
Position 735: 5.421382987391799e-05
Position 3597: 5.117900211837307e-05
Position 2328: 4.90491205648082e-05
Position 1584: 4.544171662156193e-05
Position 843: 4.3798301327557486e-05
Position 789: 4.327713539658033e-05
Position 444: 3.888902815366859e-05
Position 2069: 3.7427816531315096e-05
Position 2267: 3.638222855935116e-05
Position 3982: 3.177410799767636e-05
Position 1973: 3.1202421845585424e-05
Position 2632: 3.082792580419455e-05
Position 333: 2.6263806803131054e-05
Position 2690: 2.5800082256441435e-05
Position 2683: 2.576979759262922e-05
Position 1770: 2.448593255253474e-05
Position 2703: 2.257751716384992e-05
Position 1941: 2.2190171659712597e-05
Position 1437: 1.778420785028941e-05
Position 1347: 1.756458795150218e-05
Position 2130: 1.3189458498047851e-05
Position 1338: 1.0167369858668487e-05
Position 1507: 9.75595416450111e-06
Position 2139: 8.23505686752821e-06
Position 113: 7.815884415916972e-06
Position 1777: 7.632324530497921e-06
Position 228: 7.517331378411496e-06
Position 1774: 5.731103424062791e-06
Position 1458: 4.1181911827444465e-06
Position 1783: 4.096042591101291e-06
