Gene = Mesd
index = 671
Annotated 5SS: [ 476 3763]
Annotated 3SS: [3529 5749]
SMsplice 5SS: [ 476 3763 6028]
SMsplice 3SS: [3529 5749 7541]
top_k =  1000
Partition function (log Z): -5.786795483593056

Sorted 5' Splice Sites (High to Low Probability):
Position 3763: 0.9520385980070077
Position 476: 0.7500477000237292
Position 6028: 0.6076336116918806
Position 68: 0.43490461685108756
Position 7659: 0.1774510426506844
Position 3140: 0.15160634893554759
Position 6463: 0.13994830980482512
Position 6421: 0.1265392911867784
Position 5826: 0.09365338991349773
Position 6505: 0.08176371444927576
Position 8351: 0.07292466927722463
Position 2571: 0.06557672328022543
Position 875: 0.05084059113395934
Position 4883: 0.05061073109766082
Position 1321: 0.049781096138226316
Position 1748: 0.047765183047829674
Position 6547: 0.041068713547112196
Position 63: 0.039431344525853666
Position 5840: 0.03785551743140011
Position 2486: 0.0376126698142836
Position 120: 0.03429946201119236
Position 135: 0.027719530789787776
Position 6407: 0.021775864581046266
Position 7626: 0.01944334645817982
Position 5870: 0.018577997983991196
Position 4319: 0.017418908194693043
Position 7189: 0.01657112805527802
Position 8743: 0.014300276441495174
Position 2840: 0.011666912723414224
Position 2635: 0.011395343298851722
Position 6724: 0.010561185799419262
Position 5680: 0.009725762035268508
Position 789: 0.009620936459136628
Position 3782: 0.008710360958699532
Position 4743: 0.006898757518398483
Position 4704: 0.005445409914450916
Position 7429: 0.004946381382563844
Position 304: 0.004463321246539328
Position 7702: 0.004460119765438164
Position 1580: 0.0044536683931133995
Position 981: 0.004135597415594657
Position 6661: 0.0037841826676590245
Position 110: 0.0036643215268724553
Position 5654: 0.0030794619042339095
Position 2676: 0.0028612490215598444
Position 32: 0.0028195655801724283
Position 5624: 0.00258504710079402
Position 2875: 0.002582627258583605
Position 3729: 0.0024525941631399753
Position 793: 0.0023723943878102634
Position 998: 0.0021880877454497896
Position 4592: 0.0018966552314455447
Position 713: 0.0018206838564134794
Position 5545: 0.0017663446321282922
Position 1841: 0.0016734153241385104
Position 1110: 0.001639382538447719
Position 2425: 0.0013811764299137149
Position 6009: 0.0012262343657262862
Position 6197: 0.0010727095937521434
Position 482: 0.0009487314910933279
Position 4265: 0.0009274157874608207
Position 2334: 0.0008660123497970095
Position 4609: 0.0008643761677944765
Position 4073: 0.0008586545196569594
Position 7163: 0.0008076547043637645
Position 7045: 0.0007960726024590697
Position 3136: 0.0007340009793126445
Position 858: 0.0007330693250513364
Position 3145: 0.0007210622501945871
Position 2170: 0.0006773696774600879
Position 1232: 0.0006224365766763337
Position 4518: 0.0006191352002749679
Position 1121: 0.0006050958945349768
Position 3387: 0.0005752385941886366
Position 866: 0.0004275574700558795
Position 3439: 0.0003753338009850843
Position 267: 0.0003582501365410266
Position 878: 0.0003522303006888069
Position 196: 0.000335649831713526
Position 1783: 0.0003246508895911412
Position 2522: 0.00031932537337267335
Position 1764: 0.00025700041516911226
Position 1576: 0.00025026395625464114
Position 469: 0.00023296168868020272
Position 2533: 0.00022461454830371546
Position 1237: 0.00021463280014787567
Position 6677: 0.00018982201295827855
Position 1086: 0.0001796058649506411
Position 768: 0.00016491649117109745
Position 7383: 0.00015730852463738813
Position 1710: 0.00014651223359871406
Position 6685: 0.00013738236235427408
Position 7136: 0.00013026032604364533
Position 1446: 0.00012437607559580654
Position 142: 0.00012153191229090096
Position 480: 0.00012141443623075412
Position 130: 0.00012018636576912846
Position 317: 7.45550549052659e-05
Position 147: 7.271360851903072e-05
Position 215: 3.427536618164143e-05
Position 3786: 3.2417228040525616e-05
Position 1436: 2.9101293377540585e-05
Position 13: 2.383351689999686e-05
Position 1540: 1.839929654271531e-05
Position 4242: 1.3309926395013782e-05
Position 5147: 1.2053735397768776e-05
Position 3755: 9.190232771996753e-06
Position 5385: 9.145074641023735e-06
Position 4948: 6.945738128500911e-06
Position 250: 6.5320165407374215e-06
Position 3936: 5.525112903742065e-06
Position 4257: 5.135901801593982e-06
Position 621: 3.7619191135009557e-06
Position 233: 3.5103701579324168e-06
Position 331: 3.496328491808915e-06
Position 850: 2.4182540498086067e-06
