Gene = Zfp511
index = 1202
Annotated 5SS: [ 195  482 1010 1229 3034]
Annotated 3SS: [ 407  807 1103 2913 3830]
SMsplice 5SS: [ 195  482 1010 1229 3034]
SMsplice 3SS: [ 407  705 1103 2913 3830]
top_k =  1000
Partition function (log Z): 2.6223277356643275

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9882496165099214
Position 1229: 0.9677802266806915
Position 3034: 0.7042312063332805
Position 1010: 0.648736719013161
Position 482: 0.6045277951229656
Position 2429: 0.245941807388425
Position 3486: 0.2035417607651797
Position 3081: 0.12087384419389946
Position 723: 0.10210588730465449
Position 3054: 0.09956670760698223
Position 3527: 0.032527018173621136
Position 1170: 0.015522589221295107
Position 1233: 0.013369841375688953
Position 1874: 0.01163183977612593
Position 830: 0.006222860853148245
Position 591: 0.00619003296456053
Position 669: 0.006025754027186267
Position 3119: 0.0060126230659782965
Position 1014: 0.0059418801744404864
Position 3640: 0.0050054687162914896
Position 545: 0.004659586064681512
Position 2519: 0.0045707532538386345
Position 2460: 0.004054197203438192
Position 1750: 0.0024167366932484665
Position 1030: 0.0021737836922673783
Position 2510: 0.002066370022441008
Position 162: 0.00193327310983716
Position 1834: 0.0018037068665892675
Position 2110: 0.0017749474750523454
Position 664: 0.0013798405775740361
Position 3038: 0.0013787459470372308
Position 3744: 0.001368821058834468
Position 1851: 0.0013208376913486084
Position 1682: 0.0010506260593833646
Position 2291: 0.0009507131952008126
Position 1323: 0.0009465166802662056
Position 456: 0.000923399370515287
Position 1408: 0.0009099869326827017
Position 579: 0.00086205831694297
Position 3952: 0.0007995185954432319
Position 2146: 0.0006943244735032786
Position 809: 0.0005478156111459829
Position 660: 0.0005177020081401527
Position 199: 0.0003865456707807815
Position 1931: 0.0003797593031201511
Position 39: 0.00037622206810435083
Position 328: 0.0003633233801606668
Position 2709: 0.000347444838522595
Position 220: 0.00034268325169405865
Position 458: 0.00033856418871570384
Position 2443: 0.00032793392002052095
Position 3611: 0.0003164691716788289
Position 730: 0.00031598652764987337
Position 1904: 0.000303694064280832
Position 3490: 0.00027357185195841784
Position 3085: 0.000237660173201177
Position 950: 0.0002363056799978721
Position 921: 0.00023149089675275405
Position 3603: 0.00022511666087730297
Position 2136: 0.00018662333050185838
Position 1044: 0.00018247695606975285
Position 979: 0.00016032695248567429
Position 848: 0.00015862480854560442
Position 758: 0.000147263668444545
Position 258: 0.00013268855064459798
Position 2195: 0.00012067286076287538
Position 1184: 0.00010845038097703938
Position 1285: 0.00010322153881090226
Position 3040: 9.446967136100094e-05
Position 1245: 9.168734616711127e-05
Position 3511: 8.999119269979336e-05
Position 1666: 8.910199530640336e-05
Position 1328: 7.442147297668374e-05
Position 3735: 7.2429607686557e-05
Position 157: 7.12924677550785e-05
Position 431: 6.151322833688258e-05
Position 1786: 5.560863840778793e-05
Position 656: 5.4744588638825464e-05
Position 2749: 5.4196813706236046e-05
Position 850: 5.212811972730122e-05
Position 417: 4.678090911906912e-05
Position 825: 4.519489418664116e-05
Position 2687: 4.335140956646102e-05
Position 1254: 4.3295514998477076e-05
Position 2466: 4.1329140761412594e-05
Position 349: 3.911547168340688e-05
Position 264: 3.730380984595365e-05
Position 2798: 3.68075916176426e-05
Position 3042: 3.492024578142225e-05
Position 817: 3.35388537340024e-05
Position 404: 3.2513492537750614e-05
Position 3508: 3.22465826678558e-05
Position 3056: 3.128486835961668e-05
Position 1410: 2.9781618040207274e-05
Position 2128: 2.6622970376321075e-05
Position 2075: 2.5169330394070497e-05
Position 336: 2.0774477080283348e-05
Position 2374: 1.877318808386079e-05
Position 2387: 1.7845648478214313e-05
Position 13: 1.761974291934454e-05
Position 1041: 1.5667259587689646e-05
Position 840: 1.3326453534771373e-05
Position 1632: 1.2453682420164613e-05
Position 1248: 1.1240097161692607e-05
Position 277: 1.0992996240980513e-05
Position 373: 1.025484918684471e-05
Position 44: 8.637814590338947e-06
Position 1071: 6.12707129441416e-06
Position 356: 5.50792325282241e-06
Position 36: 4.825463814644162e-06
Position 108: 2.901241963353681e-06
Position 3386: 2.406809938190213e-06
Position 395: 2.2524461361877236e-06
Position 699: 2.1458328076381554e-06
Position 676: 1.5576977181320231e-06
Position 292: 1.1473164517830606e-06
Position 3058: 1.1471109227385064e-06
Position 397: 7.580174383078891e-07
Position 2967: 6.393859226630487e-08
Position 1299: 6.0571034870722655e-09
Position 1717: 6.842268713685196e-10
Position 1807: 6.836129390762332e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1103: 0.9685040738886455
Position 2913: 0.9628854224819805
Position 407: 0.629950048171321
Position 3830: 0.6022846974619233
Position 705: 0.3736505477211934
Position 2290: 0.2514681467797782
Position 3377: 0.15504627129261359
Position 807: 0.12588995471440179
Position 3139: 0.11883104914530496
Position 3450: 0.09190369278340985
Position 863: 0.0796613803718071
Position 3858: 0.07199612992667534
Position 829: 0.05693036301136085
Position 3467: 0.052370459701255125
Position 985: 0.04535122966765481
Position 3319: 0.035788437785549125
Position 440: 0.022654943639710552
Position 1123: 0.021596862204869605
Position 848: 0.014494539134937711
Position 4039: 0.010923015708595725
Position 2918: 0.010626272574339556
Position 866: 0.01059665259303844
Position 1729: 0.01031498283832992
Position 3399: 0.01027103117041696
Position 3704: 0.009673854809131655
Position 656: 0.008084669910837929
Position 384: 0.007157329409433309
