Gene = 1110004F10Rik
index = 2
Annotated 5SS: [  225  6223  8704 10020]
Annotated 3SS: [ 6138  8642  9909 10910]
SMsplice 5SS: [  87 6223 8704]
SMsplice 3SS: [ 6138  8642 10890]
top_k =  1000
Partition function (log Z): -6.1543268891419745

Sorted 5' Splice Sites (High to Low Probability):
Position 8704: 0.979664896898169
Position 6223: 0.6189419652606809
Position 10020: 0.4419626269161306
Position 11168: 0.431902999524828
Position 87: 0.4166999686594038
Position 925: 0.2354029931583574
Position 623: 0.21916566027371312
Position 483: 0.1555308246370063
Position 268: 0.1281033776738058
Position 2769: 0.12018831411983055
Position 5966: 0.09940835945897356
Position 225: 0.07828100276751021
Position 9986: 0.06486999588215567
Position 718: 0.03841071496021566
Position 10999: 0.034378705773722165
Position 125: 0.02931671191186032
Position 2239: 0.028501814573381325
Position 7210: 0.025796513862242562
Position 11123: 0.02339165317878042
Position 10458: 0.019932379796435445
Position 4653: 0.017962929898273167
Position 2554: 0.017733850930266883
Position 29: 0.01661964014324522
Position 9475: 0.014550356357129274
Position 11114: 0.012141714410738316
Position 3569: 0.011832695389369863
Position 195: 0.011288064858474556
Position 10933: 0.010645497540591688
Position 202: 0.010162161940126249
Position 11740: 0.006609589144470287
Position 10387: 0.006144293107473613
Position 74: 0.004679101008869866
Position 10015: 0.004650678305900635
Position 8275: 0.004052674660609061
Position 11479: 0.0034300179998207774
Position 179: 0.002594479785350038
Position 8730: 0.0021671240275757562
Position 11009: 0.0018402234178693394
Position 10981: 0.0018357756187479264
Position 245: 0.0015816364926014227
Position 11128: 0.0015699806581476814
Position 1518: 0.0015281827180223188
Position 11118: 0.0010296047509370152
Position 144: 0.0009769154664370872
Position 11024: 0.0009634473879258816
Position 8952: 0.0008616437685544033
Position 9447: 0.0008524817435052691
Position 1800: 0.000810453680099118
Position 9377: 0.0006819458332497053
Position 2281: 0.0006669939776274189
Position 9372: 0.0006611153285614352
Position 394: 0.0006593500081076282
Position 10709: 0.0005640992503048128
Position 9421: 0.0005137137267915566
Position 10061: 0.0005040119424950663
Position 23: 0.00047657247953146746
