Gene = Atp5j2
index = 150
Annotated 5SS: [ 560 4937 7531]
Annotated 3SS: [4828 7413 8194]
SMsplice 5SS: [ 560 4937 7531]
SMsplice 3SS: [4828 7413 8194]
top_k =  1000
Partition function (log Z): -1.3118574817953546

Sorted 5' Splice Sites (High to Low Probability):
Position 560: 0.991273436012165
Position 4937: 0.9427654887674412
Position 7531: 0.6226082697260722
Position 6360: 0.49848297786613127
Position 180: 0.3610820033186697
Position 4218: 0.2825771227895509
Position 375: 0.22101052790706882
Position 200: 0.20989123108391844
Position 5369: 0.1829857375054582
Position 7191: 0.12014734634265728
Position 7186: 0.06804302308778457
Position 6584: 0.061881193918235114
Position 3168: 0.0500652429978561
Position 2598: 0.0436943006048861
Position 3870: 0.043477843636176294
Position 3188: 0.028544420496424843
Position 5012: 0.027070878600534847
Position 189: 0.02696946072411943
Position 7683: 0.024489011825728886
Position 100: 0.02357299865726955
Position 3915: 0.018797932582155057
Position 7154: 0.016531634833268107
Position 3290: 0.015884256237194132
Position 7832: 0.015642046103284377
Position 4265: 0.013214578706062493
Position 7640: 0.01229803016062639
Position 151: 0.011587206647739738
Position 6340: 0.010922623065521598
Position 5033: 0.010499475055925666
Position 6243: 0.009942276860459322
Position 7343: 0.009798697556100477
Position 353: 0.00959457177623875
Position 8075: 0.00920905802310765
Position 6696: 0.008812762108907303
Position 7250: 0.006889201659532755
Position 1078: 0.006125608186321139
Position 5256: 0.005965880693420942
Position 5105: 0.005570624351131209
Position 1119: 0.0051372301244388095
Position 5819: 0.0049495829757392
Position 1539: 0.004568406866798482
Position 6194: 0.0030498360711762175
Position 415: 0.002918399931525822
Position 4583: 0.002900818170361559
Position 8082: 0.0027258084466830323
Position 5221: 0.002721875280310573
Position 1059: 0.002622785257498852
Position 1196: 0.0025291049203756545
Position 4022: 0.0025216140705979235
Position 5548: 0.0025165801989654327
Position 6322: 0.0023410134742281137
Position 2550: 0.0022959366971795573
Position 5058: 0.002163137099891166
Position 1985: 0.0020792961751303005
Position 4333: 0.001980332272182205
Position 915: 0.001979167046368905
Position 979: 0.0019489985320447598
Position 5316: 0.0019211809960414602
Position 3862: 0.0018556758300379594
Position 367: 0.0018249783704616103
Position 7130: 0.0017926442474837966
Position 633: 0.0016411319187622784
Position 1064: 0.0014335428077952021
Position 3892: 0.0014004951811039125
Position 2775: 0.0012857966028379166
Position 119: 0.0010620987489429324
Position 7951: 0.0010465841398632936
Position 7931: 0.000946825554093449
Position 2346: 0.000928619751356629
Position 2530: 0.0009069124632058303
Position 6730: 0.0008781622352690299
Position 3001: 0.0008567121821193122
Position 855: 0.0008409497700214419
Position 8005: 0.0007954062648575925
Position 3014: 0.0007612256978466066
Position 219: 0.0007488772394886987
Position 798: 0.0007373951167736585
Position 4941: 0.0006978868167834829
Position 8168: 0.0006971406624486711
Position 5566: 0.0006731093294601099
Position 3865: 0.0006104391871813506
Position 5042: 0.0005773465954154203
Position 4028: 0.000545615953176173
Position 5608: 0.0005253252700740591
Position 7670: 0.0005202824807261086
Position 834: 0.0005185191884209849
Position 482: 0.0004901850957162257
Position 5472: 0.0004881913187904688
Position 2686: 0.00046462671051931807
Position 5101: 0.000463609211959183
Position 4439: 0.00045412012184169425
Position 2207: 0.0004262004780982602
Position 3005: 0.000409486902455513
Position 3294: 0.0003784546570958123
Position 1753: 0.0003629425280195557
Position 851: 0.00034010915028933854
Position 7627: 0.00033731540445756025
Position 5072: 0.00030895085937345673
Position 7479: 0.00028940624049003167
Position 1763: 0.00028117339413478846
Position 1321: 0.0002739841816260765
Position 8131: 0.00027141286587197407
Position 6302: 0.0002536490955769632
Position 1287: 0.0002525581423619001
Position 7607: 0.0002476286942153859
Position 5045: 0.00024127378823478955
Position 718: 0.0002214059895307051
Position 7704: 0.0001474974432473341
Position 102: 0.0001461366892434709
Position 52: 0.00014274758338333438
Position 1071: 0.0001395938611498258
Position 1006: 0.0001369908799628159
Position 6427: 0.0001322341722448944
Position 1036: 0.00012592584078813154
Position 6216: 0.0001253912486882579
Position 391: 0.00010849556053661857
Position 5328: 0.00010386612159515345
Position 156: 9.446636959934638e-05
Position 4976: 7.874091384907289e-05
Position 439: 7.324770232876799e-05
Position 590: 6.965203716021787e-05
Position 2932: 6.181115340270289e-05
Position 7180: 5.934609234717137e-05
Position 6271: 5.904476600368626e-05
Position 564: 5.4835862170736164e-05
Position 109: 4.583974846346295e-05
Position 1348: 3.985401571313247e-05
Position 1872: 3.537780605510104e-05
Position 117: 2.9726250376858745e-05
Position 436: 1.802737225454104e-05
Position 3: 1.0067573013167123e-05
Position 231: 9.331628727513338e-06
Position 786: 3.7416206956359497e-07
Position 486: 2.326158053054216e-07
Position 628: 2.274500796180435e-07
Position 552: 1.1014304790988118e-07
Position 1085: 9.996859615854801e-08
Position 766: 3.0079556017525495e-08
Position 522: 2.6181093465121837e-08
Position 1127: 1.9355487847833747e-08
Position 1202: 6.844744772994922e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4828: 0.9904217293469838
Position 7413: 0.9575189827777002
Position 6193: 0.5169591130806266
Position 8194: 0.42918032233603776
Position 269: 0.4143464026360762
Position 479: 0.4097050241928012
Position 4126: 0.23613309253585116
Position 7038: 0.1531068036127315
Position 7975: 0.10303405695771002
Position 7898: 0.10048328164896919
Position 5307: 0.0889588263612902
Position 7109: 0.0478848090561768
Position 3097: 0.04496736575416154
Position 5133: 0.04119061034390792
Position 3048: 0.03804143783069414
Position 5164: 0.03684917010182878
Position 3739: 0.03436872444839912
Position 6107: 0.032687174180733136
Position 3803: 0.03073175756179152
Position 3913: 0.029648961368076866
Position 503: 0.026568853524024202
Position 6462: 0.0250135601850175
Position 2487: 0.024531030498471607
Position 2514: 0.023546426232691268
Position 7811: 0.021553605643243774
Position 753: 0.019537772824264155
Position 4107: 0.017871559953580057
Position 6570: 0.013041611762605801
Position 7614: 0.011455587549730528
Position 4155: 0.010685226489811791
Position 6821: 0.010559195713849162
Position 5255: 0.007835592820249659
Position 6583: 0.007778004636984215
Position 500: 0.0074836898176351375
Position 8284: 0.007253873805914367
Position 7611: 0.0070167296138764134
Position 6406: 0.006721077633299841
Position 7814: 0.006495626844499775
Position 7856: 0.006322073136997164
Position 6912: 0.006207549102223058
Position 6216: 0.004987158188161801
Position 7660: 0.004842263974873879
Position 5239: 0.004541189979650091
Position 4001: 0.004461850030588832
Position 414: 0.004378685681407916
Position 1397: 0.003738809771822777
Position 3236: 0.0036487873395691134
Position 5078: 0.0033388088489638796
Position 7658: 0.003052583706620109
Position 5216: 0.003018759936612321
Position 4756: 0.002824154347926043
Position 7698: 0.0027914121222269925
Position 5221: 0.0026501672102735552
Position 5679: 0.00240564855211374
Position 909: 0.0022901434587357583
Position 6864: 0.002257836641345852
Position 7919: 0.0022479758414244108
Position 5190: 0.002247627148744042
Position 8100: 0.002229639394819271
Position 2819: 0.0021040081119136846
Position 7276: 0.0020776671703411865
Position 3053: 0.0018919570134242627
Position 5198: 0.0018780323683860345
Position 5453: 0.001867608704411433
Position 2959: 0.0018379424542243157
Position 8105: 0.0017519057887910915
Position 3814: 0.0017135522923982524
Position 6311: 0.0016842457389383955
Position 940: 0.0016476838089981077
Position 4714: 0.0014140630324373936
Position 5808: 0.0013186085626972187
Position 6338: 0.0012835701928186158
Position 7341: 0.0012745444995873327
Position 436: 0.0012144331550018655
Position 3107: 0.0011587287118151118
Position 4429: 0.0011555861792618663
Position 7083: 0.0010526569045318235
Position 7981: 0.0009535584737625133
Position 8063: 0.0009529130871932288
Position 5394: 0.0009513895917840881
Position 2295: 0.0009433144641941442
Position 4414: 0.000910488411115799
Position 4358: 0.0008792007179977558
Position 1909: 0.0008640658631400079
Position 5675: 0.0008335860111374885
Position 1286: 0.0008055224567342567
Position 5408: 0.0007673774954655316
Position 1756: 0.0007455612283131042
Position 1687: 0.0007407739064923985
Position 1155: 0.0006825484281326137
Position 6478: 0.0006358164541502187
Position 3124: 0.0006240648797783831
Position 7568: 0.0006239050284711564
Position 7380: 0.0006164143563658524
Position 2877: 0.0006058142437948367
Position 3242: 0.00053260285173415
Position 7831: 0.0005318976586518276
Position 3157: 0.0005232669360843117
Position 243: 0.00047824558551483884
Position 7392: 0.0004610332965701
Position 3650: 0.00043850887848503097
Position 3199: 0.0004375169003466719
Position 3138: 0.0004270255311708166
Position 4525: 0.00040966298382783266
Position 457: 0.00038862983272500753
Position 5780: 0.00034848373234368826
Position 7954: 0.00034637448823205677
Position 7877: 0.00033638821815488594
Position 6617: 0.0003162613559478
Position 5151: 0.0003142053812745214
Position 2203: 0.0003126921631494494
Position 2043: 0.0002988711575447759
Position 4160: 0.00029165692004483936
Position 4839: 0.00026867387798302985
Position 972: 0.00026406511894162365
Position 3582: 0.000260956437010729
Position 3626: 0.00025050574561512903
Position 2141: 0.0002502605239396281
Position 1872: 0.0002423541440086746
Position 7598: 0.0002204314252454367
Position 7882: 0.00019728468742125958
Position 4910: 0.00019046785556596512
Position 913: 0.00017627804929893205
Position 984: 0.00017202763637569614
Position 2883: 0.0001610917656836914
Position 4845: 0.00015915368540687965
Position 7664: 0.00014682145180381685
Position 5563: 0.0001421592795409288
Position 1620: 0.00013984604887878638
Position 7704: 0.00013531750739685018
Position 3945: 0.00012529754657084473
Position 522: 0.00011374422000252192
Position 8288: 0.00010040961149171327
Position 537: 9.61031702981943e-05
Position 287: 7.728524675838192e-05
Position 1320: 7.069903503508157e-05
Position 1442: 6.722040315328166e-05
Position 964: 6.553384776041727e-05
Position 7670: 6.44543415543901e-05
Position 2235: 5.99900548854923e-05
Position 1412: 5.933540907550661e-05
Position 5945: 5.511224988159724e-05
Position 5516: 4.115239648349184e-05
Position 1172: 3.924561627295303e-05
Position 7585: 3.8091573442407374e-05
Position 5575: 3.6467740907731795e-05
Position 5057: 3.5468433950949806e-05
Position 6146: 3.152375757893508e-05
Position 2526: 2.9515519039707533e-05
Position 5762: 2.91448647604641e-05
Position 5135: 2.6679154953288132e-05
Position 7474: 2.586038431939211e-05
Position 7523: 2.3031021819901345e-05
Position 868: 2.257770139362517e-05
Position 4730: 1.8527069930134976e-05
Position 6122: 1.5730336036306596e-05
Position 5739: 1.4613583068078466e-05
Position 7504: 1.417220975474892e-05
Position 5368: 1.2433435217922293e-05
Position 1976: 1.0334194825159418e-05
Position 4799: 7.799324782393861e-06
Position 4848: 7.648996737250484e-06
Position 324: 6.184186385539135e-06
Position 1783: 5.12006971212453e-06
Position 2464: 4.706546173151855e-06
Position 2298: 4.637852545772991e-06
Position 2230: 4.5226488071193734e-06
Position 2200: 4.470846834599083e-06
Position 5978: 4.317675556255422e-06
Position 1616: 4.18778312184417e-06
Position 1112: 4.1704002168262636e-06
Position 2048: 4.0623064040200814e-06
Position 1635: 4.004770229614679e-06
Position 1641: 3.942802010743857e-06
Position 959: 3.63647737155602e-06
Position 342: 3.5651264171720857e-06
Position 4694: 2.741772066206649e-06
Position 1393: 2.1672078792872167e-06
Position 8070: 2.1581861678572476e-06
Position 296: 2.059485778253647e-06
Position 1821: 1.8070248830598873e-06
Position 1118: 1.7582239001158523e-06
Position 1730: 1.7056414800967633e-06
Position 4762: 1.21354720473334e-06
Position 2087: 1.202372254131818e-06
Position 344: 1.1418371154074555e-06
Position 2062: 9.577012388302388e-07
Position 1001: 8.939667354825538e-07
