Gene = Rpl31
index = 921
Annotated 5SS: [  93  414 2298 3225]
Annotated 3SS: [ 306 2171 3111 3459]
SMsplice 5SS: [  93  414 2298 3225]
SMsplice 3SS: [ 306 2171 3111 3459]
top_k =  1000
Partition function (log Z): -0.8515669929075709

Sorted 5' Splice Sites (High to Low Probability):
Position 2298: 0.9917522915507393
Position 414: 0.8700692229675508
Position 3225: 0.5630370285917867
Position 93: 0.4157499795037701
Position 230: 0.17645173904311992
Position 2723: 0.16736771143433574
Position 3194: 0.1637382691496927
Position 165: 0.14549306359936665
Position 3298: 0.10583176561543525
Position 1995: 0.08038208937437537
Position 1971: 0.07411332996591771
Position 200: 0.06707535760420247
Position 989: 0.06006802934964779
Position 664: 0.05842109742153479
Position 210: 0.05577939689490969
Position 1155: 0.05120196574746989
Position 647: 0.04478736201311575
Position 170: 0.04139568755787847
Position 2718: 0.034491462871907234
Position 1148: 0.025454087971131956
Position 3531: 0.021865546919343507
Position 1958: 0.02095394293392361
Position 432: 0.017549271758160147
Position 806: 0.012315473848790571
Position 3010: 0.011505047418061612
Position 1975: 0.008889704308068725
Position 3256: 0.006949424914134384
Position 1084: 0.006290563187741041
Position 744: 0.005578704800684021
Position 631: 0.00557547631289876
Position 418: 0.005030128695050129
Position 1575: 0.004933563047057102
Position 97: 0.0047557898968153415
Position 3134: 0.00470386463368951
Position 364: 0.004133891253612051
Position 2510: 0.0031789482203401645
Position 817: 0.0031501802108361812
Position 978: 0.002996173903169828
Position 236: 0.0028331637010153075
Position 2627: 0.0027065222574162635
Position 812: 0.002676912671426106
Position 2248: 0.002634290944958052
Position 3229: 0.0024354616114666897
Position 556: 0.002376654035226194
Position 833: 0.0022280684027625236
Position 674: 0.002192830406429686
Position 3860: 0.0020159295001935355
Position 3153: 0.002005723495609595
Position 3620: 0.001988995317293789
Position 1714: 0.0019856748862455828
Position 3260: 0.00195764761468917
Position 1121: 0.001676388712449019
Position 1485: 0.0016453631224879759
Position 1102: 0.0015848324657669042
Position 2049: 0.0014681586622989375
Position 842: 0.0014431414257309208
Position 3054: 0.0014368603303219127
Position 367: 0.001431571325914956
Position 26: 0.0013953556011152
Position 3691: 0.0013902175436602718
Position 1515: 0.0013649061521626613
Position 1031: 0.0013395106033769412
Position 2599: 0.0011463002024384562
Position 963: 0.0009333614392464503
Position 948: 0.0008920949704792361
Position 545: 0.0008263655588694456
Position 823: 0.000778437198161936
Position 3309: 0.000726046639671964
Position 3511: 0.0006843841388607125
Position 1276: 0.0004971460896699883
Position 3270: 0.00047795541269980663
Position 1007: 0.0003674316989269509
Position 3536: 0.00036562817039198096
Position 3203: 0.00029029450813102323
Position 768: 0.00024753752486444687
Position 533: 0.0002455363036761382
Position 174: 0.00023726722401269155
Position 3548: 0.00023648430182504534
Position 3477: 0.00020996905333531144
Position 852: 0.00017374292721541844
Position 698: 0.00016081896727029881
Position 3812: 0.0001596907126111697
Position 731: 0.00015400513612180122
Position 911: 0.00015170374477010469
Position 789: 0.00014917914091903416
Position 412: 0.0001491466212963501
Position 2667: 0.0001406010374414325
Position 809: 0.000135146165310599
Position 2061: 0.00013488505787976376
Position 23: 0.0001348016994891918
Position 771: 0.0001186817574576444
Position 110: 0.00011232646265523141
Position 1095: 0.00011162738853370339
Position 3471: 0.00010735925195489826
Position 1738: 0.00010584559236725822
Position 916: 9.778496954361762e-05
Position 1004: 9.761194555983095e-05
Position 1357: 8.276616000508398e-05
Position 3836: 7.828206439946545e-05
Position 1078: 6.774086525689936e-05
Position 940: 6.403328225256454e-05
Position 434: 6.37224038242963e-05
Position 3844: 5.856217515772993e-05
Position 709: 5.465118600831345e-05
Position 503: 4.9170121362016226e-05
Position 12: 4.4483590169227596e-05
Position 2314: 3.345874360664378e-05
Position 2642: 2.998863887218593e-05
Position 724: 2.9604833703417988e-05
Position 895: 2.806549160915695e-05
Position 2351: 2.4441654033928058e-05
Position 2306: 1.7966341920169157e-05
Position 2674: 1.4642118775404588e-05
Position 2552: 1.4119498509898295e-05
Position 2349: 1.2573160719515807e-05
Position 2319: 5.742323896988975e-06
Position 610: 5.680109373328194e-06
Position 2353: 4.201817994740051e-06
Position 2355: 3.831231252807126e-06
Position 523: 2.296675214142976e-06
Position 651: 2.212157611566696e-06
Position 347: 2.032783125944981e-06
Position 474: 1.468979552598609e-06
Position 654: 8.334504985977895e-07
Position 3365: 7.81266011948552e-07
Position 565: 7.627278266426095e-07
Position 2819: 5.899676441480563e-07
Position 2733: 2.7007371673768773e-07
Position 2572: 2.642098160117539e-07
Position 538: 2.524860062322191e-07
Position 541: 1.9872112901721458e-07
Position 326: 1.9526205527700985e-07
Position 618: 1.854347829796479e-07
Position 558: 1.565747863314084e-07
Position 292: 4.785818360344786e-08
Position 543: 1.5646367293127525e-08
Position 687: 1.8986822728087523e-10
Position 301: 8.08307454925049e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2171: 0.9909920827057063
Position 3459: 0.8134473040177416
Position 306: 0.8068043252753071
Position 3111: 0.5348168404224425
Position 3009: 0.12025686281470849
Position 2956: 0.11221993467697709
Position 2575: 0.10857145765668394
Position 1819: 0.07907503741070696
Position 881: 0.07643378612229484
Position 1895: 0.0694290496717543
Position 2446: 0.06259686740848085
Position 719: 0.050570322642270765
Position 3953: 0.045818746659499615
Position 278: 0.038418446153102116
Position 3082: 0.03666392220040837
Position 497: 0.03638128053689609
Position 3918: 0.03408567940969438
Position 3783: 0.025027847485793016
Position 2914: 0.02501884961787904
Position 3584: 0.023283888144766892
Position 3094: 0.02264839768598115
Position 977: 0.021807360172619705
Position 963: 0.02011096583791608
Position 3147: 0.01871940229347233
Position 555: 0.017000821017693783
Position 2483: 0.01539672432218829
Position 3402: 0.014816071046437755
Position 1794: 0.01309731810793045
Position 1762: 0.012420582228428127
Position 590: 0.012381915312702257
Position 3412: 0.010458060266832735
Position 324: 0.010126453441642699
Position 1937: 0.009006817924366205
Position 3706: 0.008549079877837679
Position 2682: 0.006830033355494811
Position 3467: 0.006555646338078561
Position 2420: 0.0055386570975583735
Position 3134: 0.005429055623864213
Position 2894: 0.004810804200770559
Position 3031: 0.004486824669955982
Position 3290: 0.004092516490968272
Position 3735: 0.0037686827382427536
Position 916: 0.003759630759050684
Position 1415: 0.0035399343471875016
Position 2206: 0.003462934212394565
Position 2694: 0.0032510873640006327
Position 321: 0.002990052043076312
Position 3166: 0.002962237293924653
Position 1065: 0.0027191374504404613
Position 784: 0.00265139697306296
Position 3661: 0.0024561953975137532
Position 3421: 0.0024264182022375514
