Gene = 4933406M09Rik
index = 66
Annotated 5SS: [ 288 2066 2901]
Annotated 3SS: [1934 2743 3849]
SMsplice 5SS: [ 288 2066]
SMsplice 3SS: [1934 3849]
top_k =  1000
Partition function (log Z): -8.447312399622632

Sorted 5' Splice Sites (High to Low Probability):
Position 288: 0.9132104510041505
Position 2066: 0.6149329292527709
Position 2901: 0.26628015118444487
Position 3251: 0.17512527203296502
Position 599: 0.16602545840102406
Position 2628: 0.09416188761515154
Position 2498: 0.08422881317855856
Position 2594: 0.057938689935265394
Position 67: 0.043909495263893185
Position 1799: 0.03770887231554562
Position 2905: 0.018404315284042815
Position 4287: 0.014659310698831581
Position 1969: 0.014368032973398007
Position 4027: 0.007556705990028998
Position 3776: 0.0059318073394925026
Position 292: 0.004593479056102329
Position 1843: 0.004456863995940018
Position 4701: 0.004119926926132085
Position 1739: 0.003344470445010501
Position 175: 0.0032074887715323667
Position 4834: 0.0023333833412570977
Position 2947: 0.0017300689789970594
Position 2039: 0.0014362335989641687
Position 1743: 0.0007642479201481138
Position 3257: 0.0007298700370139155
Position 2656: 0.0007015140293494992
Position 2181: 0.0006042809401463518
Position 28: 0.0005669895915090226
Position 2428: 0.0005520406485773371
Position 323: 0.00046920581532177135
Position 3237: 0.00040392942124744017
Position 353: 0.00037577353347743343
Position 1489: 0.00037534361692117765
Position 349: 0.0003621974178630923
Position 4827: 0.00033267034728690455
Position 2674: 0.0003078703517161274
Position 2632: 0.0002395670122994554
Position 2686: 0.00021229972125169468
Position 1832: 0.00020534645076968988
Position 298: 0.00019371319335653814
Position 3720: 0.0001854390032451282
Position 1598: 0.00017146823736907349
Position 1728: 0.00016810226088160784
Position 149: 0.0001429353310784688
Position 2521: 0.00013800384174406967
Position 1616: 0.00012534788627966266
Position 2305: 0.00011763474208043038
Position 219: 0.00011140418056951482
Position 2502: 0.00011113943869417115
Position 2412: 0.00010829476796474607
Position 1973: 9.066078153091511e-05
Position 1979: 9.015273535892417e-05
Position 2712: 7.809827829794965e-05
Position 826: 7.223489079656263e-05
Position 2465: 7.219506337793907e-05
Position 144: 7.062863066728981e-05
Position 734: 6.712483286946533e-05
Position 685: 6.707639605578925e-05
Position 2387: 6.660532664521525e-05
Position 141: 6.507839218498664e-05
Position 227: 5.9769608714666925e-05
Position 706: 5.6755916677305787e-05
Position 1445: 5.581462668116075e-05
Position 3977: 5.313044344132698e-05
Position 1497: 5.1122581495111715e-05
Position 164: 4.228141513607796e-05
Position 464: 3.974953664298914e-05
Position 2260: 3.7981809247427845e-05
Position 2005: 3.153651206788515e-05
Position 429: 2.8099276309973613e-05
Position 1944: 2.7351034059314267e-05
Position 629: 2.6866392631131204e-05
Position 1116: 2.4247774626684798e-05
Position 700: 2.3143854754549738e-05
Position 1689: 2.150718039994188e-05
Position 31: 2.0274094026586162e-05
Position 42: 1.6704569391974886e-05
Position 1532: 1.634378073267916e-05
Position 1179: 1.5313465159712547e-05
Position 3861: 1.2009782123020364e-05
Position 3953: 1.0762456843902543e-05
Position 1994: 7.656497227328224e-06
