Gene = Nifk
index = 750
Annotated 5SS: [  159  1887  5895  7726  8824 10640]
Annotated 3SS: [ 1742  5785  7513  8766 10504 10910]
SMsplice 5SS: [  159  1887  5895 10640 10813]
SMsplice 3SS: [ 1742  5785 10504 10722 10910]
top_k =  1000
Partition function (log Z): 4.49413350480891

Sorted 5' Splice Sites (High to Low Probability):
Position 10640: 0.972225295746583
Position 159: 0.9285283089350573
Position 5895: 0.9278374016506398
Position 1887: 0.7751590975612873
Position 10813: 0.49208136529324187
Position 8824: 0.44365537900464824
Position 7726: 0.32227294161840603
Position 2058: 0.3018879719734075
Position 10798: 0.21532710706957456
Position 6621: 0.2153259101449112
Position 7653: 0.21190680281392418
Position 9040: 0.20707004770037213
Position 1879: 0.15823323030248976
Position 9422: 0.15379357358414866
Position 9950: 0.10720946866383156
Position 5013: 0.10509621524800153
Position 7647: 0.0986211706941573
Position 1260: 0.08389327363228481
Position 2940: 0.0838432627070187
Position 5213: 0.06987647678916566
Position 7767: 0.055025285997220015
Position 7371: 0.0506263685744883
Position 10962: 0.04595803610785755
Position 3801: 0.04575346145823677
Position 389: 0.03705894909316629
Position 246: 0.03566451975247043
Position 6532: 0.02869312110875216
Position 1017: 0.02549737384737685
Position 918: 0.02244150056764408
Position 10599: 0.021899491859254716
Position 10407: 0.020508284847956915
Position 2192: 0.02016144334168599
Position 7635: 0.019457299986608893
Position 2401: 0.018814896623077466
Position 3035: 0.013022070105793756
Position 2143: 0.012727950084037728
Position 264: 0.011728466666096797
Position 1055: 0.010806609549097252
Position 486: 0.010612709087015242
Position 855: 0.009035601680146133
Position 6223: 0.007913604850634541
Position 10826: 0.007705078422995891
Position 872: 0.007536967405189518
Position 3411: 0.0070562329895721395
Position 7424: 0.006652096408695244
Position 3777: 0.006193136609771515
Position 6655: 0.006172974615110592
Position 5105: 0.00522062521859626
Position 9434: 0.00476612522965572
Position 11099: 0.004690579433542653
Position 3789: 0.004559117817992702
Position 774: 0.004316231341595255
Position 11113: 0.003925904812968182
Position 2669: 0.0038725289390599406
Position 2553: 0.0038690191010430732
Position 10755: 0.0028530630739419137
Position 2474: 0.0028069693894928137
Position 536: 0.002531623949851457
Position 8816: 0.0025098929746620456
Position 278: 0.0024281433876859482
Position 8971: 0.0023888592080913693
Position 10971: 0.0021757765845378625
Position 11118: 0.002001266320776559
Position 8386: 0.001921392765039464
Position 3040: 0.0018704098282419032
Position 11373: 0.0017612013183829565
Position 4509: 0.0017352889843358344
Position 1527: 0.0016191388735331117
Position 7072: 0.0015984276242105772
Position 10975: 0.0015688282731844486
Position 5899: 0.0015128641757947735
Position 3675: 0.0013978967777134987
Position 6689: 0.0013447866630202142
Position 1059: 0.001305858487781645
Position 1404: 0.0011615961799456794
Position 10782: 0.001156906923766906
Position 824: 0.0011300004255623908
Position 9590: 0.0011278563504696414
Position 11022: 0.001103663158413622
Position 527: 0.0010668840653288657
Position 9015: 0.0010289798855168378
Position 5877: 0.0009733885232508357
Position 10112: 0.0009510658751522715
Position 257: 0.0008320954607999415
Position 6441: 0.0008071792439213991
Position 6797: 0.0007864387636411424
Position 2066: 0.000763682988084467
Position 2974: 0.0007584504936361148
Position 885: 0.0007526319956453607
Position 574: 0.0007021571488997957
Position 8641: 0.0006988746833703958
Position 6020: 0.0006975469454261184
Position 7290: 0.000673328428721024
Position 6474: 0.00062189678670721
Position 8276: 0.0005726369340685484
Position 7362: 0.0005668487133994949
Position 10606: 0.0004735889885007215
Position 7108: 0.0004634160674176314
Position 7195: 0.00044426669453141005
Position 7597: 0.0004404010313932768
Position 11125: 0.0004283237051085151
Position 11677: 0.00039717046849465694
Position 1394: 0.0003961833799957486
Position 11013: 0.00038240693294465736
Position 62: 0.00038030540516259244
Position 6837: 0.00036204213931478516
Position 11138: 0.00033566401164186234
Position 522: 0.0003344387907883479
Position 819: 0.0003085495278696567
Position 6631: 0.00029319788150268934
Position 1137: 0.00025428888099433063
Position 532: 0.0002513371811608582
Position 883: 0.00023875447087404
Position 1627: 0.00023292690785644247
Position 11652: 0.00019253178561890507
Position 3585: 0.0001769730965860282
Position 3497: 0.00015425813316293077
Position 7346: 0.00015418114851598592
Position 10841: 0.00012907357356973457
Position 259: 0.00012757625012175579
Position 1516: 0.00012378848066209655
Position 11232: 0.0001204421928185619
Position 1201: 0.00011630973665758943
Position 10819: 8.998946788565375e-05
