Gene = Lin9
index = 635
Annotated 5SS: [  248  7184  9687 10817 18047 20453 24791 26309 27734 28084 32995 40076
 46990 47211]
Annotated 3SS: [ 7150  9591 10711 17912 20326 24632 26174 27613 27981 32913 39949 46809
 47112 48117]
SMsplice 5SS: [  248  9687 10817 13091 18047 20453 24791 26309 27734 28084 32995 40076
 46990 47211]
SMsplice 3SS: [ 9591 10711 13011 17912 20326 24632 26174 27613 27981 32913 39949 46809
 47112 48855]
top_k =  1000
Partition function (log Z): 13.149496502863812

Sorted 5' Splice Sites (High to Low Probability):
Position 40076: 0.9999871628729643
Position 20453: 0.9849744942509833
Position 46990: 0.9752600425968738
Position 28084: 0.9688834093292622
Position 248: 0.9609231430935175
Position 24791: 0.9557000180300156
Position 26309: 0.9526278170209915
Position 10817: 0.93371555137459
Position 47211: 0.9262414964937818
Position 27734: 0.8669419700520191
Position 32995: 0.8526104398322953
Position 18047: 0.7793111567175822
Position 13091: 0.7455869822080678
Position 9687: 0.6775915789459754
Position 7184: 0.5309776844759525
Position 26629: 0.511339922390951
Position 30493: 0.39233956383428387
Position 1745: 0.38433994215690837
Position 843: 0.35031701648875263
Position 18384: 0.3005334035177801
Position 44388: 0.29187978852814533
Position 1907: 0.28411193263351775
Position 27044: 0.16983906009047786
Position 25606: 0.1672906646892295
Position 18675: 0.1484837480649929
Position 20218: 0.13167372666064023
Position 44890: 0.13125431988093555
Position 39613: 0.11768129214410829
Position 33047: 0.11370856086086469
Position 9165: 0.11299453607308536
Position 2810: 0.098133673424439
Position 8487: 0.09599539837067612
Position 35605: 0.09527449044974978
Position 35286: 0.07962444846118415
Position 43952: 0.07641701946806105
Position 42362: 0.0669213450032781
Position 48752: 0.0586602552364037
Position 5540: 0.05786255264370474
Position 18051: 0.0545230485252094
Position 37525: 0.054092355490478784
Position 44775: 0.04896885319485113
Position 41092: 0.04449722447164119
Position 12919: 0.04171274326407666
Position 31506: 0.04028444655619111
Position 21315: 0.0391118712198611
Position 18498: 0.03832299516084143
Position 35189: 0.03773935501206623
Position 40242: 0.0359675392152986
Position 34737: 0.035245723961399904
Position 17018: 0.03442817253965519
Position 48237: 0.03378261224845996
Position 47222: 0.030073541974087546
Position 44752: 0.02650884857591952
Position 30796: 0.02453387289695087
Position 42985: 0.022783818303414402
Position 22432: 0.022560791270274102
Position 936: 0.021452286691617348
Position 44812: 0.02109118977233336
Position 10991: 0.02082741219236443
Position 36045: 0.020805255084815243
Position 4334: 0.020259306072707668
Position 36269: 0.019429101209266164
Position 29949: 0.019339535214967857
Position 330: 0.0186458950426674
Position 12931: 0.018235792341424528
Position 44590: 0.018049977532113726
Position 27049: 0.016810370649143893
Position 32734: 0.01572457453581987
Position 26313: 0.014351837771144628
Position 35967: 0.014199422227956187
Position 22385: 0.014007763890052934
Position 48708: 0.013498692702392246
Position 914: 0.013434616074705195
Position 47511: 0.012881641471374971
Position 27036: 0.011609964327528354
Position 41088: 0.011477298897226856
Position 47537: 0.011348750720779526
Position 1718: 0.011146725100687423
Position 5015: 0.010211139114130553
Position 533: 0.009831940505278946
Position 48612: 0.008882977582546468
Position 40777: 0.008666495754987602
Position 20491: 0.008156867957884948
Position 9257: 0.007691443388108474
Position 30304: 0.007682565645201678
Position 31087: 0.007067863393073225
Position 24961: 0.006939262761077822
Position 28141: 0.006625812298124874
Position 895: 0.0066025411313043085
Position 12838: 0.0064817599575601025
Position 13841: 0.006221229348635842
Position 16081: 0.005991629895264395
Position 46579: 0.005799655970547471
Position 11013: 0.00568318234668373
Position 41550: 0.005592334602847329
Position 29865: 0.0054476554931043525
Position 48648: 0.005328420299831199
Position 26664: 0.005146322932638167
Position 24813: 0.004936230087533264
Position 26993: 0.004774676043601791
Position 1491: 0.004721094446064779
Position 26252: 0.004662243349994015
Position 26978: 0.00437442178743387
Position 29925: 0.0043221849305728945
Position 26059: 0.00421248623712896
Position 11549: 0.00388608025268734
Position 23947: 0.003653225265416309
Position 40581: 0.0036490673237240903
Position 28081: 0.003510976204696857
Position 585: 0.003397819442639403
Position 3490: 0.003375169658747722
Position 794: 0.003096710162938978
Position 25387: 0.00307670603650501
Position 48260: 0.002883522110366361
Position 22167: 0.0028465270896850686
Position 1707: 0.0026352214143971295
Position 44421: 0.002437214521900079
Position 1182: 0.00241229435158413
Position 29861: 0.00237194349912177
Position 22911: 0.002354113412472481
Position 1224: 0.002236779224965081
Position 5080: 0.002101627046090765
Position 25381: 0.0020107048940183085
Position 25946: 0.001944240465753419
Position 252: 0.0018762886898595693
Position 5562: 0.001839372417528662
Position 29967: 0.0017092034490770788
Position 1190: 0.0016723702900171313
Position 30258: 0.0016617824665302388
Position 858: 0.0015531538943706316
Position 23663: 0.0015275386330281032
Position 25533: 0.0015121200029270614
Position 25822: 0.0014058692610742695
Position 30556: 0.0013935935972998266
Position 33493: 0.001311756158303061
Position 43446: 0.0012644464897989336
Position 1032: 0.0012498211387490308
Position 29971: 0.001159569197555412
Position 27055: 0.0011483672081784501
Position 5088: 0.0011303417298504372
Position 27738: 0.0011141512602694077
Position 30269: 0.0010994816375938402
Position 1447: 0.0010786769448754756
Position 5890: 0.001058911417956332
Position 29942: 0.0010373149925083543
Position 26881: 0.0008980855557452137
Position 42: 0.0008791296249043937
Position 29519: 0.0008686919517535264
Position 49116: 0.0008585644697321267
Position 41234: 0.0008012803706936115
Position 1498: 0.0007947136789876817
Position 29246: 0.0007609600052577558
Position 555: 0.0007284417542338986
Position 877: 0.0007273826227086666
Position 590: 0.0006944905118556422
Position 25671: 0.0006936296128718731
Position 25580: 0.00065868515266943
Position 155: 0.0006289210673018054
Position 26899: 0.0005977226108075629
Position 24953: 0.0005745171715661859
Position 1076: 0.0005702719501668625
Position 46866: 0.00048380635337814167
Position 27697: 0.00045149714255279404
Position 890: 0.0004225485182835002
Position 520: 0.0004142104863042191
Position 27311: 0.0003979440224876063
Position 27012: 0.000357302830066533
Position 26211: 0.0003471346082820974
Position 2560: 0.0003283333467952507
Position 567: 0.0003204730332855898
Position 40329: 0.0003163362196761313
Position 1986: 0.0003132070925056923
Position 48693: 0.000304765045782802
Position 48725: 0.0003009792457346343
Position 47625: 0.0002931912617616851
Position 25805: 0.00028755575126895427
Position 835: 0.00027592145355019213
Position 24571: 0.0002537109877861716
Position 34789: 0.0002365294960440452
Position 879: 0.00023285804774411716
Position 24925: 0.00023057754735519262
Position 871: 0.00021529184008878353
Position 1238: 0.0001913173045569497
Position 389: 0.00018551126499022092
Position 35513: 0.00015755786569326386
Position 257: 0.0001467852407357416
Position 29710: 0.00014675660944260253
Position 1568: 0.00014492311158327117
Position 18011: 0.00014127666050103998
Position 18008: 0.00013121653405328068
Position 26303: 0.00011170491459752619
Position 1151: 0.00011055137730011335
Position 27763: 9.962083010763522e-05
Position 40268: 9.865479547057706e-05
Position 29997: 9.324814060063355e-05
Position 414: 8.843692791068438e-05
Position 4856: 7.875600739241062e-05
Position 313: 7.828607390708874e-05
Position 24769: 7.62919378667397e-05
Position 1360: 7.033993526894678e-05
Position 4887: 6.232971072128238e-05
Position 1021: 6.112688873152411e-05
Position 1375: 5.851889685580208e-05
Position 407: 5.580145338932382e-05
Position 4365: 5.474879367908355e-05
Position 1551: 5.321256400198873e-05
Position 291: 4.872008637715886e-05
Position 1398: 4.1308493646761345e-05
Position 1504: 3.8870907042361303e-05
Position 4479: 3.7767639664957985e-05
Position 5524: 3.769103533562523e-05
Position 47384: 3.6374772963935284e-05
Position 5103: 3.410136809051989e-05
Position 284: 3.3355734304721244e-05
Position 2245: 3.1587503783700535e-05
Position 6411: 2.765079154442022e-05
Position 2066: 2.6042621866735213e-05
Position 47416: 2.576313934739491e-05
Position 5431: 2.156727990235378e-05
Position 41097: 1.9658473814880384e-05
Position 355: 1.9117773117961838e-05
Position 4976: 1.8672948020176288e-05
Position 5215: 1.83813305553642e-05
Position 4980: 1.7180835892345197e-05
Position 5054: 1.6763429305799404e-05
Position 234: 1.6568727750061027e-05
Position 47404: 1.6182617390120082e-05
Position 299: 1.3670752556444524e-05
Position 11: 1.3019607358156342e-05
Position 652: 9.964577119240441e-06
Position 706: 6.422426709233137e-06
Position 40362: 5.953559859165861e-06
Position 318: 5.942972112306648e-06
Position 4220: 5.5584414139993746e-06
Position 418: 5.130157586925513e-06
Position 2829: 4.464898938246557e-06
Position 210: 2.8081046219904377e-06
Position 431: 2.243691180762653e-06
Position 33221: 2.229243747756127e-06
Position 479: 2.1925224624815278e-06
Position 3952: 2.1485395051166156e-06
Position 470: 1.936207361643762e-06
Position 401: 1.8931705573031132e-06
Position 434: 1.8368980360190587e-06
Position 409: 1.6764662335061123e-06
Position 490: 1.635569604363983e-06
Position 18: 1.4857041961269861e-06
Position 416: 1.2251209901700923e-06
Position 47236: 1.0247730178367931e-06
Position 731: 7.981177251993145e-07
Position 422: 4.782225007744614e-07
Position 744: 7.35389895157962e-08
Position 940: 5.821057486729963e-08
Position 1314: 3.769337248832007e-08
Position 746: 1.4002975524464236e-08
Position 965: 1.265055226850456e-08
Position 1967: 1.2545097536085558e-08
Position 756: 1.5987686607603435e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 39949: 0.9744605190172295
Position 26174: 0.965931494037557
Position 32913: 0.9632408057783974
Position 46809: 0.9552980798754647
Position 20326: 0.9429412335408263
Position 27981: 0.9243258031396205
Position 47112: 0.9114666086076806
Position 24632: 0.9047775625982072
Position 10711: 0.8357738412577931
Position 27613: 0.8225386805044416
Position 17912: 0.8183698000855644
Position 13011: 0.6545949866781983
Position 9591: 0.6536194677977065
Position 1641: 0.5480455591577346
Position 26548: 0.4443867053147054
Position 7150: 0.4054355665927982
Position 30399: 0.3894293338007724
Position 44255: 0.2965093079123176
Position 48855: 0.24869246954015894
Position 48852: 0.2378978200261095
Position 766: 0.20519508193203242
Position 48117: 0.1874014031328305
Position 18240: 0.18370665196861508
Position 26937: 0.16527733423190413
Position 699: 0.13809958032776265
Position 18213: 0.13298269818461447
Position 39415: 0.11768129214410832
Position 25408: 0.11586929596934478
Position 8998: 0.11324598919810407
Position 8356: 0.0959953983706761
Position 20119: 0.08806581153847776
Position 35420: 0.0850661527164833
Position 44541: 0.08358412209810824
Position 12968: 0.07995132626641775
Position 35142: 0.0795711717020407
Position 18599: 0.07933940211401445
Position 44688: 0.07223249861666481
Position 18576: 0.06914434595097843
Position 47316: 0.06582598178969135
Position 10658: 0.06486156412162963
Position 6767: 0.06469062446353543
Position 5460: 0.05973910428965453
Position 42269: 0.05966069922537976
Position 43860: 0.05923337965243946
Position 2613: 0.05877418069927158
Position 44715: 0.05842948871801364
Position 12748: 0.055537796964610864
Position 47399: 0.05105578360675481
Position 48461: 0.050026723463722965
Position 27943: 0.04962773674735959
Position 793: 0.048004360081169026
Position 20369: 0.04776356017827773
Position 48426: 0.046488570259701684
Position 47297: 0.045424130789826475
Position 20102: 0.04518726169354731
Position 25532: 0.04048582896777952
Position 47072: 0.03989291036873729
Position 40942: 0.03915061907760014
Position 1790: 0.03902966037252682
Position 24654: 0.038174456993468234
Position 2705: 0.035711065164390786
Position 22255: 0.03521027169719442
Position 37324: 0.034456042515342185
Position 16933: 0.03442817253965519
Position 34659: 0.03401089215911472
Position 31408: 0.033497518381435554
Position 6867: 0.03319269632500296
Position 10719: 0.030758846283263336
Position 47336: 0.029823310527171423
Position 48546: 0.02969022646096608
Position 44774: 0.0294952606019613
Position 26818: 0.029266347467522894
Position 27585: 0.028100203162004133
Position 10906: 0.026510594539048152
Position 39985: 0.0255394809827671
Position 1858: 0.024582417160413452
Position 9572: 0.023972111148268586
Position 35658: 0.02301533652951684
Position 48301: 0.022642276557128988
Position 1826: 0.02217457391920831
Position 18182: 0.022038959445284945
Position 37412: 0.019636312975136586
Position 46845: 0.019496778472367183
Position 36175: 0.019429101209266164
Position 21207: 0.019222786984681703
Position 48127: 0.019145370280784932
Position 26465: 0.019135571419697333
Position 26415: 0.019067533053971426
Position 1438: 0.01885914452608858
Position 40163: 0.018403397944437152
Position 6771: 0.016960649002323167
Position 43882: 0.01614356381335398
Position 29848: 0.015793930150661835
Position 32615: 0.01574157543079551
Position 40144: 0.015627905735722973
Position 27615: 0.01475744362480774
Position 48200: 0.014551901655338933
Position 49223: 0.014367207324078923
Position 4070: 0.013222803505512418
Position 26520: 0.013102863583674169
Position 4905: 0.01294998569322776
Position 42910: 0.01254506133693108
Position 21117: 0.011828672038130912
Position 34939: 0.01172503180873014
Position 29787: 0.01165961307673359
Position 48836: 0.011456033753737811
Position 35229: 0.0113857346430432
Position 40899: 0.011334688501209963
Position 12982: 0.011013366453498485
Position 1646: 0.011007018237338512
Position 12713: 0.010892498598450444
Position 35015: 0.010810472528262425
Position 6590: 0.010698148092292413
Position 47122: 0.010531967018609093
Position 42857: 0.010238756966483313
Position 48571: 0.00958385780887317
Position 48555: 0.009353090622300046
Position 30713: 0.008897801351522147
Position 24658: 0.008880692000550815
Position 26524: 0.008753978234078013
Position 30110: 0.008613894114449046
Position 21051: 0.008051224864422344
Position 30669: 0.007980567058379823
Position 40657: 0.00778132221075566
Position 1813: 0.007739778431946282
Position 29832: 0.007107310121584138
Position 1897: 0.006993460049984442
Position 46544: 0.006959124939803258
Position 24570: 0.006866460676179971
Position 48160: 0.0065242646584381175
Position 25333: 0.0063644119164145046
Position 25849: 0.006326506584843758
Position 35454: 0.006234246093863397
Position 42247: 0.006033156394700709
Position 35678: 0.00600897797573002
Position 15932: 0.005991629895264392
Position 35747: 0.005980362807524555
Position 375: 0.005925529120077453
Position 49256: 0.005915845029248859
Position 17940: 0.005656925618846906
Position 26410: 0.005642508680400546
Position 25473: 0.005461586345225788
Position 17922: 0.005400323486497126
Position 9164: 0.005365933746324988
Position 48575: 0.00515052982866883
Position 41299: 0.004880851446301524
Position 30844: 0.004739546218397456
Position 49029: 0.0047105510530291135
Position 17731: 0.004679649246437749
Position 13687: 0.004585497450605858
Position 1838: 0.004509619505329949
Position 31431: 0.004379747203131113
Position 26866: 0.004249554089263328
Position 35372: 0.004131649505096359
Position 4251: 0.003970604090336689
Position 30425: 0.003894887955718066
Position 1028: 0.0038514396340159495
Position 47164: 0.0036630866381757925
Position 23824: 0.0036532252654163096
Position 35073: 0.0036201224700643537
Position 24857: 0.00331986145716032
Position 26215: 0.0033169056748528205
Position 30732: 0.0032809088561609146
Position 28005: 0.003267563312503124
Position 49160: 0.0032291584446572366
Position 40984: 0.0031354848320562663
Position 32785: 0.003061146245011052
Position 27664: 0.0029974754945064747
Position 25292: 0.0029653201100314575
Position 24878: 0.0029495222323863337
Position 21838: 0.002829654182066015
Position 26977: 0.0028241426733672417
Position 26982: 0.002720333020390102
