Gene = Ino80d
index = 577
Annotated 5SS: [   57  8612 20628 20983 28600 35315 39946 46084 48564 52232 53228]
Annotated 3SS: [ 8507 20536 20735 27868 35205 39720 45973 48429 52013 53069 55121]
SMsplice 5SS: [   57  3559  8612 16984 20628 20983 22245 27948 28600 35315 39946 46118
 48564 52232 52872 53228 55220]
SMsplice 3SS: [ 3440  8507 16881 20536 20877 22131 27868 28444 35205 39720 45973 48455
 52013 52686 53069 55121 65297]
top_k =  1000
Partition function (log Z): 10.826515566298129

Sorted 5' Splice Sites (High to Low Probability):
Position 20983: 0.9999999999999964
Position 17821: 0.999999999999995
Position 35315: 0.9999833333915802
Position 48564: 0.997763196600807
Position 8612: 0.9966262609634687
Position 22245: 0.9345922754961592
Position 53228: 0.9236694758344031
Position 39946: 0.8983928862016525
Position 46118: 0.8935239314835524
Position 28600: 0.8413115571793038
Position 52232: 0.8004156112956644
Position 3559: 0.7400287911718627
Position 57: 0.6274145002353833
Position 20628: 0.5949957399643939
Position 52872: 0.5727065753798114
Position 55220: 0.560117839833027
Position 56492: 0.4862818229182808
Position 27948: 0.48318987339422415
Position 40366: 0.4466959631075104
Position 44982: 0.39646783778299516
Position 454: 0.38310320097730177
Position 53955: 0.37981303057189786
Position 11855: 0.3735997153564494
Position 10534: 0.3500638733220865
Position 4820: 0.2997249787969423
Position 28940: 0.2887148951012896
Position 23900: 0.27697925659882794
Position 2064: 0.23691724451481824
Position 16942: 0.23319649115377833
Position 55239: 0.22053574508562632
Position 16126: 0.19929250465758455
Position 48098: 0.19542439502961467
Position 16920: 0.18323130988291336
Position 1338: 0.1591511530954602
Position 2167: 0.152705293904737
Position 14821: 0.14578466717741742
Position 27939: 0.13742674083942663
Position 24772: 0.13500957339895148
Position 6298: 0.12907944920394346
Position 27993: 0.1193661659750716
Position 56539: 0.09940151566201505
Position 54218: 0.09742623170202416
Position 46084: 0.09661922070344564
Position 16112: 0.07618456386465586
Position 53488: 0.07569334782589632
Position 5681: 0.07139541700606376
Position 53233: 0.07037582908640463
Position 4401: 0.06457588702767728
Position 41064: 0.063729088568758
Position 28971: 0.057066201278495966
Position 31896: 0.05304601645687583
Position 5128: 0.050957680775839266
Position 10540: 0.04951898338158599
Position 15043: 0.047871041557851955
Position 27891: 0.04344343091124707
Position 40404: 0.04077031395152097
Position 719: 0.03974691400871762
Position 25497: 0.03960335671025663
Position 39879: 0.03573066239758399
Position 45897: 0.03524600224790759
Position 9123: 0.03215472670831117
Position 30885: 0.03182788777730788
Position 26675: 0.030473773841282963
Position 46392: 0.02863043305141455
Position 45373: 0.028427059699758908
Position 38170: 0.02841473603497778
Position 6851: 0.027055246365094838
Position 11275: 0.02677320844690834
Position 48965: 0.025949055448169295
Position 55187: 0.02516178444230278
Position 30446: 0.02298719161040775
Position 54620: 0.02266012567675217
Position 13753: 0.022242198977875886
Position 48051: 0.021983218799815924
Position 11641: 0.021132262008807745
Position 32330: 0.019828248506636333
Position 5425: 0.019029871871440004
Position 32430: 0.01847133867216087
Position 56731: 0.018378098883442967
Position 845: 0.018283396923860072
Position 30488: 0.01776572542233181
Position 56678: 0.017488302700007938
Position 45170: 0.01733553871140235
Position 30827: 0.017047278984557837
Position 55209: 0.01680507467601163
Position 22477: 0.016554793191105085
Position 37304: 0.016345811776749288
Position 1400: 0.016259467121485027
Position 56229: 0.015966203909265512
Position 11416: 0.01578714590168032
Position 32389: 0.015511296590713106
Position 55290: 0.01550075470485629
Position 38233: 0.014774516058511614
Position 3785: 0.01473672424689124
Position 51914: 0.013896804286606203
Position 465: 0.01353020565024419
Position 55042: 0.013138930320293675
Position 1114: 0.012686746484783032
Position 30442: 0.012668466415650849
Position 30218: 0.011968549895203157
Position 57743: 0.01190121788314963
Position 5586: 0.01135539843447457
Position 59560: 0.010563809829517202
Position 39207: 0.010128934184154404
Position 55832: 0.010081160782731345
Position 16015: 0.010054430775649211
Position 2178: 0.009930601832868948
Position 38005: 0.009894902502236756
Position 26841: 0.009783141509776778
Position 29238: 0.009767251580450694
Position 59245: 0.00945238505944477
Position 38989: 0.008524737309266372
Position 30877: 0.008341193903435608
Position 50866: 0.007783706911791639
Position 53416: 0.007654636070889722
Position 30211: 0.0074951452620198745
Position 26417: 0.007472619519829877
Position 29191: 0.007024194589736625
Position 22883: 0.006984599537137875
Position 6156: 0.006972870839454586
Position 13921: 0.006657429613287923
Position 10935: 0.006593238944680884
Position 2665: 0.006350632259962758
Position 11359: 0.006345183620357743
Position 5182: 0.006335743959233714
Position 5148: 0.006232037704873183
Position 38742: 0.006159767776086751
Position 8152: 0.0061010828809618094
Position 14180: 0.006071811854814925
Position 14769: 0.005995875579964237
Position 34699: 0.005883389905754664
Position 3540: 0.005818234274356063
Position 9570: 0.00580727648342395
Position 41300: 0.00577074373658443
Position 53283: 0.005635779522819759
Position 37300: 0.005599271315381169
Position 5399: 0.00559908026567175
Position 59488: 0.005052988001383793
Position 45164: 0.004433240523937941
Position 2014: 0.004372247111111056
Position 40046: 0.004308145265720467
Position 38189: 0.004264642557692204
Position 1343: 0.004227279606530956
Position 59200: 0.004123787768439196
Position 9358: 0.004009800766793897
Position 8087: 0.003994167617425348
Position 57823: 0.00396715340300834
Position 36598: 0.003501530977596558
Position 54995: 0.003412607621213893
Position 43730: 0.003401384504025733
Position 55201: 0.003027651409476936
Position 6168: 0.0029542170079394667
Position 10369: 0.0028106052689838906
Position 53950: 0.002807677000857787
Position 55231: 0.00276758563066481
Position 35644: 0.0027221106801304266
Position 39900: 0.002625675856831956
Position 59520: 0.0026163337788847104
Position 38053: 0.00257298813871662
Position 54504: 0.0023811887676916674
Position 10329: 0.0023306085463231513
Position 56244: 0.0023220353220772304
Position 36516: 0.0021896185436775873
Position 41787: 0.00215331648998175
Position 15097: 0.002128032279206814
Position 24966: 0.002103578857848459
Position 24676: 0.002030120678796588
Position 54124: 0.0019891719804721354
Position 54229: 0.001957896272040877
Position 1199: 0.0018671204984980153
Position 59235: 0.0016926908878100591
Position 47890: 0.0015112256166867812
Position 37379: 0.0014716326220682583
Position 47519: 0.0014686687134398844
Position 30471: 0.0013888072808723173
Position 24159: 0.0013861029093788402
Position 35681: 0.0013771956553636957
Position 58292: 0.001368691117792994
Position 51603: 0.001367599607703605
Position 35638: 0.0013171290391455152
Position 30003: 0.0012994189783076353
Position 24092: 0.0012985611152366756
Position 58035: 0.0012298508757335712
Position 58569: 0.0011749677235463863
Position 53927: 0.0011188540101139495
Position 11215: 0.0011034732605214156
Position 57317: 0.0011003621862587935
Position 47244: 0.0010849496862879748
Position 1394: 0.0010616370701147582
Position 46545: 0.0010302788367046285
Position 47231: 0.001002679680241167
Position 54273: 0.0009251397288486057
Position 37424: 0.0009150742791206338
Position 38159: 0.0009126604054659132
Position 564: 0.0009089222158776481
Position 7367: 0.0008900770952333778
Position 53475: 0.0008813170770814615
Position 53440: 0.000880970906169419
Position 54729: 0.0008742670741079799
Position 39069: 0.0008694948872715851
Position 50599: 0.0008530592116125628
Position 7483: 0.0008334043555441909
Position 53977: 0.0008274665624343493
Position 36890: 0.0007715512378451208
Position 37260: 0.0007710658166786649
Position 36591: 0.0007647012374879613
Position 52756: 0.0007022445595362745
Position 37027: 0.0006937085105163631
Position 1720: 0.000689080597139336
Position 50156: 0.0005939831073859778
Position 400: 0.0005939198669109619
Position 4: 0.0005855557868069427
Position 54591: 0.0005267825937545024
Position 53726: 0.0005145996030348621
Position 51807: 0.0005079021419812065
Position 23533: 0.0005045028083398367
Position 53539: 0.0004465309763673512
Position 1235: 0.0004007899491550369
Position 40099: 0.0004006752042919278
Position 56441: 0.00036006858345914353
Position 37991: 0.0003506719175650853
Position 56518: 0.0003235967602886999
Position 54028: 0.00028834573324212676
Position 53179: 0.00028084725464317593
Position 50829: 0.0002664721435658872
