Gene = Pstk
index = 872
Annotated 5SS: [  249  2690  3123 12860 13453]
Annotated 3SS: [ 2394  2923 12783 13358 16476]
SMsplice 5SS: [  296  9068 12860 13453]
SMsplice 3SS: [ 8978 12783 13358 14399]
top_k =  1000
Partition function (log Z): -10.477910308560073

Sorted 5' Splice Sites (High to Low Probability):
Position 13453: 0.8978311428963172
Position 9068: 0.7503241098839656
Position 296: 0.719403646009308
Position 12860: 0.6284357950398174
Position 3123: 0.26522330953579704
Position 2125: 0.23300485307212498
Position 249: 0.166595690200467
Position 6479: 0.10383893159707361
Position 13724: 0.1028840718580445
Position 15007: 0.07103297537083565
Position 260: 0.05949002919372034
Position 5233: 0.04026102971299903
Position 5745: 0.03173160168846216
Position 7625: 0.026439803585808355
Position 92: 0.016087412592833906
Position 444: 0.013607411339582202
Position 8697: 0.012315789610599582
Position 1285: 0.008762159041351606
Position 14761: 0.008050125691046248
Position 139: 0.0071036056965739485
Position 602: 0.006778098400847799
Position 274: 0.006442364990214084
Position 1719: 0.005731926112096271
Position 15168: 0.0057056360709371486
Position 15662: 0.005130564000757045
Position 13801: 0.004742139833181116
Position 14165: 0.0038441516469287103
Position 2654: 0.0037117100421242555
Position 15835: 0.003486952880862755
Position 2274: 0.003469696531308568
Position 1274: 0.0026982588727533286
Position 2690: 0.0019887132182228595
Position 1410: 0.0014018522476175789
Position 2458: 0.0012694366403122413
Position 893: 0.0008529554486872218
Position 1959: 0.0008407032237285201
Position 304: 0.0008188092423437142
Position 1723: 0.0007758480271549878
Position 1281: 0.000723435061363867
Position 2289: 0.0006998262247513613
Position 2987: 0.0006447988752825085
Position 11470: 0.0006186400327866503
Position 4216: 0.0005500279908693604
Position 2763: 0.0005474018725033673
Position 2537: 0.0004989702285689217
Position 409: 0.0004818464783125631
Position 510: 0.00042625963782497444
Position 1904: 0.00041263865397861177
Position 426: 0.00025699090410471483
Position 7202: 0.00023717630956867364
Position 1672: 0.00023270311363316615
Position 328: 0.00019070235261894888
Position 204: 0.0001893873516917345
Position 7878: 0.00017699343556086834
Position 172: 0.00015462230758870303
Position 7902: 0.00014933602663184546
Position 2165: 0.0001375601343451899
Position 1899: 0.00011752630477724633
Position 186: 0.00011247558844676564
Position 1084: 0.00010001364220842174
Position 914: 8.868371826501011e-05
Position 2181: 8.241033405295616e-05
Position 180: 7.242522283601768e-05
Position 1769: 5.8490187535587134e-05
Position 9: 5.797602959317552e-05
Position 355: 5.0488450243696616e-05
Position 7029: 4.790683233305292e-05
Position 964: 3.6127311740828574e-05
Position 1991: 3.547897132299768e-05
Position 2895: 3.2598560200304705e-05
Position 1266: 2.9268241515941034e-05
Position 1969: 2.8164270688551387e-05
Position 1419: 2.7198481221535262e-05
Position 4954: 2.0242796759544287e-05
Position 4210: 1.9788373252929836e-05
Position 13480: 8.543611163578993e-06
Position 1006: 5.4157812412040264e-06
Position 2246: 4.028402873364281e-06
Position 2157: 3.573705976133985e-06
Position 125: 3.545603573128496e-06
Position 870: 2.9277264783370578e-06
Position 96: 1.9571981174734206e-06
Position 308: 1.7163352108234655e-06
Position 959: 1.1875635482524768e-06
Position 785: 7.94344289703612e-07
Position 844: 4.860882346660954e-07
Position 706: 4.513494223728826e-07
Position 925: 2.7818533771374305e-07
Position 52: 1.839053651793772e-07
Position 643: 1.0986873235984291e-07
Position 595: 1.0986682870624405e-07
Position 867: 9.824582640732931e-08
Position 1001: 7.593491938945767e-08
Position 3847: 7.55758756249257e-08
Position 855: 6.533294977546848e-08
Position 420: 6.373115522228008e-08
Position 808: 5.984347694551867e-08
Position 3838: 5.806019952047041e-08
Position 2478: 5.7551383225544985e-08
Position 3375: 5.526818337354578e-08
Position 576: 5.2891835931221774e-08
Position 3161: 4.1669301200047405e-08
Position 2858: 3.699547476209606e-08
Position 1318: 2.158890012316328e-08
Position 2170: 1.8375545842586278e-08
Position 385: 1.6259815710432032e-08
Position 2100: 1.5175064028947234e-08
Position 555: 1.4144461008634092e-08
Position 2248: 1.4129113385069033e-08
Position 320: 1.3937955145209096e-08
Position 1068: 1.2584919852178832e-08
Position 1595: 1.222132327802338e-08
Position 1479: 9.020794820086613e-09
Position 881: 8.926781061783876e-09
Position 1197: 7.502312310341669e-09
Position 1612: 7.456815384247398e-09
Position 448: 7.209037718878288e-09
Position 1167: 5.600153677758626e-09
Position 2508: 3.506607547631688e-09
Position 581: 1.8534013461450038e-09
Position 563: 7.523813618273433e-10
Position 428: 7.020124075898507e-10
Position 514: 6.992676940136016e-10
Position 2427: 6.156650525873676e-11
Position 722: 6.153209526021049e-11
Position 654: 4.9556885720190177e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 13358: 0.9025872788890151
Position 8978: 0.7215376861792915
Position 12783: 0.6311031959690978
Position 14399: 0.4586654760695679
Position 16476: 0.2906376110211614
Position 2923: 0.15444155094687648
Position 2065: 0.14255759628247858
Position 2953: 0.09973114605121447
Position 13594: 0.08764125124484846
Position 6345: 0.07388607574751044
Position 15510: 0.06695499875943879
Position 2090: 0.05727883489554114
Position 13657: 0.03862367701879569
Position 14912: 0.03824394565555282
Position 9012: 0.02653822006792591
Position 14872: 0.0263972944431514
Position 14812: 0.025968112529651623
Position 15748: 0.02399549166431761
Position 7507: 0.02320804184657619
Position 1891: 0.021356132486247924
Position 15071: 0.021188691256593853
Position 14546: 0.017482177993798507
Position 8558: 0.017427677370126852
Position 5595: 0.01511461050624622
Position 14085: 0.013950905858125588
Position 6231: 0.013715186000167754
Position 4920: 0.01317263830109706
Position 14502: 0.011215061146007921
Position 1995: 0.01091570177249516
Position 5203: 0.009294548204828923
Position 5420: 0.009186737493348566
Position 6251: 0.009168982119660083
Position 2394: 0.008970946547016386
Position 13567: 0.006614527607564247
Position 5118: 0.005940879321076415
Position 16693: 0.005900126169968741
Position 5018: 0.005886280356316991
Position 2943: 0.005549446042287399
Position 1540: 0.005396206795269085
Position 5578: 0.005191495030146802
Position 1222: 0.004883221514928437
Position 2000: 0.004802248764376243
Position 6115: 0.004767171842956211
Position 8852: 0.0037824497573553505
Position 15547: 0.0037821330580083217
Position 7565: 0.003753013235400177
Position 13529: 0.0036535364451821795
Position 6316: 0.003610710725585029
Position 2495: 0.00358590606551919
Position 4948: 0.0035138654689571
Position 14063: 0.0032187417353959726
Position 16589: 0.0029614270262900227
Position 9425: 0.0028629398834918354
Position 16631: 0.002850341169341345
Position 4975: 0.00280958944621061
Position 5399: 0.0024109543186489986
Position 5469: 0.002331354554463375
Position 3024: 0.0022728468914104565
Position 959: 0.0019670659130961825
Position 12355: 0.0019419753380652944
Position 2932: 0.0018763864092279131
Position 7113: 0.001768190417780443
Position 12915: 0.0017127657432461816
Position 12321: 0.0017038107290725905
Position 9320: 0.001507993293531966
Position 14157: 0.001492215277677223
Position 1604: 0.0014658818662954722
Position 15650: 0.0014642608790238895
Position 3212: 0.0014198066468054538
Position 2563: 0.0014163920289889653
Position 13615: 0.0013343755947175181
Position 9899: 0.0012991264395924398
Position 2967: 0.0012800815426747246
Position 2979: 0.0012057598207363073
Position 3997: 0.001171295486932773
Position 11308: 0.0010819425395316674
Position 8606: 0.0010134981191705652
Position 1225: 0.0010022145111706294
Position 6598: 0.0009522378485098162
Position 1284: 0.0008529187194335886
Position 1109: 0.0007636051888858426
Position 9767: 0.0006894583633436122
Position 1076: 0.0006731426454132086
Position 1823: 0.0006697399534721296
Position 8524: 0.0006255647088385728
Position 1944: 0.0006150942311957911
Position 5933: 0.0005439101115855667
Position 9530: 0.0005354542059596177
Position 2632: 0.000516192452787979
Position 1552: 0.0004148735545629505
Position 1184: 0.00040773659558207884
Position 473: 0.0004012714394081831
Position 6628: 0.000395009819690253
Position 10105: 0.00039016219947584697
Position 11591: 0.00034403444419127654
Position 3160: 0.0003386239983638426
Position 7769: 0.0003263294621927129
Position 1250: 0.0003020181328271139
Position 9804: 0.0003011389933134475
Position 1083: 0.000290926219427371
Position 514: 0.00028933293871182496
Position 1136: 0.0002734431707668322
Position 1492: 0.00026305467622060185
Position 2612: 0.0002279868312639666
Position 11335: 0.00021555302393438825
Position 4351: 0.0002034964463405286
Position 10066: 0.00018004405623002817
Position 3673: 0.00016762278949043535
Position 388: 0.0001612308698799351
Position 6924: 0.0001546683203531582
Position 807: 0.00014716011546767407
Position 4152: 0.00014474889430682718
Position 167: 0.00014450010801328851
Position 9383: 0.00013679158195413314
Position 5349: 0.0001364837061509542
Position 1692: 0.00012926206689941927
Position 1145: 0.00012602508378321923
Position 5006: 0.0001259076617599894
Position 320: 0.0001224506510781393
Position 2045: 0.00011841814184256946
Position 7201: 0.00011117625939436266
Position 705: 0.00011109077711246194
