Gene = Rsrc1
index = 940
Annotated 5SS: [   153  13323  15201 101320 199476 225088 309026 368626 374237]
Annotated 3SS: [ 13126  15074 101145 199438 225035 308956 368518 374083 374830]
SMsplice 5SS: [    92   7468   7772  13323  15201  48812  80424  89077  94667 101320
 105632 108854 117726 119679 176213 199607 225088 268175 271020 283732
 302488 309026 319803 323555 327195 354042 368626]
SMsplice 3SS: [  7301   7643  13126  15074  48710  80301  88965  94560 101145 105561
 108746 117593 119567 176095 199438 225035 268068 270893 283661 302373
 308956 319702 323455 326995 353943 368518 374830]
top_k =  1000
Partition function (log Z): -156.53943561440565

Sorted 5' Splice Sites (High to Low Probability):
Position 15201: 0.9988880970069821
Position 92: 0.7897682015504058
Position 26256: 0.6592233280384379
Position 7468: 0.6038080693031196
Position 7772: 0.556297814490556
Position 13323: 0.4231354906651114
Position 26468: 0.42111734854112864
Position 2862: 0.3695371657623116
Position 27240: 0.3407987815988321
Position 13275: 0.28501538338032995
Position 13263: 0.2784959107460353
Position 415: 0.25736648923590194
Position 26735: 0.18879023450393909
Position 6246: 0.16084030971615795
Position 371: 0.15540177940233785
Position 153: 0.15088876544022123
Position 2756: 0.13840576622895437
Position 14293: 0.13775569953709793
Position 8496: 0.051474758483769166
Position 10221: 0.04872973415106183
Position 11335: 0.048647581559673574
Position 1505: 0.03964389411624837
Position 10094: 0.025232192928950924
Position 7908: 0.0236236161923138
Position 8697: 0.020028570053525294
Position 7858: 0.014063708237341453
Position 21711: 0.013844706877793623
Position 2212: 0.012401802818830696
Position 7853: 0.009472025246901687
Position 6312: 0.009141398429662002
Position 14040: 0.008020069102967499
Position 2234: 0.008014498558049213
Position 6258: 0.007986667395496385
Position 4897: 0.0051056348533312845
Position 5299: 0.004979406299481409
Position 4700: 0.004865327423763406
Position 4417: 0.004631626133845356
Position 2463: 0.00461571581712379
Position 4799: 0.00411535734302912
Position 13281: 0.004107413867158063
Position 8066: 0.0038905979464655682
Position 7381: 0.0030272805354190314
Position 16059: 0.002886995895898452
Position 1384: 0.002522020581589157
Position 5539: 0.0024843373578645796
Position 1448: 0.0021342335544760004
Position 6012: 0.0016977934681337622
