Gene = Lin37
index = 634
Annotated 5SS: [ 205 1764 2021 2382 2547 2789 3798 3959]
Annotated 3SS: [1687 1969 2351 2460 2621 3656 3884 4037]
SMsplice 5SS: [ 205 1764 2021 2382 2547 2789 3798 3959]
SMsplice 3SS: [1687 1969 2215 2485 2621 3656 3884 4037]
top_k =  1000
Partition function (log Z): 12.73928922173558

Sorted 5' Splice Sites (High to Low Probability):
Position 3959: 0.9981848932634038
Position 2547: 0.9155581220109884
Position 2789: 0.9069970136634536
Position 1764: 0.9038578304549354
Position 205: 0.840634444546562
Position 2382: 0.752247696672582
Position 3798: 0.741544403579066
Position 2021: 0.6838692416787333
Position 906: 0.2002450486240857
Position 3802: 0.19553252860879838
Position 2064: 0.18098218263556148
Position 3407: 0.13753169950252986
Position 180: 0.09900931026385494
Position 1270: 0.04414210205287029
Position 3781: 0.030265261699265286
Position 1797: 0.02957502073088944
Position 186: 0.02108421000530966
Position 2059: 0.01853514719410402
Position 1308: 0.016104456134908317
Position 705: 0.009770358770497417
Position 1775: 0.009366412736929326
Position 3069: 0.007598016784561636
Position 3259: 0.007330659988814234
Position 3361: 0.007330022675341646
Position 3062: 0.007223945110581231
Position 3367: 0.0062965297264203045
Position 437: 0.0062856419840285685
Position 2387: 0.0061948673914894664
Position 253: 0.0053052547921118905
Position 546: 0.003956794656282556
Position 2147: 0.003555170666815233
Position 2551: 0.0029729643799544557
Position 3027: 0.0028562061452969676
Position 634: 0.002339083896174375
Position 2905: 0.002035781980793698
Position 2824: 0.0019629834459532073
Position 917: 0.0018601146636271393
Position 854: 0.0018499034886421092
Position 1479: 0.0016720650440617197
Position 2571: 0.0015948163447437398
Position 1869: 0.0014467410994778752
Position 500: 0.0011865626108615145
Position 421: 0.00113098383007102
Position 620: 0.0008822828223906322
Position 588: 0.0008581961642205363
Position 1014: 0.0008472817181088488
Position 2053: 0.0008302635664014183
Position 2626: 0.0007994312354464735
Position 1456: 0.0007978611054170099
Position 2532: 0.0007713305932456883
Position 2153: 0.0007188902337045375
Position 2673: 0.000505297841716855
Position 628: 0.00042035873585247175
Position 2858: 0.0003780461209479242
Position 64: 0.000347154248122568
Position 301: 0.0003333299019014658
Position 1839: 0.00032974802609229053
Position 4104: 0.00032043064244376737
Position 1190: 0.00030441285943235867
Position 840: 0.0002813275981672999
Position 3294: 0.0002592192063326189
Position 1601: 0.00025338776850008577
Position 2729: 0.00024976746584324193
Position 1165: 0.00024106379314801584
Position 416: 0.00022842012841558504
Position 3095: 0.00022708545037288766
Position 2414: 0.00019679628109580118
Position 1876: 0.00018123213748715578
Position 1404: 0.00017883018986976056
Position 4082: 0.0001717700051548196
Position 2084: 0.0001711528411750022
Position 3739: 0.00016936754678590114
Position 1621: 0.00015757494895120901
Position 1252: 0.00015725326018143054
Position 2174: 0.00011709517026600529
Position 192: 0.00011161240730784396
Position 2125: 0.00010015317918742912
Position 341: 9.066259797054689e-05
Position 2302: 8.910893424653746e-05
Position 550: 8.393441591421621e-05
Position 2116: 8.336102687123377e-05
Position 3423: 8.107049778532226e-05
Position 1360: 7.808652588039163e-05
Position 3348: 7.537477912931314e-05
Position 1825: 6.806434495012545e-05
Position 1026: 6.787632984496498e-05
Position 1217: 6.596426198220715e-05
Position 1736: 6.384813576369228e-05
Position 414: 6.094935626343172e-05
Position 133: 5.961165795148421e-05
Position 393: 5.56461912442029e-05
Position 2798: 5.3157198691331176e-05
Position 61: 5.30362497900399e-05
Position 12: 5.067388170261992e-05
