Gene = Csn1s1
index = 299
Annotated 5SS: [   24  1065  2094  2801  3320  4686  4809  5316  5978  7049  7855  8009
  8822  9268  9396  9512  9640  9765  9899 10022 10148 10272 10389 10524
 10653 10778 10905 11408 11851 12817 13843 14730 15307]
Annotated 3SS: [ 1001  2060  2773  3280  4661  4769  5291  5953  7018  7821  7963  8779
  9249  9377  9493  9621  9746  9880 10003 10129 10253 10370 10505 10634
 10759 10886 11365 11808 12789 13818 14586 15262 15955]
SMsplice 5SS: [  792  1065  6056  7049  8009  9512  9765 10022 10524 10905 14730]
SMsplice 3SS: [ 1001  5953  7018  7963  9395  9639  9898 10370 10759 14643 15955]
top_k =  1000
Partition function (log Z): 11.152234759831163

Sorted 5' Splice Sites (High to Low Probability):
Position 14730: 0.9628153188531153
Position 9512: 0.9305389808820653
Position 9765: 0.8987294326034534
Position 1065: 0.8768296343057981
Position 10022: 0.8619233310325738
Position 6056: 0.8473077876585277
Position 10524: 0.791298486943097
Position 10905: 0.7683165313156494
Position 792: 0.6550782061446746
Position 8009: 0.654919138567492
Position 8822: 0.5485490429380484
Position 2801: 0.5120779388230587
Position 7049: 0.4442619304033334
Position 7855: 0.42532461137441596
Position 10272: 0.3468058759592147
Position 7093: 0.32539763527414295
Position 10778: 0.2759116991059855
Position 9268: 0.27118384922078115
Position 4809: 0.2553580068744264
Position 8042: 0.2429306169909726
Position 24: 0.2166516589592704
Position 4321: 0.17100744452808064
Position 554: 0.14592121393761295
Position 7572: 0.14517618782912475
Position 2998: 0.12362035707635666
Position 13843: 0.11816813169216063
Position 10389: 0.10511262293451208
Position 2094: 0.08985554726909768
Position 15307: 0.08733677693649083
Position 12817: 0.08535989613856083
Position 10148: 0.08261588663520188
Position 3320: 0.06991941994193353
Position 5316: 0.06356656006044456
Position 10653: 0.06004061402511691
Position 1085: 0.057222035004696865
Position 2309: 0.053760847352242236
Position 7044: 0.049272881089527015
Position 7880: 0.048547781148252436
Position 5292: 0.04748260641669363
Position 7097: 0.04733095763134196
Position 514: 0.044735906184510274
Position 9899: 0.029142855652542765
Position 11408: 0.02907389762816372
Position 9396: 0.027527544877767724
Position 5978: 0.025753410262197147
Position 5001: 0.024395237049406344
Position 9640: 0.022624984278523066
Position 11093: 0.021946626815355176
Position 6035: 0.018914591908797268
Position 5357: 0.018363442489191105
Position 453: 0.017724898712325254
Position 7549: 0.01664064487938261
Position 4686: 0.01576777193226904
Position 142: 0.014167070182622147
Position 2241: 0.013510875425133526
Position 8324: 0.00874774265331476
Position 1355: 0.008213895646475969
Position 5087: 0.007570445513450973
Position 1098: 0.007260016567588616
Position 9506: 0.0071758469405784385
Position 2212: 0.006905435726004618
Position 388: 0.005928614604334811
Position 1557: 0.005703242814195229
Position 11057: 0.0056745135732951466
Position 7159: 0.005443892443737275
Position 798: 0.005085769593990376
Position 841: 0.004883020699439271
Position 221: 0.004790649552241366
Position 7563: 0.004622465769632574
Position 7181: 0.004028118332583461
Position 2992: 0.003901782267847756
Position 297: 0.003663934056148461
Position 1154: 0.0032849044149594617
Position 5244: 0.003269011562220868
Position 14460: 0.0031765112070708057
Position 8102: 0.002973489308576805
Position 5349: 0.0027461793797888432
Position 8112: 0.002736077212462685
Position 690: 0.002670801387881419
Position 7586: 0.0026631776062148436
Position 245: 0.002528507620334893
Position 4362: 0.002505441811853688
Position 596: 0.0023666185948375065
Position 12415: 0.002269557380072124
Position 8099: 0.0022271864863435704
Position 13660: 0.002223303417433434
Position 6095: 0.0018807992069316828
Position 215: 0.0018167552605867021
Position 7371: 0.0016829230544368804
Position 1814: 0.0015415130870141825
Position 92: 0.0014789644588635703
