Gene = Cspp1
index = 303
Annotated 5SS: [  128  6968  9310 20607 26197 27205 28604 36730 39026 44130 45342 47736
 49968 50744 52101 57797 66148 70265 74326 74806 75491 77868 78515 88263
 89347 91816 94301 95057 96014]
Annotated 3SS: [ 6858  9206 20502 26115 27105 28208 36642 38954 44035 45283 47529 49833
 50664 51970 57648 65994 70151 74175 74658 75385 77800 78396 88122 89205
 91768 94236 94946 95874 97716]
SMsplice 5SS: [  497  6968  9310 20607 27205 36730 44130 49968 50744 52101 74806 77868
 87502 88263 89347 91869 96014]
SMsplice 3SS: [ 6858  9206 20502 27105 36642 44035 49833 50664 51970 74658 77800 87295
 88122 89205 91768 95874 97716]
top_k =  1000
Partition function (log Z): -39.88842500869511

Sorted 5' Splice Sites (High to Low Probability):
Position 20607: 0.9997229810355256
Position 9310: 0.944153164855603
Position 27205: 0.7333254042956344
Position 497: 0.6070675480345274
Position 26197: 0.3855011817114086
Position 2435: 0.2746711686080314
Position 6977: 0.25608344769740077
Position 1663: 0.22934927931070212
Position 2067: 0.2085201215790648
Position 2621: 0.18284864881391255
Position 6952: 0.16653945721571278
Position 12735: 0.16457970975606137
Position 128: 0.13356623386313504
Position 6988: 0.12830576321417242
Position 26877: 0.1057718261652176
Position 194: 0.09842868968496618
Position 27187: 0.09450534092849146
Position 1671: 0.09345337304861133
Position 61: 0.07868659383864304
Position 26961: 0.078153660806211
Position 22701: 0.07135059833472351
Position 14464: 0.07026717594082864
Position 22840: 0.067668643077455
Position 13372: 0.0654034114814761
Position 2428: 0.06393235927914744
Position 2538: 0.06121406876395639
Position 24765: 0.05715458867830032
Position 12528: 0.056865929125033625
Position 9315: 0.054397976824019305
Position 313: 0.05337052470209159
Position 14769: 0.04980270916982527
Position 7303: 0.04575182147303599
Position 947: 0.04137304047452539
Position 33639: 0.0388768662711307
Position 6942: 0.03783097199679485
Position 1055: 0.026746742667702654
Position 9082: 0.023483473446639532
Position 373: 0.020179013808673592
Position 212: 0.019756330858996134
Position 5626: 0.01951806634718351
Position 4543: 0.017865677822487252
Position 1285: 0.01750937855813756
Position 31873: 0.015810333501804635
Position 6983: 0.014874243080225044
Position 5132: 0.014806846066588384
Position 928: 0.012441372775563469
Position 67: 0.01197186649497043
Position 2415: 0.010704042467021653
Position 1324: 0.010299070771666228
Position 21631: 0.00880648341354731
Position 2543: 0.007722293128330305
Position 258: 0.007718700568070848
Position 1152: 0.005561056123905015
Position 2071: 0.00537998954998435
Position 27155: 0.005138042314609253
Position 7764: 0.00467604612226625
Position 6993: 0.004045368353509357
Position 4257: 0.003631514062117958
Position 22219: 0.0035333574530105848
Position 219: 0.0031292132274623333
Position 170: 0.003002215365543836
Position 71: 0.002915908252374757
Position 1220: 0.002837318935324545
Position 4306: 0.0021644887000890228
Position 25: 0.0017469592840514722
Position 7952: 0.00164578647660961
Position 1682: 0.0016112824249676404
Position 10503: 0.001572963821164445
Position 278: 0.0014985958459954392
Position 126: 0.0014978945324193838
Position 5209: 0.0014286514682739307
Position 7362: 0.0013676900507116703
Position 1044: 0.0013524647470529462
Position 1675: 0.001342216587296349
Position 21: 0.0012970512468980292
Position 271: 0.0012286147666095363
Position 2093: 0.001211090632841539
Position 341: 0.0011917405055104364
Position 4491: 0.0010654009791329045
Position 11309: 0.001007806579536164
Position 454: 0.0009972892533659306
Position 21129: 0.0009839946361011702
Position 22878: 0.0009724215309705567
Position 4634: 0.0008907391788949934
Position 9375: 0.0008688029798728091
Position 9725: 0.00085972169881533
Position 132: 0.0007962883367874904
Position 1850: 0.0007582022327989746
Position 1734: 0.00069568811771995
Position 2235: 0.0006172008172457583
Position 765: 0.0005943353085964871
Position 250: 0.0005577325520230223
Position 769: 0.000539907381001406
Position 420: 0.0005290857500832031
Position 1754: 0.0004695350449709655
Position 802: 0.00044250984778088564
Position 1183: 0.0004022882695862309
Position 2050: 0.00035356358871105375
Position 1076: 0.00033758711086041485
Position 827: 0.00032725286427159563
Position 1740: 0.0002557107660849913
Position 1370: 0.00015215851501531902
Position 1357: 0.00014063340059321282
Position 1667: 0.00011268203442828755
Position 238: 0.00011129712394868511
Position 2077: 0.00010324334353033169
Position 2185: 0.0001003033813530003
Position 1694: 9.772697421564584e-05
Position 890: 9.686550957463115e-05
Position 426: 9.655271550861016e-05
Position 849: 7.788471008212342e-05
Position 2231: 6.867753815165795e-05
Position 225: 6.766019050662538e-05
Position 655: 6.476109431771989e-05
Position 986: 4.614041037094669e-05
Position 198: 4.466539674797166e-05
Position 444: 4.089190233347581e-05
Position 149: 4.053625429930465e-05
Position 2494: 4.033338463637861e-05
Position 836: 3.8944673335249006e-05
Position 852: 3.7003078544057785e-05
Position 1191: 3.6746482456292185e-05
Position 216: 3.370174698421312e-05
Position 41: 2.6395044804676893e-05
Position 924: 2.621369889907102e-05
Position 567: 2.1025887186011985e-05
Position 2798: 1.9386554767540402e-05
Position 501: 1.722528305306077e-05
Position 1597: 1.4523871048273765e-05
Position 2527: 1.4212127066793436e-05
Position 23: 1.3273487833673866e-05
Position 907: 1.1318698272761392e-05
Position 3532: 1.000979928813168e-05
Position 22726: 8.863342214672911e-06
Position 435: 8.586153395343305e-06
Position 331: 4.682989295576019e-06
Position 329: 4.441621699760779e-06
Position 196: 2.1778539584557948e-06
Position 236: 1.906958649242812e-06
Position 559: 1.9041064961957698e-06
Position 441: 1.259383179057378e-06
Position 65: 1.112000359395893e-06
Position 55: 6.922637874284862e-07
Position 92: 6.275796314343041e-07
Position 525: 4.330364376193218e-07
Position 976: 3.500305280322781e-07
Position 619: 1.9140111195427316e-07
Position 407: 1.8319732134547742e-07
Position 377: 1.811085239703201e-07
Position 383: 1.5959291941691276e-07
Position 523: 6.065086239422488e-10
Position 666: 3.2947549990275427e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9206: 0.9994349068561614
Position 20502: 0.9983766780015997
Position 27105: 0.8040766207761414
Position 6858: 0.6124280569163904
Position 2338: 0.6002455496344284
Position 35356: 0.4218154981083823
Position 25987: 0.3910863553060901
Position 1596: 0.29638251998439863
Position 1959: 0.19747937715274164
Position 26759: 0.18834854774208368
Position 12645: 0.14637910273528904
Position 33442: 0.13990803091005488
Position 28208: 0.09564788668280928
Position 14377: 0.07027849933816234
Position 12404: 0.06968628791115719
Position 22779: 0.05730339462381496
Position 13251: 0.05597998597228522
Position 14609: 0.049810870371401916
Position 22756: 0.04914393956066892
Position 32758: 0.04482320940678719
Position 22645: 0.04008360024102324
Position 22552: 0.03930393926689027
Position 30742: 0.03738052254021774
Position 26986: 0.03720441037073678
Position 712: 0.03510709228157745
Position 946: 0.02839114186706982
Position 9006: 0.023483473992828078
Position 31823: 0.02307384477461768
Position 1044: 0.02229066127511167
Position 24556: 0.020664712982222614
Position 4405: 0.019823994782337557
Position 417: 0.019638639218395235
Position 30953: 0.01853971352182484
Position 372: 0.0177698339432912
Position 24594: 0.017417326746621876
Position 29842: 0.016861013094035628
Position 24613: 0.01620781498741908
Position 27012: 0.015602898108146992
Position 29580: 0.014474971458442495
Position 32488: 0.014332141211085288
Position 28274: 0.013714132291970528
Position 27337: 0.013407015395826054
Position 1419: 0.011490667128535657
Position 21606: 0.011408763634463224
Position 7295: 0.011267434805813492
Position 24331: 0.011241380044038352
Position 353: 0.009712656045763964
Position 441: 0.009649245498174107
Position 13188: 0.009428942686150419
Position 31450: 0.009340211989827311
Position 7146: 0.009072080184143788
Position 6808: 0.009062509674482164
Position 26627: 0.008940087823312157
Position 1849: 0.008833587349255725
Position 22621: 0.008666038198283816
Position 786: 0.008579604429832674
Position 5052: 0.008528212960230782
Position 5519: 0.008201470263238527
Position 27871: 0.007515259703703454
Position 31181: 0.0073119258842997345
Position 1903: 0.006896219093503687
Position 5411: 0.006754316950017933
Position 24474: 0.006192507556038786
Position 1469: 0.006149159414545677
Position 7071: 0.005753964111173961
Position 28706: 0.005649557124450027
Position 12384: 0.005405023564156096
Position 769: 0.005126288891973546
Position 23040: 0.005105105910251555
Position 4176: 0.0050223907789473925
Position 388: 0.004751414835493719
Position 7520: 0.004676046122266264
Position 27436: 0.004645115354418563
Position 5470: 0.004562279133927036
Position 967: 0.004296018786642076
Position 7037: 0.004188026813323017
Position 21000: 0.004116838671968686
Position 383: 0.004085873261682152
Position 22138: 0.003875957891610522
Position 25435: 0.0036675593711940416
Position 27891: 0.0036279157805396696
Position 5033: 0.003583149817991334
Position 4791: 0.003403395622817043
Position 30156: 0.0032065593525965356
Position 7149: 0.003029754205448089
Position 21747: 0.002962593810705806
Position 24575: 0.002674800181437455
Position 29371: 0.0026631441226578874
Position 836: 0.0026104457449422783
Position 1234: 0.0025390360527589146
Position 28747: 0.0024899764259702604
Position 1961: 0.0024534641428854893
Position 28435: 0.002362465542487345
Position 21399: 0.0023458521505785195
Position 26400: 0.002326096165029181
Position 453: 0.002266581406231557
Position 22600: 0.0019189927386100323
Position 1267: 0.001794170689686637
Position 1503: 0.0017523953823312959
Position 7811: 0.0016457864766096036
Position 24413: 0.001516230046232388
Position 10330: 0.0014831708630363549
Position 20267: 0.0014784286191798482
Position 21906: 0.0014628871281478228
Position 23394: 0.0014626786089874779
Position 420: 0.0012789624550492292
Position 203: 0.0011348728184984553
Position 25015: 0.0009991601175073333
Position 2572: 0.0009226398399257149
Position 11152: 0.0008921046803375389
Position 4065: 0.0007673197987434734
Position 183: 0.0007384675993807807
Position 22658: 0.0006971604624497371
Position 21220: 0.0006741509028150326
Position 25818: 0.0005853587339366521
Position 9618: 0.0005789484477870581
Position 20675: 0.0005225210848844898
Position 1438: 0.0005206553573551169
Position 25212: 0.0005082998465515814
Position 20706: 0.0004662897205573877
Position 1214: 0.00045023034313189863
Position 311: 0.0004090372793832578
Position 1500: 0.00038426547045504163
Position 5115: 0.00036989955516292125
Position 21661: 0.00035608050074731914
Position 5084: 0.00035129942248323287
Position 26451: 0.00034992500606245794
Position 21438: 0.00030389430627188863
Position 21551: 0.0002969869137252179
Position 9621: 0.00028642901353775077
Position 24128: 0.00027406644652881463
Position 22166: 0.0002734519775850962
Position 605: 0.0002680359195814942
Position 1397: 0.00022117772096538993
Position 21425: 0.00020902165615902654
Position 20672: 0.0001854257589618598
Position 20844: 0.00018410254620924554
