Gene = Ppan
index = 841
Annotated 5SS: [ 143  403 1265 1510 1767 2541 2838 3032 3191 3573]
Annotated 3SS: [ 231 1162 1458 1595 2463 2729 2907 3111 3275 3656]
SMsplice 5SS: [ 143  403 1510 1767 2541 2838 3032 3191 3573]
SMsplice 3SS: [ 231 1420 1595 2463 2729 2907 3111 3275 3656]
top_k =  1000
Partition function (log Z): 20.232087225754842

Sorted 5' Splice Sites (High to Low Probability):
Position 3032: 0.9849141503966872
Position 1510: 0.9831682935918935
Position 2838: 0.9729176382846422
Position 1767: 0.9454098026683249
Position 143: 0.9085202911528171
Position 3573: 0.7845723010035963
Position 3191: 0.7681582834082198
Position 403: 0.6232805558276382
Position 2541: 0.6104682604078223
Position 1265: 0.45623905949758436
Position 2551: 0.3425102115841852
Position 3204: 0.20259708504843274
Position 3504: 0.17645047814561998
Position 432: 0.15297743495722715
Position 68: 0.05284804866764445
Position 361: 0.049067952765365505
Position 407: 0.04472587174194013
Position 306: 0.02199925168433502
Position 1163: 0.019134169966778556
Position 845: 0.0188870268893251
Position 75: 0.01844882752202217
Position 3453: 0.01829026344005635
Position 2842: 0.017192761992434965
Position 1758: 0.015508371012015115
Position 3738: 0.014238173209109141
Position 340: 0.013948925740482511
Position 1801: 0.008291161458662056
Position 3753: 0.007677662207797795
Position 3789: 0.0064185523126166245
Position 659: 0.005565792281096401
Position 1519: 0.005077398017880864
Position 332: 0.004794575778484797
Position 540: 0.004672660161395271
Position 492: 0.0044151581491210625
Position 370: 0.004380813587672213
Position 978: 0.004201532049121529
Position 2822: 0.004056715653015047
Position 1677: 0.0035763242793409333
Position 2169: 0.003549688860284094
Position 608: 0.0033752501355910534
Position 1365: 0.002257116517553818
Position 2547: 0.002256849124467173
Position 2639: 0.0022210278417845748
Position 613: 0.0020884844891910555
Position 1269: 0.0017909083288405584
Position 3017: 0.0017882143262300573
Position 312: 0.001520398088188425
Position 2097: 0.0013806045049332917
Position 3459: 0.0012397349472628623
Position 77: 0.0012060362504933587
Position 2615: 0.001185008138964253
Position 2887: 0.001160509542507126
Position 282: 0.0010272054724271456
Position 33: 0.0008114343034715137
Position 2019: 0.0007889285040473767
Position 3883: 0.0007727784872891244
Position 1256: 0.0006335306874722514
Position 38: 0.000558691878366228
Position 932: 0.0005311301096098106
Position 3593: 0.0005160978917951224
Position 3535: 0.0004834651391124587
Position 3185: 0.00040630040601468434
Position 108: 0.0003941367066782968
Position 2657: 0.00036111373570444467
Position 1100: 0.0003592148601417446
Position 1379: 0.0003587393529368442
Position 3172: 0.00034271323345132264
Position 2230: 0.000320564548169428
Position 133: 0.0003116798870248531
Position 839: 0.0002996749267031484
Position 2854: 0.0002810720263620506
Position 3217: 0.0002776611857421486
Position 1655: 0.00027735377084239386
Position 2094: 0.00026026203269522943
Position 1748: 0.00025146696867332243
Position 1809: 0.00021398067965223063
Position 1138: 0.00021301574499230986
Position 926: 0.00020527400307527148
Position 53: 0.00020508917628432892
Position 3585: 0.0001810850127002352
Position 2749: 0.0001774164269396957
Position 2464: 0.0001735563091923257
Position 2257: 0.00015756497825130403
Position 1348: 0.00013963672854896064
Position 879: 0.00012745749871314617
Position 3038: 0.00012129654910759002
Position 620: 0.0001094283225485336
Position 1217: 0.00010932059118619088
Position 310: 0.00010478474839738815
Position 3348: 0.00010223979742174988
Position 786: 9.959634800924755e-05
Position 2545: 9.480883524838318e-05
Position 1730: 9.029403426206346e-05
Position 1780: 6.569095276033017e-05
Position 3047: 6.147265968987782e-05
Position 1742: 6.123560019977846e-05
Position 2620: 5.1208239057593486e-05
Position 1043: 4.956873075435924e-05
Position 2254: 4.8381706311509615e-05
Position 3551: 4.409703917205897e-05
Position 930: 4.224893516558322e-05
Position 42: 4.110643893118168e-05
Position 1832: 3.946988824186342e-05
Position 1848: 3.942089513366263e-05
Position 3494: 3.879397249801292e-05
Position 3438: 3.8330949565196656e-05
Position 2038: 3.480281348141479e-05
Position 3157: 3.218216118834974e-05
Position 1886: 3.034837523617078e-05
Position 600: 2.9738315918643278e-05
Position 807: 2.749246888790407e-05
Position 179: 2.651821173647497e-05
Position 2575: 2.5659375500237677e-05
Position 3887: 2.4092640553198102e-05
Position 1025: 2.4013843223123103e-05
Position 597: 2.2134546390697666e-05
Position 1911: 2.1842582702494646e-05
Position 872: 2.0120004315109946e-05
Position 2242: 1.663235318149468e-05
Position 2790: 1.4047904867382633e-05
Position 1058: 1.3488450931519654e-05
