Gene = Nprl2
index = 763
Annotated 5SS: [ 228  848 1111 1390 2062 2252 2409 2615 2806 3162]
Annotated 3SS: [ 755  941 1280 1924 2153 2371 2520 2687 3018 3264]
SMsplice 5SS: [ 228  848 1134 1390 2062 2252 2615 2806 3191]
SMsplice 3SS: [ 755  941 1280 1924 2153 2520 2687 3018 3264]
top_k =  1000
Partition function (log Z): 9.188150233811678

Sorted 5' Splice Sites (High to Low Probability):
Position 2615: 0.9720069123067604
Position 2062: 0.9523424764875823
Position 2806: 0.8382964517028589
Position 1390: 0.7690366656787996
Position 228: 0.7666444086382792
Position 2252: 0.7205141414960117
Position 848: 0.5978030243987114
Position 3191: 0.3342680235367394
Position 1134: 0.2888624438227178
Position 3162: 0.2560799720996128
Position 1431: 0.19510452023794972
Position 540: 0.19229636937062386
Position 1146: 0.16957828921938736
Position 1138: 0.15354544733604264
Position 1167: 0.13842119677598963
Position 1111: 0.11258088114128532
Position 1142: 0.09960966726856346
Position 2328: 0.09921917453620324
Position 3186: 0.09919081041430113
Position 864: 0.09583667629169958
Position 2267: 0.07197014416342506
Position 2413: 0.052938318922824745
Position 2409: 0.03728545640383226
Position 1739: 0.03280069659103551
Position 341: 0.03218826464824526
Position 666: 0.029630838270868758
Position 2226: 0.02660954155219253
Position 565: 0.023421620884536223
Position 355: 0.019294173634588168
Position 846: 0.017053747147781077
Position 2316: 0.014322285776663052
Position 2834: 0.013081902421658778
Position 1488: 0.011711549016395692
Position 801: 0.011204545861646369
Position 175: 0.006992899865789952
Position 1843: 0.006893667063153706
Position 406: 0.005080478802783507
Position 996: 0.005011537719471722
Position 1157: 0.0047932176487872355
Position 5: 0.004140542315227252
Position 81: 0.004117451091042326
Position 2906: 0.003722171898937356
Position 824: 0.00364691458912417
Position 535: 0.003573507378432885
Position 2745: 0.0035327403110381613
Position 2372: 0.0029365238492918984
Position 1150: 0.0026787083395517705
Position 191: 0.002177446651335654
Position 26: 0.001991393726312241
Position 1033: 0.0019364099672061637
Position 546: 0.0017256160092647545
Position 556: 0.0016288524444858772
Position 467: 0.0015352114148730494
Position 3329: 0.0014604575998707241
Position 859: 0.0014407388013329434
Position 795: 0.0014024407878032554
Position 2900: 0.00135564088286736
Position 2934: 0.0011320542109705394
Position 878: 0.0010766753864388944
Position 10: 0.00095289748227697
Position 3085: 0.0009263216459297778
Position 686: 0.000876943789839523
Position 1440: 0.0007931866412741727
Position 2753: 0.0007723353646626995
Position 1951: 0.0006854534933646767
Position 2795: 0.0006612066540591078
Position 1989: 0.0006532992776336385
Position 2256: 0.0006265536559986297
Position 362: 0.0005342060279249683
Position 485: 0.0005130024681950023
Position 2040: 0.0003092071196893922
Position 1659: 0.00029059457666667055
Position 1037: 0.0002870676934562203
Position 1996: 0.0002862430417749595
Position 803: 0.00028365813424255127
Position 3077: 0.00026773910934155677
Position 634: 0.0002622218659751479
Position 756: 0.00025671323857285976
Position 304: 0.00024961365673560593
Position 298: 0.0002457731716086496
Position 2849: 0.00020530127733028652
Position 2288: 0.00017692457248031163
Position 2785: 0.00017553869369237433
Position 3083: 0.00016767108341982624
Position 316: 0.00015591686534420152
