Gene = Rab3gap1
index = 880
Annotated 5SS: [   57   208  5383 20516 22324 32926 35065 41178 46948 49517 50869 56048
 56669 58777 59349 61672 62306 65782 68793 69313 69529 69918 70376]
Annotated 3SS: [  151  5306 20382 22244 32805 34898 41077 46865 49447 50794 55954 56501
 58686 59175 61616 61933 65643 68564 69215 69424 69801 70272 73600]
SMsplice 5SS: [   57   208   772  5383 20516 22324 35065 41178 46948 56048 56258 56669
 58777 61672 62306 65782 68793 69300 69529 69918 70376]
SMsplice 3SS: [  151   676  5306 20382 22244 34898 41077 46865 55954 56185 56533 58686
 61616 61933 65643 68564 69215 69456 69801 70272 73600]
top_k =  1000
Partition function (log Z): -31.731489132916472

Sorted 5' Splice Sites (High to Low Probability):
Position 5383: 0.9794367781773037
Position 57: 0.8951399781303664
Position 772: 0.6360132739987285
Position 208: 0.6081052864511525
Position 8662: 0.5671461086704906
Position 20516: 0.42758768424795723
Position 17774: 0.37735625577560095
Position 346: 0.3376476312727991
Position 22324: 0.2854725714662955
Position 17666: 0.20605080322507666
Position 11000: 0.1766475444456259
Position 10551: 0.15692546319501174
Position 7800: 0.07154993098514456
Position 4525: 0.06196966685685401
Position 2647: 0.05854471662901343
Position 3376: 0.04569216715594324
Position 1920: 0.04394062999945149
Position 255: 0.043452671128974836
Position 22316: 0.04084946447245902
Position 1927: 0.0385766315208765
Position 2661: 0.035183219409051045
Position 3710: 0.03113202461633368
Position 1698: 0.030744402680728943
Position 3908: 0.021934326917241193
Position 4179: 0.015146424721043128
Position 10359: 0.013928187265814943
Position 9163: 0.013296297058090135
Position 1893: 0.009592050319062097
Position 4920: 0.008914312791023725
Position 2229: 0.008185443442622163
Position 1287: 0.007897797836080842
Position 2991: 0.007755626360663329
Position 2330: 0.006231167523274276
Position 1364: 0.00560801258170781
Position 3292: 0.005523067093441889
Position 9750: 0.004982019230867221
Position 947: 0.0049351827514803786
Position 52: 0.004528864978856632
Position 638: 0.003932345823319227
Position 4474: 0.0035565253917888757
Position 4470: 0.003213471329148277
Position 1779: 0.0031867018417105326
Position 12583: 0.0031753327967304766
Position 1059: 0.0029272856402594648
Position 10168: 0.002654639499477614
Position 4530: 0.002631315057404647
Position 8162: 0.0026199553671396526
Position 2423: 0.00257503987015568
Position 9579: 0.0023500430041146687
Position 10715: 0.0020310854557706952
Position 1688: 0.0018637151990184015
Position 817: 0.0017868851105687453
Position 2638: 0.0017334582886142818
Position 1572: 0.0013527138851803014
Position 3691: 0.0011379977204050932
Position 788: 0.0011185291140350386
Position 4513: 0.0009242442579930807
Position 943: 0.0008611677396590418
Position 431: 0.0007726617323412368
Position 2720: 0.0007663115842014192
Position 381: 0.0005927674450019542
Position 2212: 0.0005904603570935453
Position 5400: 0.0005094007959487587
Position 1591: 0.0004899521665931587
