Gene = Vcpip1
index = 1177
Annotated 5SS: [ 2933 11417]
Annotated 3SS: [11329 23031]
SMsplice 5SS: [112]
SMsplice 3SS: [11329]
top_k =  1000
Partition function (log Z): -17.945026067184628

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.8020515068418639
Position 9168: 0.3918426416882573
Position 571: 0.15735769341654085
Position 577: 0.1222508670886985
Position 2933: 0.08210277652025293
Position 11417: 0.0691906693473833
Position 9274: 0.05172914913527067
Position 8826: 0.047118757289200126
Position 2855: 0.04388625645216444
Position 9566: 0.041000645817249694
Position 8870: 0.03890920407585893
Position 484: 0.03706731499749109
Position 6851: 0.03530955892381972
Position 1297: 0.03204380898324083
Position 1967: 0.029563919511536363
Position 3707: 0.025133557760657784
Position 4016: 0.022072442153913022
Position 8077: 0.01753617565607108
Position 9122: 0.015522317692983054
Position 4972: 0.01509513222745924
Position 3615: 0.011290111040387197
Position 6860: 0.01054819287465205
Position 8017: 0.008689453005686312
Position 3924: 0.0077681048259613614
Position 5059: 0.006467259219875356
Position 6560: 0.005360985695690117
Position 1274: 0.004678576674597583
Position 9196: 0.0038562414322265252
Position 9136: 0.0037290704925005956
Position 3946: 0.0036046802976479287
Position 4823: 0.0031195730738869387
Position 2129: 0.003119370385943604
Position 2969: 0.0029841937375365453
Position 1499: 0.002928468122895384
Position 1169: 0.0023170066404036185
Position 1232: 0.0021046332144090147
Position 8053: 0.001938817237314664
Position 6359: 0.0017554733799633108
Position 7027: 0.0012300925310459313
Position 9589: 0.0010848948919267997
Position 5017: 0.001052971369761429
Position 7874: 0.0007753960936717294
Position 2792: 0.0007344915820673407
Position 2468: 0.0007067776418492914
Position 11500: 0.0006920926970865645
Position 171: 0.00045835189982345703
Position 55: 0.0003848661198251513
Position 2630: 0.00020539189009448588
Position 1067: 0.00012853933773705124
Position 72: 8.876625651997912e-05
Position 499: 5.3503925635027054e-05
Position 5080: 3.879292108191815e-05
Position 1253: 3.151612215427202e-05
Position 413: 3.006420413991058e-05
Position 381: 2.1994858366450092e-05
