Gene = Il18
index = 569
Annotated 5SS: [  153  9975 11332 12519 14047]
Annotated 3SS: [ 9893 11319 12386 13912 16115]
SMsplice 5SS: [  153  8100  9975 14047]
SMsplice 3SS: [ 8030  9893 13912 16115]
top_k =  1000
Partition function (log Z): 1.1665507149375594

Sorted 5' Splice Sites (High to Low Probability):
Position 9975: 0.9937659367386538
Position 153: 0.9098402389316754
Position 14047: 0.7476504463775178
Position 8100: 0.5042230830181524
Position 12519: 0.3607254259997872
Position 3593: 0.3480062886147863
Position 8151: 0.3464585599615582
Position 3927: 0.3307533221700545
Position 9759: 0.3191372760001323
Position 5383: 0.30650474572565356
Position 6391: 0.27501202599558316
Position 761: 0.2712984170367681
Position 7525: 0.1558242528234434
Position 1178: 0.1448666563654701
Position 13727: 0.13457030242670331
Position 9017: 0.12280361216496319
Position 14926: 0.12057509551728271
Position 6851: 0.10786102929576538
Position 7349: 0.10323176928678225
Position 10298: 0.10227912245453515
Position 8613: 0.09910726619198774
Position 226: 0.0878392890726579
Position 6811: 0.08491333727767987
Position 3555: 0.0621114716184325
Position 14937: 0.05069837304331175
Position 4601: 0.04551773844947303
Position 3423: 0.04095194486913138
Position 8335: 0.03975231461458805
Position 4495: 0.03556494154511695
Position 13963: 0.03510138197084518
Position 4148: 0.032892364992739176
Position 7554: 0.03146624594022354
Position 3716: 0.026799165357958368
Position 644: 0.023963388195402092
Position 579: 0.020901647283710235
Position 14021: 0.017753297688833217
Position 8256: 0.01581059397352772
Position 15496: 0.0149036730464498
Position 8164: 0.014268250588007684
Position 3180: 0.014003257065308203
Position 11431: 0.013742276534075473
Position 11466: 0.012878099704002863
Position 12294: 0.012559998253359012
Position 4646: 0.011840360221807771
Position 3779: 0.01126967534290819
Position 6928: 0.011178920395891492
Position 2177: 0.009311520146196055
Position 4629: 0.008440655879046853
Position 11835: 0.006540916884125664
Position 5845: 0.00645338212031455
Position 1396: 0.005661886481531298
Position 16069: 0.005627677409651251
Position 11332: 0.005270084798378904
Position 14169: 0.005174690224203804
Position 7430: 0.005092118688574529
Position 3104: 0.005014646646690309
Position 2095: 0.004932478271882008
Position 9028: 0.004861155243467373
Position 8411: 0.0048176910429681835
Position 7394: 0.00478743927157918
Position 1024: 0.004631989483996369
Position 3371: 0.004623880888633845
Position 11155: 0.004406766091248545
Position 11689: 0.00440188943669876
Position 10017: 0.004363077093817158
Position 1695: 0.004347641397003817
Position 9592: 0.004346160955016213
Position 15303: 0.004291986902288493
Position 374: 0.00421060272597361
Position 757: 0.003942101834858961
Position 11166: 0.0036800954138862018
Position 541: 0.0023101419396001992
Position 4125: 0.002284947543173716
Position 2164: 0.0021746999305075304
Position 2534: 0.001993691780912029
Position 10278: 0.0018828646402653591
Position 16217: 0.0017728784027891736
Position 10283: 0.0014599719790557323
Position 11883: 0.0013459004826322791
Position 4427: 0.001342235267798707
Position 12136: 0.0013156036037064768
Position 3477: 0.0012263085616948809
Position 6245: 0.001218466002207286
Position 4650: 0.0009254977548101168
Position 4764: 0.000913993799720445
Position 772: 0.0008867583506628464
Position 1850: 0.0008582080344537963
Position 16305: 0.0008389832463338142
Position 11579: 0.0006894287617362903
Position 11829: 0.0006422323644479766
Position 194: 0.0006371568881248708
Position 14983: 0.0006278292727920809
Position 12516: 0.0006157574839175998
Position 16341: 0.0005774331878367026
Position 3386: 0.0005615984070065408
Position 2711: 0.0005056002509112203
Position 3166: 0.0004911806071457706
Position 11117: 0.0004581444201673723
Position 2113: 0.0004056353731390092
Position 2011: 0.00036293845332606016
Position 880: 0.00032021329693201795
Position 2083: 0.000284460980094589
Position 743: 0.00025571215303958443
Position 12148: 0.0002456496241114465
Position 1106: 0.00022309551205298525
Position 1309: 0.0002030066340417451
Position 3496: 0.00019775522242407835
Position 1224: 0.00019533493021392582
Position 1006: 0.00019088600117268378
Position 10: 0.00017982710603063018
Position 11419: 0.0001305488162568767
Position 11600: 0.00013049779035497052
Position 2078: 0.0001286232841986341
Position 4707: 9.62369655096844e-05
Position 1369: 8.74794123905253e-05
Position 2799: 8.193649319145916e-05
Position 4225: 7.815857967919079e-05
Position 1018: 7.65657878862721e-05
Position 11422: 7.116628096796274e-05
Position 3152: 6.841359937141975e-05
Position 2511: 5.621704041759292e-05
Position 2055: 5.480027516087384e-05
Position 2415: 4.062192667416735e-05
Position 9989: 3.976832901361143e-05
Position 765: 3.651596384357047e-05
Position 12487: 3.40620059719909e-05
Position 990: 2.8816604004958418e-05
Position 326: 2.8441381168626296e-05
Position 416: 2.3568695866791346e-05
Position 12467: 2.2155949654495185e-05
Position 12777: 1.8892201662142993e-05
Position 160: 1.2022352972842826e-05
Position 794: 1.1056193777793923e-05
Position 397: 1.0108781999855203e-05
Position 10840: 8.470376972825824e-06
Position 188: 8.003469696071214e-06
Position 252: 7.563782740899764e-06
Position 366: 6.295748523819112e-06
Position 16: 3.8123255451499783e-06
Position 230: 3.6605631421112765e-06
Position 405: 3.659778690682901e-06
Position 162: 2.870119008840046e-06
Position 1838: 2.851120247425844e-06
Position 23: 8.7372402969068e-07
Position 364: 6.646178684102024e-07
Position 26: 4.935617798155163e-07
Position 718: 4.80931136796782e-07
Position 260: 3.4517505228378946e-07
Position 532: 2.8937186364516836e-07
Position 262: 7.00773890106974e-08
Position 424: 1.52897147380355e-08
Position 521: 1.1691053188798908e-08
Position 474: 6.628471634903365e-09
Position 507: 5.263597510843011e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8030: 0.9109900610200053
Position 16115: 0.5915619202442888
Position 9893: 0.567734978345254
Position 13912: 0.5018327719974865
Position 3282: 0.43262455323133503
Position 9872: 0.42973255508642877
Position 12386: 0.360821218474525
Position 13852: 0.29241974909922697
Position 5320: 0.2892096935542436
Position 9664: 0.28868041220169643
Position 528: 0.2598983905469544
Position 6264: 0.25094883220565123
Position 7309: 0.2499069840509038
Position 16172: 0.22510405415369827
Position 6723: 0.2039532869693367
Position 14811: 0.19267947696561896
Position 3829: 0.12009612151995518
Position 3845: 0.11239666734305892
Position 10149: 0.10797716259905778
Position 13597: 0.10572614764136844
Position 8949: 0.10197124685584417
Position 3639: 0.09675202902313092
Position 8410: 0.09472202270010072
Position 937: 0.07619668618842843
Position 15942: 0.0608776438534498
Position 4539: 0.06002117802258053
Position 1063: 0.05385293476812477
Position 7255: 0.05049484195969899
Position 697: 0.047868897424778976
Position 4325: 0.04242376716042804
Position 11319: 0.03513511692926668
Position 4069: 0.03110068785828602
Position 15074: 0.02746665032757509
Position 14789: 0.026668966523401276
Position 9582: 0.025945872011398696
Position 8905: 0.025693520552586366
Position 6148: 0.023166083117303046
Position 3505: 0.021085357454332133
Position 13572: 0.01874145876982667
Position 3039: 0.016974053067310278
Position 13353: 0.01691037601377962
Position 990: 0.016778210738867046
Position 3700: 0.016393709632695475
Position 11542: 0.01105505361847112
Position 12434: 0.010713517877679076
Position 13995: 0.009607430604866022
Position 9468: 0.009582817254931838
Position 1952: 0.00955568066346842
Position 15241: 0.00938260096490401
Position 5200: 0.008775139891719023
Position 8193: 0.0073303151707043365
Position 8253: 0.007010117008091898
Position 5655: 0.006290401838549855
Position 14074: 0.0062878530449210135
Position 11927: 0.0058351543550451464
Position 11985: 0.005696759991891678
Position 3799: 0.005499766711114955
Position 3393: 0.005407932353244752
Position 5324: 0.005082850378812446
Position 15422: 0.004908221081861957
Position 1101: 0.004786282515682177
Position 15425: 0.004653150613276135
Position 14277: 0.004542749977452919
Position 11019: 0.004495831841281033
Position 3592: 0.004394217119023907
Position 8507: 0.004385243491886961
Position 11745: 0.004249519826451735
Position 3831: 0.004125951029498196
Position 16418: 0.003921511872075646
Position 4028: 0.0038236861142407624
Position 1572: 0.003732045700039338
Position 16185: 0.0036605890569235476
Position 1973: 0.003658977690171836
Position 5253: 0.003437061900878621
Position 455: 0.0032434226308252017
Position 701: 0.0032135871301689043
Position 240: 0.002963234674141956
Position 11665: 0.002838876804195549
Position 2094: 0.0027448309410547708
Position 498: 0.0025006672262306235
Position 14298: 0.0023516228160371426
Position 6183: 0.0021155766748361033
Position 3540: 0.002035269549278541
Position 4366: 0.001994315556643188
Position 10968: 0.0019848808411333184
Position 14133: 0.0017767584649619503
Position 3044: 0.0017724095761941277
Position 967: 0.0017598169280880478
Position 3647: 0.001651332548459241
Position 2461: 0.001552365721527318
Position 11046: 0.0015104985453986326
Position 1123: 0.0013381380428371887
Position 3339: 0.0012584652087017226
Position 3571: 0.0011696076147149157
Position 3364: 0.0010842404411583186
Position 588: 0.0010593551968968576
Position 11201: 0.0010309806573032352
Position 14116: 0.0010278118434591638
Position 16362: 0.0010171880617029089
Position 14762: 0.0010010777511400113
Position 459: 0.000999151298965899
Position 14374: 0.0009554600805854344
Position 15944: 0.0008873826529222704
Position 11936: 0.0008783038001994505
Position 548: 0.0008322500713501551
Position 583: 0.0007932070352612972
Position 2858: 0.0007872489499662943
Position 1018: 0.0007708206855097634
Position 615: 0.000760430988854418
Position 718: 0.0007302523131249485
Position 3854: 0.0006753344505689292
Position 2058: 0.0006420447346009406
Position 308: 0.0006025061147221223
Position 14500: 0.0006015628764761416
Position 11095: 0.0005563239626221288
Position 14557: 0.0005191153820546744
Position 13374: 0.0005158534877237488
Position 1955: 0.0004889344366744263
Position 12832: 0.000485097665916221
Position 10542: 0.0004005849826545912
Position 2112: 0.0003968341440935997
Position 12931: 0.00039648297719837813
Position 15140: 0.0003333475029134093
Position 2510: 0.00027442300015087837
Position 1606: 0.00027416630526421555
Position 1313: 0.0002667675460319122
Position 505: 0.00025876276134046333
Position 2423: 0.00022654598758251656
Position 271: 0.0002249214312409299
Position 2633: 0.0002232977442354212
Position 12666: 0.00021819917455244889
Position 729: 0.00021020521835635368
Position 11369: 0.00020335687140435525
Position 4494: 0.0002023991436317912
Position 1210: 0.00019885486333659573
Position 14454: 0.0001864330225294912
Position 1754: 0.00018437111026655485
Position 10166: 0.00018303621968091287
Position 1669: 0.00017491125006868712
Position 656: 0.00016144860984622673
Position 1750: 0.00015661025262812884
Position 1536: 0.00015277704022553722
Position 5517: 0.00015110016020336665
Position 2128: 0.000147553692461715
Position 2299: 0.00013976189641413334
Position 1802: 0.00013975634106894557
Position 14590: 0.00013550426533687375
Position 13377: 0.00013333895645859564
Position 10115: 0.00012444308390596701
Position 1718: 0.00012096727538635299
Position 502: 0.00012015943108870062
Position 10169: 0.00011496482910958411
Position 2579: 0.00010969332893231934
Position 97: 0.00010966608317219459
Position 4109: 0.0001001896325009718
Position 11757: 9.284102585391699e-05
Position 10203: 8.795127808992483e-05
Position 1636: 7.938752643090729e-05
Position 10247: 7.645673237618647e-05
Position 2385: 7.556075577366585e-05
Position 1685: 7.428336341741004e-05
Position 1591: 6.157014369822534e-05
Position 880: 6.027031914598612e-05
Position 1224: 5.673042620452928e-05
Position 624: 5.43263072781375e-05
Position 3415: 5.214700401609536e-05
Position 1779: 4.668383058605284e-05
Position 2925: 4.378632504499581e-05
Position 591: 3.776196234125892e-05
Position 10587: 3.715491131636716e-05
Position 10572: 3.641975937332957e-05
Position 1068: 3.4651930948122306e-05
Position 1568: 3.0890589896559636e-05
Position 3956: 3.079641983963543e-05
Position 585: 2.801386329165516e-05
Position 2359: 2.648425720259496e-05
Position 2419: 2.6471386356916208e-05
Position 11027: 2.3804064026002156e-05
Position 2245: 2.3463413930706025e-05
Position 1369: 2.243195292529378e-05
Position 737: 2.23960482751301e-05
Position 276: 1.7294051412306257e-05
Position 152: 1.5752499980284778e-05
Position 1126: 1.5485053076050013e-05
Position 5709: 1.1880121561334502e-05
Position 12389: 1.1431971356765126e-05
Position 841: 1.0996489833283121e-05
Position 11430: 1.0988494911117947e-05
Position 260: 7.428242630478867e-06
Position 370: 5.4789011780595e-06
Position 630: 5.104615534117855e-06
Position 10270: 4.309396030889247e-06
Position 10131: 4.018443472390646e-06
Position 10944: 3.6533198703510084e-06
Position 757: 3.449851878368145e-06
Position 10178: 3.3528952885487155e-06
Position 750: 2.9403278246510864e-06
Position 72: 2.806977661080197e-06
Position 103: 2.761045650225052e-06
Position 397: 1.437197833085747e-06
Position 318: 1.3008964101967723e-06
Position 258: 1.0243022690180369e-06
Position 1319: 5.712166113935203e-07
Position 648: 5.229288763012836e-07
Position 405: 4.948967013593401e-07
Position 1899: 4.7077954567871466e-07
Position 507: 4.484815653289842e-07
Position 636: 2.766578829471554e-07
Position 215: 2.658077204892945e-07
Position 218: 2.4520840846028766e-07
Position 902: 2.1574016775013518e-07
Position 593: 1.9277676081646722e-07
Position 601: 1.840237603783783e-07
Position 374: 1.5368383612497664e-07
Position 1330: 1.2652215289663895e-07
Position 225: 9.40718836958046e-08
Position 827: 8.023034162968645e-08
Position 823: 6.35969509721661e-08
Position 379: 4.791581247295433e-08
Position 1129: 4.710360282745193e-08
Position 761: 4.3269279739631196e-08
Position 320: 3.513108326632238e-08
Position 157: 2.956451435376186e-08
Position 847: 2.779235336081249e-08
Position 1385: 1.473564890042923e-08
Position 2103: 1.3961804344402526e-08
Position 222: 8.035850607878595e-09
Position 814: 7.515424916194062e-09
Position 786: 5.401621787289274e-09
Position 110: 4.404961190805969e-09
Position 203: 4.285825592057802e-09
Position 1427: 3.061552778917597e-09
Position 114: 1.9428322258407016e-09
Position 1407: 6.791733681372617e-10
Position 1024: 6.71783096744374e-10
Position 206: 5.141050437439634e-10
Position 779: 3.6371227293878413e-10
Position 212: 5.356353805622676e-11
Position 384: 3.5577251299804037e-13
