Gene = Elp6
index = 374
Annotated 5SS: [  177  5001  7467  8922 10780 14544]
Annotated 3SS: [ 4921  7395  8802 10577 14396 15641]
SMsplice 5SS: [  177  5001  8922 10780 14544]
SMsplice 3SS: [ 4921  8802 10577 14396 15641]
top_k =  1000
Partition function (log Z): 1.9160922521095305

Sorted 5' Splice Sites (High to Low Probability):
Position 177: 0.9808170629796493
Position 10780: 0.9383185118804152
Position 14544: 0.8837475649430568
Position 8922: 0.8061168044580362
Position 5001: 0.7780920194369777
Position 14159: 0.5112959646598813
Position 5900: 0.3737298107099092
Position 15141: 0.36226045107844945
Position 4030: 0.33583655570452536
Position 9060: 0.3176111815594187
Position 7467: 0.2564298000804501
Position 9950: 0.2542141381454621
Position 9119: 0.2248363609151695
Position 3096: 0.19216528449658637
Position 5074: 0.1789552589928984
Position 5834: 0.16299915193502956
Position 1415: 0.14235698984860504
Position 4811: 0.08616443377378605
Position 10274: 0.08182393827327399
Position 13744: 0.07569208434337658
Position 11298: 0.07307864794117672
Position 3102: 0.07090471081834382
Position 4815: 0.06802770512156052
Position 6268: 0.06628277034510664
Position 3261: 0.05817601215507582
Position 4790: 0.056532916304318316
Position 15804: 0.055984255817505615
Position 3711: 0.05041539936032992
Position 14351: 0.045712622248931065
Position 9691: 0.04323914732848406
Position 15555: 0.03877698846279115
Position 10762: 0.03689948071282598
Position 11773: 0.03391590526483534
Position 5039: 0.02078447662817751
Position 9934: 0.017601552128466605
Position 5581: 0.016644605059746236
Position 4056: 0.016452025243894507
Position 4819: 0.015167951710831728
Position 14191: 0.014419441369745958
Position 208: 0.013665776301832676
Position 2422: 0.012590358633502921
Position 1833: 0.011651825847305806
Position 10944: 0.01116693916643652
Position 15729: 0.011157924978405998
Position 6047: 0.010956091001923265
Position 9312: 0.010347940731582067
Position 3091: 0.008113162176577407
Position 4406: 0.0069791881069209295
Position 1459: 0.006898061484042065
Position 15791: 0.0066467993415197605
Position 15593: 0.005890301219469725
Position 10869: 0.005664827862534513
Position 9697: 0.005034147609075661
Position 9701: 0.004090172435031943
Position 15752: 0.0034944189790492145
Position 7272: 0.0033842882484056073
Position 3509: 0.003262213778772805
Position 10043: 0.0030267168127820197
Position 15225: 0.0029853459232318702
Position 6944: 0.0026032157932101446
Position 497: 0.0025713729736952153
Position 10665: 0.0023772731503425948
Position 3724: 0.0023314909501353795
Position 14373: 0.002269457220752444
Position 3176: 0.002012173021133305
Position 61: 0.002007103722051534
Position 10216: 0.00197311303769726
Position 4301: 0.001794949897420265
Position 4143: 0.0017804188963791386
Position 8942: 0.0016036777705110833
Position 11013: 0.001496066042556763
Position 14585: 0.0014753379161744045
Position 3655: 0.0014693524866046174
Position 2349: 0.0014540588571376463
Position 9091: 0.0014229632359423303
Position 1799: 0.0013965731777925887
Position 10646: 0.0013801209268689183
Position 7910: 0.0013615880484339577
Position 10439: 0.0013560187037755804
Position 15831: 0.0013546155270867924
Position 2585: 0.0012943675726361588
Position 1211: 0.001170641538503594
Position 4693: 0.0009320262825146641
Position 5095: 0.0009242551283950295
Position 268: 0.0008302629291457402
Position 1137: 0.0008253015635255552
Position 10336: 0.0007087870844693354
Position 253: 0.0006723499102785716
Position 15767: 0.0006413843250474509
Position 14548: 0.0006035435107667425
Position 4247: 0.0005782134552557229
Position 14124: 0.0005600388868412643
Position 3543: 0.0005459251183570785
Position 3606: 0.0005140349905837332
Position 3803: 0.0005013282102727081
Position 3967: 0.0005009460321083207
Position 65: 0.0004748147892437379
Position 3731: 0.00041248308930751993
Position 5450: 0.00038603674871262096
Position 7923: 0.0003696014816109771
Position 3387: 0.0003641727034403167
Position 8875: 0.00033681028823314796
Position 4083: 0.00032395394728331817
Position 2952: 0.0002975617948194646
Position 56: 0.0002807029993064589
Position 1763: 0.0002614881831723724
Position 461: 0.00025809237746652377
Position 248: 0.00022528666545640493
Position 2690: 0.00020449446613329816
Position 1126: 0.00020297264689037942
Position 1028: 0.0001981285692708929
Position 15731: 0.0001784920615030022
Position 7: 0.00016598356479832475
Position 2034: 0.0001526614078900015
Position 15964: 0.00015234114134543875
Position 7264: 0.00015027180799270806
Position 3452: 0.00014802096800992562
Position 4410: 0.00014443608346736628
Position 1015: 0.00013692979338188045
Position 2324: 0.00013564415600020687
Position 2103: 0.00013450375623122178
Position 1370: 0.00013385762620259952
Position 15762: 0.00010240090390298413
Position 15694: 9.769590872617491e-05
Position 2930: 9.164375549746403e-05
Position 2522: 7.613707851003611e-05
Position 3113: 6.076041457989587e-05
Position 3189: 6.0000005311868155e-05
Position 995: 5.684671724797207e-05
Position 2772: 4.5459787482863545e-05
Position 676: 3.983665550734767e-05
Position 1141: 3.960647395323239e-05
Position 2373: 2.848028187461567e-05
Position 2399: 2.8181825913736917e-05
Position 1908: 2.158900736939096e-05
Position 5426: 2.02230417376252e-05
Position 9135: 1.3343155161034605e-05
Position 289: 1.1388541765907516e-05
Position 1157: 1.050990138549372e-05
Position 917: 9.730248140408428e-06
Position 219: 8.92508413838735e-06
Position 261: 8.805164000426744e-06
Position 184: 8.475876727678496e-06
Position 394: 6.457536791448961e-06
Position 944: 5.2068762987905344e-06
Position 1154: 5.136605381304404e-06
Position 1057: 4.321077373980534e-06
Position 869: 4.173744206143472e-06
Position 642: 4.036085572853093e-06
Position 187: 3.4813949107455044e-06
Position 658: 3.463910758784502e-06
Position 425: 2.9618464320258816e-06
Position 619: 2.9439724691183247e-06
Position 975: 2.7647276945719656e-06
Position 10677: 2.6305236392755995e-06
Position 12505: 2.60802675701205e-06
Position 10997: 2.3270854315147312e-06
Position 125: 2.231014324751967e-06
Position 11338: 2.0820049424916404e-06
Position 370: 2.07000714742844e-06
Position 292: 2.0578286472064667e-06
Position 957: 2.019486277088412e-06
Position 528: 2.0103862198171292e-06
Position 734: 1.7071622207235441e-06
Position 93: 1.5461869539973153e-06
Position 2206: 1.5088003141198087e-06
Position 10694: 1.3935952818819072e-06
Position 544: 1.2616275722296575e-06
Position 1596: 1.1213785461717845e-06
Position 70: 9.761394019251007e-07
Position 1002: 7.584070041701903e-07
Position 666: 7.367879910342223e-07
Position 742: 7.024689826611921e-07
Position 1037: 6.883470993872106e-07
Position 11530: 2.5876455714249914e-07
Position 2368: 2.433595845824246e-07
Position 2134: 1.3157882745163476e-07
Position 2283: 6.044482485192176e-08
Position 1828: 5.120775352911008e-08
Position 2292: 3.916073744240929e-08
Position 1584: 3.3859977137794085e-08
Position 1347: 2.843611298738269e-08
Position 1884: 2.526061093409789e-08
Position 295: 1.1374888497612706e-08
Position 350: 3.6577379294701564e-09
Position 116: 3.15334159003797e-09
Position 401: 1.448506928445366e-09
Position 322: 2.7011170639169365e-10
Position 368: 4.713413650437816e-11
Position 579: 2.4846327018980293e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4921: 0.967417733605575
Position 15641: 0.9137192469133485
Position 8802: 0.85919924680754
Position 10577: 0.720114106025245
Position 14396: 0.7001921643963762
Position 14043: 0.5253979726601068
Position 9028: 0.47408747700623144
Position 5711: 0.3593279649144256
Position 15115: 0.30192875696604105
Position 10623: 0.2536301533344161
Position 7395: 0.24897487983515948
Position 4611: 0.22578784913796154
Position 3017: 0.20285977745450134
Position 9807: 0.17549108421137757
Position 14260: 0.12225507025611446
Position 3981: 0.12133595771850467
Position 1199: 0.11457782900723174
Position 15902: 0.10750837315499077
Position 3862: 0.1057344985647912
Position 9747: 0.07677253293608269
Position 10122: 0.07201241386257741
Position 13600: 0.06948312814191675
Position 11150: 0.061177991323628625
Position 14429: 0.06107591434843638
Position 3898: 0.05946086867841511
Position 5833: 0.05825880855784338
Position 3593: 0.05351850023611834
