Gene = Emcn
index = 376
Annotated 5SS: [  170 31708 38771 50564 75668 75957 77949 81140 82343 86236]
Annotated 3SS: [31584 38695 50449 75577 75902 77852 81114 82280 86161 89452]
SMsplice 5SS: [  170 31708 38771 50564 75668]
SMsplice 3SS: [31584 38649 50449 75577 81114]
top_k =  1000
Partition function (log Z): -43.08606028847402

Sorted 5' Splice Sites (High to Low Probability):
Position 170: 0.9475069407762624
Position 5055: 0.489566915600162
Position 2739: 0.3760027984086774
Position 4387: 0.31581094235535695
Position 3552: 0.28561977881464234
Position 670: 0.24155835989115224
Position 1141: 0.13562327297287846
Position 599: 0.1303860572843622
Position 3522: 0.0732148649991421
Position 5587: 0.04965110590950324
Position 1018: 0.04034695055281418
Position 527: 0.031232085773941636
Position 785: 0.029773528689482905
Position 603: 0.02976051305856377
Position 5492: 0.02142577770211718
Position 202: 0.0168666265254004
Position 2653: 0.01524181815738028
Position 88: 0.007324621780203393
Position 628: 0.005587429153337824
Position 1133: 0.0050358799096621686
Position 3071: 0.004381818179074605
Position 155: 0.0036959486844966053
Position 943: 0.0032960424131804654
Position 972: 0.0031561692211734913
Position 1483: 0.002635592569795608
Position 5178: 0.0024533853357361973
Position 3690: 0.002282249218085521
Position 371: 0.0021910392096535837
Position 3632: 0.0019674337011181754
Position 1708: 0.001682559411749756
Position 1951: 0.0008409147198763428
Position 175: 0.0007613624642781688
Position 3532: 0.0005985706823612411
Position 2261: 0.0005730032329573748
Position 993: 0.00036999508515855097
Position 355: 0.00036056190133362803
Position 621: 0.00033782643068965777
Position 317: 0.0003091473450457969
Position 3026: 0.0002828072305459033
Position 271: 0.0002743514822455536
Position 196: 0.00022438482512524338
Position 888: 0.00020217388793329893
Position 324: 0.00018893401186863707
Position 357: 0.00012344351431354235
Position 688: 7.9803949957892e-05
Position 328: 7.122648129116454e-05
Position 849: 6.33391905400695e-05
Position 915: 5.6472112870032294e-05
Position 395: 5.202659307623631e-05
Position 838: 4.812304494527307e-05
Position 577: 4.7270861643995736e-05
Position 908: 3.8521652506641424e-05
Position 3067: 2.7761792771958005e-05
Position 198: 2.4080414967051985e-05
Position 3865: 2.0047599464798716e-05
Position 280: 1.7562246900840724e-05
Position 143: 1.48758022680968e-05
Position 135: 1.4364595414842153e-05
Position 567: 1.362166192299029e-05
Position 409: 1.3336042846470252e-05
Position 347: 1.2032691247259525e-05
Position 674: 1.1558958919661785e-05
Position 219: 1.1237738031532182e-05
Position 407: 9.599510484634504e-06
Position 118: 4.194429983427612e-06
Position 375: 4.074114509043395e-06
Position 4565: 3.865863653731836e-06
Position 67: 3.783553435241728e-06
Position 2156: 2.9019185681368574e-06
Position 285: 1.8270367225904894e-06
Position 860: 1.536883772048932e-06
Position 246: 1.4157901722712343e-06
Position 613: 1.3547697079951575e-06
Position 373: 1.035278693914956e-06
Position 308: 1.013238501810118e-06
Position 1051: 7.655997057184364e-07
Position 533: 6.929586109297492e-07
Position 451: 3.334057757232645e-07
Position 539: 3.2178709665942645e-07
Position 556: 1.049644670594207e-07
Position 489: 1.0305315834431942e-07
Position 518: 1.020634874846873e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4952: 0.5151774286160923
Position 2546: 0.34728814307444067
Position 3345: 0.27155489599713833
Position 5240: 0.2557936403427164
Position 510: 0.22519807733833275
Position 4263: 0.21468045789517734
Position 990: 0.14277221273329355
Position 421: 0.13553618678817592
Position 9445: 0.09247145956718729
Position 3415: 0.08614727674928191
Position 4243: 0.07757314780134592
Position 11521: 0.06977528046131538
Position 5696: 0.06796284994520214
Position 12623: 0.0625141115622178
Position 16711: 0.05835775249014084
Position 9017: 0.057376805871352146
Position 10540: 0.04890015029710053
Position 6904: 0.03792385953045144
Position 757: 0.03766588535214094
Position 9365: 0.036382712722364076
Position 9253: 0.03278300897112134
Position 6381: 0.029697753197941004
Position 706: 0.025600946499245873
Position 7471: 0.023801621620636173
Position 5485: 0.022307880016699384
Position 2503: 0.021417354331236014
Position 457: 0.020547785671170857
Position 4012: 0.020210910631273008
Position 10056: 0.019231726018953677
Position 8241: 0.015460554644746381
Position 7721: 0.012855600465400428
Position 602: 0.011935844468208813
Position 556: 0.010960556157050579
Position 2657: 0.01084989201721262
Position 5672: 0.009391447411326607
Position 269: 0.00909329435317822
Position 3350: 0.008442040343574752
Position 9283: 0.008229606342335702
Position 5445: 0.007639256309862565
Position 784: 0.007487013728067851
Position 6451: 0.007137739417009047
Position 1401: 0.006997883975307616
Position 4799: 0.006779705709171866
Position 2681: 0.006528144670898161
Position 4954: 0.006476695810226021
Position 4299: 0.006333034028538163
Position 7705: 0.00567150465330661
Position 2618: 0.0037617847051501356
Position 593: 0.0037247962375928255
Position 2528: 0.003380303077534091
Position 10365: 0.0032505218445126236
Position 3381: 0.003100473904407846
Position 577: 0.0030854677420020064
Position 2929: 0.0028541048245556084
Position 4495: 0.0027935653480690957
