Gene = Edrf1
index = 360
Annotated 5SS: [  381  1573  3204  3877  6230  6607  9549  9924 10755 12883 13067 13593
 14651 16416 16865 19141 19626 21102 22752 24399 24688 25972 28441 30149]
Annotated 3SS: [ 1363  3136  3750  6104  6449  9446  9801 10642 12734 12957 13480 14389
 16343 16713 18951 19424 20882 22527 24239 24537 25817 28324 29996 33822]
SMsplice 5SS: [  381  3204  3877  6230  6607  9924 10755 12883 13067 13593 16416 16865
 21102 21550 22752 24399 24688 25972 28441 30149]
SMsplice 3SS: [ 3136  3750  6104  6493  9801 10642 12734 12957 13480 16343 16713 20882
 21415 22592 24239 24537 25817 28324 29996 33151]
top_k =  1000
Partition function (log Z): 27.830178549618417

Sorted 5' Splice Sites (High to Low Probability):
Position 13067: 0.9942346074756631
Position 28441: 0.9691675432523933
Position 25972: 0.9629196986688099
Position 12883: 0.9561021446905614
Position 22752: 0.9090054265078787
Position 3204: 0.8902210960904411
Position 6230: 0.8664240405948704
Position 381: 0.8405009747126881
Position 30149: 0.8219917686133671
Position 16416: 0.8035820504237465
Position 6607: 0.7971208385912424
Position 13593: 0.7886494812719548
Position 9924: 0.7653753224985413
Position 24399: 0.7631564251701533
Position 10755: 0.7008816426840107
Position 3877: 0.6947066891198707
Position 19141: 0.599603670067423
Position 21550: 0.5745234345502153
Position 21102: 0.5727421920556588
Position 27545: 0.5722065157414328
Position 16865: 0.5621075953820067
Position 24688: 0.5428433550819494
Position 5796: 0.45430107507482365
Position 14651: 0.4436100641537937
Position 1573: 0.41580951676527456
Position 9549: 0.3909876845204447
Position 16877: 0.38492860147001073
Position 28925: 0.36761982548464245
Position 3056: 0.28299798038803886
Position 22378: 0.23063667411465807
Position 26938: 0.22355736070937798
Position 24122: 0.2219092563830487
Position 30408: 0.2041264498078122
Position 21366: 0.202314586289008
Position 23113: 0.19325042752006302
Position 741: 0.17961867736196083
Position 19626: 0.1671432373768843
Position 18629: 0.16379454979838834
Position 27352: 0.1605440743396309
Position 15149: 0.15236281714847852
Position 21090: 0.13844143663023756
Position 3051: 0.13329224100001166
Position 29727: 0.13040883747871843
Position 3219: 0.10573680758219131
Position 4997: 0.10394824937000312
Position 31306: 0.09611161256293026
Position 6670: 0.09458444247799806
Position 10866: 0.08890399674654198
Position 9340: 0.08440022942748825
Position 5869: 0.08179728738653294
Position 21098: 0.07417563961679963
Position 1128: 0.07109519389776436
Position 33393: 0.06973467645934106
Position 2315: 0.06833476768881817
Position 8478: 0.06607937212908575
