Gene = E130309D02Rik
index = 353
Annotated 5SS: [ 458 1183 3650 7745 8595]
Annotated 3SS: [  960  3483  7219  8554 13356]
SMsplice 5SS: [ 458 1183 3650 7745 9279]
SMsplice 3SS: [ 1067  3483  7665  9204 13356]
top_k =  1000
Partition function (log Z): -1.028989497009781

Sorted 5' Splice Sites (High to Low Probability):
Position 7745: 0.9730564645338572
Position 1183: 0.9511271742695826
Position 3650: 0.947225444921824
Position 9279: 0.876413946043559
Position 458: 0.6377363097730528
Position 9586: 0.3047571665449517
Position 7377: 0.26188160155763707
Position 4097: 0.24259292622176787
Position 4103: 0.20599892923669091
Position 11502: 0.19560593997524467
Position 8499: 0.19369131315713237
Position 8595: 0.17376067836110437
Position 323: 0.14458980490309717
Position 145: 0.1153292357386581
Position 6155: 0.1095047199609488
Position 5424: 0.09481495751060431
Position 12380: 0.06007091677945734
Position 5536: 0.05136832962508197
Position 12665: 0.040124559671190364
Position 7566: 0.03377209460836269
Position 1265: 0.027786630206192816
Position 13197: 0.02591233933366407
Position 8518: 0.02278568959168016
Position 1885: 0.02191402592029122
Position 13527: 0.021861943119454177
Position 7447: 0.021152660919421952
Position 12027: 0.019653014451852826
Position 7525: 0.01845015723298871
Position 2430: 0.01768061803323142
Position 155: 0.01697206644985541
Position 8138: 0.015680936628951463
Position 4182: 0.014458708489683614
Position 5084: 0.014085187726739874
Position 1163: 0.013217961258014457
Position 12240: 0.012987647212568277
Position 7988: 0.012270165468377654
Position 10507: 0.011919052313057229
Position 486: 0.011797032024201215
Position 3967: 0.011649221842193748
Position 9768: 0.011536366774782161
Position 415: 0.01131457982753817
Position 12327: 0.010764580652836498
Position 428: 0.010559135458447944
Position 507: 0.008791571505928773
Position 9097: 0.008495040636863222
Position 32: 0.00781724246372568
Position 3401: 0.007560484580089341
Position 854: 0.006690165823887613
Position 3505: 0.006510243398484279
Position 1635: 0.006192885300325719
Position 5335: 0.0059337581648065746
Position 614: 0.005532237409931387
Position 1602: 0.005495870978730821
Position 8232: 0.004527414361738774
Position 10778: 0.0039042668103850685
Position 4485: 0.0038443609918789685
Position 8983: 0.003776968614278121
Position 947: 0.0037511612667083223
Position 914: 0.003620364084667396
Position 896: 0.0035012322699073247
Position 656: 0.0034569504203658184
Position 625: 0.0034342879217718995
Position 7999: 0.0033822069224862836
Position 8297: 0.0030730114613840764
Position 3903: 0.0029895633658796744
Position 617: 0.0028689968717373567
