Gene = Igsf6
index = 566
Annotated 5SS: [ 134 4082 6312 6992 7374]
Annotated 3SS: [3721 6207 6943 7295 9054]
SMsplice 5SS: [ 134 3722 4082]
SMsplice 3SS: [3605 3974 7295]
top_k =  1000
Partition function (log Z): -3.2959380567875285

Sorted 5' Splice Sites (High to Low Probability):
Position 134: 0.9237585372673407
Position 3722: 0.8718417585160554
Position 7374: 0.7787091669824269
Position 4082: 0.43753270344718886
Position 7818: 0.36404912762896535
Position 3054: 0.3502338396348934
Position 4075: 0.31284842205153346
Position 6463: 0.2571916135706539
Position 6228: 0.23644853225400644
Position 6992: 0.12057447509551251
Position 6558: 0.07980163096691852
Position 4117: 0.07670787006624337
Position 6997: 0.065532329011104
Position 5652: 0.05993721603005995
Position 7113: 0.053423480758736666
Position 3727: 0.047391863451364535
Position 4557: 0.04574001441946807
Position 8750: 0.04474272510467197
Position 5584: 0.041249162528633435
Position 76: 0.03793170669366262
Position 3215: 0.03669580028442878
Position 7677: 0.03159145296635655
Position 242: 0.030468405759463326
Position 6280: 0.02702142125176448
Position 3440: 0.027011160221056908
Position 2167: 0.023913104937368066
Position 6312: 0.022267969252358237
Position 4428: 0.021255101961320286
Position 4115: 0.019235022472106685
Position 3556: 0.014018340509999576
Position 2198: 0.014001720648937425
Position 2327: 0.013989083255618217
Position 8401: 0.011474358984238977
Position 826: 0.009954162380685342
Position 2131: 0.008597070452182515
Position 3283: 0.006643182914307946
Position 9213: 0.006273884643909364
Position 1945: 0.0057078718805053915
Position 5784: 0.005663948733618001
Position 7079: 0.00500388099948781
Position 3567: 0.004475648334094356
Position 130: 0.004356835424606363
Position 142: 0.004294962718661353
Position 7045: 0.00402722759218291
Position 1635: 0.003882612039444609
Position 1091: 0.0035476043537713137
Position 5597: 0.0032501617489923322
Position 3866: 0.0027793830920682734
Position 1609: 0.0027434800062796864
Position 880: 0.002697426306002525
Position 1813: 0.002533618105286542
Position 7465: 0.002524653296962511
Position 6085: 0.0024939006208385918
Position 2465: 0.0016089560561877332
Position 3744: 0.0014728576302147113
Position 4716: 0.0012083064955326183
Position 2377: 0.0011385597205227124
Position 4680: 0.001112394184740868
Position 7547: 0.0009828921897638851
Position 2580: 0.0008841335720551273
Position 4127: 0.000861493859737217
Position 1074: 0.0007034158051635952
Position 1966: 0.0007013864191000202
Position 2079: 0.0005880486136768582
Position 7481: 0.0005757819428731396
Position 2374: 0.0005450222086675816
Position 3704: 0.0005147202863758138
Position 2410: 0.0005016139159178176
Position 6510: 0.0004574362448998854
Position 3761: 0.00042488606475001847
Position 285: 0.00035090128662178087
Position 3806: 0.0003260667410830344
Position 2746: 0.0003226786664956491
Position 3013: 0.0003092925081096454
Position 739: 0.00029779305087069245
Position 4952: 0.00026864843071653575
Position 1049: 0.0002495293055898101
Position 426: 0.0002127155827657373
Position 2927: 0.00019985012511100327
Position 6177: 0.00019781828996431075
Position 2094: 0.0001804401994469514
Position 701: 0.0001798219170491075
Position 3855: 0.00017035149956589327
Position 3551: 0.00015633449157757498
Position 3058: 0.00015158990072732033
Position 172: 0.0001399115873388283
Position 4124: 8.270347378399989e-05
Position 7964: 5.761648292879351e-05
Position 4109: 4.034936639544902e-05
Position 4904: 2.6301211093817486e-05
Position 3731: 2.4979329308612354e-05
Position 4337: 1.548534392402757e-05
Position 1902: 1.4524653252964699e-05
Position 3955: 1.1737300361464495e-05
Position 4326: 1.0534132511462211e-05
Position 1239: 5.851235845112345e-06
Position 393: 5.104936134991315e-06
Position 3978: 4.4149689050608545e-06
Position 4072: 3.7043729536314454e-06
Position 263: 3.298902743711138e-06
Position 4121: 3.1635361604181363e-06
Position 2135: 2.720785000112872e-06
Position 1972: 2.7112665353421014e-06
Position 309: 2.5921992921437405e-06
Position 3967: 2.2056162085549464e-06
Position 1024: 1.9884964135467103e-06
Position 4131: 1.7014001757509271e-06
Position 1897: 1.6132798765815001e-06
Position 4086: 1.5040563746157096e-06
Position 4144: 1.4696977134895327e-06
Position 1689: 1.0769017109449733e-06
Position 1877: 5.272410830698161e-07
Position 433: 3.667301352562072e-07
Position 668: 3.4046259817990707e-07
Position 80: 3.1258118111000396e-07
Position 503: 2.9934151624029904e-07
Position 369: 2.75342244177312e-07
Position 7760: 2.5289753423813595e-07
Position 830: 2.286565421138495e-07
Position 1223: 2.1220079374035555e-07
Position 199: 2.1048951304492055e-07
Position 1848: 1.984463043964347e-07
Position 1276: 1.7149959485265092e-07
Position 327: 1.2666651944284837e-07
Position 690: 9.546877536468949e-08
Position 385: 9.43626392465233e-08
Position 40: 6.420562218717607e-08
Position 1494: 6.092053067080307e-08
Position 929: 5.0430392910760703e-08
Position 1212: 3.608931316240835e-08
Position 975: 3.5309095546604485e-08
Position 197: 3.350413283352261e-08
Position 1581: 2.6833341674351565e-08
Position 947: 2.5707753057455722e-08
Position 566: 2.2575432360978636e-08
Position 379: 2.1294196424587833e-08
Position 330: 9.55014765512985e-09
Position 583: 8.707307494839804e-09
Position 467: 1.6794517392856937e-09
Position 246: 2.2106105217304334e-10
Position 523: 1.7412494072748754e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3605: 0.895125207416764
Position 7295: 0.8434322616179857
Position 3974: 0.757144087680901
Position 6375: 0.355538251207873
Position 7763: 0.1820650189080703
Position 6076: 0.18117169129169017
Position 9133: 0.15304913145296872
Position 2807: 0.15298383018081196
Position 7579: 0.1459298688027303
Position 2948: 0.13686839104982737
Position 9406: 0.13305270869580027
Position 6943: 0.11724202944324211
Position 8661: 0.11533955054678992
Position 5366: 0.1146086533254804
Position 9054: 0.11046936251507677
Position 8254: 0.0842869827829503
Position 6901: 0.06506052844205448
Position 7319: 0.06325039754680199
Position 4509: 0.05843514795209966
Position 8161: 0.05408354923579819
Position 7701: 0.05112481022161464
Position 7873: 0.02779203238077379
Position 3820: 0.027715474864596468
Position 6006: 0.02242923416178699
Position 7721: 0.022411979347231607
Position 9560: 0.022246351900495523
Position 6151: 0.02189787709663051
Position 4472: 0.021708601157555026
Position 3178: 0.021483543971593255
Position 6906: 0.021296042795121463
Position 6003: 0.020822152663475535
Position 7026: 0.020712718974410696
Position 7465: 0.020382405059920186
Position 3488: 0.019176889781436526
Position 3664: 0.01899412508236519
Position 2972: 0.018700467796466065
Position 6207: 0.018670646683771212
Position 2072: 0.017461030609575264
Position 3905: 0.017311886431542575
Position 6885: 0.016382448921116972
Position 3099: 0.016297566131208963
Position 3876: 0.015870651186619164
Position 3009: 0.014637194568819428
Position 6038: 0.014009588784599578
Position 3992: 0.012740468529559928
Position 1993: 0.011798567493649383
Position 4015: 0.011094650475388525
Position 2852: 0.010146086104342731
Position 2027: 0.010102727404422295
Position 9641: 0.010074538801202315
Position 7740: 0.00999917095005047
Position 6084: 0.0091764810267785
Position 9273: 0.009117189506346907
Position 3392: 0.008669983604623649
Position 9154: 0.00794661154805364
Position 4362: 0.007715234092806932
Position 2230: 0.007708312589190186
Position 8360: 0.007658928499963057
Position 6835: 0.007524466725620944
Position 8789: 0.0074505938849722545
Position 763: 0.0071841231783023275
Position 4314: 0.007159498870427366
Position 7477: 0.007057775786978273
Position 2810: 0.006518321621003837
Position 8428: 0.006459715844562643
Position 7988: 0.006196080465184087
Position 7737: 0.005955232695544365
Position 8033: 0.005386167851641428
Position 7451: 0.005080398543239591
Position 2975: 0.004963614945550885
Position 9365: 0.004746735036028296
Position 7547: 0.00471924168909818
Position 1731: 0.004656407546077817
Position 2262: 0.004649793861265812
Position 1862: 0.004614823960643691
Position 3280: 0.004597835937210752
Position 2813: 0.004477392338848609
Position 3721: 0.0044132032263209005
Position 2037: 0.004286953248087741
Position 7964: 0.004031695483922299
Position 3212: 0.0037211213638456138
Position 7707: 0.0036935440194370496
Position 4218: 0.0036871414555602524
Position 994: 0.0036176433470284748
Position 1574: 0.003596983063531384
Position 3835: 0.003305343631182909
Position 4398: 0.0032642812631924877
Position 2197: 0.003242912061246198
Position 5326: 0.0031091616157767885
Position 3012: 0.0030996255532697776
Position 7691: 0.003070260308804324
Position 2878: 0.0029524686007324523
Position 4260: 0.002949851963253804
Position 8546: 0.002780618359753944
Position 3334: 0.0027029724869682865
Position 9036: 0.0023989408448971674
Position 2956: 0.002376448627770241
Position 8134: 0.002251730796381572
Position 7909: 0.0021911438502676675
Position 1902: 0.002142814471888038
Position 572: 0.0020747526316073454
Position 9143: 0.002036996272497046
Position 8605: 0.0019543469571720916
Position 9104: 0.0019148862085453249
Position 6349: 0.0017945766993335411
Position 3150: 0.001768053026565283
Position 5011: 0.0017313023740785428
Position 3323: 0.0016678205101657094
Position 2735: 0.0016019214135338973
Position 163: 0.0015878966944689124
Position 3236: 0.0015705346453590598
Position 7616: 0.0015431655120779206
Position 1451: 0.0014143886194944528
Position 4243: 0.001343955558224686
Position 7925: 0.001339427873426788
Position 6808: 0.0013233892535206887
Position 6463: 0.001311143102248795
Position 5651: 0.0012891615709475033
Position 9607: 0.0012157052182486601
Position 3955: 0.0012106542758101846
Position 642: 0.0011768976514662292
