Gene = Slc35f5
index = 980
Annotated 5SS: [  269  1350  1626  5596  7594  9613 11488 13732 15244 18312 23542 24218
 26440 28950 30114]
Annotated 3SS: [ 1258  1483  5451  7530  9530 11296 13649 15155 18246 23436 24057 26348
 28794 30016 33896]
SMsplice 5SS: [  269  1350  1626  5596  9644 11488 13732 15244 17666 24218 26440 28950
 30114]
SMsplice 3SS: [ 1258  1483  5451  9530 11296 13649 15155 17531 24057 26348 28794 30016
 33896]
top_k =  1000
Partition function (log Z): 8.874284928597007

Sorted 5' Splice Sites (High to Low Probability):
Position 11488: 0.9756396182817689
Position 1350: 0.9644080608829119
Position 26440: 0.9507836200908564
Position 28950: 0.9407390973440438
Position 24218: 0.9126260991836344
Position 5596: 0.8941406981978653
Position 269: 0.8809032550352877
Position 30114: 0.8724430482793655
Position 15244: 0.7966880316990852
Position 13732: 0.6703236530859307
Position 17666: 0.6491637525976931
Position 1626: 0.628476586959002
Position 512: 0.475158068546775
Position 18312: 0.42947715855526625
Position 9644: 0.40252827922678885
Position 23502: 0.34657065287240213
Position 27561: 0.3429437538876569
Position 9613: 0.3176728057351222
Position 29552: 0.2537740270255257
Position 11151: 0.181136794707097
Position 12383: 0.17817154616058903
Position 10499: 0.14917148847035264
Position 8806: 0.12447223497180833
Position 965: 0.11297279219481124
Position 31793: 0.11062118480069255
Position 7594: 0.1101765249610464
Position 20570: 0.09393508154442515
Position 3310: 0.08484114450797449
Position 21529: 0.07921889489248798
Position 9676: 0.07764499020123537
Position 18037: 0.07060174530685208
Position 16128: 0.06962024819153957
Position 34047: 0.06482383794038607
Position 23546: 0.06330967411156811
Position 9623: 0.06176523782555967
Position 20312: 0.059181654315356706
Position 14180: 0.05435536912537339
Position 12263: 0.052800189352255736
Position 32280: 0.04677715359034688
Position 11887: 0.04096391865582035
Position 26260: 0.03725361529471964
Position 1188: 0.02767148405823582
Position 11754: 0.02717567286660134
Position 12969: 0.026334114981645777
Position 31426: 0.02356335362691124
Position 18343: 0.02262952310262294
Position 23891: 0.020334381806845898
Position 12323: 0.020291976597810832
Position 21613: 0.01927834694134107
Position 3817: 0.018009653413334402
Position 1964: 0.01733953806460312
Position 276: 0.01576029388058586
Position 26496: 0.015503383446760294
Position 10884: 0.01520097315520915
Position 9185: 0.01513803056451089
Position 28740: 0.01502960358103502
Position 15358: 0.014389696004262506
Position 24153: 0.013585556154821314
Position 2914: 0.013229240521356414
Position 3327: 0.013156778178304162
Position 24622: 0.012945300569302766
Position 11431: 0.01288866724824123
Position 447: 0.012533920756778817
Position 10486: 0.012082608484910946
Position 15057: 0.011767565736857657
Position 30647: 0.011630381262097013
Position 32474: 0.011092662230367475
Position 10186: 0.011048745741546344
Position 31383: 0.010868388040268594
Position 13026: 0.010156239536447965
Position 26981: 0.009772811974343282
Position 307: 0.009759620715113925
Position 17906: 0.009613903894245955
Position 11455: 0.008355496323615489
Position 2181: 0.008187426288529474
Position 8200: 0.006933469209009741
Position 4850: 0.006553792091414756
Position 13568: 0.0065288008405579336
Position 13954: 0.006221251141166158
Position 28897: 0.006053540894247334
Position 1968: 0.005538578946723611
Position 29543: 0.005184003231651259
Position 3007: 0.005117473188758238
Position 6295: 0.005004208067765482
Position 29949: 0.004822835637864284
Position 14219: 0.004800831623355652
Position 20890: 0.004267960226885012
Position 6102: 0.004208773238013038
Position 25631: 0.004186586873708034
Position 21594: 0.003564838964870187
Position 13739: 0.0033675163867356566
Position 21932: 0.003222909114115942
Position 29921: 0.003137078602171643
Position 11867: 0.0029828664781582827
Position 15102: 0.0029529291134651353
Position 22150: 0.0029196985235118962
Position 6621: 0.0027706920338060807
Position 30697: 0.0026489490767703777
Position 26751: 0.002586677505701546
Position 11759: 0.0025544025913794583
Position 897: 0.002401556888957324
Position 31598: 0.002344646288704409
Position 668: 0.002206907761181473
Position 12039: 0.0022030285492770237
Position 16662: 0.0020704280660009257
Position 893: 0.0020555558393045574
Position 1698: 0.0020081380002273325
Position 33376: 0.0020011830912620493
Position 4861: 0.002001069353743455
Position 14660: 0.0019036548268324617
Position 1950: 0.0018353026796845808
Position 10138: 0.0018284350405835023
Position 10098: 0.0018103113693866697
Position 175: 0.001720302809700241
Position 28552: 0.0016613195913899015
Position 725: 0.001653314247459118
Position 969: 0.0016481813288965043
Position 25160: 0.0016216787028754558
Position 30435: 0.001163413874072256
Position 1847: 0.0010776727117922857
Position 8702: 0.0010088760318066254
Position 1593: 0.0009732314774320358
Position 2099: 0.0009487110486194952
Position 1587: 0.0009247710605290943
Position 9574: 0.0007988953135519612
Position 171: 0.0007784847615682057
Position 10689: 0.000766525637654883
Position 32167: 0.0007106025752195447
Position 29926: 0.0006479297098490244
Position 1369: 0.0006464463956928399
Position 2640: 0.0006267477110669928
Position 2796: 0.0006079724629135375
Position 10176: 0.000596792540038715
Position 1036: 0.0005517913795436405
Position 10275: 0.000539340038081095
Position 417: 0.00047614945959044305
Position 13409: 0.0004705365690509002
Position 12147: 0.000453562056593881
Position 933: 0.000450746839797615
Position 911: 0.00042710829056733754
Position 743: 0.0003987979092972691
Position 10061: 0.00039573392673402004
Position 286: 0.00037496367068250077
Position 18902: 0.00034611904610440343
Position 480: 0.00033404990415467767
Position 6311: 0.00033070127003514917
Position 1572: 0.00029457162258165695
Position 184: 0.00027644394129085035
Position 232: 0.00025887280163557145
Position 3420: 0.00024742791348789816
Position 1959: 0.0002469824132288045
Position 6588: 0.00024521530315771883
Position 1003: 0.00023837639125248538
Position 4116: 0.0002316755353448522
Position 10188: 0.0002272345143519741
Position 1151: 0.0002243841330335728
Position 8283: 0.0002137429122113393
Position 1055: 0.00020966791211464114
Position 10190: 0.00020881163320055605
Position 11401: 0.00020534921602081264
Position 903: 0.00019588384399974742
Position 92: 0.00017698552803652507
Position 914: 0.00017598309088861646
Position 68: 0.0001699967662625872
Position 17765: 0.00016730857976780448
Position 1206: 0.00014830861512622452
Position 31663: 0.0001375752303376126
Position 11577: 0.0001361315610586422
Position 846: 0.00013308496448583972
Position 6113: 0.0001326054004602139
Position 783: 0.00012290977651241105
Position 54: 0.00012211303935879804
Position 687: 0.00011028482344777635
Position 59: 0.00010713143928083542
Position 1402: 0.00010706361943696662
Position 736: 0.00010571874786156266
Position 925: 0.0001043869287431898
Position 31387: 8.898977205576989e-05
Position 5621: 8.727262593670088e-05
Position 1142: 8.541585026159134e-05
Position 1259: 8.51295008889145e-05
Position 5399: 7.983837015097998e-05
Position 1362: 7.840995435017358e-05
Position 32208: 7.710414548119745e-05
Position 5561: 7.519097309248952e-05
Position 7663: 7.387397556268457e-05
