Gene = Spg20
index = 1013
Annotated 5SS: [  110  5688  9690 12818 14547 15582 16268 16482]
Annotated 3SS: [ 4875  9491 12646 14425 15386 16108 16390 23301]
SMsplice 5SS: [  110  9690 14547 16268 16482]
SMsplice 3SS: [ 9491 14425 16108 16390 23301]
top_k =  1000
Partition function (log Z): -6.460280242495887

Sorted 5' Splice Sites (High to Low Probability):
Position 14547: 0.9918281817544704
Position 16482: 0.9185650530119523
Position 16268: 0.9108903259544427
Position 110: 0.8643207589342249
Position 9690: 0.8233801456130021
Position 701: 0.5339019776337225
Position 12141: 0.4721507310881629
Position 15582: 0.3891521786275391
Position 12409: 0.30314363667450356
Position 14869: 0.29756892660369405
Position 6143: 0.2940007521120968
Position 10980: 0.2549268088330264
Position 5688: 0.23432496983684103
Position 2740: 0.1752034301342941
Position 11207: 0.14357347216106464
Position 12136: 0.13583446367518776
Position 11195: 0.10302021360635581
Position 3463: 0.10239573939546934
Position 19968: 0.10198446576884142
Position 15586: 0.09391662866909106
Position 12286: 0.07627800104675272
Position 17107: 0.07198478774292219
Position 4982: 0.06776079912826463
Position 19801: 0.06638767771787407
Position 10613: 0.06616001564503307
Position 142: 0.06308261562589167
Position 5592: 0.051436482340142385
Position 15503: 0.04475207940972186
Position 9832: 0.040573949978157366
Position 9361: 0.03808526799517698
Position 14010: 0.03611387049924128
Position 11218: 0.03510758734125429
Position 10236: 0.030644382898476145
Position 9382: 0.02912750080260706
Position 23772: 0.023835037041968703
Position 19831: 0.02111666962334049
Position 2788: 0.020374172622395253
Position 13217: 0.019189951027985628
Position 5338: 0.01623937394183696
Position 19223: 0.01618611447577377
Position 17484: 0.014793744741299047
Position 21415: 0.013604910818936644
Position 19763: 0.013174926009076958
Position 147: 0.013023367894618465
Position 18394: 0.012768076540657383
Position 23405: 0.011999800695860907
Position 11438: 0.011564502006845277
Position 12759: 0.010652850481777712
Position 18622: 0.009632772932265714
Position 501: 0.00859304284916929
Position 384: 0.007820601866634398
Position 194: 0.00621900878627243
Position 499: 0.0060948996674017285
Position 154: 0.00597243283558804
Position 19963: 0.005965313309564024
Position 4952: 0.005946031109868158
Position 4192: 0.0058437621014530965
Position 11262: 0.005744738114196307
Position 1818: 0.004928888926940889
Position 4956: 0.004659461474753246
Position 19746: 0.004443553684231638
Position 95: 0.004125722510206879
Position 17326: 0.003550158720808628
Position 19434: 0.0032644273631676013
Position 1915: 0.003122408130616241
Position 538: 0.0029746897536587773
Position 16921: 0.002692531277620039
Position 17015: 0.002484402764034306
Position 28: 0.0020715974040457275
Position 2051: 0.0020342622841622664
Position 2883: 0.001838701728800546
Position 18642: 0.0018229839411025859
Position 21688: 0.0016618372897842233
Position 764: 0.0015652473039577644
Position 2732: 0.0015517157571791047
Position 566: 0.00151576689292312
Position 116: 0.0015044980669106692
Position 348: 0.0014593437983164669
Position 16320: 0.0013025267357496908
Position 228: 0.0012436104959554007
Position 578: 0.0011789552265886333
Position 286: 0.001178914573278737
Position 423: 0.0009878610213246558
Position 16471: 0.0009412982747287701
Position 18749: 0.0008886340201298869
Position 16256: 0.0008708930051174597
Position 320: 0.0007282533599153066
Position 2149: 0.0007052221019536544
Position 716: 0.0006547016735944574
Position 203: 0.0006323019970025652
Position 16243: 0.0005319549633133978
Position 3458: 0.0005219862723325208
Position 4500: 0.0005081910222785183
Position 17048: 0.0004726620425952072
Position 1130: 0.0004422397354409928
Position 2404: 0.0004239003166092213
Position 3509: 0.0003814858852112986
Position 1756: 0.0003590962617859693
Position 9819: 0.0003468043039471417
Position 682: 0.00032741271253412655
Position 1123: 0.0002970226683673863
Position 246: 0.0002883662327584252
Position 789: 0.00022874355677434833
Position 10093: 0.00022368414867078796
Position 983: 0.00020876085840681546
Position 1024: 0.0002084362541962032
Position 1262: 0.000201017575086917
Position 787: 0.00020022017713895726
Position 825: 0.00019529844150746977
Position 17283: 0.00018379912281623646
Position 1107: 0.000178933102395609
Position 467: 0.00014929731126582275
Position 1240: 0.00014552828244433652
