Gene = Selenos
index = 961
Annotated 5SS: [ 141  818 3858 7388 7623]
Annotated 3SS: [ 682 3750 7297 7543 9117]
SMsplice 5SS: [ 141  818 3858 7388 7623]
SMsplice 3SS: [ 682 3750 7297 7543 9117]
top_k =  1000
Partition function (log Z): 3.516051856390524

Sorted 5' Splice Sites (High to Low Probability):
Position 3858: 0.979457116620356
Position 7623: 0.9776450949913933
Position 7388: 0.9376499526361818
Position 141: 0.7409572355822103
Position 818: 0.7400278634365498
Position 6594: 0.4395622323337432
Position 170: 0.24881270435604533
Position 9237: 0.22980416981054214
Position 6150: 0.22375139607248212
Position 3569: 0.13752140248298006
Position 3211: 0.13414692194670397
Position 6427: 0.12908727337546444
Position 3579: 0.12872032836466682
Position 8664: 0.12829272681252454
Position 4111: 0.07575455696564411
Position 8567: 0.06489487205060301
Position 1377: 0.06254428613062003
Position 5868: 0.06022552711758125
Position 8300: 0.052201509730033735
Position 8668: 0.05120221758622805
Position 2062: 0.049785705750049
Position 6637: 0.047227175121438134
Position 8309: 0.03605346806054498
Position 2423: 0.034987603341310486
Position 4512: 0.02864291484006445
Position 7998: 0.02519712987427674
Position 576: 0.01741405211742445
Position 3195: 0.01590855798834407
Position 4467: 0.013550080219755184
Position 890: 0.012883875384303755
Position 8536: 0.011877103364854808
Position 5311: 0.010647724850477894
Position 9301: 0.009246276407591892
Position 6222: 0.008927223823094504
Position 7620: 0.008510921833021122
Position 6126: 0.007992877560426166
Position 8718: 0.007957520554503664
Position 994: 0.007875368927792772
Position 9211: 0.0073852832510468355
Position 4115: 0.006830733091763611
Position 2237: 0.005792153389935525
Position 2943: 0.005387634527882293
Position 6732: 0.005312750720348447
Position 3399: 0.00504088309496399
Position 832: 0.004876644305957047
Position 862: 0.0041492329318593545
Position 2809: 0.003989187171837562
Position 2709: 0.0035503983769533884
Position 2069: 0.0034119020889902
Position 134: 0.0032674040001317993
Position 9427: 0.0025128372477242955
Position 6069: 0.002249107551458154
Position 2450: 0.002165093879460119
Position 611: 0.0021312247651911007
Position 1031: 0.002128633622596344
Position 3232: 0.0020269709463140405
Position 2925: 0.001857534536577989
Position 8638: 0.0015838409310019825
Position 811: 0.0015487425401833378
Position 4530: 0.0012906267659453976
Position 3520: 0.0012041316913230134
Position 1324: 0.0011684126788526217
Position 711: 0.001072211421208879
Position 962: 0.0010676648228826306
Position 8102: 0.0010501235071035777
Position 4107: 0.0009707773108893703
Position 2027: 0.0009429458404273712
Position 2703: 0.0009006860728767105
Position 829: 0.0008816090598951307
Position 7398: 0.000873600223139489
Position 7693: 0.0007867358050798653
Position 8618: 0.0007385698589134948
Position 5325: 0.0006983233322960564
Position 4441: 0.0006702375965322303
Position 6424: 0.0006487617721431167
Position 1694: 0.0006257521426440722
Position 606: 0.0005907118376313376
Position 1037: 0.0005553259101342471
Position 3595: 0.0005486832155466232
Position 8266: 0.0005358335266462745
Position 5917: 0.000520477433335592
Position 174: 0.0005134208963696634
Position 5196: 0.000454504199697773
Position 391: 0.00044972689944082175
Position 3653: 0.00044423388878276883
Position 570: 0.0003960216861965243
Position 9572: 0.0003623782079210129
Position 8800: 0.000321257349097128
Position 2327: 0.00031572830825698096
Position 8400: 0.00030821523164192654
Position 7252: 0.00030365709622934555
Position 253: 0.00030359078436954117
Position 1718: 0.00029894601644408754
Position 4128: 0.0002881049731873477
Position 7279: 0.0002840212239476073
Position 866: 0.00022044720304227676
Position 2268: 0.00021747346762933706
Position 3466: 0.00021217499389767388
Position 6982: 0.00020153208458299814
Position 7639: 0.0001926816786460274
Position 4320: 0.0001855306153595208
Position 6579: 0.0001806081969231124
Position 88: 0.00017370177848840187
Position 4810: 0.00017029211894159407
Position 822: 0.00016189772708698164
Position 1929: 0.00015768329117008274
Position 9560: 0.00014817349566015897
Position 501: 0.00014787598188498822
Position 924: 0.00013695174853070184
Position 1257: 0.00013336307496767522
Position 1381: 0.00012000569706075679
Position 9217: 0.00011576096758190264
Position 8432: 0.00011092984331561873
Position 512: 0.00010955131983945351
Position 526: 0.00010093617942797322
Position 1734: 0.00010068559414529362
Position 40: 9.672055616535183e-05
Position 551: 8.906480224387498e-05
Position 368: 7.787866540587756e-05
Position 441: 6.37581578729518e-05
Position 8710: 6.29054859185584e-05
Position 326: 5.653304871503012e-05
Position 8609: 5.193164248562312e-05
Position 520: 4.984175988633525e-05
Position 296: 4.844399645983172e-05
Position 340: 4.767977917352933e-05
Position 4298: 3.790546302541829e-05
Position 9603: 3.3653645369533264e-05
Position 56: 2.8167224318606123e-05
Position 3926: 2.4682079347797957e-05
Position 389: 2.134562010605811e-05
Position 44: 2.1182247820429245e-05
Position 50: 2.0598114858437802e-05
Position 451: 2.05791910014836e-05
Position 196: 1.8840754177402728e-05
Position 226: 1.859735391696851e-05
Position 509: 1.7996438504227387e-05
Position 4105: 8.551110493375845e-06
Position 371: 7.923196517096534e-06
Position 403: 7.83588948801972e-06
Position 1015: 7.45098511179758e-06
Position 4165: 5.976901485073357e-06
Position 850: 4.550935786323277e-06
Position 930: 2.417873133730497e-06
Position 1550: 2.3445990123166283e-06
Position 37: 2.289051707717072e-06
Position 957: 2.019828755603991e-06
Position 932: 1.9722338262764983e-06
Position 321: 1.8958669003416051e-06
Position 1058: 1.7127757986729514e-06
Position 1161: 1.0930710025632128e-06
Position 1434: 1.0404066782087014e-06
Position 4044: 1.0322885252599062e-06
Position 976: 8.1795171510469e-07
Position 650: 6.409491631407488e-07
Position 869: 5.701717672760908e-07
Position 1561: 5.253784417600318e-07
Position 999: 5.077627190220657e-07
Position 9136: 3.7072323001414724e-07
Position 1017: 3.2847176868829144e-07
Position 7906: 2.901680136305193e-07
Position 1096: 2.1694840089097907e-07
Position 1511: 1.1050337626373702e-07
Position 8107: 1.0662154103101225e-07
Position 1091: 1.195268063438267e-08
