Gene = Nms
index = 754
Annotated 5SS: [ 213 2418 2769 4813 4961 6991 7842 8453 9527]
Annotated 3SS: [ 2361  2717  4788  4906  6906  7805  8410  9479 10733]
SMsplice 5SS: [ 213 2418 6991]
SMsplice 3SS: [2361 6906 9479]
top_k =  1000
Partition function (log Z): -1.5745276838574602

Sorted 5' Splice Sites (High to Low Probability):
Position 6991: 0.9566680857439568
Position 213: 0.9282018081357304
Position 2418: 0.8756878949356831
Position 620: 0.45526880093267
Position 2769: 0.39806612463621965
Position 9281: 0.3741866911497537
Position 4813: 0.305445157029921
Position 7842: 0.2995100863228662
Position 2611: 0.25959586514542665
Position 2649: 0.17372152416167005
Position 5140: 0.16887453092728394
Position 9583: 0.1388087625466743
Position 450: 0.13238191694724774
Position 4607: 0.13081160687391322
Position 4383: 0.1214914869584267
Position 463: 0.11129302972720573
Position 356: 0.10086605787934454
Position 3520: 0.09898150488832327
Position 4961: 0.09648463317009365
Position 9286: 0.08620406002913737
Position 5193: 0.08560643234094108
Position 7302: 0.07896290921666255
Position 4473: 0.07590772801975897
Position 2219: 0.07097496367232928
Position 3538: 0.05727812470192997
Position 5979: 0.05698288516121
Position 9527: 0.04541753380483992
Position 2438: 0.04317334927839438
Position 9855: 0.04198946327460525
Position 8675: 0.041685822954983624
Position 952: 0.03465844493916148
Position 4219: 0.03200101716974746
Position 7589: 0.030856505387420508
Position 5325: 0.027644762242724066
Position 4689: 0.026190415670153473
Position 7012: 0.01828074636123197
Position 10534: 0.015011726793039965
Position 2512: 0.014087216039586894
Position 5343: 0.011696749427679369
Position 1078: 0.009358254589725577
Position 4801: 0.00926137909716881
Position 3851: 0.008395333073297569
Position 9792: 0.007602857504803556
Position 4332: 0.007022149315648987
Position 4399: 0.0069335105836399675
Position 1190: 0.0057674519894099505
Position 1581: 0.005182733632702708
Position 647: 0.003435542655725891
Position 2177: 0.003292599913083735
Position 1611: 0.0030448666202065383
Position 1453: 0.002672676575197275
Position 658: 0.0021356524753086683
Position 189: 0.0016649535855197922
Position 4527: 0.0014957933085483369
Position 455: 0.001375041771008784
Position 100: 0.001335539144806706
Position 5252: 0.0013310911959462338
Position 1205: 0.0013241157942849395
Position 1615: 0.0011756368313271186
Position 4983: 0.0010572950595559604
Position 10907: 0.0010276135774592683
Position 1926: 0.001017361244590572
Position 491: 0.0009970401569268001
Position 1587: 0.0009190017231398023
Position 1569: 0.0008675565288626885
Position 550: 0.0008230339915744719
Position 431: 0.0006996684442505468
Position 415: 0.0006604695173533228
Position 2635: 0.00048199214458841583
Position 2961: 0.0004730765170254454
Position 1470: 0.0004526866813741097
Position 417: 0.00025380028869827074
Position 4285: 0.00023442697975437584
Position 1465: 0.00022620366529026387
Position 4413: 0.0001864425653286791
Position 1595: 0.00018017583848596775
Position 1647: 0.0001714119168906321
Position 1571: 0.00015308311034404319
Position 923: 0.00014838819169253942
Position 1575: 0.00014779462918268244
Position 264: 0.00014619317694557188
Position 1573: 0.00013899617515060556
Position 1577: 0.00013730666377858677
Position 1521: 0.00011834275317605797
Position 1849: 0.0001117012401628105
Position 6995: 9.809482225478305e-05
Position 109: 6.584990978236721e-05
Position 2479: 6.492473604090283e-05
Position 2476: 5.342660078145677e-05
Position 2836: 4.961006830148707e-05
Position 428: 4.278316491051627e-05
Position 2301: 3.680722975798651e-05
Position 172: 2.213038448691412e-05
Position 258: 1.844355742301056e-05
Position 713: 8.5343080024609e-06
Position 226: 6.18979580068949e-06
Position 672: 4.225120844540102e-06
Position 106: 3.530069798731331e-06
Position 2972: 3.298967293326724e-06
Position 344: 3.2582191102873153e-06
Position 467: 2.9428697098001234e-06
Position 312: 2.918497911003672e-06
Position 701: 2.876719285868004e-06
Position 46: 2.82515124252327e-06
Position 694: 1.8890139717826337e-06
Position 1209: 1.8082293055593702e-06
Position 913: 1.623264117808023e-06
Position 640: 1.306975593980422e-06
Position 304: 1.1486050119937985e-06
Position 488: 9.541933610490858e-07
Position 333: 7.365421558053282e-07
Position 683: 6.209344079048391e-07
Position 1097: 3.7426727665798805e-07
Position 761: 3.5603517354404706e-07
Position 231: 2.847012372405766e-07
Position 495: 9.679094648682227e-08
Position 331: 9.388124022649674e-08
Position 267: 7.202286994563672e-08
Position 626: 4.783510693440646e-10
Position 583: 1.095161795929371e-11
Position 533: 1.1099359325751193e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 6906: 0.9690499681326454
Position 2361: 0.7991008455440525
Position 9479: 0.6090263376028965
Position 2511: 0.5378881075653251
Position 317: 0.35797903942782044
Position 9138: 0.33843384816837824
Position 4587: 0.33696806847114535
Position 10733: 0.3148415246823881
Position 2717: 0.2640926239917388
Position 4906: 0.24999861005863544
Position 4182: 0.24953905982631722
Position 7693: 0.2138412579623857
Position 501: 0.1701860917786016
Position 549: 0.13048973142117334
Position 9189: 0.13033887949483036
Position 3417: 0.10798037222470194
Position 2254: 0.08532507117988923
Position 4459: 0.080950784455856
Position 7070: 0.07391633111297528
Position 7642: 0.07138885911048015
Position 5126: 0.06139837774260541
Position 4788: 0.055088894731903586
Position 5760: 0.04762471341911466
Position 2089: 0.04559987325056686
Position 8410: 0.04448288464753186
Position 8451: 0.04223052348879867
Position 4926: 0.041888272752867835
Position 9670: 0.0378286943174531
Position 2201: 0.03670128586875725
Position 889: 0.03443758583797733
Position 8511: 0.033419483786730805
Position 5093: 0.03295675634232922
Position 10412: 0.03170002025990478
Position 9641: 0.030067919781523324
Position 412: 0.029150684215323228
Position 7471: 0.02865816733907151
Position 2198: 0.027469747500818306
Position 9618: 0.027463506003096293
Position 6859: 0.020349616396000757
Position 3342: 0.01839926495980354
Position 2696: 0.0174180641479033
Position 322: 0.01700534180345219
Position 3449: 0.016047252579289743
Position 9459: 0.014501841445222392
Position 7135: 0.013748581586234867
Position 7667: 0.013733309943509233
Position 319: 0.012794311823921933
Position 11044: 0.010889671987342059
Position 2023: 0.010729287856159916
Position 5736: 0.009858556541335162
Position 7170: 0.009057097021587976
Position 1416: 0.008994074567930263
Position 8128: 0.008886659067145532
Position 2379: 0.007893537416698381
Position 7339: 0.007869060716042799
Position 560: 0.0074417995405560225
Position 3252: 0.006268195483419285
Position 1014: 0.005736212032437592
Position 7713: 0.0056746384203704954
Position 9623: 0.005322360660942532
Position 533: 0.005033156246089442
Position 3455: 0.004950934385698326
Position 3770: 0.0037830194652489677
Position 1299: 0.0034432867929299143
Position 971: 0.003357115345176647
Position 7813: 0.003348783532406899
Position 9484: 0.003298183300341978
Position 3738: 0.0030642297577957354
Position 7805: 0.0029278227158114688
Position 4698: 0.002521440662808969
Position 2364: 0.0024933070475568406
Position 2519: 0.0022493831971517456
Position 7794: 0.0021354158826420193
Position 4201: 0.002061726964733953
Position 7140: 0.0020108509627504894
Position 512: 0.0019519852258633413
Position 683: 0.001925833551071142
Position 943: 0.0016469895345710144
Position 1465: 0.0015627543881815216
Position 3831: 0.001493405718704533
Position 9720: 0.0014887201185775592
Position 2223: 0.001359918548906143
Position 4028: 0.0013558956483154959
Position 4368: 0.0012783053464210012
Position 488: 0.0012782098826795941
Position 7586: 0.00121384661360895
Position 10454: 0.0011993622517926469
Position 983: 0.001198218883395681
Position 503: 0.001101153064351919
Position 588: 0.0010005481311966755
Position 381: 0.0009760626754376771
Position 369: 0.0009690377051688703
Position 344: 0.0009458464798608461
Position 9674: 0.0009197992574141272
Position 2525: 0.0008211618861851673
Position 3393: 0.0007035157129433832
Position 1484: 0.0006983844186014122
Position 8935: 0.0006759142263306948
Position 1729: 0.0006754099824482761
Position 3370: 0.0006532836772315577
Position 592: 0.0006252812706911548
Position 607: 0.000585336594525131
Position 4081: 0.000576846315910262
Position 3280: 0.0005714184447956922
Position 572: 0.0005633245787914222
Position 2057: 0.0005420090861789163
Position 7439: 0.0005236986868647234
Position 2528: 0.0004967946411062458
Position 566: 0.0004940104871952848
Position 891: 0.00048700628775451304
Position 3515: 0.0004852333951687733
Position 900: 0.00046806371320794697
Position 829: 0.00045567087791002493
Position 4187: 0.0004491684788488155
Position 10038: 0.0003745631116990072
Position 1469: 0.00036644376274051185
Position 1181: 0.0003392916094764043
Position 2112: 0.0003197659594674562
Position 842: 0.0003113439513174268
Position 4670: 0.0003090270499436809
Position 199: 0.000306218733898723
Position 415: 0.00029918417282556677
Position 1684: 0.00028120632320452666
Position 575: 0.0002738818457273262
Position 7482: 0.00024064901343821653
Position 1542: 0.00019984078301109656
Position 3308: 0.00019755035440057275
Position 1216: 0.000195499451979367
Position 7917: 0.00018198740655393206
Position 759: 0.00016194088746386754
Position 577: 0.00012501701669980316
Position 1861: 0.0001229456353429913
Position 870: 0.00011783526992553613
Position 383: 0.00011089055665868372
Position 262: 0.00011020385290799098
Position 745: 8.525402077926494e-05
Position 690: 8.221345455680194e-05
Position 844: 7.825935527307971e-05
Position 1313: 7.547274253664671e-05
Position 391: 6.354435120553744e-05
Position 731: 6.341761185896271e-05
Position 2536: 5.8349874766879836e-05
Position 3681: 5.455418862774602e-05
Position 446: 5.3855513023278236e-05
Position 736: 5.2833529745647895e-05
Position 7078: 5.168077786822457e-05
Position 1848: 4.950054375758831e-05
Position 212: 3.7820141021108636e-05
Position 477: 2.5589270166749224e-05
Position 467: 2.471395828529292e-05
Position 2672: 1.4422128280327775e-05
Position 2741: 9.913301099380087e-06
Position 2633: 9.444186022316708e-06
Position 275: 9.41324294763407e-06
Position 596: 6.021886924697e-06
Position 805: 4.746603135178978e-06
Position 363: 3.4027288567275006e-06
Position 2573: 3.3866520031522052e-06
Position 3475: 2.732315720958148e-06
Position 1513: 2.652102327345255e-06
Position 1361: 2.6234546394755906e-06
Position 267: 2.3735045863405544e-06
Position 1321: 1.3661939199533532e-06
Position 951: 1.1849102123409518e-06
Position 247: 9.745345063580251e-07
Position 568: 7.920865553295747e-07
Position 994: 6.795297520234252e-07
Position 516: 6.313359069793527e-07
Position 360: 3.7644347895057904e-07
Position 570: 2.9591975842852354e-07
Position 766: 2.3258244417600228e-07
Position 118: 2.2059028965598655e-07
Position 619: 2.1108557525975333e-07
Position 448: 1.697077260535182e-07
Position 774: 1.2448872100110045e-07
Position 1031: 1.1757838176652155e-07
Position 217: 7.063852224533672e-08
Position 1025: 5.841498610980459e-08
Position 127: 3.0799038384371186e-08
Position 237: 2.0662315701034657e-08
Position 945: 1.8371672650838724e-08
Position 226: 6.3891657752512376e-09
Position 711: 5.80566935058893e-09
Position 917: 5.421391922093897e-09
Position 120: 4.7411970974108395e-09
Position 720: 4.550562751395479e-09
Position 136: 4.035136485758014e-10
Position 129: 2.584827848077067e-10
