Gene = Dbr1
index = 322
Annotated 5SS: [ 327  902 2723 3644 4565 6304 6664]
Annotated 3SS: [ 776 2641 3557 4339 6222 6517 7512]
SMsplice 5SS: [ 327 4565 6304 6664]
SMsplice 3SS: [4445 6222 6517 7512]
top_k =  1000
Partition function (log Z): 2.292386397101747

Sorted 5' Splice Sites (High to Low Probability):
Position 6664: 0.9923973407240478
Position 6304: 0.9126344835739072
Position 327: 0.882029583056645
Position 4565: 0.8486379293329559
Position 902: 0.5296762632022861
Position 2723: 0.3804236841746309
Position 3644: 0.3680722891514011
Position 7623: 0.20611287553121918
Position 7907: 0.11519125260723719
Position 2194: 0.11203843904687903
Position 1684: 0.10093529611793742
Position 256: 0.09456535697920193
Position 877: 0.056044965143081146
Position 7190: 0.03858647716595786
Position 6845: 0.0317537846702944
Position 7809: 0.02167615400829319
Position 1900: 0.01993929013140236
Position 7142: 0.01940886174370684
Position 4226: 0.016075211787776444
Position 516: 0.01588783522120481
Position 5090: 0.012656943230909977
Position 4948: 0.011604333808582126
Position 300: 0.008913365793448778
Position 8221: 0.00634980206158703
Position 86: 0.006215649333035674
Position 4159: 0.004361940290325708
Position 3201: 0.003946205509203755
Position 19: 0.0034256126843215714
Position 7755: 0.0033506200862154895
Position 869: 0.002994744969814176
Position 6040: 0.0026904019709012815
Position 7153: 0.0026707517545798217
Position 5216: 0.0021334506797547363
Position 2671: 0.0020032139711107988
Position 4659: 0.0019634812862231493
Position 7640: 0.0019096476535146105
Position 7550: 0.0018573247504161297
Position 6651: 0.0017949327225432344
Position 7773: 0.0017464690965364122
Position 40: 0.0016160092570106912
Position 1601: 0.0009682620357268088
Position 2279: 0.0007867922786472337
Position 975: 0.000757217486262356
Position 6950: 0.000724650412354447
Position 1921: 0.000714527010567847
Position 483: 0.0006162979247352354
Position 7587: 0.0005734047819375338
Position 1530: 0.0003804476505946813
Position 6347: 0.0003543943980447772
Position 6782: 0.0003470748751857685
Position 7474: 0.00032900482656541007
Position 365: 0.00032357569180024165
Position 2504: 0.00031946460756668993
Position 1892: 0.00031643080954091583
Position 470: 0.000279579920142077
Position 2206: 0.0002521289083670683
Position 7513: 0.00018700513757577035
Position 619: 0.000145781886585871
Position 858: 0.00011250679888724341
Position 6867: 0.0001072593226299677
Position 1545: 9.937191554694367e-05
