Gene = Sprr2k
index = 1023
Annotated 5SS: [40]
Annotated 3SS: [746]
SMsplice 5SS: [40]
SMsplice 3SS: [746]
top_k =  1000
Partition function (log Z): -7.778070343852695

Sorted 5' Splice Sites (High to Low Probability):
Position 40: 0.9792804990754229
Position 540: 0.10241016848719843
Position 646: 0.025374394068299107
Position 785: 0.013512380951671295
Position 652: 0.007210563417563873
Position 125: 0.0042085379960524775
Position 406: 0.0033905979476738886
Position 271: 0.001860300312740428
Position 648: 0.0017334877688336419
Position 966: 0.0011465789143453764
Position 1214: 0.0006915492164092312
Position 161: 0.000559784580602717
Position 544: 0.00045804461677785525
Position 715: 0.00045543842498751253
Position 567: 0.0004030919962086507
Position 10: 0.0003582046119248571
Position 111: 0.0003523610378758597
Position 154: 0.00023703171379811354
Position 66: 0.00022072297954805003
Position 604: 0.00013378474090982548
Position 309: 0.00011704535479942996
Position 331: 9.686460197857308e-05
Position 177: 9.38237830765694e-05
Position 846: 8.336008034404033e-05
Position 145: 7.886244861437084e-05
Position 169: 7.863239075827512e-05
Position 650: 7.412184134148302e-05
Position 412: 5.8229234092533804e-05
Position 44: 4.064035466195051e-05
Position 59: 4.0466711083268584e-05
Position 217: 3.978052149121226e-05
Position 719: 3.338986630949391e-05
Position 97: 3.3116788267720364e-05
Position 873: 2.89795543356966e-05
Position 813: 2.630294046511049e-05
Position 525: 2.2561443425118306e-05
Position 256: 2.0105738055204956e-05
Position 106: 1.590538897353673e-05
Position 172: 9.972513904928054e-06
Position 1018: 9.08557084744188e-06
Position 480: 8.658036945976481e-06
Position 512: 8.416412613602492e-06
Position 52: 7.684968851155353e-06
Position 797: 7.205020415548607e-06
Position 507: 7.185264502295357e-06
Position 209: 6.4877187128629375e-06
Position 950: 5.787460679790731e-06
Position 290: 5.4428893968719e-06
Position 1110: 4.626776295876723e-06
Position 354: 4.361323308596004e-06
Position 811: 4.239009879633889e-06
Position 1146: 4.167823583220558e-06
Position 922: 3.0394009954552175e-06
Position 189: 2.8700330085248842e-06
Position 368: 2.4804780086527495e-06
Position 765: 1.8715246844539668e-06
Position 1234: 1.3200932831842694e-06
Position 219: 4.955751400212248e-07
Position 415: 7.092454108073101e-08
Position 197: 3.087961024107126e-08
Position 795: 3.6799180930261996e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 746: 0.7473035495229319
Position 405: 0.10522218363189677
Position 216: 0.07607202007664822
Position 873: 0.044061691394854205
Position 520: 0.041268680872392036
Position 365: 0.03505125662928928
Position 846: 0.020365328304020047
Position 445: 0.012947543136297765
Position 556: 0.011822831898403975
Position 1338: 0.007526148282259194
Position 828: 0.006162624620745115
Position 522: 0.006034496022812964
Position 1202: 0.004258911135168036
Position 897: 0.002845208981997101
Position 1288: 0.0027542708051069755
Position 175: 0.0023978953069168645
Position 1167: 0.0022412707033909024
Position 1110: 0.0019044605159763601
Position 930: 0.001815739023457456
Position 453: 0.0016885052254028373
Position 368: 0.0016719593062669582
Position 340: 0.001379338741045826
Position 775: 0.0013764884506441844
Position 232: 0.001082739738030017
Position 1070: 0.0008157937026281062
Position 780: 0.0007143997008375756
Position 337: 0.0006352803810591753
Position 324: 0.0006192678161346963
Position 942: 0.00031442744888905737
Position 622: 0.0003110077544668859
Position 1131: 0.00025514715951836786
Position 906: 0.0002456130698852785
Position 1254: 0.00020561166920543027
Position 145: 0.00019141727271397872
Position 945: 0.00016730081028519888
Position 777: 0.0001302073586235134
Position 962: 0.00010649531470551523
Position 573: 0.00010231832066759737
Position 783: 9.635417701877813e-05
Position 380: 9.575244594579582e-05
Position 412: 7.21723831033879e-05
Position 703: 7.013316428543351e-05
Position 1073: 5.236468019989649e-05
Position 1225: 4.781243062249022e-05
Position 966: 4.623275845049816e-05
Position 270: 4.531162467183251e-05
Position 690: 4.520884983122084e-05
Position 882: 4.369504153887685e-05
Position 723: 3.975814479489173e-05
Position 103: 3.3903135245361396e-05
Position 177: 3.2222496024452975e-05
Position 1291: 2.923516417372244e-05
Position 1268: 2.4819585809612225e-05
Position 627: 1.8965898318380598e-05
Position 855: 1.8408243486799957e-05
Position 609: 1.778011365533959e-05
Position 972: 1.751720142088069e-05
Position 754: 1.6750962444505637e-05
Position 249: 1.5200682585922135e-05
Position 1295: 1.4866672130044207e-05
Position 277: 1.2859439791041397e-05
Position 106: 1.2538100645177558e-05
Position 801: 1.0911397026898294e-05
Position 567: 1.0292957317922016e-05
Position 630: 9.261445311066759e-06
Position 719: 8.4773160398864e-06
Position 792: 7.230325987860852e-06
Position 1221: 6.889889300170439e-06
Position 658: 5.56143307629707e-06
Position 347: 5.107370259119289e-06
Position 978: 4.867755591218632e-06
Position 660: 4.489289960388495e-06
Position 242: 4.4046625206668885e-06
Position 100: 3.967041405185864e-06
Position 995: 2.797384532965513e-06
Position 1256: 2.76898914801605e-06
Position 266: 2.7222916169344826e-06
Position 989: 2.6616360264699975e-06
Position 1002: 1.7606652491044974e-06
Position 254: 1.6945415894045629e-06
Position 284: 2.8768011631598978e-08
Position 632: 2.6618302318666528e-08
