Gene = Mrfap1
index = 696
Annotated 5SS: [570]
Annotated 3SS: [827]
SMsplice 5SS: [570]
SMsplice 3SS: [827]
top_k =  1000
Partition function (log Z): -5.60743018980829

Sorted 5' Splice Sites (High to Low Probability):
Position 570: 0.9918375496710722
Position 227: 0.30202686277867924
Position 221: 0.12056746718357668
Position 146: 0.09003856530040606
Position 142: 0.08238864566554875
Position 759: 0.008066789888910218
Position 197: 0.00682523850491139
Position 72: 0.0036056421684485963
Position 26: 0.003162740137282574
Position 732: 0.003103336628944575
Position 298: 0.0025534612366390195
Position 1129: 0.0019994945883295627
Position 553: 0.0015725739525253369
Position 152: 0.0010516343470561768
Position 604: 0.0010416420080899505
Position 1047: 0.0008735761626054791
Position 117: 0.0007217519306802376
Position 99: 0.0006999935237059179
Position 349: 0.00047872522302401857
Position 256: 0.00046143335154916074
Position 42: 0.00038601301762563125
Position 1529: 0.0003588582488171374
Position 46: 0.00027341969463561027
Position 1407: 0.0002563514792802255
Position 389: 0.0001492117664241323
Position 78: 0.0001486420988189271
Position 515: 0.00011847725411472127
Position 155: 0.00011008685621172578
Position 269: 9.567032670202514e-05
Position 19: 9.397474179637135e-05
Position 910: 9.158277342186485e-05
Position 1006: 9.11090608862399e-05
Position 547: 8.744961418082434e-05
Position 708: 8.560680472866101e-05
Position 524: 7.61330946077354e-05
Position 1194: 6.810481082763771e-05
Position 65: 5.4214203129576175e-05
Position 1050: 4.4426681975931095e-05
Position 799: 4.1555702698552616e-05
Position 849: 3.52285749414871e-05
Position 854: 3.338024655113624e-05
Position 1418: 2.484648107222524e-05
Position 742: 2.3843240793400554e-05
Position 697: 1.784168158994798e-05
Position 1063: 1.3647402163841644e-05
Position 594: 1.3075709481517624e-05
Position 1013: 1.1907994163103452e-05
Position 1473: 9.382572829110215e-06
Position 1213: 5.615283084917498e-06
Position 1451: 4.938664121528752e-06
Position 1172: 4.9050855595307674e-06
Position 429: 4.425241888656016e-06
Position 1363: 4.367799238037583e-06
Position 636: 3.932393999035729e-06
Position 663: 3.5549249023619604e-06
Position 624: 3.4009772983032384e-06
Position 1154: 2.582677808845084e-06
Position 1032: 1.3940116195029662e-08
Position 965: 1.2842299672186804e-08
Position 784: 2.582684571221144e-09
Position 994: 2.210777923067535e-09
Position 1067: 1.8749043941804808e-09
Position 676: 5.228626246681575e-10
Position 691: 1.851955865795954e-10
Position 773: 1.0086889839876833e-10
Position 828: 1.0894912409107493e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.9280956458012053
Position 427: 0.6071357223953667
Position 1317: 0.020278295515352828
Position 782: 0.011019985418195188
Position 1224: 0.008991505019664966
Position 1288: 0.006517655258334375
Position 644: 0.004758322725997433
Position 663: 0.004167199528526871
Position 1565: 0.004016775418044324
Position 835: 0.003510472459434148
Position 1328: 0.003131574350751224
Position 1193: 0.0030963516394495213
Position 1257: 0.0027912105979741807
Position 669: 0.0026547145863642747
Position 1263: 0.0015361731335522529
Position 1684: 0.001530009020237089
Position 660: 0.0014392167813577438
Position 466: 0.0011223398068349352
Position 376: 0.0010941127391988173
Position 1296: 0.0010565460249748275
Position 469: 0.0009103580836001804
Position 704: 0.0008749073999786226
Position 1859: 0.0006488102605360646
Position 1546: 0.0004987605295794237
Position 1337: 0.00044436605302327747
Position 445: 0.0004097135116073929
Position 226: 0.000385103088523745
Position 487: 0.0003565572944873655
Position 1118: 0.0002384266020328419
Position 1747: 0.00023130444817252876
Position 1299: 0.00021152901162988573
Position 1591: 0.0001996775867835292
Position 1385: 0.00018106448621453845
Position 313: 0.00016463853076383478
Position 1633: 0.00015424561181920685
Position 1611: 0.00014905611127484384
Position 346: 0.00012515716841769533
Position 687: 0.00012066150224910899
Position 1657: 0.00011871580118246455
Position 160: 0.00011236079836429589
Position 1864: 9.568222426472295e-05
Position 1735: 8.2175914047064e-05
Position 1636: 7.966789523361782e-05
Position 1144: 7.873231413221143e-05
Position 1455: 7.194259441507074e-05
Position 382: 7.080458021982272e-05
