Gene = Ubfd1
index = 1159
Annotated 5SS: [ 310  819 1815 4593 4841 9016]
Annotated 3SS: [  488  1605  4526  4734  8932 11274]
SMsplice 5SS: [ 310 1815 4593 4841 9016]
SMsplice 3SS: [ 1605  4526  4734  8932 11274]
top_k =  1000
Partition function (log Z): -0.6649470055830848

Sorted 5' Splice Sites (High to Low Probability):
Position 9016: 0.9565413523807981
Position 1815: 0.9494305383641035
Position 310: 0.8645621030571556
Position 4593: 0.8244263081573139
Position 4841: 0.8026836908115662
Position 11445: 0.5808561126362098
Position 13224: 0.5075747786232779
Position 819: 0.37088605542253966
Position 8251: 0.24784459826784155
Position 13961: 0.20868936710409702
Position 11970: 0.16598140975845324
Position 8442: 0.1567466694628624
Position 14196: 0.14440848343560952
Position 11517: 0.12476849369436356
Position 674: 0.11657509282519489
Position 1982: 0.11118253245199865
Position 3677: 0.10931220448168677
Position 6706: 0.08955130792423684
Position 11541: 0.07910975884227393
Position 11016: 0.07207903219313758
Position 13504: 0.06667036495312288
Position 1986: 0.060608865575836675
Position 6312: 0.05908864784852192
Position 11908: 0.05513739230197437
Position 3776: 0.053640201507633274
Position 8094: 0.044051351892695795
Position 8680: 0.039923332282315566
Position 8856: 0.037679895453576744
Position 12675: 0.03501972640204417
Position 702: 0.03216152771134102
Position 7507: 0.03086463180705795
Position 5107: 0.02828430929438128
Position 2196: 0.02145300993935239
Position 764: 0.01918823106510314
Position 3370: 0.019034479874283364
Position 10995: 0.017589234831142605
Position 208: 0.017127740960207742
Position 9877: 0.01647207844737665
Position 1707: 0.015942825063010025
Position 12902: 0.01576385417443994
Position 263: 0.015752995356833922
Position 9156: 0.01524199972985658
Position 1314: 0.015003188449118696
Position 7491: 0.01495349357001894
Position 5608: 0.01456148596845461
Position 11125: 0.012184302239283146
Position 12797: 0.01076270212569505
Position 5468: 0.00991558011606591
Position 12802: 0.009845918146615121
Position 3121: 0.009533861675049705
Position 10568: 0.00852463648695505
Position 11423: 0.0076839914702369365
Position 331: 0.007258036919199668
Position 10769: 0.007202276511616674
Position 421: 0.006613035509782191
Position 4333: 0.006210297161810994
Position 9718: 0.005737326180273618
Position 581: 0.005586185789624196
Position 3739: 0.004616907836515777
Position 9746: 0.0040031018746225595
Position 961: 0.00383166188975482
Position 3781: 0.0037403332901624143
Position 10745: 0.003668862639579185
Position 4789: 0.0035496836577035553
Position 14232: 0.0033162347236726382
Position 2066: 0.003216290304341519
Position 10719: 0.0030053740029904975
Position 14460: 0.0029958385521750195
Position 9730: 0.002975486414875956
Position 3233: 0.002974743399764295
Position 8894: 0.0027844438036423655
Position 14315: 0.002738141571910932
Position 11974: 0.0025031124691413196
Position 12792: 0.002384025710451837
Position 784: 0.002368093586441929
Position 11747: 0.0023608954703201396
Position 8069: 0.002360120653202925
Position 1104: 0.002201643346794135
Position 1629: 0.0020313672410397303
Position 897: 0.00186692533301792
Position 5342: 0.0017862405881736295
Position 14105: 0.0016338186223523168
Position 10713: 0.0013626469427198127
Position 14820: 0.0013496636349498753
Position 9791: 0.0012454044410848482
Position 758: 0.0010929866224181654
Position 5756: 0.0009856751404729992
Position 153: 0.0009347587370670769
Position 7948: 0.0009232949199673919
Position 10734: 0.0008634002302924497
Position 9843: 0.0008156106960613867
Position 10402: 0.0007582887765842203
Position 1029: 0.0007050379624090893
Position 11525: 0.0007031345129321315
Position 11750: 0.0006532371421255953
Position 11624: 0.0006311363003384909
Position 3566: 0.0006145385017047608
Position 3090: 0.0005577532549516841
Position 1137: 0.00048046083968275393
Position 10773: 0.00047858130152515923
Position 11376: 0.0004237382474942027
Position 719: 0.00042302448756452855
Position 175: 0.0003953606587236908
Position 1307: 0.00039345257908257207
Position 2663: 0.00039315226125176075
Position 5535: 0.0003786864928437809
Position 1268: 0.0003756443529720424
Position 2770: 0.0003631993696646575
Position 10100: 0.0003058846992765984
Position 335: 0.0003001613190933801
Position 1053: 0.00028161949843880026
Position 11006: 0.0002751324313627783
Position 1680: 0.00027483302818925707
Position 1011: 0.00027283397666553707
Position 6392: 0.0002521523995860793
Position 1606: 0.0002455492873438719
Position 3002: 0.0002448976392013
Position 1529: 0.00023456761101382467
Position 6296: 0.0002332192408045742
Position 2477: 0.00020696466374587133
Position 9061: 0.00020588679097286708
Position 6292: 0.00018542214501247466
Position 4955: 0.00016483289047943608
Position 1634: 0.00015707040493351406
Position 955: 0.00014295946463279552
Position 4022: 0.00014201108925128097
Position 704: 0.00013145063813136816
Position 439: 0.00011070710011230063
Position 5665: 0.00011059571916891079
Position 12575: 8.219548465515922e-05
Position 6955: 7.770171808977671e-05
Position 1179: 7.71791064503649e-05
Position 6422: 7.202610617929266e-05
Position 1704: 6.473039033096656e-05
Position 8974: 5.8403651636366885e-05
Position 11370: 4.961354774351565e-05
Position 190: 4.228191673042464e-05
Position 1021: 4.1319248147418346e-05
Position 3412: 3.802196570664132e-05
Position 1217: 3.751988623193401e-05
