Gene = Pbxip1
index = 797
Annotated 5SS: [   75  2896  6543  6811  7050  8974  9110  9468  9706 11560]
Annotated 3SS: [ 2810  6415  6745  6889  8745  9085  9384  9573 10339 11966]
SMsplice 5SS: [  75 2896 3113 6543 6811 7050 8974 9182 9468 9706]
SMsplice 3SS: [ 2810  2972  6415  6745  6889  8745  9085  9384  9573 11966]
top_k =  1000
Partition function (log Z): 9.51622066817346

Sorted 5' Splice Sites (High to Low Probability):
Position 9706: 0.9851858970474007
Position 75: 0.9705449965882627
Position 6543: 0.9586929170899522
Position 6811: 0.9118962868499247
Position 9468: 0.9065356239603236
Position 8974: 0.8983480891683523
Position 9182: 0.8486347559035744
Position 3113: 0.575548937577975
Position 2896: 0.545223623932394
Position 7050: 0.48900886132554305
Position 11560: 0.41808331211457106
Position 7745: 0.3963818993059711
Position 2074: 0.2815566449615937
Position 1680: 0.20793049504188463
Position 2294: 0.15440184524791778
Position 1754: 0.15337481763364352
Position 7008: 0.1338946192059396
Position 8260: 0.11422651433035823
Position 1803: 0.10350527769346445
Position 1957: 0.07828703465043943
Position 7755: 0.07807577919099797
Position 12965: 0.07314011099971483
Position 8887: 0.06552871135209618
Position 9489: 0.057341437206407275
Position 9110: 0.04945251160179642
Position 2129: 0.041604074647197294
Position 9150: 0.03068744286863568
Position 11087: 0.02885346558592097
Position 7891: 0.026637243628479673
Position 1700: 0.02401409739010952
Position 6833: 0.022771902276958987
Position 285: 0.01813680035919747
Position 534: 0.01782798076344334
Position 6816: 0.015596054908906686
Position 11630: 0.014822081145541491
Position 8415: 0.013804140631215059
Position 8601: 0.012539152816112994
Position 3155: 0.011687945856926552
Position 8850: 0.01164994279619068
Position 5075: 0.011617761653974481
Position 12227: 0.010445467309298738
Position 1961: 0.00996991937175213
Position 14093: 0.009372469084136912
Position 2272: 0.007077668992889283
Position 7931: 0.006126094909857567
Position 2043: 0.005989405983301417
Position 8893: 0.005984938040934762
Position 1602: 0.005961219602977979
Position 11226: 0.005530931416404364
Position 8411: 0.005276599532896876
Position 2325: 0.005244241186011415
Position 1989: 0.005181041763681569
Position 9284: 0.0050047096008169305
Position 9295: 0.004636167543525755
Position 433: 0.004539057236718181
Position 1126: 0.004096267108250651
Position 10523: 0.003750925201960298
Position 8495: 0.003654106475382414
Position 13211: 0.0032337986867255774
Position 1720: 0.0030992036312037503
Position 1691: 0.002964846856400521
Position 752: 0.002743227248040268
Position 6713: 0.002510170060504785
Position 7961: 0.0021700169523124193
Position 269: 0.0021490663799435816
Position 7778: 0.0020910419664516514
Position 642: 0.0018497143239792528
Position 12339: 0.00176784484036745
Position 12122: 0.001761846569228642
Position 70: 0.0017426781030589994
Position 9444: 0.0016055780023989333
Position 10911: 0.0014692524649724918
Position 923: 0.0014374774931397304
Position 1858: 0.0013162089340503786
Position 8520: 0.001283347265435621
Position 1668: 0.0012638170212872287
Position 11465: 0.0012208263096257783
Position 2149: 0.001208282411931857
Position 9187: 0.0011168713967442982
Position 953: 0.001112767117154135
Position 9323: 0.0010478695039151688
Position 12171: 0.0010086324051801496
Position 9472: 0.0009987782148929273
Position 8856: 0.0009987130119357283
Position 8605: 0.0009724151997048127
Position 722: 0.0009272856564205497
Position 9155: 0.0009060953252182113
Position 10687: 0.0008568652569066028
Position 8803: 0.0008069821370749801
Position 8218: 0.0005969146214053591
Position 1496: 0.0005793939506447571
Position 8862: 0.0005634898796465997
Position 7548: 0.0005470703853852707
Position 12117: 0.0004970271387265859
Position 10503: 0.00045407181322123835
Position 8670: 0.0004513636925087853
Position 8237: 0.0004236569279642638
Position 900: 0.00038944306616927563
Position 8044: 0.0003809626515243741
Position 10809: 0.00037132234408116785
Position 8609: 0.0003575188984374682
Position 40: 0.00032671933645998384
Position 1930: 0.00028875204283977836
Position 2017: 0.0002849832648786444
Position 9753: 0.0002725295324071172
Position 582: 0.00026422524698185927
Position 12066: 0.0002369001512812815
Position 7336: 0.0002253075204706913
Position 1489: 0.00021009313671302115
Position 8923: 0.00020839673988475997
Position 10003: 0.0002018232860422603
Position 1206: 0.00018897491093016906
Position 7886: 0.00018883326941663582
Position 6676: 0.00018311034330140762
Position 429: 0.00018187848508726778
Position 13598: 0.00016252186728198074
Position 7535: 0.00014984967172780732
Position 9086: 0.0001454026481127847
Position 9367: 0.00013763062894418284
Position 302: 0.00013033874797941338
Position 9411: 0.0001234071534263526
Position 8978: 0.00010798888703998448
Position 452: 9.554513248549292e-05
Position 1852: 9.455801218087793e-05
Position 8847: 8.72856188963764e-05
Position 729: 7.332363302421421e-05
Position 8790: 7.288504712478069e-05
Position 1355: 5.724582493868007e-05
Position 30: 5.598294332645547e-05
Position 426: 5.417135008629272e-05
Position 1588: 4.940234275850285e-05
Position 7496: 4.891591821019184e-05
Position 697: 4.346874761154325e-05
Position 408: 3.124661470976971e-05
Position 930: 2.8088010217335827e-05
Position 937: 2.8004262228083084e-05
Position 83: 2.623773478246662e-05
Position 591: 2.3635847866568322e-05
Position 612: 1.9548198088574477e-05
Position 821: 1.6952670219130424e-05
Position 253: 1.5713449666901828e-05
Position 149: 1.5082730733945349e-05
Position 1210: 1.4991822653028643e-05
Position 997: 1.1310401139070588e-05
Position 1479: 1.1156910837935285e-05
Position 2035: 9.607731478905211e-06
Position 1390: 9.577699884132281e-06
Position 963: 9.34656684545026e-06
Position 1394: 8.541252696176265e-06
Position 1751: 7.856087864827368e-06
Position 904: 6.581914629499356e-06
Position 1191: 6.023203496088028e-06
Position 102: 5.629780948273945e-06
Position 713: 5.445102744130969e-06
Position 1782: 5.313587796383585e-06
Position 7340: 5.138032654061508e-06
Position 175: 4.78099042687601e-06
Position 160: 4.7450268083705e-06
Position 392: 4.698517304625491e-06
Position 437: 4.4388064846058174e-06
Position 497: 3.932817682220157e-06
