Gene = Emc10
index = 375
Annotated 5SS: [ 258 1706 3324 3960 4370 4559]
Annotated 3SS: [1632 3213 3854 4187 4464 5542]
SMsplice 5SS: [ 258 1706 3324 3960 4370 4559 5638]
SMsplice 3SS: [1632 3213 3854 4187 4464 5542 5974]
top_k =  1000
Partition function (log Z): 7.441261228365831

Sorted 5' Splice Sites (High to Low Probability):
Position 3960: 0.9827447014021873
Position 4559: 0.9827010229191566
Position 1706: 0.9512443919965875
Position 4370: 0.9288585193414849
Position 3324: 0.8217540251339479
Position 258: 0.7596941153372022
Position 5638: 0.5691826477242439
Position 74: 0.16665637646757445
Position 5351: 0.11932766364416125
Position 3783: 0.09325828029079422
Position 3336: 0.08491401990568895
Position 3018: 0.06912738451279309
Position 3752: 0.060347130080090565
Position 973: 0.05497059052768022
Position 4254: 0.03563109961260751
Position 2970: 0.023106326524017232
Position 2605: 0.015658492891738263
Position 3025: 0.01558273704600286
Position 5760: 0.015008059738841277
Position 237: 0.013469136241083262
Position 525: 0.010358218650606914
Position 6055: 0.010056173458898069
Position 2961: 0.00970087060962246
Position 5059: 0.009565664423576398
Position 3298: 0.009460185757357444
Position 2255: 0.008488721378492055
Position 1235: 0.0076404765771370476
Position 3165: 0.006662704324844772
Position 195: 0.006131094993918026
Position 5616: 0.006055553278528082
Position 4068: 0.006022183910391778
Position 4302: 0.005947558944226308
Position 371: 0.005687481578675957
Position 3641: 0.005579168179960016
Position 4825: 0.00504309000925643
Position 4586: 0.0043204439054039525
Position 4274: 0.004158961679906733
Position 2981: 0.003667233051619654
Position 1813: 0.0035450043891476755
Position 6079: 0.0035397919988296735
Position 4418: 0.003410485117947599
Position 4754: 0.0031396269847698884
Position 1594: 0.0031026885783399117
Position 2695: 0.0030572250546946744
Position 4251: 0.0030205244327877155
Position 4877: 0.0029242982741488626
Position 3812: 0.0028007929313327165
Position 6206: 0.0027794674470125263
Position 2585: 0.002704461606127957
Position 5740: 0.0025032315231695544
Position 5362: 0.0020964292635100358
Position 3732: 0.002093117979550134
Position 1001: 0.0020283692092501597
Position 112: 0.0019983294663819405
Position 3650: 0.0019382972661555976
Position 4790: 0.0019141918651974425
Position 142: 0.001793833107886902
Position 1373: 0.0016797726001474102
Position 1539: 0.0016574836419837992
Position 1715: 0.0015420321114669412
Position 589: 0.0015259700939238244
Position 2145: 0.00150722992845633
Position 1228: 0.0014154569434479437
Position 165: 0.001268492170816504
Position 97: 0.0012587857788806073
Position 2965: 0.0012291302605007273
Position 1106: 0.001073302698255142
Position 157: 0.0009761904285878734
Position 5408: 0.0009462068504533702
Position 692: 0.0008785489571355595
Position 3758: 0.0008324717787995903
Position 4607: 0.0007737767564889342
Position 44: 0.0007471368596965799
Position 4269: 0.0007470632054909732
Position 4233: 0.0007074466411978209
Position 3435: 0.0006433225418053371
Position 4262: 0.0006134473183473713
Position 59: 0.0006043417806136609
Position 1241: 0.0006022629809506558
Position 1313: 0.0006008132499685467
Position 5430: 0.000525820738234106
Position 4703: 0.0005165098241643063
Position 365: 0.0004978176412305478
Position 2481: 0.0004602388602233007
Position 338: 0.00045880632898102306
Position 253: 0.0004551479407306274
Position 4266: 0.0004548971282976924
Position 4593: 0.00045112749220514324
Position 4096: 0.00044821148703845715
Position 1128: 0.0004434551078847211
Position 5433: 0.0004242455408407285
Position 5101: 0.0004147310879128295
Position 4091: 0.0004110324849587935
Position 3625: 0.00039717430181608696
Position 1316: 0.0003907064917475283
Position 1211: 0.0003770705067800911
Position 609: 0.00037607569678539714
Position 4325: 0.0003629243732076261
Position 6129: 0.0003605930495870001
Position 4272: 0.0003367454839806518
Position 2485: 0.00033286049205708283
Position 886: 0.0003159196214293642
Position 1296: 0.0003156425677372699
Position 4239: 0.00031188262896794503
Position 1745: 0.00029914218396367564
Position 2653: 0.00027561225143578994
Position 262: 0.00027393118683970076
Position 804: 0.00026140873857130744
Position 147: 0.00024193939489482676
Position 5399: 0.00024043945057932052
Position 4950: 0.00023300086878571722
Position 2598: 0.0002265991983660418
Position 6246: 0.00021326343291692607
Position 485: 0.0002098464598906448
Position 1345: 0.00017615970286863057
Position 1251: 0.00016603834665554205
Position 3128: 0.0001657188116924496
Position 3636: 0.00016508407293718233
Position 3772: 0.0001644687505587731
Position 124: 0.00016336838654942284
Position 1262: 0.00016059091783288774
Position 1270: 0.00015583447228307762
Position 3521: 0.00014907140324223612
Position 2930: 0.00014704743621283926
Position 4906: 0.00014155165189919192
Position 3730: 0.00013826422638465167
Position 4737: 0.00013667857656797278
Position 2112: 0.0001357491177795469
Position 4064: 0.0001321420312987517
Position 1083: 0.00012549810237916378
Position 2701: 0.00011709266918610053
Position 2932: 0.00010950800030417178
Position 292: 0.00010638469182183691
Position 477: 0.00010498637361038261
Position 1833: 0.00010462918265639476
Position 5208: 9.493088242888429e-05
Position 2755: 9.418248209723426e-05
Position 784: 9.172395777932885e-05
Position 3214: 9.15647214385835e-05
Position 2769: 9.098993349156956e-05
Position 2900: 8.370286088847786e-05
Position 1142: 8.339256972387698e-05
Position 4338: 8.21355133649878e-05
Position 714: 7.974644576810138e-05
Position 3885: 7.716737337544128e-05
Position 878: 7.275825797304573e-05
Position 3419: 6.538235357956563e-05
Position 3591: 6.451219028626757e-05
Position 1183: 6.418224002455851e-05
Position 5548: 6.231118120826555e-05
Position 4074: 6.17603590652708e-05
Position 654: 5.8716415750566574e-05
Position 2753: 5.856625262305272e-05
Position 1822: 5.7444465079682354e-05
Position 2006: 5.606427460072324e-05
