Gene = 2310003L06Rik
index = 31
Annotated 5SS: [  98 1254]
Annotated 3SS: [1179 1980]
SMsplice 5SS: [  98 1254]
SMsplice 3SS: [1179 1980]
top_k =  1000
Partition function (log Z): -6.138161904865028

Sorted 5' Splice Sites (High to Low Probability):
Position 1254: 0.8902922918348856
Position 98: 0.793174515578972
Position 697: 0.17821114967732465
Position 262: 0.13867203319605084
Position 1104: 0.0292230160515969
Position 2358: 0.028277426382025878
Position 1548: 0.01762377763424968
Position 36: 0.01587190602640462
Position 2060: 0.015289455522800997
Position 1073: 0.005499013427194081
Position 802: 0.005279087385567313
Position 109: 0.00509985366702258
Position 2454: 0.004747275603982353
Position 661: 0.003101337692417421
Position 370: 0.0028309619793443304
Position 168: 0.0022421370230495717
Position 2657: 0.0020577910895161686
Position 272: 0.001969318124879614
Position 423: 0.00157723041277479
Position 1447: 0.0012681029308956974
Position 3158: 0.0010313062593762755
Position 1355: 0.0009540716343487867
Position 2692: 0.0009300920590051809
Position 634: 0.0007157696290621471
Position 1360: 0.000542244405434621
Position 2729: 0.0005409932850967922
Position 3131: 0.00047776401170644564
Position 1376: 0.00039110774844941683
Position 1329: 0.00038877459561354654
Position 882: 0.00032431175670846177
Position 205: 0.00030436252845177667
Position 1918: 0.0003004040888733566
Position 1270: 0.00028814890625891243
Position 277: 0.00028525794056755735
Position 2182: 0.0002798677135181002
Position 390: 0.00026443519427217727
Position 639: 0.0002548479156399386
Position 977: 0.00021571544732231336
Position 409: 0.00021526062766254788
Position 1452: 0.00020019706645398925
Position 2513: 0.00012242465614056234
Position 392: 0.00012116245457662653
Position 1580: 0.00011066242547970548
Position 1239: 0.00010946333183163951
Position 1591: 9.810825132469374e-05
Position 1143: 9.553155945086967e-05
Position 2783: 9.054088285450842e-05
Position 307: 8.715576821647772e-05
Position 1114: 7.50186553335755e-05
Position 584: 7.174382427717121e-05
Position 917: 6.37893394910069e-05
Position 1888: 6.200127232478217e-05
Position 908: 6.102557901121979e-05
Position 1525: 5.794394787111491e-05
Position 1075: 5.3569925409284625e-05
Position 1221: 5.231662560703243e-05
Position 158: 4.8729250987000105e-05
Position 2812: 4.129478563078063e-05
Position 2230: 3.8081612442103186e-05
Position 1716: 3.454050360897533e-05
Position 1772: 3.420510052464331e-05
Position 2350: 3.316179358187585e-05
Position 550: 2.9214476821545594e-05
Position 645: 2.5217528237552715e-05
Position 427: 2.2549550484203855e-05
Position 1519: 2.157715819242919e-05
Position 1905: 2.154185882490779e-05
Position 716: 1.0277991184766791e-05
Position 686: 9.732301371859454e-06
Position 40: 8.782672399793925e-06
Position 433: 8.39173636429947e-06
Position 663: 6.483072423109571e-06
Position 216: 6.027754810423772e-06
Position 599: 5.542811400473802e-06
Position 19: 4.257330234398677e-06
Position 868: 3.491547680173829e-06
Position 701: 3.0335685296358885e-06
Position 885: 2.6290923441767293e-06
Position 914: 2.1642833433504353e-06
Position 841: 1.9925368746733324e-06
Position 437: 1.8946763989232509e-06
Position 719: 1.7026656325352603e-06
Position 1060: 1.5879015529809889e-06
Position 1340: 1.4415135493303246e-06
Position 889: 1.4280651561939078e-06
Position 793: 1.1474562077995194e-06
Position 806: 7.323003739257249e-07
Position 1613: 5.876733730329322e-07
Position 1927: 5.855729864601755e-07
Position 1869: 4.249501561104678e-07
Position 1908: 4.0606485532365627e-07
Position 1258: 3.403067216452164e-07
Position 1618: 2.5479178509851304e-07
Position 2436: 2.536015321021999e-07
Position 2440: 2.3312484688459633e-07
Position 569: 1.5364255538856593e-07
