Gene = Scg3
index = 951
Annotated 5SS: [  422  1119  1783  2093  7388  8712 14842 18403 20864 22804 32426]
Annotated 3SS: [ 1065  1736  1876  7244  8561 14663 18285 20779 22665 32344 40111]
SMsplice 5SS: [  422  1119  1783  2093  7388  8712 14842 17344 18367 20864 32426 38215]
SMsplice 3SS: [ 1005  1736  1876  7244  8561 14663 17194 18285 20779 32344 38106 40111]
top_k =  1000
Partition function (log Z): 13.972136893872221

Sorted 5' Splice Sites (High to Low Probability):
Position 7388: 0.9968304684047622
Position 32426: 0.9956687995573203
Position 422: 0.9914423542657926
Position 2093: 0.9792892565660833
Position 20864: 0.9210457506868237
Position 8712: 0.870672869136718
Position 14842: 0.8699464084729421
Position 18367: 0.8691116753522307
Position 1783: 0.7194780968791258
Position 38215: 0.6569174894188591
Position 1119: 0.6251116889570371
Position 17344: 0.4969150429683739
Position 11639: 0.46138343095559486
Position 25097: 0.4465600476625503
Position 14146: 0.30021171317453677
Position 17326: 0.29573025832558225
Position 2453: 0.29454011124160345
Position 20393: 0.28019111224605775
Position 24852: 0.22495809633645938
Position 22804: 0.22415340226571612
Position 11672: 0.2052788356609093
Position 39368: 0.19794518381028006
Position 5420: 0.14762251693323844
Position 18403: 0.12771638820815892
Position 14105: 0.12726371954374693
Position 5034: 0.12618349025744305
Position 9730: 0.11931135680179358
Position 31829: 0.10486548807711282
Position 18522: 0.10360022433006291
Position 39063: 0.0997408516406686
Position 38026: 0.09494378745430652
Position 11913: 0.09453651631183523
Position 39693: 0.0903002237410791
Position 6568: 0.08460771944669003
Position 20849: 0.07667195244442714
Position 27432: 0.06204663445171712
Position 36212: 0.060592097776173526
Position 5508: 0.057184196495907856
Position 6607: 0.05715504636052374
Position 30335: 0.05012406033533656
Position 39840: 0.04772997759252027
Position 36426: 0.041698110965630454
Position 2376: 0.040369973789777545
Position 36467: 0.03684033696202184
Position 29592: 0.03621281724808474
Position 14578: 0.036079569912494745
Position 15122: 0.0350461557807355
Position 26323: 0.034513850902347126
