Gene = Srp9
index = 1026
Annotated 5SS: [ 226 4003]
Annotated 3SS: [3933 6585]
SMsplice 5SS: [226]
SMsplice 3SS: [6585]
top_k =  1000
Partition function (log Z): -6.9974183353467705

Sorted 5' Splice Sites (High to Low Probability):
Position 226: 0.9932346371079519
Position 840: 0.3590537587198246
Position 806: 0.15478709757922882
Position 3934: 0.10994613112766279
Position 2245: 0.07866877407966609
Position 7329: 0.07551560893061042
Position 4798: 0.0714265834930635
Position 1842: 0.05144174292869139
Position 4003: 0.04309978619863159
Position 6744: 0.03569617716495917
Position 4239: 0.03527605676251131
Position 6312: 0.02721731929220794
Position 1740: 0.023472374034494106
Position 1731: 0.021575622287553744
Position 467: 0.019666966804563635
Position 594: 0.01966020063016877
Position 6432: 0.018940853411296026
Position 6709: 0.017218111413174555
Position 7320: 0.01461169722803611
Position 2432: 0.014007860018580414
Position 6458: 0.012253450354077489
Position 5461: 0.00939477664122801
Position 5246: 0.009294021241811001
Position 4724: 0.007483493020259244
Position 2779: 0.007058918700841441
Position 3875: 0.006890263527561399
Position 7109: 0.006510934738199005
Position 1261: 0.006101743228212322
Position 4599: 0.003379908917709073
Position 7560: 0.003311022478220631
Position 1827: 0.002355907204566104
Position 7303: 0.00225886554638869
Position 6644: 0.0018354202941328335
Position 7163: 0.0015433754805825473
Position 7133: 0.0013610423166123794
Position 4719: 0.0010061894432527986
Position 2767: 0.0009490855810302541
Position 6964: 0.0009258907510172891
Position 1106: 0.0008396937224743838
Position 519: 0.0007389407957569321
Position 1713: 0.000537189757305201
Position 845: 0.000523324527103185
Position 1832: 0.0003379551458472496
Position 1281: 0.00032508733349609256
Position 7550: 0.0002688903696145752
Position 604: 0.000259792685334501
Position 1782: 0.00023616651749270242
Position 586: 0.00011110035277408177
Position 29: 0.00011004268169044235
Position 230: 6.782545816074614e-05
Position 19: 5.480360834562804e-05
Position 4488: 5.430182701402851e-05
Position 479: 5.316557294883134e-05
Position 5348: 5.276857059934169e-05
Position 399: 4.041115531566063e-05
Position 784: 3.651857237831832e-05
Position 315: 3.4684519057675295e-05
Position 180: 3.2151381819666194e-05
Position 487: 2.8590848139055453e-05
Position 568: 2.7644069177286012e-05
Position 111: 2.4421328452502815e-05
Position 471: 2.315923067593108e-05
Position 359: 2.2584932057084758e-05
Position 162: 1.8899219495985637e-05
Position 958: 1.830074518017978e-05
Position 531: 1.7167845497087826e-05
Position 73: 1.2149186442477739e-05
Position 523: 1.1933925965366568e-05
Position 960: 9.655798378053603e-06
Position 477: 8.36010777723326e-06
Position 962: 8.305983833030656e-06
Position 964: 7.62647717541744e-06
Position 2189: 7.484724007792662e-06
Position 598: 7.023705264925439e-06
