Gene = Prpf3
index = 858
Annotated 5SS: [  137  2442  4323  6971  8121  8511 10961 11700 15216 19472 20242 20532
 21802 22133 23325]
Annotated 3SS: [ 2247  4191  6823  8036  8289 10653 11532 15135 19327 20141 20417 21682
 22048 23262 24919]
SMsplice 5SS: [  137  2351  4323  6191  6971  8121  8511 10961 11700 15216 19472 20242
 20470 21515 21802 22133]
SMsplice 3SS: [ 2247  4191  6094  6823  8036  8317 10653 11532 15135 19327 20141 20359
 21421 21631 22048 24919]
top_k =  1000
Partition function (log Z): 25.88456852737478

Sorted 5' Splice Sites (High to Low Probability):
Position 8121: 0.9910420653125157
Position 4323: 0.9899703235598165
Position 20242: 0.9424093349279997
Position 15216: 0.8891730332231225
Position 11700: 0.8785489577535165
Position 8511: 0.8457069233181823
Position 137: 0.8381369056099712
Position 10961: 0.831096562179699
Position 19472: 0.7854707449367299
Position 6971: 0.7747664951956188
Position 2351: 0.759239923272118
Position 21802: 0.7339088118907848
Position 6512: 0.5886235068943184
Position 6191: 0.5661874377054095
Position 20470: 0.5618920758787393
Position 21515: 0.493906151621577
Position 22133: 0.48747435229015035
Position 20532: 0.38672566629246163
Position 23325: 0.3620165364005399
Position 4023: 0.1634070418367088
Position 13453: 0.15669115296572364
Position 19501: 0.1481783312603545
Position 11431: 0.11400151197358382
Position 8470: 0.113093402016866
Position 2442: 0.09988826540548475
Position 13532: 0.09646329670265207
Position 323: 0.09373710280232499
Position 16827: 0.09013593546897755
Position 18056: 0.08825137015220318
Position 22143: 0.0856652342548284
Position 20683: 0.08339561202142652
Position 17151: 0.07838265387431506
Position 6920: 0.0711524730072366
Position 10739: 0.06454370467623026
Position 828: 0.06056016981855734
Position 19505: 0.05448472277082074
Position 3303: 0.05351917123888768
Position 18599: 0.05147517663228647
Position 23462: 0.04679197875776135
Position 11725: 0.04431469666368566
Position 25234: 0.0386119398009021
Position 20256: 0.038426264350751596
Position 5200: 0.03811209189731043
Position 21259: 0.037313002186995306
Position 7440: 0.03689625221484791
Position 566: 0.03589215707635127
Position 13577: 0.03184375966744858
Position 8571: 0.03164296358047618
Position 6998: 0.030544910010125763
Position 6902: 0.027915393344622536
Position 8750: 0.027413968826507526
Position 9259: 0.0259474814936187
Position 1548: 0.024739341824945235
Position 7318: 0.024249537753541238
Position 22176: 0.021280921575644145
Position 1189: 0.021124421325382906
Position 23049: 0.020993610557754692
Position 10439: 0.020585267361236063
Position 23785: 0.020557211519515246
Position 16865: 0.019659916585565616
Position 8698: 0.019282724428025647
Position 763: 0.019224131037076615
Position 2848: 0.01869073439146708
Position 417: 0.0183649329435466
Position 3293: 0.015459157972451976
Position 9985: 0.015133441136896544
Position 24987: 0.014604567361390713
Position 2505: 0.01446509133881252
Position 176: 0.01348830229062159
Position 16529: 0.013395995375792794
Position 2387: 0.012394146203102207
Position 17486: 0.012385768256594876
Position 20783: 0.011507763602029172
Position 4089: 0.011423384146082674
Position 17393: 0.01080066315385082
Position 9112: 0.010683685680825263
Position 23945: 0.010206927268332073
Position 9790: 0.010088248347444654
Position 20251: 0.009387153661868012
Position 21789: 0.009007177315093921
Position 3675: 0.008829752616517179
Position 652: 0.008707665293055075
Position 1446: 0.008236488799243711
Position 10452: 0.0076222979012815495
Position 5790: 0.0072542834230724836
Position 15313: 0.007079065108586708
Position 1136: 0.006785364738166244
Position 7731: 0.006451699835913585
Position 20512: 0.006441219523506116
Position 361: 0.0061094118183070405
Position 3646: 0.005826453704465043
Position 11857: 0.00574451646198809
Position 13438: 0.0057428082698724615
Position 22098: 0.00558832501415211
Position 7772: 0.005476482468406127
Position 11362: 0.00538230201915567
Position 7875: 0.005119675003235257
Position 19055: 0.004796907128344701
Position 15241: 0.004764675723108089
Position 7442: 0.004652323766597152
Position 40: 0.0045238945632421
Position 23407: 0.004478897203574308
Position 6635: 0.0044727009678704275
Position 18091: 0.004298675870056526
Position 17555: 0.004258411070493691
Position 4333: 0.004195939560024454
Position 3062: 0.00412940942126359
