Gene = Thumpd1
index = 1078
Annotated 5SS: [ 288 1672 2777]
Annotated 3SS: [1496 2527 3728]
SMsplice 5SS: [ 288 2777]
SMsplice 3SS: [2527 3728]
top_k =  1000
Partition function (log Z): -2.382369701199092

Sorted 5' Splice Sites (High to Low Probability):
Position 288: 0.9605970764739376
Position 2777: 0.9465561940766087
Position 3020: 0.4990144630796447
Position 1672: 0.3034186713288978
Position 3348: 0.25931168501782187
Position 933: 0.07414350928522219
Position 1619: 0.06484624694690264
Position 3311: 0.06298874776618486
Position 3008: 0.052514310128494696
Position 1763: 0.022212928394460422
Position 561: 0.02221019161082469
Position 3263: 0.021329101010304947
Position 272: 0.018628942139317695
Position 1953: 0.015432937445382147
Position 2417: 0.012415014114487175
Position 1942: 0.012272655735386856
Position 3952: 0.011500451106029827
Position 224: 0.009832073100564252
Position 3539: 0.008417266167129258
Position 1009: 0.008235562868582269
Position 3656: 0.006986066895472544
Position 952: 0.006273961526583687
Position 565: 0.00490355698365864
Position 257: 0.004895612018487464
Position 837: 0.00488723488970376
Position 2056: 0.004833813903147639
Position 1839: 0.004459179989260144
Position 332: 0.00438809138549808
Position 1828: 0.00359422479564433
Position 2365: 0.0034013735087543065
Position 4266: 0.00301969183863672
Position 3986: 0.0029942207227185726
Position 1168: 0.002945266903004312
Position 2627: 0.0028781276677373245
Position 3875: 0.0024297420557418
Position 1572: 0.0022598206492567097
Position 572: 0.002104608747591436
Position 4127: 0.0018856365363372125
Position 621: 0.001542668000735194
Position 4143: 0.0015176667115884954
Position 1576: 0.0012993587327757524
Position 4094: 0.0012307688750201533
Position 3812: 0.0011201013300501694
Position 3791: 0.001094601617631972
Position 1959: 0.0010533620971077426
Position 3999: 0.0009982628593159122
Position 1644: 0.0009062663040210142
Position 432: 0.0005981752028207493
Position 48: 0.00057680765960612
Position 1290: 0.0005156864057293185
Position 3622: 0.0005134207423880405
Position 2370: 0.0004881693864830246
Position 148: 0.00047193867945461516
Position 4421: 0.00042413371361319484
Position 660: 0.0003996028191703248
Position 734: 0.0003880339499757999
Position 1900: 0.0003253032525630553
Position 1342: 0.0003252238766247435
Position 4839: 0.0003089645889526502
Position 717: 0.00030437198307360755
Position 2260: 0.0002907906628643206
Position 3435: 0.0002747977562436252
Position 1818: 0.0002740140093235396
Position 3788: 0.0002724489213562469
Position 317: 0.0002695655822281228
Position 3872: 0.00023773980283047644
Position 2971: 0.00023438691177494157
Position 4948: 0.00021800845310506343
Position 41: 0.00020870925097999447
Position 548: 0.0002056580418713859
Position 550: 0.00020528897473733252
Position 954: 0.00019131468666095985
Position 4258: 0.00016817283347160487
Position 598: 0.00013727206908389949
Position 780: 0.00011649455019473022
Position 540: 0.00010465081295987678
Position 1647: 0.00010182172039202362
Position 2214: 9.659381275834092e-05
Position 1810: 9.345429804786685e-05
Position 3253: 8.947360670849586e-05
Position 3586: 8.06304631631468e-05
Position 3049: 7.979356105746309e-05
Position 3605: 7.370949906665684e-05
Position 1911: 6.943067061465108e-05
Position 1630: 6.751992494670502e-05
Position 1711: 6.562259298279715e-05
Position 1623: 6.550385826926757e-05
Position 986: 6.303349111701005e-05
Position 1092: 6.226242134489484e-05
Position 984: 5.8913464532300074e-05
Position 1528: 5.828686981684881e-05
Position 77: 5.618229217813042e-05
Position 797: 5.278599932269184e-05
Position 719: 4.893431627244122e-05
Position 862: 4.394638244734135e-05
Position 363: 4.022396393790673e-05
Position 2894: 3.544584447010672e-05
Position 3297: 3.074009882523872e-05
Position 2324: 2.613230066077044e-05
Position 13: 2.547014601531265e-05
Position 1355: 2.32879413685116e-05
Position 526: 2.1959351369365035e-05
Position 1233: 2.0575857255420244e-05
Position 1003: 1.3505342808145332e-05
Position 487: 1.2199377543970741e-05
Position 90: 1.1912549667506016e-05
Position 875: 9.189655200607661e-06
Position 498: 2.998705378912004e-06
