Gene = 2310057M21Rik
index = 36
Annotated 5SS: [  252  1027  1871  5300 12109]
Annotated 3SS: [  822  1797  5092 11656 18954]
SMsplice 5SS: [  252  1027 12109 13739]
SMsplice 3SS: [  822 12013 13655 18954]
top_k =  1000
Partition function (log Z): -13.933659974406744

Sorted 5' Splice Sites (High to Low Probability):
Position 1027: 0.9490826580213803
Position 252: 0.7780355464317399
Position 12109: 0.3563279397298562
Position 741: 0.30193426566879566
Position 1871: 0.2857699125339955
Position 11614: 0.10993613773944354
Position 386: 0.06193536848997632
Position 9097: 0.0605576607113478
Position 10150: 0.04808066442251532
Position 4681: 0.03960430807658872
Position 1300: 0.030850977091654297
Position 8674: 0.014702650114561422
Position 5248: 0.01290756790128432
Position 278: 0.011003254309702726
Position 409: 0.01099431895465277
Position 6114: 0.009145707446550687
Position 1628: 0.006452577829033823
Position 141: 0.006141238847791548
Position 715: 0.00596509963960534
Position 6118: 0.005451847130286719
Position 7317: 0.0037641482923377358
Position 833: 0.0034363668220299907
Position 3717: 0.0030898092718385124
Position 5356: 0.0022284725015526996
Position 5993: 0.0022182054275994944
Position 156: 0.0019447024256645992
Position 4801: 0.0018161374654280804
Position 926: 0.001766134024464438
Position 1244: 0.0016222943470032207
Position 273: 0.0015045069464466414
Position 959: 0.0011974395727668732
Position 699: 0.0011844787738476228
Position 1263: 0.0011567258848436946
Position 909: 0.0011131991756079967
Position 1581: 0.0011034783949447292
Position 686: 0.0010786361919898793
Position 1632: 0.0010127275775998626
Position 693: 0.0009885613517856922
Position 735: 0.0009483388369038308
Position 703: 0.0008119426082854355
Position 551: 0.0006929038445262825
Position 7510: 0.0006325395363622928
Position 5526: 0.000578217298972282
Position 56: 0.00045046042157861796
Position 373: 0.0003515430113478656
Position 3631: 0.0003056661990041545
Position 1719: 0.00027515216370748737
Position 567: 0.0002444419610676502
Position 3895: 0.00022692116937452628
Position 2806: 0.00020995981801016027
Position 1535: 0.0002047870290263289
Position 203: 0.000201723257694967
Position 4229: 0.00019442549969026475
Position 1459: 0.00015226536610071686
Position 939: 0.00014869931690195755
Position 1463: 0.00014563798958711923
Position 1488: 0.00014457814927032228
Position 376: 0.00013418307266885776
Position 5014: 0.00011575763979382943
Position 976: 0.00010942704175710158
Position 1721: 0.00010363447900204565
Position 1013: 8.478106731576722e-05
Position 73: 8.201704202090714e-05
Position 5304: 7.818175123478307e-05
Position 1495: 6.481749973651526e-05
Position 1510: 6.461759398644934e-05
Position 284: 6.298521990697006e-05
Position 1165: 6.119234297139658e-05
Position 443: 4.5708918360067954e-05
Position 1559: 4.456419037951572e-05
Position 2479: 3.346039910484862e-05
Position 1650: 2.8944950642024233e-05
Position 1900: 2.4611316964912083e-05
Position 3432: 2.0092693450524213e-05
Position 932: 1.579959325603863e-05
Position 1085: 1.5041452785079599e-05
Position 722: 1.076775968093028e-05
Position 990: 1.071251839493465e-05
Position 622: 9.918216798794407e-06
Position 499: 8.992712288887672e-06
Position 1031: 8.328090966792034e-06
