Gene = Pfdn2
index = 811
Annotated 5SS: [  117 10949 11159]
Annotated 3SS: [10859 11034 12179]
SMsplice 5SS: [  117 10949 11159]
SMsplice 3SS: [10859 11034 12179]
top_k =  1000
Partition function (log Z): 0.40903036452710784

Sorted 5' Splice Sites (High to Low Probability):
Position 10949: 0.9976398683740519
Position 11159: 0.9835022428165558
Position 117: 0.9021444848225735
Position 2411: 0.21881962481774275
Position 7198: 0.0988038496644699
Position 4714: 0.09878338292939548
Position 6300: 0.09528304033717999
Position 1819: 0.09360688511631984
Position 1269: 0.08344377111406465
Position 6804: 0.07315016983025661
Position 5949: 0.06891161744856929
Position 7091: 0.0673604710151796
Position 10041: 0.0639792863121546
Position 1410: 0.06284961221228397
Position 6413: 0.062822806269482
Position 280: 0.0385292481704683
Position 3006: 0.02707671873928052
Position 284: 0.022428836439072876
Position 6820: 0.021798554604224005
Position 6438: 0.01900911941143662
Position 472: 0.018281857876132138
Position 8946: 0.017776387655687245
Position 9887: 0.014115133620434858
Position 4659: 0.011970907054444252
Position 3465: 0.011590259450208893
Position 3538: 0.010747192740557441
Position 814: 0.009654071843490661
Position 13270: 0.008341692308855205
Position 12265: 0.007414081001133673
Position 6816: 0.007358854934425359
Position 13366: 0.007346970105239695
Position 11207: 0.006440297497184892
Position 7650: 0.005599336540266594
Position 406: 0.005276484729349598
Position 33: 0.005197081698150064
Position 2773: 0.004721549035541803
Position 1216: 0.0042427146805183525
Position 253: 0.003940577916947688
Position 11097: 0.0029452842455076084
Position 11211: 0.002793383326390015
Position 6309: 0.002294193010911743
Position 11925: 0.0022908435657830657
Position 11981: 0.0021162857753141504
Position 8776: 0.0021024997771579264
Position 12344: 0.002071019892507081
Position 12682: 0.0020400723435006585
Position 11869: 0.002001138784279423
Position 4710: 0.0018253325758795017
Position 12348: 0.001753967840970231
Position 9312: 0.0015168970087525277
Position 13313: 0.0014832299514683127
Position 13331: 0.00128326282708813
Position 4631: 0.0012309755677320778
Position 570: 0.0011625808151777852
Position 12342: 0.0011391323116373584
Position 8933: 0.0010913601033431552
Position 12375: 0.0009919437143053834
Position 598: 0.000902373776057918
Position 11200: 0.0008197697779826298
Position 12976: 0.0007714006028676974
Position 11595: 0.0006088846377248396
Position 12405: 0.0004461511286800318
Position 3255: 0.00041810017040654806
Position 12737: 0.00038268037610872434
Position 312: 0.00035056524004692944
Position 213: 0.00028344857897059396
Position 1179: 0.0002768914323227887
Position 3288: 0.0002715008044620959
Position 3556: 0.0001628702580575448
Position 6250: 0.00015542824041794157
Position 1370: 0.0001442109901348982
Position 11484: 0.00013108750435223275
Position 13005: 0.00011921857175718237
Position 12056: 0.00011222406955317596
Position 11992: 0.00010602819165537439
Position 12656: 0.00010440997178753156
Position 539: 0.00010028436972023784
Position 12002: 9.51911479581423e-05
Position 11126: 8.84723063853021e-05
Position 13109: 8.174470939280811e-05
Position 1123: 7.526624751663052e-05
Position 5390: 6.620033122053166e-05
Position 1682: 6.112853017699332e-05
Position 13274: 5.6613457316541e-05
Position 11313: 5.491089587415902e-05
Position 1323: 5.48741408064694e-05
Position 1842: 5.41078878686414e-05
Position 5381: 5.199038444983187e-05
Position 420: 5.109412594067043e-05
Position 13241: 5.0693152552804736e-05
Position 11090: 4.790314605979303e-05
Position 628: 4.275119663337448e-05
Position 306: 4.171189371508736e-05
Position 444: 3.791841535290134e-05
Position 152: 3.440079459250741e-05
Position 165: 3.3345798669048065e-05
Position 785: 2.816922891055186e-05
Position 13334: 2.7637223946214803e-05
Position 2643: 2.5757686402300576e-05
Position 558: 1.9798782363874826e-05
Position 1119: 1.9373177734748806e-05
Position 775: 1.9181775290613973e-05
Position 12793: 1.7637713354315767e-05
Position 468: 1.647657327882857e-05
Position 1075: 1.5112053060270032e-05
Position 1794: 1.4704142022102957e-05
Position 1163: 1.4491362974846008e-05
Position 181: 1.3941877201899591e-05
Position 13105: 1.3066337401135624e-05
Position 13317: 1.2730562737173058e-05
Position 11888: 1.2403927628334138e-05
Position 11735: 1.1839116926446554e-05
Position 13225: 1.0947256511918621e-05
Position 11841: 1.0393951987048286e-05
Position 1698: 9.424440108343127e-06
Position 591: 8.752412573655746e-06
Position 201: 8.637302679536019e-06
Position 366: 8.632945181617042e-06
Position 3: 8.505666241057204e-06
Position 102: 8.30956804761698e-06
Position 1490: 8.273837379453921e-06
Position 9: 8.212469403221955e-06
Position 243: 7.6270477383010196e-06
Position 1823: 7.267469211720051e-06
Position 13075: 7.128239182771662e-06
Position 316: 6.463731039003463e-06
Position 154: 5.571647504962804e-06
Position 2234: 4.914665871185256e-06
Position 63: 4.642478061474553e-06
Position 565: 3.3195777558354348e-06
Position 308: 3.0475604380559564e-06
Position 656: 1.4664065199145208e-06
Position 816: 1.3845077568592734e-06
Position 1010: 1.168369768087591e-06
Position 425: 1.0475167371445205e-06
Position 1090: 9.566962554261778e-07
Position 12447: 7.60056942270479e-07
Position 2383: 7.340941935890989e-07
Position 2392: 3.8675170211285425e-07
Position 11380: 3.169630586390761e-07
Position 11077: 2.887560034394234e-07
Position 11892: 2.757225439636437e-07
Position 11532: 2.7544486044595526e-07
Position 11105: 2.4824043514381587e-07
Position 595: 1.600942983397498e-07
Position 58: 1.4363725410066232e-07
Position 11243: 1.3128546360404446e-07
Position 104: 1.1520547600948477e-07
Position 11039: 1.1473459741003681e-07
Position 357: 1.1167869742061666e-07
Position 563: 8.830949534911049e-08
Position 347: 8.525967474696272e-08
Position 11985: 8.231618782389635e-08
Position 385: 7.379051268688871e-08
Position 1321: 6.425276011155366e-08
Position 11117: 6.422458714274553e-08
Position 602: 6.22022687131936e-08
Position 606: 4.47463980180217e-08
Position 12009: 4.403163791296412e-08
Position 485: 4.336386296587825e-08
Position 11183: 4.013403980125979e-08
Position 476: 3.994441101478281e-08
Position 508: 3.508586432853879e-08
Position 11630: 2.9293775932771778e-08
Position 610: 2.1410123250465218e-08
Position 488: 7.117879831522147e-09
Position 319: 1.8576362351064992e-09
Position 163: 5.911185711677335e-10
Position 61: 2.56909321412835e-10
Position 506: 4.9527607278072664e-11
Position 461: 9.16860140691772e-12
Position 434: 9.164900096403726e-12
Position 388: 2.4287099805252204e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11034: 0.9969653410710452
Position 10859: 0.9958207432681742
Position 12179: 0.7936656394726662
Position 1215: 0.10988121066357204
Position 6735: 0.1051902244211107
Position 4538: 0.09760423827385097
Position 2201: 0.09352807869050399
Position 2263: 0.08319524884940988
Position 6359: 0.08308825670542012
Position 9813: 0.07809441993258946
Position 6065: 0.06837916010824871
Position 5843: 0.06824555248754084
Position 6986: 0.06724842920825602
Position 13457: 0.06421351171697197
Position 1650: 0.050768235120186404
Position 6962: 0.05034921383165798
Position 13147: 0.046401061405864814
Position 7090: 0.0317833408199353
