Gene = Bri3bp
index = 188
Annotated 5SS: [  325 10205]
Annotated 3SS: [10101 12757]
SMsplice 5SS: [  325 10205 11988]
SMsplice 3SS: [10101 11870 18200]
top_k =  1000
Partition function (log Z): -8.37384123696253

Sorted 5' Splice Sites (High to Low Probability):
Position 325: 0.928797198032597
Position 10205: 0.8546893124312331
Position 11988: 0.6381332809662158
Position 10678: 0.4192602015545146
Position 1818: 0.3696031049034273
Position 4794: 0.21158177831927538
Position 3653: 0.2017947894424218
Position 13120: 0.19242705236940985
Position 10209: 0.14040272572870263
Position 8371: 0.11786984768761959
Position 8441: 0.10193602513779583
Position 3648: 0.09615179993261484
Position 4178: 0.09580719965445868
Position 2189: 0.0874814694825404
Position 11978: 0.08026527724835872
Position 4527: 0.07815752148581984
Position 14562: 0.05633140725655199
Position 1589: 0.05467973874017245
Position 4167: 0.04291663906057835
Position 307: 0.038669624766478596
Position 12826: 0.030387458326559764
Position 990: 0.027307189347334206
Position 13188: 0.02536477750637823
Position 4541: 0.025184859155185355
Position 3466: 0.02439989338013302
Position 1170: 0.02070348492906372
Position 3701: 0.018542293953154564
Position 4851: 0.013746364256295192
Position 13964: 0.01311696016227312
Position 280: 0.01242299103335263
Position 10467: 0.012151336137254847
Position 3491: 0.011444162100344466
Position 11101: 0.01112685518953657
Position 11329: 0.00970826144954609
Position 11068: 0.007324125785732226
Position 3377: 0.0065201294058421354
Position 442: 0.0061433410376241105
Position 13307: 0.004616071516708525
Position 14446: 0.0041490663330938475
Position 12922: 0.00412055457824684
Position 11401: 0.003717543149434294
Position 5046: 0.0036570673343861693
Position 4222: 0.0035486431923366134
Position 130: 0.0033848129043285995
Position 3414: 0.0033592021575208366
Position 11118: 0.0030877794222225353
Position 11259: 0.003068463008895709
Position 4185: 0.002811672398480003
Position 11597: 0.002517253721538297
Position 13584: 0.0024209931485965094
Position 960: 0.002082406998678603
Position 13: 0.002076842810098968
Position 11093: 0.0019792548530396113
Position 14507: 0.001979168604059243
Position 11585: 0.001837563033510427
Position 1302: 0.0017811522364321612
Position 12163: 0.001653742254264656
Position 10718: 0.0014371105699729542
Position 11491: 0.0013643940947878899
Position 4576: 0.0013367680962360102
Position 937: 0.0010668113250326624
Position 2072: 0.0008676353335291139
Position 1124: 0.0007492409334057709
Position 14993: 0.0005844047617857257
Position 2436: 0.0005797305555708503
Position 148: 0.0005757666977457143
Position 1153: 0.0005699409228848973
Position 12969: 0.0004864107199285162
Position 1584: 0.00042177699596498654
Position 4206: 0.0003867481335669386
Position 941: 0.0003670230551556895
Position 4044: 0.00030649328790348943
Position 3123: 0.00030583130932993147
Position 12003: 0.0002970092954320101
Position 10995: 0.0002710499359991851
Position 512: 0.00026111553314695857
Position 650: 0.00024864142083234577
Position 343: 0.00024405571439046017
Position 1362: 0.0002422988041662364
Position 772: 0.00022346507156603316
Position 1840: 0.0001993016800979678
Position 824: 0.00019372243131725233
Position 518: 0.0001862975662243183
Position 12156: 0.00017289966236626498
Position 1306: 0.0001704673764064884
Position 374: 0.0001557073338569466
Position 160: 0.00015100258272941175
Position 614: 0.00014036668027025574
Position 792: 0.00013792144986024627
Position 482: 0.00013630600566882377
Position 1082: 0.00013371793041848035
Position 956: 9.918655794002175e-05
Position 473: 9.701980258096058e-05
Position 661: 9.276118910325194e-05
Position 1133: 9.116915675809645e-05
Position 1634: 8.795526138797106e-05
Position 1221: 8.081916322404443e-05
Position 108: 8.037989292783211e-05
Position 964: 7.870967534082156e-05
Position 1838: 7.864677293550876e-05
Position 1726: 7.26410158518208e-05
Position 1889: 7.049417280830066e-05
Position 141: 6.331782905268828e-05
Position 606: 6.310242472468058e-05
Position 2158: 5.970879304244835e-05
Position 2317: 5.608032041584737e-05
Position 2780: 4.865552012505009e-05
Position 1581: 4.666457221780747e-05
Position 589: 4.034475714526601e-05
Position 193: 3.9344456028291235e-05
Position 1101: 3.7890611978460046e-05
Position 855: 3.628119692263263e-05
Position 2517: 3.598740164740561e-05
Position 843: 3.347460625755543e-05
Position 862: 3.2767622107783866e-05
Position 3074: 3.2608912300649904e-05
Position 1686: 3.2203153687048225e-05
Position 667: 3.1399658073106616e-05
Position 11540: 2.984784528838478e-05
Position 3105: 2.5039811676643766e-05
Position 1272: 2.4719711594069038e-05
Position 10685: 2.2108804316393123e-05
Position 785: 2.081031679246666e-05
Position 1145: 1.971882923916964e-05
Position 1179: 1.6490726607898987e-05
Position 2076: 1.6129880426999193e-05
Position 809: 1.582973961741148e-05
Position 1954: 1.0928607740248066e-05
Position 2015: 1.0516464363143038e-05
Position 1274: 8.869414715574911e-06
Position 1972: 8.468974384339799e-06
Position 1314: 7.5675540808290314e-06
Position 1191: 7.5436775297613475e-06
Position 1612: 7.522054393411043e-06
Position 1052: 7.176799012462521e-06
Position 1820: 6.3838492720380764e-06
Position 1822: 6.316605836893977e-06
Position 367: 6.050003765231209e-07
Position 41: 5.792683375085578e-07
Position 39: 4.287658996189825e-07
Position 682: 4.1090113699447846e-07
Position 448: 3.7819126882698624e-07
Position 900: 3.257459590373804e-07
Position 1969: 2.775014708629683e-07
Position 870: 2.64226939793105e-07
Position 979: 1.063988909866857e-07
Position 1280: 9.129401084416195e-08
Position 780: 5.147555303237006e-08
Position 715: 4.647105518012971e-08
Position 402: 4.518508185806871e-08
Position 654: 4.0637696976932575e-08
Position 695: 3.348583390895447e-08
Position 1730: 2.40523652486182e-08
Position 894: 1.6064643060967417e-08
Position 878: 1.4357873616490497e-08
Position 971: 7.783666125591112e-09
Position 652: 1.5357665455784288e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10101: 0.9956197276470528
Position 11870: 0.7078601864523544
Position 10579: 0.40429600501143753
Position 1729: 0.3274954474759459
Position 14445: 0.17731124128696527
Position 8285: 0.17534393556802302
Position 4664: 0.17012968853325547
Position 18200: 0.1529065449438022
Position 3347: 0.1523114787879496
Position 13079: 0.13446074765315597
Position 12757: 0.12597022047666817
Position 4469: 0.11680408857388502
Position 15396: 0.11152153309783515
Position 3558: 0.11030149962543302
Position 3955: 0.0975087856795771
Position 18169: 0.07627530366644807
Position 2103: 0.07578939515714563
Position 3409: 0.06648724114617113
Position 1580: 0.05068327492222921
Position 17495: 0.04965380758137589
Position 12884: 0.04687061532693579
Position 18060: 0.046581624026789115
Position 13148: 0.04601625987351463
Position 15323: 0.04489132817443891
Position 10935: 0.04425883946346979
Position 8331: 0.04279672149140337
Position 16695: 0.04179607445804558
Position 11892: 0.03713134697176652
Position 13885: 0.03284414123435099
Position 4630: 0.030171602931161206
Position 3465: 0.02993751307331065
Position 1481: 0.028788143407251807
Position 11866: 0.02765288772080321
Position 4010: 0.02299603340307038
Position 1052: 0.021160959097773702
Position 15865: 0.02075773428441087
Position 14718: 0.018174187611516537
Position 925: 0.0165350150345174
Position 10363: 0.01485891128712776
Position 14636: 0.01468392907040822
Position 14333: 0.013181894749211437
Position 17077: 0.012786631391241064
Position 10296: 0.012069926621420687
Position 1920: 0.01109553019507594
Position 12714: 0.010523750123418912
Position 16150: 0.010470727718379754
Position 16224: 0.009831749115563702
Position 3835: 0.009741862959999254
Position 11025: 0.009521819698681497
Position 14817: 0.00754207452976704
Position 3963: 0.007436447788416918
Position 4779: 0.0071684885400655285
Position 13834: 0.00673590680147344
Position 3865: 0.006289550088681193
Position 4846: 0.005981902967523945
Position 12683: 0.005827352043826256
Position 922: 0.005664032484371969
Position 11089: 0.005548455084160963
Position 11196: 0.005088222863878413
Position 11427: 0.0050184338386033926
Position 13494: 0.0043684750635028845
Position 14148: 0.0037081284092022678
Position 700: 0.0033885984041758044
Position 17754: 0.0029199223091452716
Position 1543: 0.002859098939948635
Position 1749: 0.0028409638804505143
Position 12314: 0.0027746469637476186
Position 1664: 0.002564152660047503
Position 15933: 0.0025087171442771256
Position 1735: 0.0024620289594245665
Position 12969: 0.0023180366423480015
Position 13333: 0.002239430653546135
Position 12774: 0.002101865130106085
Position 1028: 0.0020625880286317786
Position 13905: 0.00195352496280089
Position 3423: 0.0018179112852717257
Position 4479: 0.0017906542484517536
Position 17139: 0.0017216147509321743
Position 14584: 0.00170996255370624
Position 4071: 0.0016954725680947825
Position 12270: 0.0016927327056477576
Position 8423: 0.0016652157659891242
Position 1463: 0.0016435945018735357
Position 10436: 0.0015909703257274987
Position 2121: 0.0014019477018731746
Position 12204: 0.0013496608196643914
Position 11433: 0.0013438618611984617
Position 13562: 0.0013269533311391973
Position 4288: 0.0013126410685607825
Position 418: 0.001215206959895353
Position 12486: 0.0011874367674581275
Position 12071: 0.0010459944991362677
Position 1710: 0.0010368147646447887
Position 11259: 0.0008148416087334666
Position 1151: 0.000750453559198484
Position 10395: 0.000697473118167986
Position 1215: 0.0006526801428055072
Position 4915: 0.0006011918701688937
Position 1754: 0.0006001509370176427
Position 12457: 0.0005943028073842346
Position 1449: 0.0005772180976033819
Position 3695: 0.0005646377392796534
Position 12534: 0.0005539333793536754
Position 210: 0.0005372048990399064
Position 747: 0.0005119540121787064
Position 10348: 0.00043190560900210976
Position 1950: 0.00041973435615231375
Position 10365: 0.00041890417495705844
Position 14259: 0.00041216247329968383
Position 10450: 0.00040698567212255505
Position 750: 0.0003477067716928434
Position 13844: 0.0003194921190421381
Position 3286: 0.00031771965203062535
Position 3580: 0.00030558775381356074
Position 2925: 0.0002848101555777836
Position 3439: 0.0002617506949630532
Position 10907: 0.0002467283792356224
Position 2044: 0.00020829518309278347
Position 1033: 0.0002070284618589908
Position 1059: 0.0001998884052749198
Position 4040: 0.0001621705539510937
Position 2106: 0.0001576655734460871
Position 1773: 0.00014853944126347725
Position 900: 0.00013798624107977603
Position 10707: 0.0001359537679200695
Position 3321: 0.0001074334880162586
Position 602: 9.827309174516808e-05
Position 1776: 8.993326666378485e-05
Position 13508: 8.494514580006958e-05
Position 713: 7.180353109277794e-05
Position 1344: 7.087105282715916e-05
Position 4096: 6.881497579709271e-05
Position 1117: 6.106564314979544e-05
Position 11952: 6.081474963026364e-05
Position 2885: 5.993527527731248e-05
Position 1003: 5.609128469268607e-05
Position 1235: 5.488759309324502e-05
Position 883: 4.8621439788909155e-05
Position 114: 4.6662026369166556e-05
Position 1612: 3.779756245801719e-05
Position 3056: 3.6214703578931765e-05
Position 1631: 3.304302101888348e-05
Position 1405: 2.8528300896644137e-05
Position 2188: 2.525900956296268e-05
Position 2435: 2.4732612382268463e-05
Position 3743: 2.332744055092576e-05
Position 2628: 2.052797434391793e-05
Position 1314: 1.9929642431712325e-05
Position 266: 1.973456341878423e-05
Position 205: 1.6228924088167485e-05
Position 2687: 1.5358661425813436e-05
Position 931: 1.4961485730773738e-05
Position 1560: 1.455957542924843e-05
Position 2111: 1.4477649299089616e-05
Position 3628: 1.387148190875385e-05
Position 240: 1.3597107495146006e-05
Position 2583: 1.2768884355318699e-05
Position 989: 1.0477361332357055e-05
Position 734: 8.602925469962692e-06
Position 1331: 8.583656596220883e-06
Position 1373: 8.273133729963444e-06
Position 1169: 7.86516536384403e-06
Position 1670: 7.741437001255436e-06
Position 5347: 7.523600488639361e-06
Position 804: 6.56297753187284e-06
Position 878: 6.496881521314926e-06
Position 1064: 6.0145202072939474e-06
Position 2131: 5.017669181247707e-06
Position 1221: 4.821260571834072e-06
Position 885: 4.81234367284485e-06
Position 429: 3.5194064748142406e-06
Position 276: 3.4040887535101115e-06
Position 1321: 3.2290869643157615e-06
Position 402: 3.1263571480080356e-06
Position 936: 3.1006866782426232e-06
Position 245: 2.723906869533068e-06
Position 575: 2.6824906533229745e-06
Position 1925: 2.6161128135736366e-06
