Gene = Polr3c
index = 833
Annotated 5SS: [  280  1795  3832  4115  5089  8168  8395 10962 11200 11995 12509 13370
 13534 14148]
Annotated 3SS: [ 1628  3575  3928  5002  8062  8301 10880 11147 11933 12357 13267 13483
 13997 15567]
SMsplice 5SS: [  280  1795  4115  5089  8168  8395 10962 12509 13370 13550 14148]
SMsplice 3SS: [ 1628  3928  5002  8062  8301 10880 12357 13085 13483 13997 15567]
top_k =  1000
Partition function (log Z): 18.176374734023057

Sorted 5' Splice Sites (High to Low Probability):
Position 10962: 0.9937044035767145
Position 8395: 0.989563994844271
Position 12509: 0.9768472819825299
Position 4115: 0.8801334264497398
Position 1795: 0.8475937029243236
Position 14148: 0.8423126789990396
Position 5089: 0.8323076177955139
Position 8168: 0.8057712019039502
Position 13370: 0.7997064288750849
Position 13550: 0.7680144893135837
Position 280: 0.4606809613991669
Position 516: 0.4525739547287952
Position 15484: 0.38648388237197545
Position 3832: 0.27691355320118827
Position 6016: 0.2742540525138414
Position 13534: 0.20317301213642391
Position 8210: 0.1533182152947892
Position 11995: 0.14983063889649723
Position 11200: 0.11776842825818937
Position 3672: 0.10723702582974783
Position 6143: 0.09439256056973752
Position 7870: 0.07000429135774378
Position 14569: 0.06884528621110582
Position 6611: 0.060425944432951774
Position 3698: 0.05959551714233694
Position 13360: 0.05347650775272018
Position 2029: 0.05203333573406718
Position 3955: 0.051550332582296785
Position 1354: 0.05154382416560362
Position 3689: 0.04802226283260869
Position 166: 0.04234950363996509
Position 7157: 0.0359177714778862
Position 1700: 0.03513551657182464
Position 12976: 0.030803347539888427
Position 3727: 0.02954394741554152
Position 8179: 0.02846586452666192
Position 179: 0.026351123851415362
Position 7197: 0.025355323270946632
Position 7711: 0.025203297301561067
Position 1913: 0.024476079289704838
Position 4533: 0.02368442548157052
Position 15404: 0.023447403835317657
Position 15464: 0.019754175633302996
Position 2080: 0.018681238949498774
Position 4727: 0.017669588057928367
Position 7347: 0.017213230366728272
Position 3722: 0.01683823685826038
Position 485: 0.014887280104051595
Position 15801: 0.01450259184686551
Position 11480: 0.012989205795275672
Position 1157: 0.009903167643432444
Position 6104: 0.008836662252440992
Position 15520: 0.008148504226510459
Position 1886: 0.007390471683480821
Position 13233: 0.007122611783117659
Position 2277: 0.006634080077671712
Position 12425: 0.006436069666628871
Position 13191: 0.006128870803886959
Position 3801: 0.006119709991289142
Position 12964: 0.005157107006832813
Position 13198: 0.005147492984814416
Position 14857: 0.004999765809827113
Position 15295: 0.004890642943815745
Position 1164: 0.004220812489852811
Position 8138: 0.004186595385904703
Position 11592: 0.004108299585661111
Position 1925: 0.003932090783739446
Position 3782: 0.003906846502966129
Position 14231: 0.003812804797733532
Position 3836: 0.0037586028201430886
Position 7311: 0.0037264846002609143
Position 4710: 0.0036565882849851866
Position 15804: 0.003633884928071614
Position 2046: 0.0035136980259584355
Position 6250: 0.0034378599319604543
Position 422: 0.0032041648555303707
Position 11880: 0.003129800305382557
Position 7099: 0.0030973177500471993
Position 11597: 0.0030296354277187182
Position 6500: 0.0030170779852052095
Position 14442: 0.0028949642474400314
Position 2550: 0.0028830481399422007
Position 7144: 0.002680569361607209
Position 8183: 0.002680227814212164
Position 1365: 0.0026550360926769377
Position 9410: 0.0026359388255781002
Position 8774: 0.002544937398664507
Position 1759: 0.002440949076604646
Position 11237: 0.0023291799393140755
Position 5526: 0.002277249092546266
Position 424: 0.00210492467791571
Position 11223: 0.0021016929815491827
Position 7890: 0.0020973118027342603
Position 12943: 0.0020869069560610154
Position 11189: 0.0020575027872813145
Position 131: 0.0020261728306887987
Position 10055: 0.0018617443428794787
Position 15321: 0.0017849850198345917
Position 10725: 0.0017817560110675223
Position 3868: 0.0015971761626299744
Position 5300: 0.0015877392779160982
Position 1408: 0.0014409576864726395
Position 5009: 0.0014256298166632274
Position 5974: 0.0013924582727513268
Position 13749: 0.001299404877316577
Position 15646: 0.0012531900469556008
Position 15568: 0.0012366931642228405
Position 15590: 0.0012286412359170855
Position 4233: 0.0012260231954351975
Position 7451: 0.0012149388084946528
Position 11124: 0.0012010612356901705
Position 14140: 0.0011672364151567001
Position 11706: 0.0011657747294348173
Position 1087: 0.0011552087283336252
Position 3058: 0.0011095370863228502
Position 4214: 0.0010931140394075363
Position 3215: 0.0010455090382295827
Position 10923: 0.0010249934249538285
Position 15209: 0.0010168275507837778
Position 4935: 0.0010122087491064335
Position 4086: 0.0009751198511389236
Position 11410: 0.000938142241019674
Position 1559: 0.0009371629339521548
Position 13671: 0.0009351222721266911
Position 11645: 0.000916789214146768
Position 8339: 0.0009004175221967784
Position 5094: 0.0008851511457075744
Position 74: 0.0008737664386445638
Position 14401: 0.0008700723664380337
Position 4361: 0.0008534230903768156
Position 14378: 0.0008237357755238971
Position 11373: 0.000767435528303069
Position 11218: 0.0007573809960148181
Position 1929: 0.0007062184833736069
Position 6037: 0.0007042475950434072
Position 1293: 0.0006475850398042933
Position 5853: 0.0006322373262734568
Position 8497: 0.0006216103302027443
Position 2384: 0.0006180716064388078
Position 3747: 0.0005937054070944589
Position 3011: 0.0005895896893240598
Position 764: 0.0005719169192799688
Position 1851: 0.0005687027978684018
Position 8941: 0.0005653355710589466
Position 13322: 0.000564820355007056
Position 13182: 0.000550075883849699
Position 3650: 0.0005480142295964395
Position 148: 0.0005431705515908536
Position 790: 0.0005339637392868272
Position 335: 0.0005326915772062939
Position 4673: 0.000511327251502903
Position 12830: 0.0005015056782635808
Position 3640: 0.0004921280038974013
Position 4037: 0.0004815293058054959
Position 5987: 0.0004424603307262757
Position 8989: 0.000440915672725631
Position 562: 0.00040680436426683786
Position 9952: 0.0004033823428792933
Position 2811: 0.000400904724065755
Position 3994: 0.0003899021431572932
Position 11277: 0.00038487434738222054
Position 11292: 0.0003699042220333152
Position 2123: 0.000353948178676722
Position 2041: 0.0003503987852254092
Position 1232: 0.0003490651986133797
Position 398: 0.0003241248368093724
Position 1372: 0.00031946643205601794
Position 5547: 0.0003151615591281445
Position 8814: 0.0003045609431601279
Position 2889: 0.000304474149717302
Position 11115: 0.00027910427935909284
Position 3789: 0.00026517036650270737
Position 4455: 0.00026470294478552424
Position 2683: 0.0002615303754863237
Position 12472: 0.0002585283565894017
Position 3502: 0.0002571950459137061
Position 1934: 0.00022710469738358458
Position 10100: 0.00021101205960003943
Position 7217: 0.00020121138622070225
Position 12392: 0.00019772377458709498
Position 7290: 0.00019059920111864323
Position 15579: 0.0001874260672878084
Position 9707: 0.000183575173845202
Position 1944: 0.00018278746254120923
Position 109: 0.00017968705716569117
Position 15411: 0.000179132551127259
Position 436: 0.00016052445880181406
Position 1917: 0.000159695056784481
Position 11339: 0.00015669820178418125
Position 8979: 0.00015432056358772654
Position 8407: 0.00015328618305353656
Position 8236: 0.00015136131218287181
Position 2111: 0.0001395207711400936
Position 2672: 0.00013497409913620193
Position 11165: 0.00013123711542437406
Position 10453: 0.0001293003500282302
Position 1076: 0.00012803745284058535
Position 12179: 0.00012330348442785203
Position 11271: 0.00011950463907896302
Position 2799: 0.00011230720054970565
Position 8382: 0.00011183765593304899
Position 11176: 0.00010686094464968712
Position 4617: 0.00010647848946848895
Position 4489: 0.00010113896509895182
Position 12524: 9.982540330155302e-05
Position 8191: 9.831238787140667e-05
Position 2511: 9.825624473654759e-05
Position 1393: 9.479633943284483e-05
Position 11088: 9.341457452998298e-05
Position 13328: 8.86561670972613e-05
Position 8107: 8.82487685130776e-05
Position 1384: 7.884068539956674e-05
Position 680: 7.643053296553967e-05
