Gene = Pdcd5
index = 803
Annotated 5SS: [ 216 1378 3171 3898 4907]
Annotated 3SS: [1339 3108 3805 4834 5335]
SMsplice 5SS: [ 216 1378 3215 3898 4907]
SMsplice 3SS: [1300 3108 3805 4834 5335]
top_k =  1000
Partition function (log Z): -3.6449054844393167

Sorted 5' Splice Sites (High to Low Probability):
Position 3215: 0.8474387134041896
Position 3898: 0.7988898292756037
Position 216: 0.762773122287086
Position 1378: 0.6575139944352085
Position 4907: 0.4152487265804152
Position 4925: 0.09917541718867122
Position 245: 0.08832384746718218
Position 220: 0.08736026469906086
Position 3737: 0.073836882790389
Position 3171: 0.07294171874895534
Position 4935: 0.07005764204753998
Position 1999: 0.05294293265242371
Position 1514: 0.05091620768894358
Position 1318: 0.05012400337696773
Position 4346: 0.04439365151069937
Position 4981: 0.027425415607627134
Position 5440: 0.021412770697448773
Position 320: 0.021323985358582737
Position 4093: 0.01801623035413445
Position 3341: 0.01363570000134724
Position 2891: 0.011217990507458881
Position 2971: 0.011169747454563344
Position 5014: 0.010015306116495811
Position 657: 0.008735926343570698
Position 3876: 0.006928659770325341
Position 5236: 0.006505599311799884
Position 2488: 0.006477385561655169
Position 3279: 0.006311318732086736
Position 3394: 0.00583840208872221
Position 392: 0.005538887859777664
Position 3014: 0.005482419632344542
Position 1560: 0.005433658371686514
Position 1200: 0.004883173939402824
Position 1644: 0.0045548524572010946
Position 641: 0.004162911421237442
Position 4386: 0.003940016061285956
Position 4942: 0.0034798946836236654
Position 322: 0.003353391955885171
Position 4350: 0.0033006427910913937
Position 716: 0.0032031007186830002
Position 5026: 0.0024066200900590673
Position 134: 0.0023910727430776096
Position 4088: 0.0022140379139598252
Position 1862: 0.0021059835002442025
Position 4252: 0.0020061499347704026
Position 305: 0.0019197169140425727
Position 356: 0.0018899299194441769
Position 4394: 0.0017646870718287411
Position 1637: 0.0017374328357547572
Position 2154: 0.0016555918186398082
Position 2835: 0.0015287815298595116
Position 3463: 0.0012926855737814466
Position 380: 0.001285498916462461
Position 1456: 0.0012687632777361388
Position 4945: 0.001258565816339751
Position 1066: 0.0011459086967290874
Position 1769: 0.001137535904347484
Position 4848: 0.0010728205547618848
Position 5419: 0.0010598371082182752
Position 4340: 0.0010511726508909995
Position 2035: 0.001041885420152154
Position 197: 0.001014699822340563
Position 576: 0.000917590662938142
Position 2961: 0.0009088384149326537
Position 4911: 0.0008378937081782806
Position 4012: 0.0008220173158979343
Position 674: 0.0008207491886900596
Position 1597: 0.0007450595763933737
Position 5429: 0.0007131774315108135
Position 3940: 0.0006937244750403535
Position 4423: 0.0006593824892572633
Position 3239: 0.0006013650916277593
Position 4950: 0.0005897480805453324
Position 4125: 0.0005788701138289175
Position 3262: 0.0005720489142456931
Position 681: 0.000566359283843745
Position 1347: 0.0005499679116037554
Position 848: 0.0005328509829895885
Position 2704: 0.0005142932323009843
Position 78: 0.0004619065600480797
Position 5417: 0.0004455980677685153
Position 4097: 0.0004432698990679509
Position 4786: 0.00043909709193379836
Position 4174: 0.00043537753435236447
Position 2948: 0.00043347063196852307
Position 385: 0.0004281198512874654
Position 4649: 0.00041217445175596284
Position 3968: 0.00039479793797955905
Position 1149: 0.00035719497902159466
Position 4099: 0.00035228948738432055
Position 4101: 0.00033647774969996445
Position 1992: 0.00033632684419328897
Position 3533: 0.0003349783798062109
Position 1726: 0.00032277672116414304
Position 4095: 0.00032177716545991354
Position 407: 0.0003152020691710881
Position 5446: 0.00029701848285968216
Position 916: 0.0002915757430653843
Position 3648: 0.00027030149222073056
Position 2827: 0.00024764165817190597
Position 3425: 0.0002450222942580842
Position 4332: 0.00022710103043264396
Position 4103: 0.00021352207764013714
Position 2913: 0.00021347872719803285
Position 413: 0.0002079744928890085
