Gene = 2410002F23Rik
index = 37
Annotated 5SS: [ 102 1574 2878 3338 3619]
Annotated 3SS: [1529 2819 3298 3586 3890]
SMsplice 5SS: [ 102  695 3619]
SMsplice 3SS: [ 515 3586 3890]
top_k =  1000
Partition function (log Z): -6.216032772820709

Sorted 5' Splice Sites (High to Low Probability):
Position 695: 0.728596287276205
Position 102: 0.7267056212231641
Position 3619: 0.48211024720913825
Position 2328: 0.41740449803705465
Position 3338: 0.3846827364923697
Position 1574: 0.19453826824378145
Position 87: 0.16734406038467153
Position 2762: 0.14738105642984414
Position 326: 0.03890224407899982
Position 655: 0.030047860865987645
Position 4476: 0.02601751665696489
Position 2878: 0.01835427894001123
Position 4791: 0.018349011232878954
Position 92: 0.013156009430172803
Position 1521: 0.011835759645211138
Position 3258: 0.010444746965636598
Position 1013: 0.010146751951166735
Position 2608: 0.006079188427723808
Position 298: 0.005782866102943288
Position 129: 0.0052180166531130305
Position 4323: 0.004817733368628461
Position 3770: 0.0044623878921761775
Position 2882: 0.0036962403762051932
Position 2936: 0.0036019590282943457
Position 1342: 0.0032600909480095222
Position 1880: 0.002711481075369936
Position 4851: 0.002634653815588992
Position 1530: 0.00202163519592409
Position 1203: 0.0020103353313259804
Position 817: 0.0014841463441034107
Position 82: 0.001398984331877505
Position 182: 0.0012518408474688843
Position 3490: 0.0012393152639944506
Position 4890: 0.0011017798226873154
Position 465: 0.0010666728507335835
Position 431: 0.0009881994148145952
Position 2783: 0.0008570012592410277
Position 893: 0.0007971611592425595
Position 788: 0.0007741755126351454
Position 1891: 0.0006929541344608443
Position 1188: 0.0006261568253691658
Position 1726: 0.0006107696362418617
Position 403: 0.0004396777019659944
Position 1678: 0.0004037269899785064
Position 1896: 0.00040027839063461114
Position 1291: 0.0003659829434537452
Position 143: 0.00035805261890050895
Position 2429: 0.00034634467044794196
Position 3461: 0.0003070474168551471
Position 1984: 0.00022439777865580475
Position 196: 0.00020521237954020295
Position 410: 0.0002030493747407448
Position 172: 0.00019895310354796732
Position 1295: 0.00019874207744603658
Position 2348: 0.00019608395289857607
Position 1547: 0.00019553566165413815
Position 1228: 0.00019179127420073598
Position 1280: 0.00018518884236561701
Position 3741: 0.0001708324256608511
Position 1532: 0.0001706451841478905
Position 2910: 0.00015930843746214083
Position 184: 0.00014752504420626104
Position 139: 0.00012359453162759997
Position 203: 0.0001128877840013991
Position 3395: 0.0001116341459796148
Position 2315: 9.859312102949773e-05
Position 2820: 9.076768579935976e-05
Position 516: 8.700375301598478e-05
Position 146: 8.12103966238277e-05
Position 205: 7.412754021528878e-05
Position 4085: 7.084684678975864e-05
Position 4083: 7.069774139392979e-05
Position 117: 6.475466689966003e-05
Position 1313: 6.151992816390442e-05
Position 415: 6.12820348608415e-05
Position 211: 5.9406366002807685e-05
Position 1481: 5.7543575812352695e-05
Position 1512: 5.531161768003285e-05
