Gene = AB124611
index = 82
Annotated 5SS: [  107  2883 12914 13685 14423]
Annotated 3SS: [ 2561 12885 13640 14384 18475]
SMsplice 5SS: [  107  2883  9797 12914 13728 14423]
SMsplice 3SS: [ 2561  9706 12885 13640 14384 17279]
top_k =  1000
Partition function (log Z): -3.5217304177039157

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.990693193678505
Position 14423: 0.786552030038289
Position 9797: 0.7258985903118492
Position 12914: 0.6411094166877905
Position 13728: 0.5438569305477133
Position 2883: 0.5222013081894838
Position 15969: 0.41968501794991625
Position 2778: 0.3987132950756306
Position 7549: 0.24811247461938643
Position 2356: 0.18769298978594146
Position 9787: 0.13416080952579043
Position 13685: 0.13243710879148693
Position 13723: 0.12960924195000303
Position 409: 0.11636724608472196
Position 14465: 0.09190244485406064
Position 14232: 0.08353689493748119
Position 13523: 0.060376177895423835
Position 2335: 0.05005079157008289
Position 13197: 0.04715037984314958
Position 14936: 0.044241006345166374
Position 14067: 0.03963853525712606
Position 14189: 0.038904705920355095
Position 1457: 0.03714223497453609
Position 9618: 0.035508738064674875
Position 14584: 0.03310790413026802
Position 2699: 0.02805779699688056
Position 16970: 0.027557155283909535
Position 16966: 0.027528197497594567
Position 14120: 0.02707237232366617
Position 14331: 0.02563112822610388
Position 10887: 0.020125318742275886
Position 2823: 0.02001406481942548
Position 10892: 0.0192659630692448
Position 14048: 0.019112178588053832
Position 17156: 0.01841599025219969
Position 2472: 0.017958418124103957
Position 3130: 0.016828377135234544
Position 13004: 0.016297482777903775
Position 9824: 0.015396728467276452
Position 7580: 0.011208580903409912
Position 663: 0.010294408959435244
Position 7735: 0.010214004824561543
Position 444: 0.007239764223511309
Position 4232: 0.006912404945813853
Position 2864: 0.005194840889026914
Position 8594: 0.005089800753840454
Position 7728: 0.004971213532489168
Position 4965: 0.004702002853472837
Position 16555: 0.004651837812439698
Position 3886: 0.004558530086923089
Position 16988: 0.004535566036136222
Position 2086: 0.004170047516824509
Position 4012: 0.004093111688246239
Position 478: 0.0034265691059783944
Position 14944: 0.0026620141856797297
Position 17525: 0.0025753044142628988
Position 15083: 0.0022467745921713
Position 13689: 0.0021251205611444316
Position 296: 0.0012844937450045956
Position 16962: 0.0012188176073377904
