Gene = Mitd1
index = 679
Annotated 5SS: [  248  5193  7846  8709  9475 10848 11143]
Annotated 3SS: [ 5090  7708  8621  9358 10786 11043 15281]
SMsplice 5SS: [  248  5193  7846  9475 11170 14704 14875 15097]
SMsplice 3SS: [ 5090  7708  9358 11043 14582 14773 14952 15281]
top_k =  1000
Partition function (log Z): 6.2660549908843155

Sorted 5' Splice Sites (High to Low Probability):
Position 5193: 0.9954550444584345
Position 7846: 0.9730573680369805
Position 14704: 0.9442726244891356
Position 14875: 0.8727910431820793
Position 248: 0.8708513630316858
Position 9475: 0.7193704468958592
Position 10848: 0.49642803256588997
Position 11170: 0.4013659859806086
Position 11174: 0.38276161446325185
Position 15097: 0.2675850192929862
Position 8673: 0.21647826078353807
Position 11439: 0.20302897981629722
Position 4914: 0.1726668012207948
Position 15018: 0.1658052392185314
Position 15196: 0.15384722246537483
Position 8709: 0.11898378025167057
Position 10277: 0.10390916403526693
Position 3345: 0.10137197294485521
Position 15084: 0.10123416336398358
Position 14988: 0.08302335868103854
Position 13999: 0.07560235172357023
Position 10411: 0.0664792570928416
Position 15007: 0.06293091764052966
Position 11875: 0.0620614322403761
Position 8702: 0.058107593462560954
Position 2948: 0.05741844613302379
Position 8068: 0.05601353652865354
Position 186: 0.05484854046490249
Position 5640: 0.05218711996715481
Position 10605: 0.0520749321854274
Position 5447: 0.047061750977803005
Position 11639: 0.043020773190674114
Position 3033: 0.03492253418802047
Position 202: 0.03456072852371805
Position 12881: 0.0343678277130701
Position 815: 0.0306541328676343
Position 3591: 0.029114470203197875
Position 8713: 0.025445262816225223
Position 6002: 0.02523113597514529
Position 13887: 0.02259468005500538
Position 148: 0.02255092728106993
Position 5946: 0.022473844113353746
Position 10909: 0.022175239717385515
Position 8487: 0.022155883455852503
Position 9961: 0.022134426954401553
Position 2194: 0.021283202273874074
Position 5805: 0.014670883141105666
Position 4708: 0.013688751422313378
Position 15377: 0.013507183049619783
Position 5769: 0.011639718259750314
Position 6214: 0.011308713166455835
Position 11143: 0.01128592314780451
Position 1034: 0.01101701655527602
Position 11229: 0.010965049140847716
Position 2959: 0.010809359194897344
Position 12568: 0.009305266849280144
Position 746: 0.008988164791917256
Position 15187: 0.00889348317625004
Position 11241: 0.007637694267972205
Position 2130: 0.00753761318624594
Position 4010: 0.00713916743100081
Position 8390: 0.006941232340234568
Position 10236: 0.006591917635800752
Position 5841: 0.00637211803575394
Position 9790: 0.006321967966221931
Position 6004: 0.006056282960686006
Position 3189: 0.006052225336314919
Position 10873: 0.0059477967554093245
Position 3303: 0.0056363027452172
Position 238: 0.004996201436949062
Position 5877: 0.004792562166935197
Position 2911: 0.004424976654437628
Position 8535: 0.0044013023526665584
Position 4987: 0.003933933845011578
Position 373: 0.0037297604621090766
Position 7998: 0.003521441320884928
Position 12750: 0.003119257073127206
Position 51: 0.0030001888290435057
Position 6770: 0.002754039708441115
Position 7950: 0.002681199682309568
Position 7581: 0.0026210241630822634
Position 6541: 0.0025075379628784478
Position 7466: 0.0024817201361342477
Position 5421: 0.0021264778481215494
Position 14901: 0.002121450575751814
Position 9021: 0.002119870694808009
Position 6008: 0.0020193301390327486
Position 47: 0.001993319428189207
Position 14692: 0.0017816424116184346
Position 2101: 0.0017697443433703892
Position 6669: 0.0017616903339619937
Position 1339: 0.001753737813188511
Position 6038: 0.0017135771141999084
Position 2944: 0.0016084559701368523
Position 15077: 0.0015339575681343012
Position 5733: 0.0013250493477830363
Position 3324: 0.0013131143780383586
Position 3996: 0.0012899380883797638
Position 1166: 0.0012613112609881963
Position 3352: 0.0012087792192636306
Position 4392: 0.0011616529351644068
Position 8644: 0.001013716798048598
Position 15049: 0.0009175285714518285
Position 1061: 0.000875029079493446
Position 8668: 0.0008224832905085629
Position 4032: 0.0007842183996691753
Position 15461: 0.0007036169532020559
Position 1495: 0.0006912846367438199
Position 2408: 0.0006840249327989188
Position 15119: 0.0006506878932908321
Position 6061: 0.0006342081288264858
Position 1287: 0.0006184614646081966
Position 5470: 0.0006059613226148697
Position 75: 0.0005865856351869457
Position 4203: 0.0005753808019493736
Position 15201: 0.000532668279566969
Position 6066: 0.0005109559992805732
Position 1176: 0.0005094292757635648
Position 27: 0.0005062989014491085
Position 11695: 0.0004990313253759467
Position 6247: 0.00048461568911976145
Position 7028: 0.0004685446630152758
Position 10248: 0.00045885702167163385
Position 10787: 0.00044947403831056544
Position 1196: 0.00043953067678701054
Position 7261: 0.0004326940990168241
Position 14992: 0.0004104755673416014
Position 94: 0.0004010811585490015
Position 5964: 0.000381831567908333
Position 2135: 0.00038023267344899035
Position 1148: 0.00036409043117421945
Position 3175: 0.0003634726180951618
Position 15028: 0.0003432948546926599
Position 11347: 0.00033573691305732186
Position 3645: 0.0003338532876160328
Position 2837: 0.0003311032754928325
Position 2519: 0.00032721151618028953
Position 15072: 0.0003172721226933815
Position 14617: 0.0002837967317136252
Position 5649: 0.00026938380549102923
Position 256: 0.00026790224962257173
Position 8026: 0.00026625679667932676
Position 11161: 0.0002572022381925234
Position 9481: 0.0002242320077991212
Position 454: 0.00020747857718882143
Position 1814: 0.00016509843574240697
Position 142: 0.00015065573396815307
Position 14952: 0.00014549462875368006
Position 14838: 0.00014138841761724422
Position 11141: 0.00013842111498194644
Position 1243: 0.00013534842624605986
Position 2266: 0.00012669529887426048
Position 10213: 0.00012329106532464222
Position 11006: 0.000117695123968421
Position 579: 0.00011071327808342159
Position 15457: 9.894810155550243e-05
Position 3707: 9.134794093916937e-05
Position 3412: 8.226890082716423e-05
Position 3989: 7.928305693437314e-05
Position 1804: 7.878918941722661e-05
Position 1619: 7.796971328373444e-05
Position 2387: 7.777671334400397e-05
Position 3420: 7.68907909458983e-05
Position 3631: 7.587380618378997e-05
Position 3781: 7.540854667125897e-05
Position 15288: 7.230773878268861e-05
Position 2019: 6.939673580833859e-05
Position 1209: 6.897517475713146e-05
Position 2562: 6.371002948392027e-05
Position 5225: 5.889441367521543e-05
Position 2880: 5.446798586177836e-05
Position 15149: 5.369661510065816e-05
Position 14983: 4.975567888872261e-05
